timestamp	averaging[s]	PM1 [�g/m�]	PM2.5 [�g/m�]	PM4 [�g/m�]	PM10 [�g/m�]	PMtot [�g/m�]	CO2 [ppm]	VOC [ppb]	VOC [mg/m�]	Cn [1/cm�]	M1,0 [�m]	M2,0 [�m�]	M3,0 [�m�]	x10(dCn) [�m]	x16(dCn) [�m]	x50(dCn) [�m]	x84(dCn) [�m]	x90(dCn) [�m]	Cn [1/m�]	PIA [1/m�]	T [�C]	p [hPa]	rH [%]	AQI - Palas	Infection Risk Index	volume flow [l/min]	power (volume flow blower) [%]	dN(�m) [P]	0.184462	0.198224	0.213013	0.228905	0.245984	0.264336	0.284057	0.30525	0.328024	0.352497	0.378797	0.407058	0.437427	0.470063	0.505133	0.54282	0.583319	0.626839	0.673606	0.723862	0.777868	0.835903	0.898268	0.965286	1.037304	1.114695	1.19786	1.28723	1.383267	1.48647	1.597372	1.716548	1.844616	1.982239	2.13013	2.289054	2.459835	2.643358	2.840573	3.052502	3.280243	3.524975	3.787966	4.070578	4.374274	4.700629	5.051333	5.428202	5.833189	6.26839	6.736061	7.238624	7.778682	8.359033	8.982682	9.652861	10.373039	11.146949	11.978599	12.872296	13.83267	14.864696	15.973718	17.165483
05.02.2024 00:00:00	10.00	0.23	0.23	0.24	0.24	0.24	391.00	907.00	4.10	9.03	0.24	0.06	0.01	0.19	0.20	0.22	0.29	0.30	9025774.00	0.00	24.11	998.00	36.91	79.00	0.02	1.38	25.00	->	0.54	2.68	1.16	0.95	0.69	1.20	0.55	1.07	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:00:10	10.00	0.26	0.26	0.27	0.27	0.27	391.00	910.30	4.11	8.87	0.24	0.06	0.01	0.20	0.20	0.23	0.28	0.30	8867427.15	0.00	24.11	998.03	36.88	79.00	0.02	1.38	25.00	->	0.32	1.91	1.45	1.26	1.31	0.90	0.77	0.58	0.21	0.12	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:00:20	10.00	0.36	0.37	0.38	0.38	0.38	391.00	909.20	4.11	9.72	0.25	0.07	0.02	0.20	0.21	0.23	0.29	0.30	9722500.40	0.00	24.11	998.01	36.91	79.00	0.02	1.38	25.00	->	0.12	1.10	2.07	1.97	1.48	0.34	1.40	0.48	0.31	0.19	0.05	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:00:30	10.00	0.34	0.34	0.36	0.36	0.36	391.00	905.00	4.09	9.15	0.25	0.07	0.02	0.20	0.20	0.23	0.28	0.29	9152451.50	0.00	24.11	997.97	36.89	79.00	0.02	1.38	25.00	->	0.17	1.42	1.55	1.95	1.35	0.78	1.06	0.10	0.29	0.02	0.17	0.00	0.00	0.00	0.00	0.06	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:00:40	10.00	0.29	0.29	0.31	0.31	0.31	391.00	903.00	4.08	7.66	0.25	0.07	0.02	0.20	0.20	0.24	0.28	0.30	7663990.30	0.00	24.11	997.93	36.93	79.00	0.02	1.38	25.00	->	0.38	1.20	1.06	1.12	1.24	0.90	0.98	0.16	0.13	0.00	0.24	0.02	0.00	0.10	0.00	0.07	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:00:50	10.00	0.26	0.26	0.27	0.27	0.27	390.70	914.60	4.13	7.28	0.25	0.07	0.02	0.20	0.20	0.24	0.29	0.32	7283957.75	0.00	24.11	998.00	36.89	79.00	0.02	1.38	25.00	->	0.32	1.16	1.18	1.10	1.14	0.71	0.71	0.15	0.20	0.04	0.25	0.16	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:01:00	10.00	0.33	0.33	0.34	0.34	0.34	390.10	909.60	4.11	8.91	0.25	0.07	0.02	0.20	0.21	0.24	0.29	0.32	8914930.65	0.00	24.11	998.01	36.92	79.00	0.02	1.38	25.00	->	0.02	1.12	1.45	1.71	1.53	0.90	0.76	0.52	0.24	0.36	0.16	0.10	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:01:10	10.00	0.37	0.37	0.38	0.38	0.38	391.00	908.20	4.10	9.69	0.25	0.07	0.02	0.20	0.21	0.24	0.30	0.31	9690830.60	0.00	24.11	998.10	36.88	79.00	0.02	1.38	25.00	->	0.13	1.11	1.29	1.58	1.92	1.23	0.84	0.90	0.21	0.27	0.00	0.00	0.00	0.16	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:01:20	10.00	0.29	0.29	0.30	0.30	0.30	390.30	906.50	4.09	8.41	0.25	0.06	0.02	0.20	0.20	0.24	0.28	0.30	8408221.05	0.00	24.11	998.10	36.86	79.00	0.02	1.38	25.00	->	0.19	1.52	1.04	1.17	1.59	1.39	0.64	0.46	0.16	0.00	0.00	0.00	0.00	0.08	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:01:30	10.00	0.26	0.26	0.27	0.27	0.27	390.00	906.00	4.09	8.15	0.24	0.06	0.02	0.20	0.20	0.24	0.28	0.29	8154865.85	0.00	24.11	998.10	36.84	79.00	0.02	1.38	25.00	->	0.16	1.41	0.90	1.64	1.41	1.28	1.00	0.19	0.13	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:01:40	10.00	0.29	0.29	0.30	0.30	0.30	390.00	911.00	4.12	8.85	0.24	0.06	0.02	0.20	0.21	0.23	0.28	0.29	8851592.25	0.00	24.11	998.10	36.86	79.00	0.02	1.38	25.00	->	0.06	1.25	1.36	2.03	1.16	1.00	1.20	0.56	0.16	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:01:50	10.00	0.42	0.42	0.44	0.44	0.44	390.00	907.60	4.10	10.45	0.25	0.07	0.02	0.20	0.21	0.23	0.30	0.31	10450896.00	0.00	24.11	998.10	36.84	79.00	0.02	1.37	25.00	->	0.17	1.44	1.75	2.34	0.41	1.56	1.04	1.11	0.10	0.00	0.00	0.16	0.00	0.10	0.16	0.06	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:02:00	10.00	0.38	0.38	0.40	0.40	0.40	390.00	910.80	4.11	9.83	0.25	0.07	0.02	0.20	0.21	0.23	0.28	0.30	9833343.00	0.00	24.11	998.10	36.84	79.00	0.03	1.38	25.00	->	0.36	1.12	2.00	2.55	0.34	1.57	0.57	0.71	0.16	0.00	0.00	0.05	0.00	0.16	0.11	0.07	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:02:10	10.00	0.26	0.26	0.27	0.27	0.27	390.00	914.60	4.13	8.58	0.24	0.06	0.01	0.20	0.20	0.23	0.27	0.28	8582402.60	0.00	24.11	998.02	36.84	79.00	0.03	1.38	25.00	->	0.38	1.13	1.77	1.93	0.78	1.34	0.75	0.32	0.06	0.10	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:02:20	10.00	0.30	0.32	0.33	0.33	0.33	390.00	915.00	4.13	7.76	0.25	0.07	0.02	0.20	0.20	0.23	0.29	0.30	7758998.40	0.00	24.11	998.06	36.86	79.00	0.03	1.38	25.00	->	0.32	1.04	1.47	1.40	0.72	1.03	0.87	0.46	0.00	0.32	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:02:30	10.00	0.31	0.34	0.35	0.35	0.35	390.00	908.80	4.10	7.85	0.25	0.07	0.02	0.19	0.20	0.23	0.28	0.30	7854006.60	0.00	24.11	998.02	36.93	79.00	0.03	1.38	25.00	->	0.51	1.20	1.49	1.16	0.86	0.94	0.97	0.29	0.00	0.13	0.15	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:02:40	10.00	0.24	0.24	0.25	0.25	0.25	390.00	910.80	4.11	7.66	0.24	0.06	0.02	0.19	0.20	0.23	0.28	0.29	7663990.60	0.00	24.11	998.08	36.91	79.00	0.03	1.38	25.00	->	0.60	1.08	1.25	1.21	1.20	0.76	0.97	0.19	0.19	0.00	0.09	0.01	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:02:50	10.00	0.28	0.28	0.29	0.29	0.29	390.00	919.40	4.15	8.98	0.24	0.06	0.02	0.19	0.20	0.24	0.28	0.30	8978269.75	0.00	24.11	998.10	36.91	79.00	0.03	1.38	25.00	->	0.46	1.75	1.11	1.30	1.62	1.01	0.73	0.38	0.48	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:03:00	10.00	0.31	0.31	0.33	0.33	0.33	390.00	912.00	4.12	9.41	0.25	0.06	0.02	0.20	0.20	0.24	0.30	0.31	9405806.80	0.00	24.11	998.10	36.88	79.00	0.03	1.38	25.00	->	0.22	2.00	1.18	1.17	1.24	0.97	0.82	0.94	0.58	0.17	0.05	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:03:10	10.00	0.29	0.29	0.30	0.30	0.30	390.00	913.00	4.12	8.46	0.25	0.07	0.02	0.20	0.20	0.23	0.30	0.32	8455725.35	0.00	24.11	998.10	36.86	79.00	0.03	1.38	25.00	->	0.25	1.94	1.21	1.11	0.89	0.80	0.52	0.97	0.34	0.23	0.07	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:03:20	10.00	0.20	0.20	0.21	0.21	0.21	390.30	914.60	4.13	8.03	0.23	0.05	0.01	0.19	0.20	0.22	0.26	0.28	8028188.55	0.00	24.11	998.10	36.86	79.00	0.03	1.38	25.00	->	0.62	1.86	1.74	1.09	0.99	0.98	0.18	0.48	0.01	0.01	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:03:30	10.00	0.31	0.31	0.32	0.32	0.32	390.40	906.80	4.10	9.37	0.24	0.06	0.02	0.20	0.20	0.23	0.28	0.30	9374136.80	0.00	24.11	998.10	36.86	79.00	0.03	1.38	25.00	->	0.52	1.44	1.90	1.38	1.03	1.52	0.59	0.70	0.00	0.13	0.00	0.00	0.00	0.00	0.04	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:03:40	10.00	0.31	0.31	0.32	0.32	0.32	391.00	904.70	4.09	8.00	0.25	0.07	0.02	0.20	0.21	0.24	0.29	0.31	7996518.95	0.00	24.11	998.03	36.85	79.00	0.03	1.38	25.00	->	0.14	1.11	1.44	1.03	0.85	1.22	0.91	0.76	0.13	0.16	0.00	0.06	0.03	0.00	0.04	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:03:50	10.00	0.30	0.30	0.31	0.31	0.31	390.60	912.80	4.12	7.98	0.26	0.07	0.02	0.20	0.20	0.25	0.29	0.31	7980684.20	0.00	24.11	998.00	36.85	79.00	0.03	1.38	25.00	->	0.13	1.19	1.38	0.72	1.04	0.85	1.42	0.62	0.14	0.05	0.00	0.36	0.06	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:04:00	10.00	0.30	0.30	0.31	0.31	0.31	391.00	905.20	4.09	9.09	0.24	0.06	0.02	0.20	0.20	0.24	0.29	0.29	9089112.60	0.00	24.11	998.00	36.84	79.00	0.03	1.38	25.00	->	0.35	1.35	1.81	1.01	1.30	1.01	1.45	0.52	0.00	0.00	0.00	0.30	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:04:10	10.00	0.31	0.31	0.32	0.32	0.32	391.00	908.30	4.10	8.99	0.24	0.06	0.02	0.20	0.20	0.24	0.28	0.29	8994104.60	0.00	24.11	998.00	36.84	79.00	0.02	1.38	25.00	->	0.35	1.20	1.81	1.17	1.47	0.98	1.23	0.41	0.22	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:04:20	10.00	0.34	0.34	0.36	0.36	0.36	391.00	912.90	4.12	10.10	0.24	0.06	0.02	0.20	0.21	0.24	0.28	0.30	10102532.80	0.00	24.11	998.00	36.86	79.00	0.02	1.38	25.00	->	0.51	1.04	2.08	1.42	2.00	0.97	0.92	0.46	0.43	0.16	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:04:30	10.00	0.30	0.30	0.32	0.32	0.32	391.00	901.00	4.07	9.90	0.24	0.06	0.02	0.19	0.20	0.23	0.29	0.31	9896681.80	0.00	24.11	998.00	36.82	79.00	0.02	1.38	25.00	->	0.53	1.74	1.77	1.34	1.39	1.02	0.79	0.63	0.36	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:04:40	10.00	0.26	0.26	0.27	0.27	0.27	391.00	900.30	4.07	8.84	0.24	0.06	0.01	0.20	0.20	0.23	0.28	0.30	8835757.60	0.00	24.11	998.00	36.84	79.00	0.02	1.38	25.00	->	0.29	1.85	1.49	1.32	0.97	1.21	0.85	0.54	0.25	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:04:50	10.00	0.30	0.30	0.31	0.31	0.31	391.00	914.20	4.13	8.22	0.25	0.07	0.02	0.20	0.20	0.24	0.29	0.30	8218204.60	0.00	24.11	998.00	36.84	79.00	0.02	1.38	25.00	->	0.26	1.34	0.92	1.45	1.12	1.12	0.89	0.81	0.06	0.02	0.00	0.00	0.00	0.08	0.05	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:05:00	10.00	0.32	0.32	0.33	0.33	0.33	391.00	912.20	4.12	7.95	0.26	0.07	0.02	0.20	0.20	0.24	0.30	0.31	7949014.75	0.00	24.11	998.00	36.84	79.00	0.02	1.38	25.00	->	0.16	1.18	1.30	1.05	0.83	1.14	0.89	0.79	0.14	0.16	0.00	0.02	0.00	0.13	0.07	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:05:10	10.00	0.28	0.28	0.29	0.29	0.29	391.00	908.80	4.10	8.04	0.25	0.06	0.02	0.20	0.20	0.24	0.29	0.30	8044023.20	0.00	24.11	998.00	36.84	79.00	0.02	1.38	25.00	->	0.20	1.38	1.69	0.83	0.30	1.28	1.30	0.62	0.13	0.10	0.00	0.19	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:05:20	10.00	0.36	0.39	0.40	0.40	0.40	390.50	905.60	4.09	8.74	0.26	0.07	0.02	0.20	0.20	0.23	0.29	0.31	8740749.40	0.00	24.11	998.00	36.84	79.00	0.02	1.38	25.00	->	0.35	1.26	1.53	1.45	0.52	1.30	1.10	0.57	0.13	0.16	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:05:30	10.00	0.37	0.41	0.43	0.43	0.43	391.00	913.40	4.13	8.72	0.26	0.07	0.03	0.20	0.21	0.24	0.29	0.32	8724914.40	0.00	24.11	997.92	36.84	79.00	0.02	1.38	25.00	->	0.48	0.48	1.63	1.88	1.21	0.74	0.98	0.47	0.38	0.25	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 00:05:40	10.00	0.32	0.32	0.33	0.33	0.33	390.50	913.90	4.13	9.17	0.25	0.06	0.02	0.21	0.21	0.24	0.29	0.30	9168286.20	0.00	24.11	997.90	36.83	79.00	0.02	1.38	25.00	->	0.16	0.67	1.52	2.08	1.86	0.49	1.33	0.43	0.51	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
