timestamp	averaging[s]	PM1 [�g/m�]	PM2.5 [�g/m�]	PM4 [�g/m�]	PM10 [�g/m�]	PMtot [�g/m�]	CO2 [ppm]	VOC [ppb]	VOC [mg/m�]	Cn [1/cm�]	M1,0 [�m]	M2,0 [�m�]	M3,0 [�m�]	x10(dCn) [�m]	x16(dCn) [�m]	x50(dCn) [�m]	x84(dCn) [�m]	x90(dCn) [�m]	Cn [1/m�]	PIA [1/m�]	T [�C]	p [hPa]	rH [%]	AQI - Palas	Infection Risk Index	volume flow [l/min]	power (volume flow blower) [%]	dN(�m) [P]	0.184462	0.198224	0.213013	0.228905	0.245984	0.264336	0.284057	0.30525	0.328024	0.352497	0.378797	0.407058	0.437427	0.470063	0.505133	0.54282	0.583319	0.626839	0.673606	0.723862	0.777868	0.835903	0.898268	0.965286	1.037304	1.114695	1.19786	1.28723	1.383267	1.48647	1.597372	1.716548	1.844616	1.982239	2.13013	2.289054	2.459835	2.643358	2.840573	3.052502	3.280243	3.524975	3.787966	4.070578	4.374274	4.700629	5.051333	5.428202	5.833189	6.26839	6.736061	7.238624	7.778682	8.359033	8.982682	9.652861	10.373039	11.146949	11.978599	12.872296	13.83267	14.864696	15.973718	17.165483
05.02.2024 03:51:40	10.00	0.19	0.19	0.20	0.20	0.20	382.50	821.70	3.71	5.57	0.25	0.06	0.02	0.20	0.21	0.25	0.29	0.30	5573811.25	0.00	24.11	997.70	36.88	78.00	0.04	1.39	25.00	->	0.00	0.79	0.67	0.78	1.05	0.67	0.93	0.38	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:51:50	10.00	0.24	0.24	0.25	0.25	0.25	383.50	821.80	3.71	6.10	0.26	0.07	0.02	0.20	0.21	0.25	0.30	0.32	6096355.90	0.00	24.11	997.70	36.92	78.00	0.04	1.39	25.00	->	0.05	0.74	0.61	0.82	1.00	0.85	1.07	0.26	0.56	0.00	0.00	0.00	0.00	0.11	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:52:00	10.00	0.20	0.20	0.21	0.21	0.21	383.50	816.80	3.69	4.69	0.26	0.07	0.02	0.20	0.21	0.25	0.31	0.33	4687068.50	0.00	24.11	997.70	36.93	78.00	0.05	1.39	25.00	->	0.16	0.39	0.59	0.25	0.98	0.54	0.83	0.23	0.58	0.00	0.00	0.00	0.00	0.10	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:52:10	10.00	0.15	0.15	0.16	0.16	0.16	383.00	820.50	3.70	3.90	0.26	0.07	0.02	0.20	0.20	0.25	0.31	0.32	3895334.00	0.00	24.11	997.70	36.93	78.00	0.05	1.39	25.00	->	0.08	0.72	0.59	0.00	0.72	0.39	0.52	0.40	0.35	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:52:20	10.00	0.17	0.18	0.19	0.19	0.19	383.00	827.90	3.74	4.54	0.25	0.07	0.02	0.20	0.20	0.24	0.29	0.30	4544556.37	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.00	1.07	0.77	0.15	0.86	0.35	0.93	0.21	0.02	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:52:30	10.00	0.20	0.22	0.23	0.23	0.23	383.00	813.10	3.67	4.53	0.26	0.07	0.03	0.20	0.20	0.24	0.28	0.29	4528721.58	0.00	24.11	997.65	36.96	78.00	0.04	1.38	25.00	->	0.10	0.68	0.94	0.47	0.82	0.48	0.79	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:52:40	10.00	0.18	0.19	0.20	0.20	0.20	383.00	818.90	3.70	5.45	0.24	0.06	0.02	0.19	0.20	0.23	0.27	0.29	5447133.70	0.00	24.11	997.65	36.93	78.00	0.04	1.38	25.00	->	0.41	0.82	0.98	0.93	0.59	0.89	0.36	0.29	0.08	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:52:50	10.00	0.18	0.18	0.19	0.19	0.19	383.00	817.10	3.69	5.87	0.24	0.06	0.02	0.19	0.20	0.23	0.28	0.30	5874670.35	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.57	0.63	1.00	0.90	1.10	0.62	0.24	0.53	0.13	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:53:00	10.00	0.15	0.15	0.16	0.16	0.16	383.00	823.90	3.72	5.94	0.23	0.05	0.01	0.19	0.19	0.22	0.26	0.28	5938008.95	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.76	0.85	1.26	0.79	1.24	0.44	0.06	0.40	0.06	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:53:10	10.00	0.14	0.14	0.15	0.15	0.15	383.00	825.20	3.73	4.94	0.24	0.06	0.02	0.19	0.20	0.22	0.28	0.30	4940423.70	0.00	24.11	997.70	36.98	78.00	0.04	1.39	25.00	->	0.35	1.20	0.73	0.88	0.56	0.33	0.41	0.10	0.16	0.00	0.00	0.16	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:53:20	10.00	0.16	0.16	0.17	0.17	0.17	383.00	819.40	3.70	4.40	0.25	0.07	0.02	0.20	0.21	0.23	0.28	0.30	4402044.03	0.00	24.11	997.70	36.98	78.00	0.04	1.39	25.00	->	0.03	0.72	0.53	1.32	0.46	0.46	0.41	0.16	0.06	0.00	0.00	0.10	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:53:30	10.00	0.11	0.11	0.12	0.12	0.12	383.00	817.20	3.69	3.78	0.24	0.06	0.02	0.20	0.20	0.23	0.27	0.29	3784491.12	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.00	0.71	0.66	0.90	0.56	0.38	0.17	0.35	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:53:40	10.00	0.17	0.19	0.19	0.19	0.19	383.00	816.10	3.68	4.85	0.24	0.07	0.02	0.20	0.20	0.22	0.27	0.30	4845415.35	0.00	24.11	997.64	36.98	78.00	0.04	1.39	25.00	->	0.02	1.54	0.80	0.76	0.61	0.33	0.20	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:53:50	10.00	0.24	0.27	0.29	0.29	0.29	383.00	812.70	3.67	6.14	0.25	0.07	0.03	0.20	0.20	0.23	0.28	0.30	6143860.00	0.00	24.11	997.68	36.98	78.00	0.04	1.39	25.00	->	0.26	1.24	0.85	1.40	0.74	0.44	0.47	0.34	0.11	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:54:00	10.00	0.17	0.17	0.18	0.18	0.18	383.00	820.80	3.71	5.94	0.24	0.06	0.01	0.19	0.20	0.23	0.28	0.30	5938009.00	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.32	1.18	0.79	1.03	1.02	0.49	0.49	0.36	0.12	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:54:10	10.00	0.11	0.11	0.12	0.12	0.12	383.00	814.00	3.68	4.40	0.23	0.05	0.01	0.19	0.20	0.23	0.27	0.28	4402044.05	0.00	24.11	997.70	36.98	78.00	0.04	1.39	25.00	->	0.19	1.04	0.74	0.76	0.65	0.34	0.46	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:54:20	10.00	0.12	0.12	0.13	0.13	0.13	383.00	818.00	3.69	4.12	0.24	0.06	0.01	0.19	0.20	0.23	0.28	0.29	4117019.65	0.00	24.11	997.77	36.96	78.00	0.04	1.39	25.00	->	0.29	0.53	0.70	0.67	0.60	0.26	0.75	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:54:30	10.00	0.11	0.11	0.12	0.12	0.12	382.90	816.00	3.68	4.01	0.23	0.06	0.01	0.19	0.20	0.22	0.28	0.29	4006176.77	0.00	24.11	997.73	36.93	78.00	0.04	1.39	25.00	->	0.36	0.53	0.99	0.60	0.46	0.28	0.56	0.21	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:54:40	10.00	0.12	0.12	0.13	0.13	0.13	382.00	816.60	3.69	4.40	0.23	0.06	0.01	0.19	0.20	0.22	0.28	0.29	4402044.05	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.22	0.88	1.22	0.61	0.11	0.58	0.37	0.20	0.16	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:54:50	10.00	0.15	0.15	0.16	0.16	0.16	382.60	807.60	3.65	5.15	0.24	0.06	0.02	0.19	0.20	0.23	0.29	0.30	5146274.60	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.17	1.61	0.64	0.47	0.65	0.44	0.47	0.38	0.10	0.00	0.00	0.06	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:55:00	10.00	0.20	0.20	0.21	0.21	0.21	381.70	815.60	3.68	5.70	0.25	0.07	0.02	0.20	0.20	0.24	0.30	0.31	5700488.70	0.00	24.11	997.70	36.95	78.00	0.04	1.39	25.00	->	0.14	1.36	0.58	0.48	0.91	0.51	0.62	0.64	0.05	0.16	0.03	0.16	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:55:10	10.00	0.17	0.17	0.18	0.18	0.18	381.00	809.80	3.66	4.77	0.25	0.07	0.02	0.20	0.21	0.24	0.30	0.33	4766242.10	0.00	24.11	997.70	36.95	78.00	0.04	1.39	25.00	->	0.18	0.58	0.73	0.98	0.43	0.38	0.61	0.25	0.31	0.11	0.16	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:55:20	10.00	0.18	0.18	0.19	0.19	0.19	381.40	813.20	3.67	4.92	0.25	0.07	0.02	0.20	0.21	0.24	0.32	0.33	4924588.80	0.00	24.11	997.65	36.93	78.00	0.04	1.39	25.00	->	0.30	0.49	0.54	0.98	0.75	0.38	0.55	0.11	0.61	0.00	0.08	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:55:30	10.00	0.19	0.19	0.20	0.20	0.20	381.50	819.30	3.70	5.23	0.25	0.07	0.02	0.20	0.20	0.24	0.30	0.32	5225447.90	0.00	24.11	997.65	36.96	78.00	0.05	1.39	25.00	->	0.32	0.60	0.42	1.14	0.83	0.43	0.63	0.34	0.29	0.00	0.00	0.13	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:55:40	10.00	0.17	0.17	0.17	0.17	0.17	382.00	810.70	3.66	4.94	0.24	0.06	0.02	0.20	0.20	0.23	0.28	0.29	4940423.60	0.00	24.11	997.70	36.93	78.00	0.05	1.39	25.00	->	0.22	0.76	0.90	1.00	0.38	0.64	0.58	0.15	0.16	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:55:50	10.00	0.12	0.16	0.19	0.18	0.19	381.80	819.70	3.70	4.51	0.24	0.07	0.03	0.19	0.20	0.22	0.27	0.29	4512886.87	0.00	24.09	997.70	36.98	78.00	0.05	1.40	25.00	->	0.15	1.12	0.92	0.81	0.46	0.46	0.33	0.07	0.15	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:56:00	10.00	0.15	0.49	0.75	0.73	0.75	381.80	822.20	3.71	3.45	0.31	0.18	0.20	0.19	0.20	0.23	0.30	0.33	3451962.70	0.00	24.11	997.70	36.96	78.00	0.05	1.40	25.00	->	0.24	0.73	0.52	0.54	0.14	0.38	0.27	0.18	0.13	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:56:10	10.00	0.14	0.34	0.50	0.49	0.50	382.00	814.80	3.68	3.14	0.29	0.14	0.14	0.19	0.20	0.23	0.31	0.38	3135268.75	0.00	24.11	997.66	36.96	78.00	0.05	1.40	25.00	->	0.25	0.66	0.54	0.25	0.31	0.27	0.25	0.20	0.05	0.00	0.00	0.00	0.24	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:56:20	10.00	0.16	0.16	0.17	0.17	0.17	381.00	813.20	3.67	4.18	0.25	0.07	0.02	0.19	0.20	0.23	0.31	0.38	4180358.45	0.00	24.11	997.60	36.93	78.00	0.04	1.40	25.00	->	0.24	0.74	0.75	0.50	0.87	0.24	0.00	0.32	0.16	0.00	0.00	0.00	0.10	0.24	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:56:30	10.00	0.18	0.18	0.19	0.19	0.19	381.00	824.20	3.72	4.64	0.25	0.07	0.02	0.20	0.21	0.23	0.30	0.33	4639564.30	0.00	24.11	997.60	36.96	78.00	0.04	1.40	25.00	->	0.16	0.44	1.43	0.48	0.82	0.46	0.00	0.30	0.11	0.14	0.00	0.00	0.00	0.26	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:56:40	10.00	0.15	0.15	0.16	0.16	0.16	381.60	817.00	3.69	4.43	0.24	0.06	0.02	0.20	0.21	0.24	0.29	0.31	4433713.40	0.00	24.11	997.64	36.98	78.00	0.04	1.40	25.00	->	0.24	0.20	1.30	0.35	1.13	0.39	0.06	0.57	0.00	0.13	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:56:50	10.00	0.18	0.18	0.19	0.19	0.19	381.40	817.20	3.69	5.48	0.24	0.06	0.02	0.19	0.20	0.23	0.29	0.30	5478803.10	0.00	24.01	997.60	36.94	78.00	0.04	1.40	25.00	->	0.42	0.74	1.22	0.70	0.76	0.51	0.37	0.58	0.00	0.00	0.00	0.03	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:57:00	10.00	0.17	0.17	0.17	0.17	0.17	381.80	818.60	3.70	5.26	0.24	0.06	0.02	0.20	0.20	0.22	0.29	0.31	5257117.40	0.00	24.03	997.70	36.98	78.00	0.04	1.39	25.00	->	0.22	1.00	1.27	0.73	0.33	0.43	0.40	0.54	0.13	0.00	0.00	0.16	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:57:10	10.00	0.14	0.14	0.15	0.15	0.15	381.60	817.40	3.69	4.47	0.25	0.06	0.02	0.19	0.20	0.23	0.30	0.31	4465382.83	0.00	24.11	997.70	36.96	78.00	0.04	1.39	25.00	->	0.29	0.71	0.49	0.93	0.46	0.54	0.20	0.68	0.11	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
05.02.2024 03:57:20	10.00	0.12	0.12	0.13	0.13	0.13	381.00	817.40	3.69	4.35	0.23	0.06	0.01	0.20	0.20	0.23	0.26	0.27	4354540.10	0.00	24.11	997.64	36.96	78.00	0.05	1.39	25.00	->	0.11	0.62	0.84	1.25	0.50	0.70	0.06	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
