timestamp	averaging[s]	PM1 [痢/m設	PM2.5 [痢/m設	PM4 [痢/m設	PM10 [痢/m設	PMtot [痢/m設	CO2 [ppm]	VOC [ppb]	VOC [mg/m設	Cn [1/cm設	M1,0 [痠]	M2,0 [痠淫	M3,0 [痠設	x10(dCn) [痠]	x16(dCn) [痠]	x50(dCn) [痠]	x84(dCn) [痠]	x90(dCn) [痠]	Cn [1/m設	PIA [1/m設	T [蚓]	p [hPa]	rH [%]	AQI - Palas	Infection Risk Index	volume flow [l/min]	power (volume flow blower) [%]	dN(痠) [P]	0.184462	0.198224	0.213013	0.228905	0.245984	0.264336	0.284057	0.30525	0.328024	0.352497	0.378797	0.407058	0.437427	0.470063	0.505133	0.54282	0.583319	0.626839	0.673606	0.723862	0.777868	0.835903	0.898268	0.965286	1.037304	1.114695	1.19786	1.28723	1.383267	1.48647	1.597372	1.716548	1.844616	1.982239	2.13013	2.289054	2.459835	2.643358	2.840573	3.052502	3.280243	3.524975	3.787966	4.070578	4.374274	4.700629	5.051333	5.428202	5.833189	6.26839	6.736061	7.238624	7.778682	8.359033	8.982682	9.652861	10.373039	11.146949	11.978599	12.872296	13.83267	14.864696	15.973718	17.165483
15.05.2023 00:00:00	600.00	7.09	7.51	8.13	8.49	8.71	509.24	54.82	0.25	198.88	0.25	0.07	0.03	0.20	0.21	0.24	0.28	0.30	198880550.64	0.00	20.41	998.34	47.02	27.66	0.17	1.36	25.00	->	6.92	25.33	32.17	29.93	29.30	31.75	23.50	10.03	3.97	1.55	0.89	0.70	0.64	0.60	0.41	0.31	0.17	0.10	0.11	0.07	0.07	0.06	0.04	0.03	0.02	0.03	0.03	0.02	0.01	0.01	0.02	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:01:00	600.00	7.07	7.51	8.21	8.58	8.83	509.52	54.12	0.25	198.79	0.25	0.07	0.03	0.20	0.21	0.24	0.28	0.29	198791612.43	0.00	20.41	998.33	47.03	27.56	0.17	1.36	25.00	->	7.01	25.21	32.45	29.75	29.30	31.73	23.49	10.03	3.90	1.51	0.86	0.74	0.61	0.56	0.43	0.31	0.19	0.11	0.10	0.06	0.08	0.06	0.05	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.02	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:02:00	600.00	7.01	7.44	8.14	8.53	8.79	509.75	53.39	0.24	197.65	0.25	0.07	0.03	0.20	0.21	0.24	0.28	0.29	197647028.37	0.00	20.41	998.32	47.04	27.46	0.17	1.36	25.00	->	6.99	24.89	32.25	29.51	29.16	32.06	23.21	9.89	3.85	1.54	0.83	0.73	0.62	0.55	0.43	0.31	0.17	0.12	0.08	0.05	0.06	0.06	0.04	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.02	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:03:00	600.00	6.96	7.42	8.16	8.87	9.29	510.06	52.70	0.24	196.42	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	196422215.41	0.00	20.40	998.31	47.05	27.36	0.17	1.37	25.00	->	7.03	24.70	31.74	29.24	29.04	32.08	23.02	10.02	3.83	1.55	0.80	0.71	0.62	0.53	0.40	0.30	0.18	0.12	0.06	0.05	0.06	0.06	0.04	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.02	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:04:00	600.00	6.94	7.39	8.11	8.82	9.24	510.52	51.90	0.24	195.80	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	195804398.43	0.00	20.40	998.30	47.05	27.21	0.17	1.37	25.00	->	6.91	24.70	31.74	29.21	28.89	31.89	22.90	9.98	3.85	1.52	0.82	0.73	0.62	0.54	0.40	0.29	0.19	0.10	0.07	0.06	0.04	0.07	0.04	0.02	0.02	0.02	0.03	0.02	0.01	0.01	0.02	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:05:00	600.00	6.93	7.36	8.11	8.82	9.25	510.89	51.46	0.24	195.58	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	195579546.13	0.00	20.40	998.30	47.05	27.01	0.17	1.37	25.00	->	6.81	24.60	31.79	29.33	29.00	31.91	22.69	9.95	3.85	1.46	0.86	0.71	0.59	0.54	0.39	0.30	0.18	0.10	0.07	0.07	0.05	0.06	0.04	0.03	0.02	0.02	0.03	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:06:00	600.00	6.88	7.28	7.96	8.66	9.07	511.10	50.99	0.23	195.03	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	195031137.79	0.00	20.39	998.30	47.05	26.81	0.18	1.37	25.00	->	6.73	24.75	32.17	29.02	28.98	31.87	22.26	9.88	3.83	1.42	0.84	0.67	0.60	0.57	0.41	0.27	0.16	0.11	0.06	0.07	0.05	0.07	0.04	0.02	0.03	0.02	0.03	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:07:00	600.00	6.87	7.27	7.94	8.64	9.05	511.56	50.00	0.23	194.46	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	194458977.68	0.00	20.38	998.30	47.05	26.65	0.18	1.37	25.00	->	6.69	24.71	32.06	28.90	28.96	31.92	22.10	9.86	3.74	1.39	0.87	0.64	0.59	0.59	0.40	0.26	0.16	0.11	0.07	0.06	0.05	0.07	0.05	0.03	0.03	0.01	0.03	0.02	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:08:00	600.00	6.84	7.27	7.99	8.70	9.12	511.97	49.52	0.23	193.41	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	193413888.03	0.00	20.37	998.30	47.05	26.55	0.18	1.37	25.00	->	6.60	24.51	32.00	28.75	28.50	31.94	22.18	9.78	3.63	1.39	0.89	0.62	0.56	0.58	0.41	0.26	0.16	0.11	0.07	0.07	0.05	0.08	0.05	0.03	0.03	0.02	0.02	0.02	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.05.2023 00:09:00	600.00	6.77	7.19	7.92	8.62	9.05	512.40	49.16	0.22	191.57	0.25	0.07	0.04	0.20	0.21	0.24	0.28	0.29	191570729.65	0.00	20.36	998.30	47.05	26.45	0.18	1.37	25.00	->	6.53	24.20	31.42	28.61	28.34	32.00	21.74	9.69	3.51	1.39	0.93	0.62	0.57	0.56	0.42	0.28	0.15	0.11	0.07	0.04	0.04	0.07	0.04	0.03	0.03	0.02	0.02	0.03	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
