timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-07-05T00:00:04,39.05,367.04,30.31,642.70,27.86,14.59,255.54,229.30,1.56,1.56,0.2332,520.5171,35.0000,42.25,29.26,1000.03,40.91,22.35
2024-07-05T00:00:09,39.03,367.14,30.30,642.87,63.33,33.16,200.92,180.29,1.48,1.48,0.2331,520.2804,35.0000,42.25,29.26,1000.03,40.13,21.92
2024-07-05T00:00:14,39.01,366.22,30.28,641.27,69.90,36.60,223.26,200.34,1.51,1.51,0.2328,519.6049,35.0000,42.26,29.26,1000.02,32.26,17.62
2024-07-05T00:00:19,39.03,365.91,30.30,640.73,69.90,36.60,220.79,198.11,1.56,1.56,0.2330,520.2795,35.0000,42.25,29.26,1000.06,55.08,30.09
2024-07-05T00:00:24,39.02,365.86,30.32,640.62,69.90,36.60,235.67,211.48,1.66,1.66,0.2334,520.9637,35.0000,42.26,29.26,1000.00,32.25,17.62
2024-07-05T00:00:29,39.05,365.69,30.32,640.35,62.68,32.82,220.79,198.11,1.64,1.64,0.2333,520.9134,35.0000,42.25,29.26,1000.05,39.34,21.49
2024-07-05T00:00:34,39.02,365.55,30.32,640.09,69.90,36.60,215.82,193.66,1.50,1.50,0.2330,520.0737,35.0000,42.26,29.26,1000.04,47.21,25.79
2024-07-05T00:00:39,39.02,365.38,30.32,639.83,49.54,25.94,250.59,224.85,1.48,1.48,0.2332,520.5650,35.0000,42.25,29.25,1000.05,47.21,25.79
2024-07-05T00:00:44,39.04,365.28,30.30,639.62,69.90,36.60,218.30,195.88,1.45,1.45,0.2334,521.1072,35.0000,42.26,29.26,1000.05,40.13,21.92
2024-07-05T00:00:49,39.04,365.87,30.30,640.64,56.76,29.72,240.65,215.94,1.40,1.40,0.2333,520.8409,35.0000,42.25,29.26,1000.01,32.25,17.62
