timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetPid_P3-PPB(ppm),NetPid_P3-PPB_ug,NetPid_P3-TEMP(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-09T00:00:02,60.91,815.48,24.23,1437.72,5686.06,5067.45,5.79,3.01,0.5,1082.7,29.0,0.62,0.56,0.3918,880.6908,30.0000,75.49,21.95,982.53,30.32,16.45
2024-02-09T00:00:07,60.89,815.97,24.26,1438.53,5646.91,5032.77,5.10,2.65,0.5,1079.4,29.0,0.60,0.54,0.3917,880.4879,30.0000,75.45,21.95,982.49,14.86,8.06
2024-02-09T00:00:13,60.89,816.53,24.25,1439.48,5667.56,5051.27,12.71,6.61,0.5,1090.5,29.0,0.55,0.50,0.3917,880.4103,30.0000,75.46,21.96,982.50,-1.46,-0.79
2024-02-09T00:00:18,60.91,817.02,24.23,1440.42,5665.25,5048.95,-16.38,-8.52,0.5,1079.4,29.0,0.53,0.48,0.3916,880.2622,30.0000,75.46,21.95,982.52,6.27,3.40
2024-02-09T00:00:23,60.93,816.64,24.26,1439.71,5636.57,5023.52,5.10,2.65,0.5,1084.5,29.0,0.53,0.48,0.3915,879.8802,30.0000,75.45,21.96,982.53,14.86,8.06
2024-02-09T00:00:29,60.86,817.33,24.28,1440.90,5685.76,5067.45,12.02,6.25,0.5,1082.4,29.0,0.49,0.44,0.3914,879.7662,30.0000,75.44,21.96,982.51,-10.04,-5.45
2024-02-09T00:00:34,60.85,817.47,24.26,1441.13,5638.96,5025.83,5.10,2.65,0.5,1080.5,29.0,0.45,0.41,0.3916,880.1076,30.0000,75.44,21.96,982.49,-1.46,-0.79
2024-02-09T00:00:39,60.86,817.08,24.26,1440.47,5662.43,5046.64,-1.85,-0.96,0.5,1082.2,29.0,0.45,0.40,0.3916,880.0740,30.0000,75.43,21.96,982.51,6.27,3.40
2024-02-09T00:00:45,60.88,816.74,24.25,1439.79,5651.75,5037.39,-2.54,-1.32,0.5,1077.8,29.0,0.56,0.51,0.3916,880.0546,30.0000,75.41,21.96,982.46,-1.46,-0.79
2024-02-09T00:00:50,60.85,817.06,24.25,1440.43,5680.62,5062.83,-16.38,-8.52,0.5,1079.1,29.0,0.62,0.56,0.3915,879.8872,30.0000,75.39,21.96,982.52,-1.46,-0.79
2024-02-09T00:00:55,60.85,816.85,24.26,1440.06,5613.09,5002.70,-2.54,-1.32,0.5,1090.2,29.0,0.68,0.61,0.3913,879.5922,30.0000,75.37,21.97,982.54,-17.79,-9.65
2024-02-09T00:01:01,60.78,816.98,24.28,1440.24,5662.22,5046.64,-1.85,-0.96,0.5,1082.6,29.0,0.62,0.56,0.3915,879.8506,30.0000,75.33,21.97,982.51,-17.78,-9.65
2024-02-09T00:01:06,60.77,817.44,24.26,1441.07,5657.17,5042.02,12.02,6.25,0.5,1080.0,29.0,0.61,0.55,0.3913,879.4717,30.0000,75.33,21.97,982.54,-17.79,-9.65
2024-02-09T00:01:11,60.80,817.74,24.23,1441.54,5659.46,5044.33,12.02,6.25,0.5,1081.8,29.0,0.58,0.53,0.3913,879.5553,30.0000,75.30,21.98,982.52,-1.46,-0.79
2024-02-09T00:01:17,60.78,818.19,24.25,1442.37,5651.83,5037.39,5.10,2.65,0.5,1082.5,29.0,0.53,0.48,0.3912,879.2396,30.0000,75.27,21.97,982.51,14.85,8.06
2024-02-09T00:01:22,60.76,818.66,24.25,1443.13,5641.18,5028.14,-2.54,-1.32,0.5,1083.3,29.0,0.61,0.55,0.3912,879.1552,30.0000,75.25,21.98,982.50,6.27,3.40
2024-02-09T00:01:27,60.77,819.02,24.25,1443.75,5615.21,5005.02,12.02,6.25,0.5,1081.8,29.0,0.64,0.58,0.3911,879.0197,30.0000,75.25,21.99,982.52,-17.78,-9.65
2024-02-09T00:01:33,60.81,818.72,24.25,1443.23,5643.80,5030.45,-16.38,-8.52,0.5,1082.6,29.0,0.78,0.70,0.3913,879.3349,30.0000,75.26,21.99,982.53,6.27,3.40
2024-02-09T00:01:38,60.82,819.28,24.23,1444.23,5649.00,5035.08,12.02,6.25,0.5,1079.7,29.0,0.80,0.73,0.3912,879.1494,30.0000,75.27,21.99,982.54,14.85,8.06
2024-02-09T00:01:43,60.79,819.97,24.25,1445.39,5659.21,5044.33,5.09,2.65,0.5,1080.5,29.0,0.79,0.71,0.3911,879.0194,30.0000,75.28,22.00,982.54,23.44,12.72
2024-02-09T00:01:49,60.84,820.02,24.28,1445.48,5622.81,5011.95,12.02,6.25,0.5,1083.7,29.0,0.76,0.69,0.3913,879.4745,30.0000,75.28,22.00,982.53,14.85,8.06
2024-02-09T00:01:54,60.82,820.83,24.25,1446.99,5701.00,5081.33,4.40,2.29,0.5,1083.2,29.0,0.92,0.83,0.3912,879.1607,30.0000,75.27,21.99,982.55,6.27,3.40
2024-02-09T00:01:59,60.84,820.89,24.25,1447.01,5622.83,5011.95,26.55,13.81,0.5,1081.6,29.0,1.14,1.03,0.3914,879.6356,30.0000,75.27,22.00,982.53,14.85,8.06
2024-02-09T00:02:05,60.85,820.77,24.26,1446.79,5648.78,5035.08,18.24,9.49,0.5,1083.9,29.0,1.01,0.91,0.3914,879.5781,30.0000,75.26,22.00,982.53,14.85,8.06
2024-02-09T00:02:10,60.81,820.78,24.25,1446.81,5635.81,5023.52,5.09,2.65,0.5,1081.4,29.0,0.85,0.77,0.3912,879.1878,30.0000,75.27,22.00,982.53,-1.46,-0.79
2024-02-09T00:02:16,60.82,820.29,24.28,1445.94,5640.93,5028.14,-1.85,-0.96,0.5,1081.2,29.0,0.84,0.76,0.3911,878.9539,30.0000,75.27,22.01,982.55,-18.63,-10.11
2024-02-09T00:02:21,60.81,820.63,24.26,1446.50,5653.75,5039.70,5.09,2.65,0.5,1082.6,29.0,0.75,0.68,0.3912,879.1715,30.0000,75.26,22.01,982.53,-0.61,-0.33
2024-02-09T00:02:26,60.80,820.76,24.28,1446.65,5661.28,5046.64,26.55,13.81,0.5,1083.5,29.0,0.67,0.60,0.3912,879.1764,30.0000,75.23,22.02,982.52,-1.46,-0.79
2024-02-09T00:02:32,60.82,820.42,24.25,1446.15,5622.67,5011.95,5.09,2.65,0.5,1082.2,29.0,0.56,0.50,0.3914,879.5687,30.0000,75.26,22.02,982.57,-1.46,-0.79
2024-02-09T00:02:37,60.87,820.57,24.28,1446.42,5638.31,5025.83,48.72,25.34,0.5,1084.4,29.0,0.42,0.38,0.3913,879.2806,30.0000,75.24,22.02,982.58,14.85,8.06
2024-02-09T00:02:42,60.86,821.02,24.26,1447.10,5619.71,5009.64,5.09,2.65,0.5,1083.9,29.0,0.37,0.33,0.3912,879.1706,30.0000,75.22,22.03,982.54,-26.37,-14.31
2024-02-09T00:02:48,60.82,821.94,24.28,1448.70,5624.82,5014.27,-2.54,-1.32,0.5,1083.6,29.0,0.34,0.31,0.3914,879.4253,30.0000,75.17,22.03,982.52,7.13,3.87
2024-02-09T00:02:53,60.81,822.21,24.29,1449.19,5684.54,5067.45,-1.85,-0.96,0.5,1083.8,29.0,0.33,0.29,0.3914,879.4809,30.0000,75.15,22.03,982.53,14.85,8.06
2024-02-09T00:02:58,60.79,822.22,24.29,1449.13,5699.81,5081.33,5.09,2.65,0.5,1082.9,29.0,0.43,0.39,0.3914,879.4481,30.0000,75.14,22.04,982.52,-10.04,-5.45
2024-02-09T00:03:04,60.80,822.28,24.29,1449.26,5616.89,5007.33,5.09,2.65,0.5,1083.2,29.0,0.57,0.52,0.3913,879.3290,30.0000,75.13,22.04,982.53,6.26,3.40
2024-02-09T00:03:09,60.82,822.13,24.28,1448.99,5647.96,5035.08,5.09,2.65,0.5,1081.1,29.0,0.60,0.54,0.3914,879.5710,30.0000,75.09,22.05,982.55,-2.32,-1.26
2024-02-09T00:03:14,60.75,822.16,24.28,1448.97,5668.43,5053.58,5.09,2.65,0.5,1081.4,29.0,0.59,0.53,0.3914,879.5403,30.0000,75.06,22.05,982.50,-26.37,-14.31
2024-02-09T00:03:20,60.72,822.29,24.28,1449.20,5642.49,5030.45,-16.38,-8.52,0.5,1084.6,29.0,0.59,0.53,0.3913,879.1352,30.0000,75.05,22.05,982.51,14.85,8.06
2024-02-09T00:03:25,60.74,822.12,24.28,1448.84,5626.74,5016.58,12.01,6.25,0.5,1083.7,29.0,0.55,0.50,0.3910,878.5250,30.0000,75.06,22.06,982.51,-2.32,-1.26
2024-02-09T00:03:30,60.77,822.06,24.29,1448.73,5655.21,5042.02,5.09,2.65,0.5,1084.3,29.0,0.49,0.44,0.3914,879.4028,30.0000,75.04,22.06,982.49,-18.63,-10.11
2024-02-09T00:03:36,60.73,822.01,24.29,1448.64,5650.01,5037.39,-16.38,-8.52,0.5,1085.0,29.0,0.50,0.45,0.3913,879.2867,30.0000,75.01,22.06,982.49,-2.32,-1.26
2024-02-09T00:03:41,60.69,822.39,24.29,1449.28,5647.34,5035.08,-17.07,-8.88,0.5,1080.7,29.0,0.54,0.49,0.3913,879.2137,30.0000,74.97,22.07,982.51,-10.04,-5.45
2024-02-09T00:03:46,60.71,822.27,24.29,1449.01,5673.02,5058.20,5.09,2.65,0.5,1083.1,29.0,0.55,0.49,0.3912,878.9634,30.0000,74.98,22.07,982.47,-1.46,-0.79
2024-02-09T00:03:52,60.70,822.55,24.31,1449.55,5618.73,5009.64,12.01,6.25,0.5,1086.5,29.0,0.56,0.50,0.3914,879.3388,30.0000,74.96,22.07,982.50,14.85,8.06
2024-02-09T00:03:57,60.68,822.76,24.29,1449.83,5620.98,5011.95,5.09,2.65,0.5,1083.7,29.0,0.48,0.43,0.3913,879.1574,30.0000,74.95,22.08,982.47,-2.32,-1.26
2024-02-09T00:04:02,60.63,822.55,24.29,1449.41,5607.84,5000.39,-9.46,-4.92,0.5,1081.6,29.0,0.59,0.54,0.3912,878.9168,30.0000,74.90,22.09,982.48,14.85,8.06
2024-02-09T00:04:08,60.66,822.84,24.31,1449.96,5628.73,5018.89,-1.85,-0.96,0.5,1083.2,29.0,0.72,0.65,0.3915,879.5122,30.0000,74.90,22.10,982.53,-10.04,-5.45
2024-02-09T00:04:13,60.65,823.12,24.32,1450.36,5646.51,5035.08,-9.46,-4.92,0.5,1084.3,29.0,0.67,0.60,0.3912,878.8114,30.0000,74.88,22.10,982.47,6.26,3.40
2024-02-09T00:04:18,60.66,823.66,24.32,1451.34,5607.72,5000.39,19.62,10.21,0.5,1085.1,29.0,0.57,0.51,0.3913,879.1316,30.0000,74.87,22.10,982.49,23.43,12.72
2024-02-09T00:04:24,60.65,823.72,24.32,1451.38,5651.57,5039.70,-2.54,-1.32,0.5,1081.4,29.0,0.59,0.53,0.3913,879.1021,30.0000,74.87,22.11,982.48,-1.46,-0.79
2024-02-09T00:04:29,60.73,824.00,24.32,1451.89,5661.96,5048.95,26.54,13.81,0.5,1082.5,29.0,0.59,0.53,0.3914,879.1937,30.0000,74.90,22.11,982.48,6.26,3.40
2024-02-09T00:04:34,60.72,824.06,24.31,1451.97,5620.41,5011.95,-17.06,-8.88,0.5,1081.5,29.0,0.64,0.57,0.3915,879.4184,30.0000,74.92,22.11,982.47,14.85,8.06
2024-02-09T00:04:40,60.74,824.12,24.31,1452.03,5653.96,5042.02,-9.45,-4.92,0.5,1089.0,29.0,0.59,0.53,0.3914,879.2037,30.0000,74.92,22.12,982.48,14.85,8.06
2024-02-09T00:04:45,60.75,824.40,24.32,1452.56,5651.47,5039.70,5.09,2.65,0.5,1086.4,29.0,0.73,0.66,0.3914,879.2787,30.0000,74.92,22.12,982.50,-1.46,-0.79
2024-02-09T00:04:50,60.78,824.28,24.31,1452.27,5635.62,5025.83,-2.54,-1.32,0.5,1085.4,29.0,0.80,0.72,0.3915,879.4181,30.0000,74.92,22.13,982.48,-10.04,-5.45
2024-02-09T00:04:56,60.77,824.34,24.32,1452.33,5650.97,5039.70,-1.84,-0.96,0.5,1084.5,29.0,0.72,0.65,0.3914,879.0711,30.0000,74.90,22.14,982.48,6.26,3.40
2024-02-09T00:05:01,60.68,825.04,24.32,1453.59,5640.70,5030.45,5.78,3.01,0.5,1081.3,29.0,0.75,0.68,0.3914,879.1417,30.0000,74.85,22.14,982.49,6.26,3.40
2024-02-09T00:05:06,60.76,825.34,24.32,1454.08,5648.37,5037.39,12.01,6.25,0.5,1085.3,29.0,0.71,0.64,0.3916,879.6925,30.0000,74.85,22.15,982.51,22.58,12.26
2024-02-09T00:05:12,60.74,825.56,24.33,1454.46,5632.80,5023.52,5.09,2.65,0.5,1085.8,29.0,0.68,0.61,0.3917,879.8534,30.0000,74.84,22.15,982.50,-10.04,-5.45
2024-02-09T00:05:17,60.71,825.81,24.32,1454.83,5637.69,5028.14,-1.84,-0.96,0.5,1082.4,29.0,0.62,0.56,0.3917,879.7802,30.0000,74.79,22.16,982.49,22.58,12.26
2024-02-09T00:05:22,60.64,825.86,24.35,1454.92,5650.68,5039.70,5.09,2.65,0.5,1082.7,29.0,0.53,0.47,0.3917,879.8550,30.0000,74.74,22.16,982.49,14.84,8.06
2024-02-09T00:05:28,60.61,825.95,24.35,1455.06,5598.71,4993.45,5.09,2.65,0.5,1087.0,29.0,0.57,0.51,0.3917,879.8547,30.0000,74.73,22.17,982.50,-17.77,-9.65
2024-02-09T00:05:33,60.62,826.54,24.35,1456.06,5660.77,5048.95,-16.37,-8.52,0.5,1083.8,29.0,0.68,0.61,0.3918,880.0400,30.0000,74.72,22.17,982.48,-10.04,-5.45
2024-02-09T00:05:38,60.64,827.03,24.38,1456.90,5621.80,5014.27,12.01,6.25,0.5,1081.9,29.0,0.76,0.69,0.3919,880.0901,30.0000,74.68,22.18,982.50,6.26,3.40
2024-02-09T00:05:44,60.59,826.34,24.36,1455.63,5657.94,5046.64,12.01,6.25,0.5,1086.6,29.0,0.75,0.67,0.3919,880.0454,30.0000,74.66,22.19,982.50,14.84,8.06
2024-02-09T00:05:49,60.57,826.06,24.36,1455.16,5613.96,5007.33,-17.06,-8.88,0.5,1081.8,29.0,0.67,0.60,0.3919,880.0598,30.0000,74.65,22.19,982.52,14.84,8.06
2024-02-09T00:05:54,60.57,825.36,24.35,1453.92,5696.86,5081.33,5.09,2.65,0.5,1084.6,29.0,0.54,0.49,0.3918,879.8610,30.0000,74.60,22.20,982.54,6.26,3.40
2024-02-09T00:06:00,60.52,826.50,24.36,1455.87,5631.85,5023.52,-1.84,-0.96,0.5,1082.4,29.0,0.51,0.47,0.3916,879.4279,30.0000,74.57,22.20,982.50,14.84,8.06
2024-02-09T00:06:05,60.51,826.50,24.39,1455.80,5623.78,5016.58,5.09,2.65,0.5,1083.9,29.0,0.53,0.48,0.3918,879.8272,30.0000,74.50,22.21,982.49,-10.04,-5.45
2024-02-09T00:06:10,60.47,826.21,24.39,1455.28,5566.72,4965.70,26.53,13.81,0.5,1091.1,29.0,0.59,0.54,0.3917,879.6812,30.0000,74.47,22.21,982.48,6.26,3.40
2024-02-09T00:06:16,60.50,826.23,24.38,1455.33,5595.26,4991.14,27.22,14.17,0.5,1086.4,29.0,0.55,0.50,0.3918,879.8952,30.0000,74.45,22.22,982.52,5.41,2.94
2024-02-09T00:06:21,60.45,825.72,24.36,1454.41,5595.25,4991.14,20.31,10.57,0.5,1088.2,29.0,0.52,0.47,0.3919,880.1175,30.0000,74.42,22.22,982.52,13.99,7.60
2024-02-09T00:06:27,60.47,825.54,24.40,1454.09,5592.59,4988.83,5.78,3.01,0.5,1087.4,29.0,0.47,0.43,0.3919,880.0867,30.0000,74.42,22.23,982.54,21.71,11.79
2024-02-09T00:06:32,60.44,825.72,24.42,1454.37,5569.11,4968.02,20.31,10.57,0.5,1087.0,29.0,0.39,0.35,0.3919,880.0767,30.0000,74.40,22.23,982.51,13.99,7.60
2024-02-09T00:06:37,60.42,825.54,24.39,1453.98,5576.65,4974.95,13.39,6.97,0.5,1088.5,29.0,0.40,0.36,0.3919,880.0985,30.0000,74.35,22.24,982.51,13.13,7.13
2024-02-09T00:06:43,60.38,825.39,24.40,1453.73,5597.39,4993.45,-15.67,-8.16,0.5,1086.7,29.0,0.44,0.40,0.3918,879.8053,30.0000,74.31,22.24,982.51,5.41,2.94
2024-02-09T00:06:48,60.33,825.37,24.40,1453.66,5576.58,4974.95,27.22,14.17,0.5,1084.1,29.0,0.49,0.44,0.3919,880.0561,30.0000,74.27,22.25,982.53,-10.90,-5.92
2024-02-09T00:06:53,60.32,824.95,24.42,1452.88,5581.62,4979.58,27.91,14.53,0.5,1087.0,29.0,0.61,0.55,0.3919,879.9609,30.0000,74.24,22.26,982.53,5.41,2.94
2024-02-09T00:06:59,60.29,825.00,24.43,1452.93,5604.73,5000.39,34.82,18.13,0.5,1087.5,29.0,0.76,0.69,0.3920,880.1050,30.0000,74.21,22.26,982.50,13.99,7.60
2024-02-09T00:07:04,60.26,824.52,24.42,1452.08,5583.97,4981.89,13.39,6.97,0.5,1083.6,29.0,0.74,0.67,0.3919,879.9639,30.0000,74.18,22.26,982.49,-10.90,-5.92
2024-02-09T00:07:09,60.27,824.54,24.40,1452.12,5584.02,4981.89,12.70,6.61,0.5,1085.5,29.0,0.68,0.61,0.3919,879.8720,30.0000,74.18,22.27,982.53,5.41,2.94
2024-02-09T00:07:15,60.26,825.12,24.42,1453.10,5570.93,4970.33,13.39,6.97,0.5,1086.1,29.0,0.65,0.58,0.3920,880.0521,30.0000,74.14,22.27,982.51,5.41,2.94
2024-02-09T00:07:20,60.25,825.24,24.40,1453.32,5573.50,4972.64,12.70,6.61,0.5,1084.6,29.0,0.76,0.69,0.3919,879.9204,30.0000,74.14,22.27,982.51,5.41,2.94
2024-02-09T00:07:26,60.24,824.98,24.43,1452.71,5557.39,4958.77,34.82,18.13,0.5,1088.4,29.0,0.77,0.69,0.3920,880.0270,30.0000,74.13,22.28,982.44,21.70,11.79
2024-02-09T00:07:31,60.26,825.22,24.43,1453.20,5586.13,4984.20,-1.15,-0.60,0.5,1086.7,29.0,0.93,0.84,0.3921,880.2468,30.0000,74.12,22.28,982.48,13.99,7.60
2024-02-09T00:07:36,60.26,824.61,24.43,1452.10,5578.29,4977.27,20.30,10.57,0.5,1087.4,29.0,0.86,0.78,0.3921,880.2251,30.0000,74.10,22.29,982.50,13.99,7.60
2024-02-09T00:07:42,60.23,824.52,24.46,1451.87,5575.44,4974.95,13.39,6.97,0.5,1087.1,29.0,0.77,0.69,0.3920,880.0676,31.0000,74.07,22.30,982.49,21.70,11.79
2024-02-09T00:07:47,60.21,824.44,24.46,1451.76,5596.26,4993.45,20.30,10.57,0.5,1092.5,29.0,0.81,0.74,0.3922,880.4408,30.0000,74.02,22.30,982.51,30.28,16.45
2024-02-09T00:07:52,60.14,824.67,24.44,1452.02,5587.95,4986.52,-1.15,-0.60,0.5,1086.9,29.0,0.82,0.75,0.3920,879.9576,30.0000,74.02,22.31,982.45,13.99,7.60
2024-02-09T00:07:58,60.15,824.52,24.46,1451.78,5575.07,4974.95,20.30,10.57,0.5,1086.9,29.0,0.77,0.70,0.3922,880.4304,30.0000,74.01,22.32,982.49,13.12,7.13
2024-02-09T00:08:03,60.17,824.10,24.43,1451.03,5577.63,4977.27,20.30,10.57,0.5,1087.3,29.0,0.68,0.62,0.3921,880.2628,31.0000,74.00,22.32,982.49,5.41,2.94
2024-02-09T00:08:08,60.14,824.11,24.48,1451.02,5613.75,5009.64,12.69,6.61,0.5,1088.1,29.0,0.69,0.62,0.3923,880.5615,30.0000,73.97,22.33,982.49,5.41,2.94
2024-02-09T00:08:14,60.15,824.18,24.46,1451.12,5611.09,5007.33,5.78,3.01,0.5,1088.1,29.0,0.67,0.61,0.3920,879.9734,31.0000,73.98,22.34,982.51,5.41,2.94
2024-02-09T00:08:19,60.17,824.49,24.49,1451.59,5590.12,4988.83,27.21,14.17,0.5,1088.5,29.0,0.67,0.61,0.3921,880.0590,31.0000,73.99,22.34,982.47,13.99,7.60
2024-02-09T00:08:24,60.19,824.29,24.48,1451.26,5585.00,4984.20,27.90,14.53,0.5,1084.6,29.0,0.67,0.61,0.3919,879.6154,30.0000,73.99,22.34,982.48,21.70,11.79
2024-02-09T00:08:30,60.14,824.37,24.51,1451.38,5595.28,4993.45,19.61,10.21,0.5,1086.7,29.0,0.67,0.61,0.3920,879.8574,31.0000,73.95,22.35,982.50,5.41,2.94
2024-02-09T00:08:35,60.16,825.00,24.49,1452.49,5603.01,5000.39,5.78,3.01,0.5,1091.5,29.0,0.66,0.60,0.3919,879.6295,31.0000,73.99,22.35,982.49,13.99,7.60
2024-02-09T00:08:41,60.20,824.72,24.51,1451.94,5592.52,4991.14,19.60,10.21,0.5,1086.0,29.0,0.76,0.69,0.3920,879.8116,31.0000,73.98,22.36,982.50,30.28,16.45
2024-02-09T00:08:46,60.14,824.71,24.51,1451.94,5589.97,4988.83,27.21,14.17,0.5,1086.6,29.0,0.91,0.83,0.3921,880.1260,30.0000,73.97,22.36,982.51,38.85,21.11
2024-02-09T00:08:51,60.12,824.45,24.51,1451.43,5594.88,4993.45,13.38,6.97,0.5,1087.7,29.0,0.90,0.82,0.3922,880.2681,30.0000,73.94,22.37,982.50,21.70,11.79
2024-02-09T00:08:57,60.12,824.25,24.51,1451.02,5584.38,4984.20,20.29,10.57,0.5,1086.6,29.0,0.83,0.76,0.3922,880.1609,31.0000,73.92,22.37,982.47,38.85,21.11
2024-02-09T00:09:02,60.13,824.02,24.51,1450.56,5602.27,5000.39,27.21,14.17,0.5,1086.0,29.0,0.75,0.68,0.3919,879.5450,30.0000,73.92,22.38,982.46,37.98,20.64
2024-02-09T00:09:07,60.12,824.71,24.55,1451.82,5589.50,4988.83,27.21,14.17,0.5,1089.5,29.0,0.74,0.67,0.3917,879.1230,31.0000,73.92,22.36,982.43,13.99,7.60
2024-02-09T00:09:13,60.10,824.59,24.52,1451.57,5594.55,4993.45,27.21,14.17,0.5,1086.2,29.0,0.72,0.65,0.3918,879.2775,31.0000,73.90,22.39,982.51,5.41,2.94
2024-02-09T00:09:18,60.13,823.86,24.55,1450.23,5529.52,4935.64,20.29,10.57,0.5,1087.0,29.0,0.69,0.62,0.3916,878.9157,31.0000,73.90,22.39,982.46,13.99,7.60
2024-02-09T00:09:23,60.07,823.83,24.52,1450.14,5583.78,4984.20,19.60,10.21,0.5,1089.3,29.0,0.71,0.64,0.3917,878.9954,31.0000,73.88,22.40,982.47,5.41,2.94
2024-02-09T00:09:29,60.11,824.05,24.55,1450.55,5604.57,5002.70,34.81,18.13,0.5,1087.1,29.0,0.63,0.57,0.3917,878.9789,30.0000,73.85,22.40,982.48,-10.89,-5.92
2024-02-09T00:09:34,60.05,823.57,24.55,1449.66,5625.16,5021.20,27.20,14.17,0.5,1087.2,29.0,0.58,0.52,0.3917,878.9959,30.0000,73.82,22.40,982.46,5.41,2.94
2024-02-09T00:09:39,60.05,823.57,24.58,1449.67,5596.68,4995.77,20.29,10.57,0.5,1088.0,29.0,0.55,0.50,0.3918,879.2197,31.0000,73.79,22.41,982.49,-3.18,-1.73
2024-02-09T00:09:45,60.06,823.01,24.56,1448.55,5591.03,4991.14,12.69,6.61,0.5,1088.2,29.0,0.58,0.52,0.3917,878.9187,30.0000,73.74,22.42,982.44,21.69,11.79
2024-02-09T00:09:50,60.03,822.77,24.55,1448.14,5591.10,4991.14,34.80,18.13,0.5,1086.6,29.0,0.51,0.46,0.3918,879.2448,31.0000,73.72,22.42,982.45,13.98,7.60
2024-02-09T00:09:56,60.01,822.83,24.56,1448.26,5572.96,4974.95,-8.75,-4.56,0.5,1089.2,29.0,0.44,0.40,0.3918,879.1984,31.0000,73.70,22.42,982.46,5.41,2.94
2024-02-09T00:10:01,59.93,822.60,24.55,1447.80,5601.26,5000.39,6.47,3.37,0.5,1084.9,29.0,0.42,0.38,0.3920,879.5396,31.0000,73.64,22.43,982.45,21.69,11.79
2024-02-09T00:10:06,59.87,822.85,24.56,1448.22,5601.15,5000.39,12.69,6.61,0.5,1085.5,29.0,0.43,0.39,0.3919,879.3917,31.0000,73.58,22.43,982.43,46.55,25.30
2024-02-09T00:10:12,59.87,822.72,24.56,1447.95,5580.32,4981.89,13.38,6.97,0.5,1092.5,29.0,0.48,0.43,0.3918,879.0649,31.0000,73.57,22.44,982.45,21.69,11.79
2024-02-09T00:10:17,59.88,822.94,24.59,1448.33,5598.41,4998.08,20.29,10.57,0.5,1086.8,29.0,0.52,0.47,0.3917,878.8180,31.0000,73.53,22.44,982.44,-3.18,-1.73
2024-02-09T00:10:22,59.84,823.26,24.58,1448.82,5590.37,4991.14,13.38,6.97,0.5,1088.2,29.0,0.55,0.50,0.3913,877.9094,31.0000,73.50,22.45,982.43,-3.18,-1.73
2024-02-09T00:10:28,59.80,823.61,24.58,1449.48,5606.04,5005.02,20.29,10.57,0.5,1086.5,29.0,0.64,0.57,0.3904,876.0766,31.0000,73.45,22.45,982.45,5.41,2.94
2024-02-09T00:10:33,59.79,824.08,24.59,1450.25,5590.28,4991.14,20.98,10.93,0.5,1084.2,29.0,0.93,0.83,0.3904,875.8588,30.0000,73.44,22.45,982.41,-3.18,-1.73
2024-02-09T00:10:38,59.75,824.04,24.59,1450.20,5580.01,4981.89,20.98,10.93,0.5,1084.7,29.0,1.02,0.92,0.3900,875.1439,30.0000,73.41,22.46,982.46,-3.18,-1.73
2024-02-09T00:10:44,59.71,824.44,24.60,1450.81,5657.38,5051.27,20.29,10.57,0.5,1087.1,29.0,0.97,0.87,0.3904,875.8313,31.0000,73.37,22.47,982.43,-10.89,-5.92
2024-02-09T00:10:49,59.70,824.69,24.60,1451.25,5600.39,5000.39,13.38,6.97,0.5,1089.5,29.0,0.80,0.72,0.3903,875.6897,30.0000,73.33,22.48,982.47,-3.18,-1.73
2024-02-09T00:10:55,59.73,824.25,24.59,1450.49,5590.02,4991.14,20.98,10.93,0.5,1085.1,29.0,0.74,0.66,0.3902,875.4033,30.0000,73.31,22.48,982.47,5.41,2.94
2024-02-09T00:11:00,59.71,823.89,24.62,1449.78,5571.65,4974.95,27.89,14.53,0.5,1094.9,29.0,0.79,0.71,0.3902,875.3202,31.0000,73.28,22.49,982.46,13.98,7.60
2024-02-09T00:11:05,59.71,823.45,24.62,1449.03,5600.23,5000.39,19.60,10.21,0.5,1089.2,29.0,0.85,0.77,0.3902,875.5201,30.0000,73.30,22.48,982.44,13.98,7.60
2024-02-09T00:11:11,59.67,823.48,24.63,1448.98,5602.44,5002.70,27.88,14.53,0.5,1088.1,29.0,0.83,0.74,0.3902,875.2854,31.0000,73.31,22.50,982.44,5.41,2.94
2024-02-09T00:11:16,59.69,823.08,24.62,1448.27,5602.40,5002.70,5.78,3.01,0.5,1088.6,29.0,0.79,0.71,0.3903,875.4961,30.0000,73.29,22.50,982.43,5.41,2.94
2024-02-09T00:11:21,59.64,823.41,24.63,1448.82,5620.40,5018.89,5.78,3.01,0.5,1088.9,29.0,0.64,0.57,0.3904,875.7739,31.0000,73.24,22.51,982.44,-2.32,-1.26
2024-02-09T00:11:27,59.63,823.04,24.62,1448.11,5607.24,5007.33,27.19,14.17,0.5,1085.9,29.0,0.60,0.54,0.3903,875.5640,31.0000,73.22,22.52,982.44,37.97,20.64
2024-02-09T00:11:32,59.58,822.61,24.62,1447.36,5602.08,5002.70,34.10,17.77,0.5,1088.4,29.0,0.60,0.54,0.3904,875.6617,31.0000,73.19,22.52,982.44,22.55,12.26
