timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPid_P3-PPB(ppm),NetPid_P3-PPB_ug,NetPid_P3-TEMP(°C),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-14T00:02:16,-9.31,-4.99,20.47,1101.78,27.86,1966.34,1.11,0.96,8135.68,7162.58,0.9,2117.4,33.0,0.6629,1508.4273,34.0000,27.22,25.66,1007.11,-39.03,-20.05
2024-02-14T00:02:22,-10.17,-5.45,20.17,1101.42,27.83,1965.80,1.03,0.88,8157.16,7181.08,0.9,2119.2,33.0,0.6644,1511.7594,34.0000,26.87,25.64,1007.10,-38.33,-19.69
2024-02-14T00:02:27,-25.83,-13.84,19.78,1101.22,27.81,1965.53,1.02,0.88,8141.77,7167.20,0.9,2129.1,33.0,0.6661,1515.8674,34.0000,26.54,25.63,1007.11,-38.33,-19.69
2024-02-14T00:02:32,-9.31,-4.99,19.61,1100.49,27.79,1964.36,1.22,1.06,8142.28,7167.20,0.9,2122.6,33.0,0.6681,1520.4682,34.0000,26.43,25.61,1007.11,-46.04,-23.65
2024-02-14T00:02:38,-0.62,-0.33,19.50,1099.50,27.80,1962.56,1.24,1.07,8139.53,7164.89,0.9,2131.8,33.0,0.6690,1522.4235,34.0000,26.41,25.61,1007.09,-32.01,-16.44
2024-02-14T00:02:43,15.92,8.53,19.71,1099.00,27.76,1961.87,1.25,1.08,8111.43,7139.45,0.9,2133.3,33.0,0.6700,1524.9153,34.0000,26.53,25.59,1007.13,-10.28,-5.28
2024-02-14T00:02:48,8.08,4.33,20.13,1099.01,27.76,1961.90,1.17,1.02,8121.98,7148.70,0.9,2126.3,33.0,0.6699,1524.7175,34.0000,26.90,25.58,1007.10,-25.00,-12.84
2024-02-14T00:02:54,8.08,4.33,20.54,1098.47,27.74,1960.91,1.28,1.12,8132.39,7157.95,0.9,2119.2,33.0,0.6692,1523.0546,34.0000,27.20,25.58,1007.08,10.77,5.53
2024-02-14T00:02:59,15.92,8.53,20.84,1097.74,27.70,1959.69,1.38,1.20,8030.28,7067.77,0.9,2115.0,33.0,0.6678,1519.9997,34.0000,27.60,25.57,1007.09,32.50,16.69
2024-02-14T00:03:04,32.44,17.38,21.34,1096.93,27.73,1958.32,2.87,2.50,8004.37,7044.64,0.9,2111.8,33.0,0.6657,1515.1030,34.0000,28.02,25.55,1007.07,47.24,24.26
2024-02-14T00:03:10,32.44,17.38,21.62,1097.41,27.70,1959.25,2.71,2.36,8038.83,7074.70,0.9,2107.4,33.0,0.6634,1510.1064,34.0000,28.36,25.55,1007.11,40.21,20.65
2024-02-14T00:03:15,32.44,17.38,21.82,1097.36,27.71,1959.12,2.30,2.01,8015.01,7053.89,0.9,2102.7,33.0,0.6619,1506.5873,34.0000,28.53,25.55,1007.09,47.24,24.26
2024-02-14T00:03:20,7.22,3.87,21.82,1097.10,27.69,1958.71,1.94,1.69,8051.97,7086.27,0.9,2103.5,33.0,0.6610,1504.4842,34.0000,28.47,25.55,1007.11,25.49,13.09
2024-02-14T00:03:26,23.74,12.72,21.72,1097.25,27.67,1959.00,1.63,1.42,8004.78,7044.64,0.9,2105.1,33.0,0.6603,1503.0025,34.0000,28.41,25.55,1007.12,19.18,9.85
2024-02-14T00:03:31,23.74,12.72,21.56,1097.26,27.64,1959.09,1.38,1.21,8023.44,7060.83,0.9,2106.3,33.0,0.6602,1502.7997,34.0000,28.22,25.54,1007.12,4.46,2.29
2024-02-14T00:03:37,15.04,8.06,21.19,1097.48,27.66,1959.43,1.31,1.15,8023.26,7060.83,0.9,2108.1,33.0,0.6605,1503.4173,34.0000,27.94,25.54,1007.10,4.46,2.29
2024-02-14T00:03:42,-10.17,-5.45,21.01,1097.26,27.69,1959.02,1.31,1.15,8015.33,7053.89,0.9,2109.3,33.0,0.6612,1505.1674,34.0000,27.55,25.54,1007.10,11.47,5.89
2024-02-14T00:03:47,15.04,8.06,20.55,1097.86,27.64,1960.11,1.26,1.11,8004.87,7044.64,0.9,2121.3,33.0,0.6626,1508.3155,34.0000,27.15,25.54,1007.10,-9.58,-4.92
2024-02-14T00:03:53,23.74,12.72,20.31,1098.05,27.64,1960.50,1.18,1.03,8002.43,7042.33,0.9,2118.5,33.0,0.6643,1512.2505,34.0000,27.06,25.54,1007.13,12.17,6.25
2024-02-14T00:03:58,40.28,21.58,20.16,1097.71,27.61,1959.86,1.21,1.06,7997.07,7037.70,0.9,2118.8,33.0,0.6653,1514.3394,34.0000,26.90,25.54,1007.11,4.46,2.29
2024-02-14T00:04:03,23.74,12.72,20.14,1097.37,27.61,1959.15,1.28,1.12,7991.39,7033.08,0.9,2121.3,33.0,0.6663,1516.5690,34.0000,26.91,25.54,1007.06,5.16,2.65
2024-02-14T00:04:09,23.74,12.72,20.22,1097.78,27.64,1959.99,1.23,1.07,7968.16,7012.27,0.9,2122.1,33.0,0.6669,1518.0118,34.0000,26.93,25.54,1007.11,19.18,9.85
2024-02-14T00:04:14,15.04,8.06,20.37,1097.87,27.64,1960.13,1.18,1.03,7973.32,7016.89,0.9,2124.1,33.0,0.6669,1518.0986,34.0000,27.12,25.54,1007.10,-2.57,-1.32
2024-02-14T00:04:19,32.44,17.38,20.70,1097.98,27.63,1960.22,1.17,1.02,7975.51,7019.20,0.9,2120.7,33.0,0.6669,1517.8589,34.0000,27.34,25.55,1007.08,32.50,16.69
2024-02-14T00:04:25,32.44,17.38,21.02,1097.45,27.66,1959.27,1.13,0.99,7996.53,7037.70,0.9,2109.3,33.0,0.6652,1514.0274,34.0000,27.69,25.55,1007.08,39.51,20.29
2024-02-14T00:04:30,15.92,8.53,21.32,1098.56,27.63,1961.17,1.11,0.96,7996.23,7037.70,0.9,2111.6,33.0,0.6639,1510.9983,34.0000,28.00,25.56,1007.07,25.49,13.09
2024-02-14T00:04:35,41.13,22.04,21.55,1098.66,27.64,1961.27,1.19,1.04,8011.70,7051.58,0.9,2107.4,33.0,0.6623,1507.2802,34.0000,28.21,25.56,1007.04,32.50,16.69
2024-02-14T00:04:41,24.62,13.19,21.75,1098.39,27.61,1960.79,1.23,1.07,7980.14,7023.83,0.9,2100.2,33.0,0.6609,1504.0658,34.0000,28.38,25.57,1007.07,47.23,24.26
2024-02-14T00:04:46,7.22,3.87,21.73,1097.89,27.61,1959.84,1.40,1.22,7998.33,7040.02,0.9,2108.6,33.0,0.6599,1501.9308,34.0000,28.32,25.58,1007.08,33.20,17.05
2024-02-14T00:04:52,15.92,8.53,21.62,1097.81,27.61,1959.64,1.35,1.17,7969.16,7014.58,0.9,2108.1,33.0,0.6597,1501.4665,34.0000,28.23,25.59,1007.08,33.19,17.05
2024-02-14T00:04:57,-0.62,-0.33,21.58,1098.01,27.63,1959.99,1.27,1.11,7982.28,7026.14,0.9,2111.1,33.0,0.6597,1501.3991,34.0000,28.10,25.60,1007.11,4.46,2.29
2024-02-14T00:05:02,23.74,12.72,21.33,1098.16,27.64,1960.24,1.18,1.02,7945.44,6993.77,0.9,2110.9,33.0,0.6599,1501.7560,34.0000,27.82,25.60,1007.10,33.19,17.05
2024-02-14T00:05:08,48.96,26.24,21.14,1098.38,27.61,1960.52,1.16,1.01,7963.37,7009.95,0.9,2115.6,33.0,0.6607,1503.5528,34.0000,27.62,25.62,1007.11,19.18,9.85
2024-02-14T00:05:13,23.73,12.72,20.88,1098.67,27.64,1960.90,1.16,1.01,7949.63,6998.39,0.9,2113.4,33.0,0.6620,1506.4073,34.0000,27.37,25.63,1007.07,33.89,17.41
2024-02-14T00:05:18,7.22,3.87,20.69,1098.92,27.66,1961.39,1.09,0.95,7973.43,7019.20,0.9,2113.2,33.0,0.6630,1508.6998,34.0000,27.21,25.64,1007.12,-16.59,-8.52
2024-02-14T00:05:24,7.22,3.87,20.49,1098.89,27.61,1961.21,1.12,0.97,7946.73,6996.08,0.9,2124.8,33.0,0.6637,1510.1048,34.0000,27.10,25.65,1007.10,33.89,17.41
2024-02-14T00:05:29,32.43,17.38,20.54,1098.70,27.63,1960.76,1.20,1.04,7962.04,7009.95,0.9,2122.8,33.0,0.6647,1512.4666,34.0000,27.09,25.66,1007.08,33.19,17.05
2024-02-14T00:05:34,32.43,17.38,20.66,1098.92,27.66,1961.13,1.22,1.06,7940.85,6991.45,0.9,2114.0,33.0,0.6648,1512.4881,34.0000,27.22,25.67,1007.09,47.92,24.62
2024-02-14T00:05:40,32.42,17.38,20.82,1098.23,27.66,1959.79,1.20,1.05,7977.24,7023.83,0.9,2115.3,33.0,0.6645,1511.8993,34.0000,27.38,25.67,1007.04,18.47,9.49
2024-02-14T00:05:45,-0.62,-0.33,21.00,1098.40,27.64,1959.95,1.14,0.99,7958.23,7007.64,0.9,2115.8,33.0,0.6644,1511.3808,34.0000,27.54,25.70,1007.06,32.48,16.69
2024-02-14T00:05:51,24.60,13.19,21.29,1099.09,27.67,1961.03,1.06,0.92,7952.41,7003.02,0.9,2112.5,33.0,0.6631,1508.5075,34.0000,27.72,25.72,1007.05,54.22,27.86
2024-02-14T00:05:56,33.29,17.85,21.38,1099.15,27.67,1961.05,0.98,0.85,7954.67,7005.33,0.9,2111.1,33.0,0.6621,1506.1076,34.0000,27.99,25.73,1007.04,61.92,31.82
2024-02-14T00:06:01,32.42,17.38,21.55,1098.98,27.70,1960.75,0.89,0.77,7946.85,6998.39,0.9,2105.8,33.0,0.6613,1504.2469,34.0000,28.09,25.74,1007.08,25.47,13.09
2024-02-14T00:06:07,33.29,17.85,21.64,1099.32,27.67,1961.18,0.84,0.73,8011.74,7056.20,0.9,2100.4,33.0,0.6602,1501.5681,34.0000,28.17,25.77,1007.09,54.21,27.86
2024-02-14T00:06:12,24.60,13.19,21.66,1099.62,27.71,1961.64,0.80,0.70,7951.07,7003.02,0.9,2102.8,33.0,0.6600,1501.0739,34.0000,28.12,25.78,1007.09,47.20,24.26
2024-02-14T00:06:17,24.60,13.19,21.67,1099.16,27.70,1960.75,0.80,0.70,7942.86,6996.08,0.9,2108.9,33.0,0.6596,1500.0403,34.0000,28.07,25.79,1007.08,33.17,17.05
2024-02-14T00:06:23,32.41,17.38,21.48,1099.85,27.73,1961.88,0.67,0.59,7910.94,6968.33,0.9,2106.8,33.0,0.6598,1500.5512,34.0000,27.87,25.81,1007.09,39.47,20.29
2024-02-14T00:06:28,7.22,3.87,21.34,1100.15,27.71,1962.27,0.73,0.64,7928.74,6984.52,0.9,2105.2,33.0,0.6600,1500.9250,34.0000,27.77,25.83,1007.09,33.17,17.05
2024-02-14T00:06:33,7.22,3.87,21.02,1099.96,27.74,1961.81,0.73,0.64,7941.35,6996.08,0.9,2104.2,33.0,0.6605,1501.9572,34.0000,27.50,25.85,1007.09,10.76,5.53
2024-02-14T00:06:39,15.90,8.53,20.92,1099.91,27.76,1961.59,0.66,0.57,7935.59,6991.45,0.9,2113.3,33.0,0.6615,1504.0738,34.0000,27.34,25.87,1007.09,19.16,9.85
2024-02-14T00:06:44,15.90,8.53,20.80,1100.31,27.80,1962.16,0.57,0.50,7927.15,6984.52,0.9,2111.0,33.0,0.6626,1506.5577,34.0000,27.30,25.89,1007.09,25.46,13.09
2024-02-14T00:06:50,8.07,4.33,20.77,1100.02,27.79,1961.54,0.52,0.46,7966.06,7019.20,0.9,2115.9,33.0,0.6626,1506.4284,34.0000,27.31,25.90,1007.07,40.16,20.65
2024-02-14T00:06:55,-9.30,-4.99,20.78,1100.09,27.79,1961.56,0.54,0.47,7947.34,7003.02,0.9,2110.9,33.0,0.6630,1507.2641,34.0000,27.24,25.92,1007.09,18.46,9.49
2024-02-14T00:07:00,15.90,8.53,20.84,1100.41,27.80,1962.01,0.48,0.42,7986.19,7037.70,0.9,2114.1,33.0,0.6632,1507.4876,34.0000,27.26,25.94,1007.09,18.45,9.49
2024-02-14T00:07:06,32.40,17.38,20.94,1100.87,27.81,1962.78,0.38,0.34,7957.09,7012.27,0.9,2115.0,33.0,0.6629,1506.8216,34.0000,27.32,25.96,1007.13,32.45,16.69
2024-02-14T00:07:11,8.07,4.33,21.08,1101.02,27.84,1962.84,0.45,0.39,7935.31,6993.77,0.9,2111.2,33.0,0.6626,1506.0282,34.0000,27.46,25.98,1007.09,32.45,16.69
2024-02-14T00:07:16,33.27,17.85,21.15,1102.07,27.86,1964.56,0.46,0.41,7955.66,7012.27,0.9,2104.7,33.0,0.6625,1505.7277,34.0000,27.56,26.00,1007.08,54.17,27.86
2024-02-14T00:07:22,41.07,22.04,21.26,1101.93,27.86,1964.20,0.54,0.48,7915.88,6977.58,0.9,2105.4,33.0,0.6619,1504.2288,34.0000,27.64,26.02,1007.09,40.15,20.65
2024-02-14T00:07:27,33.26,17.85,21.33,1101.88,27.88,1964.02,0.69,0.60,7939.07,6998.39,0.9,2102.8,33.0,0.6615,1503.2983,34.0000,27.71,26.04,1007.11,68.86,35.42
2024-02-14T00:07:32,41.07,22.04,21.41,1101.95,27.88,1963.97,0.80,0.70,7967.25,7023.83,0.9,2106.3,33.0,0.6610,1502.0736,34.0000,27.75,26.07,1007.12,32.44,16.69
2024-02-14T00:07:38,8.07,4.33,21.38,1102.23,27.91,1964.30,0.78,0.68,7924.61,6986.83,0.9,2107.7,33.0,0.6609,1501.5882,34.0000,27.65,26.09,1007.11,32.44,16.69
2024-02-14T00:07:43,16.75,8.99,21.28,1102.28,27.93,1964.34,0.71,0.63,7937.52,6998.39,0.9,2103.7,33.0,0.6608,1501.2631,34.0000,27.63,26.11,1007.15,25.44,13.09
2024-02-14T00:07:48,24.57,13.19,21.14,1102.86,27.94,1965.15,0.67,0.59,7939.19,7000.70,0.9,2105.2,33.0,0.6608,1501.0893,34.0000,27.47,26.14,1007.13,25.44,13.09
2024-02-14T00:07:54,15.89,8.53,21.03,1103.02,27.96,1965.32,0.68,0.60,7965.04,7023.83,0.9,2107.4,33.0,0.6611,1501.6809,34.0000,27.29,26.16,1007.15,32.43,16.69
2024-02-14T00:07:59,0.26,0.14,20.96,1103.80,28.00,1966.55,0.74,0.65,7953.86,7014.58,0.9,2110.0,33.0,0.6613,1502.0723,34.0000,27.15,26.18,1007.13,33.13,17.05
2024-02-14T00:08:05,24.56,13.19,20.86,1103.79,28.03,1966.27,0.85,0.75,7937.06,7000.70,0.9,2110.0,33.0,0.6621,1503.8219,34.0000,27.04,26.21,1007.09,40.12,20.65
2024-02-14T00:08:10,33.24,17.85,20.75,1103.74,28.04,1966.08,0.88,0.78,7973.36,7033.08,0.9,2113.5,33.0,0.6630,1505.6959,34.0000,26.98,26.23,1007.11,33.12,17.05
2024-02-14T00:08:15,24.56,13.19,20.66,1104.00,28.05,1966.38,0.95,0.84,7972.67,7033.08,0.9,2113.3,33.0,0.6633,1506.1720,34.0000,26.96,26.25,1007.09,40.11,20.65
2024-02-14T00:08:21,25.41,13.65,20.78,1104.25,28.03,1966.63,0.94,0.83,7953.53,7016.89,0.9,2112.2,33.0,0.6632,1505.8894,34.0000,26.98,26.28,1007.09,54.12,27.86
2024-02-14T00:08:26,33.23,17.85,20.78,1104.39,28.07,1966.82,0.86,0.76,7940.18,7005.33,0.9,2108.1,33.0,0.6631,1505.7041,34.0000,27.01,26.29,1007.09,40.11,20.65
2024-02-14T00:08:31,16.74,8.99,20.86,1104.52,28.11,1966.89,0.86,0.76,7926.45,6993.77,0.9,2105.6,33.0,0.6632,1505.6071,34.0000,27.08,26.32,1007.11,54.11,27.86
2024-02-14T00:08:37,49.70,26.70,20.85,1104.30,28.15,1966.33,0.92,0.81,7941.52,7007.64,0.9,2102.1,33.0,0.6630,1505.2006,34.0000,27.17,26.34,1007.10,54.11,27.86
2024-02-14T00:08:42,16.73,8.99,20.89,1104.19,28.14,1965.87,0.87,0.77,7979.70,7042.33,0.9,2110.6,33.0,0.6627,1504.2098,34.0000,27.15,26.38,1007.09,32.41,16.69
2024-02-14T00:08:47,41.02,22.04,20.94,1104.37,28.18,1966.08,0.75,0.66,7937.37,7005.33,0.9,2109.4,33.0,0.6624,1503.4741,34.0000,27.14,26.39,1007.07,54.09,27.86
2024-02-14T00:08:53,16.73,8.99,21.00,1104.30,28.21,1965.79,0.70,0.62,7949.79,7016.89,0.9,2104.4,33.0,0.6622,1502.8310,34.0000,27.17,26.42,1007.09,39.39,20.29
2024-02-14T00:08:58,25.40,13.65,20.96,1104.38,28.24,1965.76,0.65,0.57,7951.72,7019.20,0.9,2107.4,33.0,0.6623,1503.0972,35.0000,27.13,26.45,1007.10,39.39,20.29
2024-02-14T00:09:03,25.40,13.65,20.95,1104.69,28.25,1966.14,0.73,0.65,7953.64,7021.52,0.9,2107.4,33.0,0.6626,1503.4579,35.0000,27.05,26.47,1007.08,61.77,31.82
2024-02-14T00:09:09,16.73,8.99,20.90,1104.77,28.27,1966.08,0.71,0.63,7934.47,7005.33,0.9,2103.9,33.0,0.6627,1503.5671,34.0000,27.08,26.50,1007.07,40.08,20.65
2024-02-14T00:09:14,16.72,8.99,20.84,1104.57,28.27,1965.51,0.71,0.63,7986.05,7051.58,0.9,2105.0,33.0,0.6628,1503.5997,35.0000,26.93,26.53,1007.07,47.08,24.26
2024-02-14T00:09:20,16.72,8.99,20.71,1104.69,28.31,1965.63,0.69,0.61,7972.55,7040.02,0.9,2105.4,33.0,0.6631,1504.2599,35.0000,26.94,26.55,1007.09,39.38,20.29
2024-02-14T00:09:25,16.72,8.99,20.75,1104.84,28.31,1965.74,0.71,0.62,7971.95,7040.02,0.9,2105.4,33.0,0.6632,1504.4844,35.0000,26.87,26.58,1007.11,61.75,31.82
2024-02-14T00:09:30,33.20,17.85,20.77,1105.28,28.38,1966.36,0.68,0.60,7952.92,7023.83,0.9,2107.1,33.0,0.6628,1503.2624,35.0000,26.84,26.61,1007.13,39.37,20.29
2024-02-14T00:09:36,-0.61,-0.33,20.68,1105.34,28.38,1966.38,0.64,0.56,7965.66,7035.39,0.9,2106.9,33.0,0.6636,1505.2154,35.0000,26.88,26.63,1007.15,32.38,16.69
2024-02-14T00:09:41,16.72,8.99,20.56,1105.66,28.41,1966.71,0.76,0.67,7985.63,7053.89,0.9,2111.7,33.0,0.6636,1504.8421,35.0000,26.77,26.66,1007.13,25.39,13.09
2024-02-14T00:09:46,25.38,13.65,20.61,1105.46,28.44,1966.15,0.77,0.68,7997.87,7065.45,0.9,2107.0,33.0,0.6639,1505.4300,35.0000,26.68,26.69,1007.12,32.38,16.69
2024-02-14T00:09:52,33.19,17.85,20.58,1105.59,28.47,1966.16,0.65,0.57,7996.99,7065.45,0.9,2109.3,33.0,0.6645,1506.6966,35.0000,26.73,26.71,1007.08,32.37,16.69
2024-02-14T00:09:57,8.92,4.80,20.63,1105.88,28.49,1966.55,0.62,0.55,7978.19,7049.27,0.9,2104.2,33.0,0.6641,1505.6329,35.0000,26.74,26.74,1007.12,39.35,20.29
2024-02-14T00:10:02,8.05,4.33,20.60,1105.27,28.51,1965.25,0.54,0.47,7987.72,7058.52,0.9,2102.5,33.0,0.6640,1505.1938,35.0000,26.77,26.76,1007.07,39.35,20.29
2024-02-14T00:10:08,17.58,9.46,20.60,1105.66,28.54,1965.83,0.59,0.52,8036.98,7102.45,0.9,2108.0,33.0,0.6645,1506.1801,35.0000,26.66,26.79,1007.11,38.65,19.93
2024-02-14T00:10:13,25.37,13.65,20.68,1106.22,28.58,1966.59,0.60,0.53,8036.04,7102.45,0.9,2109.2,33.0,0.6645,1506.2205,35.0000,26.65,26.82,1007.09,46.34,23.90
2024-02-14T00:10:18,8.05,4.33,20.57,1106.36,28.58,1966.68,0.54,0.48,8001.36,7072.39,0.9,2110.4,33.0,0.6650,1507.0616,35.0000,26.69,26.84,1007.08,25.38,13.09
2024-02-14T00:10:24,25.37,13.65,20.57,1106.14,28.62,1966.14,0.47,0.42,7969.38,7044.64,0.9,2105.1,33.0,0.6645,1505.8423,35.0000,26.65,26.86,1007.07,39.33,20.29
2024-02-14T00:10:29,16.70,8.99,20.65,1105.89,28.60,1965.47,0.49,0.43,7999.89,7072.39,0.9,2104.7,33.0,0.6648,1506.4107,35.0000,26.63,26.90,1007.09,46.33,23.90
2024-02-14T00:10:35,25.36,13.65,20.66,1105.97,28.65,1965.48,0.57,0.50,8017.64,7088.58,0.9,2109.0,34.0,0.6644,1505.4565,35.0000,26.66,26.93,1007.12,60.98,31.46
2024-02-14T00:10:40,41.82,22.51,20.51,1105.94,28.66,1965.21,0.67,0.59,8032.43,7102.45,0.9,2110.1,33.0,0.6648,1506.0496,35.0000,26.57,26.95,1007.08,47.02,24.26
2024-02-14T00:10:45,34.01,18.31,20.55,1106.11,28.72,1965.33,0.72,0.64,8005.56,7079.33,0.9,2102.9,33.0,0.6648,1505.8970,35.0000,26.59,26.98,1007.09,46.32,23.90
2024-02-14T00:10:51,16.70,8.99,20.55,1105.95,28.73,1964.92,0.73,0.64,8018.14,7090.89,0.9,2111.8,33.0,0.6646,1505.4901,35.0000,26.50,27.00,1007.09,46.31,23.90
2024-02-14T00:10:56,8.91,4.80,20.43,1105.64,28.75,1964.22,0.70,0.61,7996.58,7072.39,0.9,2103.0,34.0,0.6650,1506.3185,35.0000,26.46,27.02,1007.08,39.31,20.29
