timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-06T09:54:24,75.34,40.07,50.24,1182.60,21.51,2126.75,2912.37,2544.53,3.19,2.20,0.2353,539.4724,22.0000,55.68,20.76,998.18,72.40,36.91
2024-02-06T09:54:29,58.28,31.00,50.15,1179.30,21.57,2120.71,2824.89,2468.22,3.54,2.42,0.2336,535.5822,22.0000,55.67,20.78,998.19,72.39,36.91
2024-02-06T09:54:34,50.22,26.71,50.07,1178.56,21.60,2119.39,2731.95,2386.99,3.76,2.55,0.2322,532.3106,23.0000,55.61,20.80,998.28,72.39,36.91
2024-02-06T09:54:39,58.28,31.00,50.04,1176.30,21.61,2115.24,2672.67,2335.29,3.99,2.73,0.2307,528.8579,23.0000,55.54,20.81,998.27,78.80,40.18
2024-02-06T09:54:44,67.24,35.77,49.89,1173.79,21.65,2110.53,2601.99,2273.75,3.87,2.66,0.2297,526.6044,23.0000,55.49,20.84,998.27,58.89,30.03
2024-02-06T09:54:49,67.23,35.77,49.78,1172.92,21.69,2108.76,2559.48,2236.82,3.54,2.42,0.2286,524.0066,23.0000,55.42,20.86,998.25,79.43,40.51
2024-02-06T09:54:54,58.26,31.00,49.79,1174.23,21.72,2110.98,2508.62,2192.51,3.58,2.43,0.2276,521.5801,23.0000,55.41,20.88,998.25,85.84,43.78
2024-02-06T09:54:59,67.22,35.77,49.72,1175.13,21.75,2112.34,2435.10,2128.51,3.73,2.52,0.2263,518.5270,23.0000,55.38,20.90,998.20,92.26,47.06
2024-02-06T09:55:04,58.25,31.00,49.66,1175.78,21.78,2113.41,2418.08,2113.74,4.03,2.73,0.2251,515.9462,23.0000,55.31,20.93,998.25,78.77,40.18
2024-02-06T09:55:09,50.19,26.71,49.57,1176.50,21.82,2114.69,2370.19,2071.89,3.94,2.68,0.2242,513.8392,23.0000,55.24,20.95,998.31,78.77,40.18
2024-02-06T09:55:14,67.21,35.77,49.49,1175.84,21.85,2113.35,2319.34,2027.58,3.53,2.41,0.2236,512.2845,23.0000,55.19,20.98,998.34,78.76,40.18
2024-02-06T09:55:19,76.16,40.54,49.46,1174.86,21.87,2111.30,2257.07,1973.42,3.13,2.14,0.2226,509.9134,23.0000,55.12,21.00,998.27,72.34,36.91
2024-02-06T09:55:24,58.23,31.00,49.33,1175.74,21.89,2112.64,2293.41,2005.42,2.75,1.89,0.2214,507.1641,23.0000,55.16,21.02,998.22,72.33,36.91
2024-02-06T09:55:29,49.27,26.23,49.42,1174.64,21.91,2110.54,2189.12,1914.34,2.79,1.91,0.2206,505.3923,23.0000,55.22,21.04,998.24,65.92,33.64
2024-02-06T09:55:34,58.23,31.00,49.38,1175.03,21.96,2111.27,2158.17,1887.26,2.71,1.86,0.2197,503.3396,23.0000,55.07,21.05,998.28,79.39,40.51
2024-02-06T09:55:39,50.16,26.71,49.21,1174.52,21.99,2110.01,2093.10,1830.64,2.83,1.94,0.2193,502.2551,23.0000,54.96,21.07,998.19,79.37,40.51
2024-02-06T09:55:44,50.16,26.71,49.09,1173.61,22.01,2108.16,2084.44,1823.26,3.01,2.06,0.2182,499.7890,23.0000,54.91,21.10,998.18,79.37,40.51
2024-02-06T09:55:49,49.25,26.23,49.04,1172.01,22.03,2105.11,2078.63,1818.33,3.52,2.41,0.2175,497.9995,24.0000,54.85,21.12,998.17,79.36,40.51
2024-02-06T09:55:54,41.19,21.94,48.93,1169.30,22.08,2099.97,2069.94,1810.95,3.52,2.42,0.2200,503.7639,23.0000,54.84,21.14,998.12,85.75,43.78
2024-02-06T09:55:59,67.16,35.77,48.90,1165.30,22.09,2092.66,2036.05,1781.41,3.41,2.34,0.2169,496.6348,24.0000,54.84,21.17,998.15,79.34,40.51
2024-02-06T09:56:04,85.07,45.31,48.95,1164.79,22.12,2091.90,2024.93,1771.56,3.37,2.32,0.2162,495.0635,24.0000,55.01,21.18,998.26,79.35,40.51
2024-02-06T09:56:09,85.07,45.31,49.13,1164.53,22.16,2091.37,1996.74,1746.95,3.21,2.20,0.2159,494.4036,24.0000,55.03,21.20,998.30,92.18,47.06
2024-02-06T09:56:14,67.16,35.77,49.12,1166.86,22.17,2095.50,1985.44,1737.10,3.33,2.29,0.2153,492.8858,24.0000,54.89,21.23,998.38,72.29,36.91
2024-02-06T09:56:19,67.15,35.77,49.00,1168.53,22.22,2098.31,1973.99,1727.25,3.63,2.49,0.2143,490.6833,24.0000,54.80,21.25,998.35,79.34,40.51
2024-02-06T09:56:24,67.14,35.77,48.85,1169.24,22.23,2099.28,1959.64,1714.94,3.48,2.39,0.2139,489.5584,24.0000,54.75,21.27,998.27,85.73,43.78
2024-02-06T09:56:29,58.18,31.00,48.81,1170.13,22.24,2100.64,1922.86,1682.94,3.08,2.11,0.2134,488.4476,24.0000,54.71,21.29,998.23,72.27,36.91
2024-02-06T09:56:34,67.13,35.77,48.70,1171.42,22.29,2102.99,1889.14,1653.40,2.57,1.76,0.2130,487.4537,24.0000,54.67,21.30,998.28,79.32,40.51
2024-02-06T09:56:39,50.12,26.71,48.69,1170.84,22.30,2101.64,1855.11,1623.86,2.74,1.88,0.2124,486.0967,24.0000,54.62,21.32,998.20,72.91,37.24
2024-02-06T09:56:44,67.12,35.77,48.59,1170.85,22.30,2101.46,1860.56,1628.78,3.15,2.16,0.2121,485.3965,24.0000,54.59,21.34,998.18,85.70,43.78
2024-02-06T09:56:49,67.11,35.77,48.53,1171.54,22.38,2102.52,1837.91,1609.09,3.23,2.22,0.2117,484.3955,24.0000,54.52,21.36,998.16,72.89,37.24
2024-02-06T09:56:54,67.11,35.77,48.50,1171.70,22.39,2102.71,1826.59,1599.24,3.20,2.20,0.2113,483.3916,24.0000,54.44,21.38,998.18,79.29,40.51
2024-02-06T09:56:59,85.00,45.31,48.45,1172.36,22.42,2103.74,1812.40,1586.94,3.66,2.52,0.2104,481.4060,24.0000,54.55,21.39,998.14,92.10,47.06
2024-02-06T09:57:04,50.11,26.71,48.54,1172.27,22.43,2103.48,1817.93,1591.86,3.88,2.67,0.2104,481.2498,24.0000,54.51,21.42,998.19,79.28,40.51
2024-02-06T09:57:09,58.15,31.00,48.47,1173.50,22.47,2105.46,1795.26,1572.17,3.61,2.49,0.2099,480.2419,24.0000,54.58,21.44,998.16,85.67,43.78
2024-02-06T09:57:14,67.09,35.77,48.46,1173.99,22.49,2106.27,1764.27,1545.09,3.75,2.59,0.2099,480.2207,24.0000,54.43,21.45,998.15,79.27,40.51
2024-02-06T09:57:19,66.21,35.30,48.37,1174.06,22.53,2106.34,1730.49,1515.55,3.83,2.64,0.2066,472.6505,24.0000,54.33,21.47,998.20,72.87,37.24
2024-02-06T09:57:24,67.09,35.77,48.25,1174.01,22.56,2106.22,1755.77,1537.70,3.52,2.43,0.2079,475.4682,24.0000,54.45,21.50,998.29,65.82,33.64
2024-02-06T09:57:29,67.08,35.77,48.34,1173.28,22.54,2104.65,1755.54,1537.70,3.84,2.64,0.2085,476.9239,25.0000,54.47,21.51,998.19,79.26,40.51
2024-02-06T09:57:34,76.02,40.54,48.34,1173.07,22.57,2104.06,1699.17,1488.47,4.10,2.81,0.2083,476.3711,24.0000,54.51,21.53,998.16,105.50,53.93
2024-02-06T09:57:39,50.08,26.71,48.42,1173.59,22.61,2104.83,1701.84,1490.93,4.06,2.78,0.2083,476.3084,25.0000,54.53,21.55,998.15,85.64,43.78
2024-02-06T09:57:44,76.01,40.54,48.54,1174.97,22.66,2107.32,1687.80,1478.62,3.89,2.66,0.2080,475.5113,25.0000,54.59,21.56,998.19,92.05,47.06
2024-02-06T09:57:49,67.06,35.77,48.47,1176.65,22.68,2110.17,1687.68,1478.62,3.81,2.60,0.2079,475.3543,25.0000,54.46,21.58,998.19,79.24,40.51
2024-02-06T09:57:54,67.06,35.77,48.32,1178.06,22.67,2112.60,1670.73,1463.85,3.84,2.61,0.2075,474.3379,25.0000,54.39,21.59,998.17,92.67,47.38
2024-02-06T09:57:59,49.17,26.23,48.14,1179.29,22.71,2114.60,1667.76,1461.39,3.73,2.53,0.2028,463.6697,25.0000,54.26,21.62,998.17,79.22,40.51
2024-02-06T09:58:04,50.07,26.71,48.11,1180.08,22.72,2116.00,1693.03,1483.54,3.39,2.29,0.2038,465.9300,25.0000,54.27,21.63,998.20,85.62,43.78
2024-02-06T09:58:09,67.05,35.77,48.10,1181.32,22.75,2118.08,1597.42,1399.85,2.97,2.00,0.2053,469.2513,25.0000,54.59,21.66,998.24,79.22,40.51
2024-02-06T09:58:14,76.89,41.02,48.31,1182.99,22.77,2120.96,1608.56,1409.69,2.61,1.76,0.2039,466.1747,25.0000,54.54,21.67,998.22,92.02,47.06
2024-02-06T09:58:19,67.04,35.77,48.24,1186.13,22.79,2126.41,1642.13,1439.23,2.49,1.68,0.2051,468.6946,25.0000,54.29,21.69,998.20,92.64,47.38
2024-02-06T09:58:24,67.04,35.77,48.10,1187.88,22.81,2129.56,1639.33,1436.77,2.47,1.66,0.2050,468.4508,25.0000,54.20,21.70,998.24,66.40,33.96
2024-02-06T09:58:29,58.10,31.00,47.99,1189.03,22.81,2131.45,1602.69,1404.77,2.40,1.61,0.2051,468.6702,25.0000,54.15,21.72,998.23,92.63,47.38
2024-02-06T09:58:34,49.15,26.23,47.96,1190.49,22.87,2133.99,1557.69,1365.38,2.43,1.64,0.2049,468.2797,25.0000,54.14,21.74,998.25,79.20,40.51
2024-02-06T09:58:39,50.05,26.71,47.90,1190.90,22.90,2134.58,1605.33,1407.23,2.77,1.87,0.2055,469.7118,25.0000,54.09,21.76,998.26,79.19,40.51
2024-02-06T09:58:44,76.86,41.02,47.99,1192.69,22.94,2137.63,1599.60,1402.31,3.03,2.04,0.2064,471.6923,25.0000,54.72,21.78,998.25,79.19,40.51
2024-02-06T09:58:49,138.52,73.93,48.54,1195.43,22.94,2142.43,1571.43,1377.69,3.20,2.16,0.2096,478.9579,25.0000,55.86,21.80,998.27,137.41,70.30
2024-02-06T09:58:54,111.70,59.62,49.36,1214.55,22.98,2176.52,1554.45,1362.92,3.14,2.12,0.2105,480.9660,25.0000,55.72,21.82,998.25,117.56,60.15
2024-02-06T09:58:59,40.20,21.46,49.10,1321.65,22.98,2368.29,1523.47,1335.84,2.98,2.00,0.2079,475.0293,25.0000,54.73,21.84,998.25,72.78,37.24
2024-02-06T09:59:04,49.14,26.23,48.61,1365.86,23.02,2447.38,1559.88,1367.84,2.56,1.71,0.2052,468.7095,25.0000,54.34,21.85,998.24,66.37,33.96
2024-02-06T09:59:09,58.07,31.00,48.14,1333.82,23.04,2389.78,1526.08,1338.30,2.43,1.63,0.2047,467.4835,25.0000,54.20,21.87,998.23,59.97,30.69
2024-02-06T09:59:14,66.99,35.77,47.99,1311.47,23.05,2349.49,1506.27,1321.07,2.34,1.57,0.2045,467.0483,25.0000,54.13,21.89,998.19,66.35,33.96
2024-02-06T09:59:19,58.06,31.00,47.90,1296.34,23.08,2322.26,1520.22,1333.38,2.35,1.58,0.2037,465.1727,25.0000,54.02,21.91,998.20,72.76,37.24
2024-02-06T09:59:24,66.99,35.77,47.83,1286.50,23.09,2304.64,1511.81,1326.00,2.21,1.49,0.2070,472.8016,26.0000,53.98,21.92,998.24,106.01,54.26
2024-02-06T09:59:29,41.09,21.94,47.89,1281.72,23.11,2296.04,1486.52,1303.84,2.28,1.53,0.2047,467.5735,26.0000,53.96,21.94,998.29,72.76,37.24
2024-02-06T09:59:34,50.02,26.71,47.82,1278.16,23.14,2289.51,1480.82,1298.92,2.33,1.56,0.2012,459.5164,26.0000,53.96,21.96,998.29,92.56,47.38
2024-02-06T09:59:39,50.02,26.71,47.76,1276.45,23.14,2286.30,1494.76,1311.23,2.37,1.59,0.2032,463.9932,26.0000,53.96,21.98,998.30,86.17,44.11
2024-02-06T09:59:44,75.03,40.07,47.72,1269.71,23.21,2274.20,1461.05,1281.69,2.36,1.58,0.2097,478.9223,26.0000,54.00,22.00,998.35,65.72,33.64
2024-02-06T09:59:49,84.82,45.31,47.86,1265.46,23.21,2266.08,1483.18,1301.38,2.33,1.56,0.2271,518.5866,26.0000,54.12,22.00,998.13,118.77,60.81
2024-02-06T09:59:54,157.13,83.94,48.24,1264.66,23.23,2264.41,1457.77,1279.22,2.18,1.46,0.2016,460.1630,26.0000,55.06,22.03,998.12,143.03,73.24
2024-02-06T09:59:59,58.03,31.00,49.05,1274.08,23.26,2281.21,1586.76,1392.46,2.28,1.53,0.2012,459.2523,26.0000,54.53,22.04,998.13,98.28,50.33
2024-02-06T10:00:04,40.17,21.46,48.41,1298.02,23.27,2324.11,1485.81,1303.84,2.54,1.71,0.2030,463.3015,26.0000,54.74,22.06,998.21,73.35,37.56
2024-02-06T10:00:09,58.93,31.48,48.28,1324.99,23.27,2372.46,1452.18,1274.30,2.67,1.79,0.2081,474.9487,26.0000,54.55,22.08,998.31,92.53,47.38
2024-02-06T10:00:14,66.95,35.77,48.50,1366.08,23.30,2445.77,1536.17,1348.15,2.95,1.98,0.1997,455.8514,26.0000,54.55,22.08,998.20,105.31,53.93
2024-02-06T10:00:19,49.10,26.23,48.31,1380.21,23.32,2471.06,1435.19,1259.53,3.23,2.16,0.2015,460.0128,26.0000,54.42,22.08,998.20,66.31,33.96
2024-02-06T10:00:24,49.98,26.71,48.06,1372.71,23.36,2457.18,1409.69,1237.38,3.63,2.43,0.2025,462.0283,26.0000,54.31,22.15,998.25,59.92,30.69
2024-02-06T10:00:29,58.01,31.00,47.92,1366.40,23.36,2445.78,1426.45,1252.15,3.95,2.64,0.2029,462.9646,26.0000,54.21,22.16,998.24,86.11,44.11
2024-02-06T10:00:34,58.01,31.00,47.80,1358.50,23.41,2431.46,1423.53,1249.68,3.68,2.46,0.2032,463.7187,26.0000,54.16,22.18,998.23,86.11,44.11
2024-02-06T10:00:39,41.05,21.94,47.74,1337.57,23.42,2393.70,1417.76,1244.76,3.40,2.28,0.2049,467.4593,26.0000,54.08,22.21,998.21,99.50,50.98
2024-02-06T10:00:44,41.05,21.94,47.65,1279.13,23.45,2289.16,1434.60,1259.53,4.12,2.75,0.2011,458.8815,26.0000,53.94,22.22,998.26,86.10,44.11
2024-02-06T10:00:49,74.97,40.07,47.61,1254.54,23.43,2245.12,1428.97,1254.61,4.83,3.22,0.2014,459.5553,26.0000,53.93,22.24,998.31,92.48,47.38
2024-02-06T10:00:54,66.92,35.77,47.72,1239.57,23.48,2218.19,1434.50,1259.53,4.88,3.26,0.2012,458.9671,26.0000,53.89,22.25,998.29,79.06,40.51
2024-02-06T10:00:59,84.75,45.31,47.74,1244.58,23.50,2226.85,1434.30,1259.53,4.51,3.01,0.2011,458.7174,26.0000,54.12,22.27,998.22,85.43,43.78
2024-02-06T10:01:04,92.78,49.60,47.80,1244.93,23.52,2227.44,1417.45,1244.76,4.16,2.77,0.2014,459.3796,26.0000,54.17,22.29,998.27,92.46,47.38
2024-02-06T10:01:09,25.87,13.83,47.77,1245.49,23.53,2228.27,1428.55,1254.61,3.80,2.53,0.2013,459.2587,26.0000,54.21,22.31,998.25,92.45,47.38
2024-02-06T10:01:14,66.90,35.77,47.78,1252.70,23.54,2241.09,1378.05,1210.30,3.70,2.46,0.2008,457.9400,26.0000,54.27,22.32,998.26,72.66,37.24
2024-02-06T10:01:19,75.81,40.54,47.87,1254.10,23.56,2243.23,1411.46,1239.84,3.79,2.53,0.2007,457.6268,26.0000,54.56,22.35,998.19,92.43,47.38
2024-02-06T10:01:24,75.81,40.54,47.97,1255.92,23.57,2246.35,1394.56,1225.07,3.78,2.52,0.2010,458.2877,26.0000,54.65,22.37,998.20,79.03,40.51
2024-02-06T10:01:29,66.88,35.77,48.05,1262.29,23.63,2257.70,1433.76,1259.53,3.57,2.38,0.2007,457.6793,26.0000,54.63,22.38,998.22,117.98,60.48
2024-02-06T10:01:34,66.89,35.77,48.00,1265.64,23.62,2263.72,1372.13,1205.37,3.27,2.19,0.2007,457.6609,26.0000,54.43,22.39,998.27,92.43,47.38
2024-02-06T10:01:39,66.88,35.77,47.95,1267.19,23.66,2266.31,1377.63,1210.30,3.24,2.17,0.2011,458.5882,26.0000,54.71,22.42,998.28,86.04,44.11
2024-02-06T10:01:44,49.94,26.71,47.94,1267.82,23.67,2267.25,1391.51,1222.60,3.07,2.06,0.2009,458.0817,26.0000,54.50,22.43,998.24,92.41,47.38
2024-02-06T10:01:49,41.02,21.94,47.98,1270.68,23.69,2272.36,1388.71,1220.14,3.26,2.19,0.2005,457.0919,26.0000,54.69,22.45,998.30,86.03,44.11
2024-02-06T10:01:54,49.93,26.71,47.95,1271.80,23.70,2274.26,1394.26,1225.07,3.49,2.34,0.2004,456.7947,27.0000,54.56,22.47,998.32,79.01,40.51
2024-02-06T10:01:59,66.87,35.77,47.89,1274.05,23.74,2278.07,1377.32,1210.30,3.54,2.37,0.2005,456.9901,27.0000,54.36,22.48,998.26,92.40,47.38
2024-02-06T10:02:04,76.68,41.02,47.94,1281.81,23.76,2291.91,1385.69,1217.68,3.63,2.43,0.2011,458.5227,27.0000,54.41,22.49,998.28,98.15,50.33
2024-02-06T10:02:09,67.76,36.25,48.15,1298.07,23.76,2320.84,1382.82,1215.22,3.79,2.54,0.2010,458.1260,27.0000,54.65,22.52,998.33,98.14,50.33
2024-02-06T10:02:14,121.24,64.87,48.49,1484.94,23.77,2654.73,1393.91,1225.07,4.23,2.83,0.2016,459.3929,27.0000,55.34,22.53,998.27,143.45,73.57
2024-02-06T10:02:19,75.77,40.54,49.04,1611.75,23.81,2881.28,1393.83,1225.07,4.19,2.79,0.2030,462.6167,27.0000,55.46,22.55,998.29,91.75,47.06
2024-02-06T10:02:24,58.83,31.48,49.22,1720.83,23.84,3076.09,1365.74,1200.45,3.83,2.55,0.2034,463.6422,27.0000,55.19,22.57,998.29,98.77,50.66
2024-02-06T10:02:29,67.74,36.25,49.19,1754.66,23.85,3136.49,1390.90,1222.60,3.57,2.38,0.2024,461.2245,27.0000,55.02,22.58,998.30,78.98,40.51
2024-02-06T10:02:34,32.08,17.17,49.22,1776.60,23.85,3175.43,1382.38,1215.22,3.38,2.25,0.2017,459.6947,27.0000,54.73,22.60,998.28,79.61,40.84
2024-02-06T10:02:39,58.82,31.48,48.76,1792.91,23.87,3204.42,1385.12,1217.68,2.88,1.92,0.2007,457.2985,27.0000,54.69,22.61,998.27,78.97,40.51
2024-02-06T10:02:44,24.07,12.88,48.54,1783.22,23.90,3186.96,1399.05,1229.99,2.66,1.76,0.2003,456.3330,27.0000,54.49,22.63,998.29,66.20,33.96
2024-02-06T10:02:49,40.09,21.46,48.31,1766.36,23.90,3156.51,1407.32,1237.38,2.37,1.57,0.1997,455.0203,27.0000,54.20,22.65,998.26,79.60,40.84
2024-02-06T10:02:54,83.75,44.83,48.04,1735.97,23.93,3102.17,1365.31,1200.45,2.33,1.54,0.1992,453.8873,27.0000,54.15,22.66,998.28,66.19,33.96
2024-02-06T10:02:59,57.91,31.00,47.85,1533.15,23.96,2739.55,1365.22,1200.45,2.79,1.84,0.1990,453.3866,27.0000,54.05,22.68,998.29,73.20,37.56
2024-02-06T10:03:04,32.07,17.17,47.74,1461.82,23.96,2611.92,1353.92,1190.60,3.47,2.29,0.1992,453.7436,27.0000,53.94,22.70,998.28,79.59,40.84
2024-02-06T10:03:09,49.89,26.71,47.67,1432.41,23.98,2559.29,1359.48,1195.53,4.09,2.69,0.1993,454.0108,27.0000,53.90,22.71,998.28,66.18,33.96
2024-02-06T10:03:14,32.06,17.17,47.56,1393.27,23.98,2488.82,1350.79,1188.14,4.89,3.22,0.1994,454.2191,27.0000,53.90,22.73,998.14,72.55,37.24
2024-02-06T10:03:19,49.88,26.71,47.49,1376.54,24.01,2458.86,1328.36,1168.45,4.74,3.12,0.1996,454.5653,27.0000,53.85,22.74,998.14,85.94,44.11
2024-02-06T10:03:24,66.80,35.77,47.48,1350.65,24.03,2412.58,1356.33,1193.06,4.35,2.86,0.1996,454.5942,27.0000,53.77,22.76,998.20,78.92,40.51
2024-02-06T10:03:29,49.88,26.71,47.47,1343.95,24.03,2400.54,1322.70,1163.52,3.98,2.61,0.1994,454.0428,27.0000,53.72,22.78,998.23,85.93,44.11
2024-02-06T10:03:34,49.87,26.71,47.41,1334.63,24.05,2383.68,1316.99,1158.60,3.71,2.44,0.1990,453.2410,27.0000,53.62,22.79,998.18,99.31,50.98
2024-02-06T10:03:39,57.88,31.00,47.37,1326.14,24.07,2368.33,1342.08,1180.76,3.64,2.39,0.1991,453.3119,27.0000,53.61,22.81,998.17,72.54,37.24
2024-02-06T10:03:44,49.87,26.71,47.33,1317.27,24.09,2352.41,1319.63,1161.06,3.36,2.20,0.1994,453.9325,27.0000,53.56,22.82,998.16,86.56,44.44
2024-02-06T10:03:49,66.78,35.77,47.29,1309.85,24.11,2339.13,1316.83,1158.60,3.02,1.98,0.1993,453.6821,27.0000,53.42,22.84,998.22,92.28,47.38
2024-02-06T10:03:54,49.86,26.71,47.18,1303.62,24.12,2327.81,1336.30,1175.83,3.08,2.02,0.1990,452.9677,27.0000,53.38,22.86,998.21,79.54,40.84
2024-02-06T10:03:59,32.05,17.17,47.11,1298.45,24.14,2318.57,1361.48,1197.99,2.91,1.91,0.1996,454.3395,27.0000,53.35,22.86,998.21,79.54,40.84
2024-02-06T10:04:04,57.87,31.00,47.02,1291.79,24.15,2306.65,1330.68,1170.91,3.19,2.09,0.1994,454.0265,27.0000,53.26,22.88,998.26,79.54,40.84
2024-02-06T10:04:09,66.77,35.77,46.92,1283.77,24.18,2292.21,1308.25,1151.22,2.98,1.95,0.1997,454.5407,27.0000,53.24,22.89,998.24,72.52,37.24
