timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-02-05T04:50:00,25.65,22.61,998.77,43.41,23.55,0.17,0.17,411.6771,0.1811,29.0000,79.25,40.77,28.04,52.25,37.86,25.04,894.51,501.82
2024-02-05T05:00:00,24.67,21.75,998.74,43.40,23.55,0.14,0.14,411.3144,0.1810,29.0000,78.11,40.18,28.73,53.53,37.86,25.04,890.73,499.73
2024-02-05T05:10:00,22.99,20.27,998.81,43.41,23.56,0.15,0.15,411.2582,0.1810,29.0000,79.21,40.74,28.24,52.62,37.85,25.05,880.63,494.04
2024-02-05T05:20:00,23.99,21.15,998.92,43.34,23.59,0.18,0.18,411.1284,0.1809,29.0000,79.61,40.95,28.34,52.82,37.84,25.07,885.47,496.76
2024-02-05T05:30:00,23.40,20.63,998.99,43.25,23.65,0.17,0.17,411.6053,0.1811,29.0000,79.14,40.71,29.21,54.43,37.80,25.10,888.10,498.30
2024-02-05T05:40:00,27.40,24.15,998.99,43.24,23.67,0.16,0.16,411.7416,0.1812,29.0000,78.74,40.51,29.23,54.47,37.78,25.13,883.79,495.91
2024-02-05T05:50:00,27.24,24.01,999.01,43.24,23.68,0.14,0.14,412.1976,0.1814,29.0000,78.79,40.54,28.56,53.21,37.74,25.16,887.47,497.97
2024-02-05T06:00:00,25.42,22.41,999.03,43.28,23.66,0.19,0.19,412.0347,0.1813,29.0000,79.08,40.68,29.00,54.04,37.75,25.15,891.20,500.02
2024-02-05T06:10:00,23.52,20.73,999.17,43.32,23.63,0.15,0.15,412.2744,0.1814,29.0000,79.54,40.91,28.96,53.97,37.80,25.12,907.92,509.29
2024-02-05T06:20:00,23.80,20.97,999.27,43.35,23.61,0.16,0.16,412.4107,0.1814,29.0000,78.53,40.38,29.37,54.75,37.84,25.09,887.70,497.86
2024-02-05T06:30:00,21.53,18.97,999.45,43.37,23.60,0.19,0.19,412.6416,0.1815,29.0000,80.10,41.18,28.52,53.18,37.87,25.07,884.61,496.02
2024-02-05T06:40:00,21.55,18.99,999.46,43.39,23.59,0.16,0.16,412.8627,0.1816,29.0000,78.86,40.54,29.19,54.43,37.89,25.05,877.24,491.86
2024-02-05T06:50:00,20.19,17.78,999.58,43.42,23.57,0.14,0.14,413.3948,0.1818,29.0000,80.71,41.49,29.33,54.69,37.91,25.04,880.66,493.69
2024-02-05T07:00:00,20.81,18.32,999.65,43.45,23.55,0.16,0.16,413.7505,0.1819,29.0000,78.55,40.37,29.42,54.87,37.93,25.03,887.43,497.43
2024-02-05T07:10:00,21.67,19.09,999.61,43.47,23.55,0.17,0.17,414.2697,0.1821,29.0000,79.73,40.97,29.19,54.44,37.93,25.03,882.27,494.54
2024-02-05T07:20:00,26.13,23.01,999.75,43.48,23.55,0.20,0.20,414.2305,0.1821,29.0000,80.00,41.11,27.35,51.03,37.92,25.04,888.95,498.21
2024-02-05T07:30:00,24.97,21.99,999.80,43.37,23.55,0.27,0.27,408.2809,0.1795,29.0000,78.47,40.32,28.40,52.97,37.84,25.04,896.43,502.39
2024-02-05T07:40:00,-33.54,-29.49,999.63,43.25,23.13,1.44,1.43,341.6727,0.1500,28.6167,99.95,51.29,32.04,59.85,37.76,24.56,913.68,511.41
2024-02-05T07:50:00,-108.18,-94.92,999.67,44.37,22.53,2.04,1.85,324.4068,0.1421,28.0000,108.88,55.76,35.99,67.37,38.78,23.88,907.67,507.00
2024-02-05T08:00:00,-168.77,-147.70,999.82,45.91,21.75,2.50,2.24,312.7062,0.1366,27.1583,118.26,60.40,37.27,69.95,40.01,23.13,902.93,502.95
2024-02-05T08:10:00,-162.53,-142.21,999.94,46.75,21.73,2.49,2.11,324.4950,0.1417,27.0083,104.72,53.47,34.75,65.24,40.79,23.06,958.45,533.77
2024-02-05T08:20:00,-113.02,-99.03,999.96,46.09,22.15,2.61,2.16,329.9365,0.1443,27.7500,94.11,48.12,31.84,59.69,40.17,23.55,966.54,539.03
2024-02-05T08:30:00,-67.29,-59.03,999.95,45.30,22.46,2.24,1.90,335.2672,0.1468,28.0000,89.12,45.62,28.74,53.82,39.50,23.89,961.94,537.05
2024-02-05T08:40:00,-41.30,-36.25,1000.00,44.88,22.66,2.16,1.86,339.2677,0.1487,28.0000,82.60,42.31,29.37,54.96,39.15,24.09,964.45,538.78
2024-02-05T08:50:00,-29.27,-25.70,1000.14,44.64,22.77,2.34,1.96,342.5733,0.1501,28.0000,82.36,42.19,28.74,53.76,38.95,24.21,965.00,539.22
2024-02-05T09:00:00,-20.12,-17.67,1000.27,44.73,22.85,2.06,1.76,346.4635,0.1519,28.0083,82.15,42.09,29.05,54.35,39.06,24.28,1009.81,564.33
2024-02-05T09:10:00,-9.99,-8.77,1000.37,45.04,22.98,2.19,1.82,353.3775,0.1550,28.4083,80.83,41.43,29.10,54.43,39.36,24.41,1161.76,649.47
2024-02-05T09:20:00,1.32,1.16,1000.42,45.08,23.11,2.06,1.75,358.6181,0.1573,28.7917,80.93,41.50,28.99,54.19,39.46,24.51,1286.50,719.48
2024-02-05T09:30:00,8.18,7.19,1000.50,45.12,23.20,1.88,1.65,363.0839,0.1593,28.9833,80.45,41.26,29.02,54.23,39.48,24.61,1404.15,785.46
2024-02-05T09:40:00,19.66,17.28,1000.55,45.05,23.24,1.96,1.66,366.4892,0.1608,29.0000,80.35,41.22,28.81,53.84,39.46,24.64,1463.28,818.61
2024-02-05T09:50:00,19.96,17.54,1000.62,45.53,23.30,2.10,1.76,370.5295,0.1626,29.0000,82.01,42.07,29.99,56.04,39.86,24.69,1577.07,882.36
2024-02-05T10:00:00,26.49,23.29,1000.70,46.43,23.39,2.25,1.89,377.0084,0.1655,29.0000,83.53,42.86,29.51,55.14,40.62,24.79,1742.08,974.92
2024-02-05T10:10:00,37.02,32.57,1000.73,46.95,23.50,2.20,1.80,382.9653,0.1682,29.0000,82.93,42.57,30.34,56.66,41.09,24.91,1978.11,1107.37
2024-02-05T10:20:00,45.82,40.32,1000.71,47.02,23.63,1.93,1.61,388.1513,0.1705,29.0000,81.01,41.60,28.58,53.35,41.23,25.03,2127.24,1191.40
2024-02-05T10:30:00,55.76,49.09,1000.65,46.92,23.71,2.12,1.81,393.8934,0.1731,29.0000,80.48,41.34,26.98,50.34,41.24,25.11,2257.52,1264.81
2024-02-05T10:40:00,61.94,54.54,1000.59,46.90,23.74,2.06,1.73,396.6304,0.1743,29.0000,78.85,40.51,27.71,51.70,41.22,25.15,2350.44,1317.06
2024-02-05T10:50:00,64.06,56.40,1000.60,46.89,23.77,1.90,1.62,398.6073,0.1752,29.0000,78.22,40.19,27.60,51.49,41.21,25.18,2428.50,1360.93
2024-02-05T11:00:00,62.27,54.84,1000.61,46.98,23.82,2.16,1.80,402.9036,0.1771,29.0000,76.94,39.54,27.66,51.59,41.31,25.21,2565.29,1437.79
2024-02-05T11:10:00,68.58,60.41,1000.60,46.89,23.89,2.21,1.84,406.2567,0.1786,29.1250,78.02,40.10,27.06,50.47,41.13,25.33,2724.03,1527.14
2024-02-05T11:20:00,70.77,62.35,1000.49,46.84,23.89,2.34,1.94,408.6087,0.1797,29.1583,79.10,40.66,25.87,48.23,41.10,25.34,2813.49,1577.48
2024-02-05T11:30:00,70.02,61.69,1000.38,46.94,23.89,2.42,1.98,410.5778,0.1806,29.1917,78.22,40.22,26.99,50.33,41.17,25.35,2873.41,1611.27
2024-02-05T11:40:00,79.23,69.82,1000.33,47.13,23.93,2.28,1.87,413.9370,0.1821,29.3667,78.70,40.47,27.15,50.62,41.37,25.38,2977.78,1670.11
2024-02-05T11:50:00,86.87,76.57,1000.26,47.23,23.97,2.10,1.77,417.0898,0.1835,29.4833,78.43,40.34,27.52,51.28,41.52,25.39,3046.17,1708.82
2024-02-05T12:00:00,82.46,72.69,1000.16,46.09,23.95,4.23,3.49,410.3297,0.1805,29.2941,77.64,39.93,26.64,49.65,40.60,25.37,2711.96,1521.37
2024-02-05T12:10:00,86.79,76.51,1000.09,46.28,23.97,3.82,3.13,408.4212,0.1797,29.3833,78.91,40.59,26.60,49.57,40.62,25.41,2865.54,1607.76
2024-02-05T12:20:00,44.37,39.12,1000.06,44.04,23.93,4.72,3.83,381.7710,0.1680,29.3167,81.39,41.86,24.78,46.18,38.67,25.37,2412.59,1353.47
2024-02-05T12:30:00,2.11,1.86,1000.02,42.98,23.85,5.34,4.23,368.3862,0.1621,29.0500,84.96,43.69,25.93,48.34,37.75,25.28,2143.86,1202.43
2024-02-05T12:40:00,-23.46,-20.67,999.94,42.32,23.84,5.40,4.35,360.8701,0.1588,29.0333,86.81,44.64,26.45,49.30,37.20,25.23,1953.00,1095.45
2024-02-05T12:50:00,-27.95,-24.64,999.83,41.79,23.91,5.37,4.36,356.2296,0.1568,29.2583,88.39,45.47,26.44,49.25,36.75,25.29,1834.34,1029.24
2024-02-05T13:00:00,-25.28,-22.29,999.76,41.26,23.96,5.94,4.70,350.1260,0.1541,29.5333,90.88,46.77,27.57,51.35,36.22,25.38,1715.65,962.88
2024-02-05T13:10:00,-24.23,-21.37,999.72,41.15,24.02,5.81,4.60,347.9273,0.1532,29.7917,92.42,47.57,26.81,49.92,36.13,25.42,1652.91,927.89
2024-02-05T13:20:00,-18.39,-16.23,999.58,41.14,24.13,5.42,4.41,347.3517,0.1530,30.0000,91.75,47.25,28.20,52.49,36.11,25.54,1648.83,926.06
2024-02-05T13:30:00,-1.23,-1.08,999.45,41.31,24.23,5.47,4.32,349.8763,0.1542,30.0000,92.56,47.69,27.96,52.02,36.21,25.64,1711.40,961.67
2024-02-05T13:40:00,-8.48,-7.49,999.40,40.32,24.31,5.11,4.08,341.8323,0.1507,30.0000,92.72,47.78,27.30,50.78,35.42,25.71,1616.22,908.48
2024-02-05T13:50:00,-1.34,-1.18,999.34,40.43,24.44,5.29,4.22,344.4380,0.1519,30.0000,93.38,48.15,28.81,53.57,35.46,25.86,1629.33,916.29
2024-02-05T14:00:00,1.74,1.54,999.31,40.30,24.53,5.19,4.17,343.8000,0.1517,30.0000,93.62,48.29,29.42,54.67,35.32,25.96,1600.37,900.31
2024-02-05T14:10:00,3.92,3.46,999.25,39.89,24.64,4.94,3.93,340.7341,0.1504,30.0000,95.26,49.16,29.02,53.90,35.00,26.05,1527.60,859.72
2024-02-05T14:20:00,14.04,12.42,999.29,39.97,24.72,5.29,4.14,341.6101,0.1508,30.0000,93.96,48.49,29.48,54.75,35.11,26.11,1552.13,873.73
2024-02-05T14:30:00,33.55,29.68,999.19,40.13,24.80,5.42,4.20,343.4761,0.1517,30.0000,95.16,49.14,30.07,55.82,35.23,26.21,1616.16,910.13
2024-02-05T14:40:00,34.46,30.50,999.06,39.86,24.82,5.32,4.19,341.9910,0.1511,30.0000,94.42,48.76,30.84,57.23,35.08,26.21,1617.68,911.15
2024-02-06T10:00:00,3800.61,3319.85,997.20,56.55,20.87,2.29,1.78,710.8341,0.3103,23.6444,119.16,60.82,36.81,69.13,49.38,22.24,2160.65,1203.11
2024-02-06T10:10:00,1443.17,1270.46,997.15,53.96,22.70,3.22,2.27,563.4208,0.2476,27.4286,99.06,50.89,28.56,53.29,46.60,24.38,2212.29,1239.61
2024-02-06T10:20:00,1380.54,1220.66,997.06,51.55,23.96,3.25,2.23,559.6915,0.2470,29.3583,78.78,40.64,22.15,41.15,44.92,25.59,2259.58,1271.53
2024-02-06T10:30:00,1402.20,1239.62,996.98,38.98,23.90,3.45,2.32,540.0600,0.2384,29.5745,10.35,5.33,0.38,0.76,34.05,25.72,2315.21,1302.72
2024-02-06T10:40:00,1273.34,1126.35,996.97,43.58,24.05,2.30,1.76,716.3435,0.3163,26.0800,51.52,26.59,8.66,16.08,40.08,24.62,2522.80,1420.28
2024-02-06T10:50:00,1250.30,1106.43,996.92,48.20,24.16,2.59,1.91,575.7048,0.2543,28.1720,66.59,34.39,20.33,37.74,42.71,25.48,2618.42,1474.73
2024-02-06T11:00:00,1301.63,1151.51,996.86,49.13,24.06,2.72,1.88,563.8116,0.2490,29.0000,70.11,36.19,23.97,44.50,43.28,25.49,2590.11,1458.35
2024-02-06T11:10:00,1326.46,1172.49,996.77,46.97,23.78,2.36,1.63,566.3140,0.2499,29.0000,57.20,29.50,19.74,36.68,41.34,25.22,2601.66,1463.62
2024-02-06T11:20:00,1418.08,1252.54,996.63,47.22,23.52,2.02,1.42,574.5211,0.2533,29.0000,64.66,33.33,21.41,39.81,41.58,24.91,2616.82,1471.05
2024-02-06T11:30:00,1540.51,1361.36,996.52,46.94,23.63,1.46,1.06,585.1417,0.2581,29.0000,66.75,34.42,19.37,36.01,41.38,25.01,2631.80,1480.21
2024-02-06T11:40:00,1679.20,1484.41,996.41,46.75,23.70,1.22,0.92,596.2347,0.2631,29.0000,68.17,35.17,22.54,41.88,41.14,25.11,2646.88,1489.18
2024-02-06T11:50:00,1732.31,1531.46,996.33,47.02,23.69,1.09,0.85,601.2221,0.2653,29.0000,70.05,36.14,24.08,44.75,41.38,25.10,2660.66,1497.03
2024-02-06T12:00:00,1246.35,1102.32,996.22,46.68,23.79,1.10,0.87,564.9753,0.2494,29.0000,66.61,34.38,21.38,39.71,41.12,25.18,2690.46,1514.46
2024-02-06T12:10:00,1368.24,1208.66,996.10,38.00,23.41,0.88,0.72,557.5453,0.2459,28.8667,14.74,7.64,-0.41,-0.83,33.53,24.96,2661.89,1496.64
2024-02-06T12:20:00,1280.64,1103.87,995.92,11.47,15.78,0.70,0.58,490.5374,0.2109,23.0167,-0.99,-0.69,25.64,49.41,9.69,18.61,2713.72,1486.54
2024-02-06T12:30:00,869.49,719.06,995.94,14.29,4.24,0.51,0.44,452.6448,0.1868,12.5167,78.77,37.92,66.19,131.65,11.01,7.32,2845.51,1496.50
2024-02-06T12:40:00,758.18,611.70,995.82,29.63,-2.40,0.58,0.49,455.2660,0.1833,5.2917,118.60,55.82,67.18,136.79,24.54,-0.57,2909.81,1493.96
2024-02-06T12:50:00,767.18,614.52,995.72,44.94,-4.33,0.60,0.50,468.4681,0.1873,2.6917,117.11,54.74,57.84,118.60,38.38,-3.18,2997.51,1528.16
2024-02-06T13:00:00,814.92,652.24,995.72,63.37,-4.56,0.68,0.55,507.8165,0.2029,2.1261,140.77,65.75,62.50,128.27,54.70,-3.38,3041.59,1549.35
2024-02-06T13:10:00,935.23,753.27,995.68,61.39,-2.88,0.64,0.51,500.6445,0.2013,3.5167,105.76,49.71,40.31,82.20,50.43,-1.40,3031.10,1553.71
2024-02-06T13:20:00,993.11,810.47,995.43,59.62,0.53,0.36,0.29,516.2111,0.2102,6.6500,108.00,51.39,30.63,61.82,48.70,2.44,3018.58,1567.21
2024-02-06T13:30:00,1265.66,1071.63,995.32,93.36,10.36,2.09,1.69,657.2837,0.2773,16.2857,196.39,96.73,44.91,87.86,75.58,13.36,3742.73,2013.90
2024-02-06T13:40:00,1664.12,1438.58,995.13,78.46,16.75,0.98,0.85,596.9832,0.2576,23.0417,158.06,79.70,8.76,16.65,58.70,20.20,3698.94,2034.87
2024-02-06T13:50:00,1786.41,1561.44,994.97,63.80,19.94,0.48,0.41,612.2215,0.2671,26.0583,83.54,42.59,12.19,22.91,51.36,22.67,3580.42,1991.72
2024-02-06T14:00:00,1652.93,1453.10,994.95,57.61,21.64,0.54,0.47,608.4501,0.2670,27.5167,50.45,25.88,11.44,21.37,48.09,23.85,3531.50,1975.98
2024-02-06T14:10:00,1443.27,1272.89,995.00,54.35,22.60,0.40,0.35,605.5647,0.2666,28.3000,39.00,20.07,10.07,18.75,46.23,24.56,3501.93,1965.72
2024-02-06T14:20:00,1299.80,1148.81,994.89,52.32,23.19,0.35,0.30,603.1395,0.2661,29.0000,37.34,19.26,9.08,16.88,45.00,25.01,3427.48,1928.03
2024-02-06T14:30:00,1231.13,1089.56,994.78,51.17,23.55,0.35,0.31,603.5219,0.2666,29.0000,40.35,20.84,11.55,21.43,44.31,25.28,3381.14,1904.48
2024-02-06T14:40:00,1201.78,1064.63,994.66,50.37,23.80,0.34,0.30,604.2446,0.2672,29.3083,44.63,23.07,13.95,25.86,43.81,25.47,3340.82,1883.59
2024-02-06T14:50:00,1193.27,1057.78,994.62,49.78,23.99,0.37,0.33,604.3418,0.2674,29.8750,50.15,25.94,15.10,27.99,43.44,25.61,3313.55,1869.45
2024-02-06T15:00:00,1205.17,1068.83,994.60,49.41,24.12,0.44,0.39,605.1179,0.2679,30.0000,53.58,27.73,15.15,28.07,43.18,25.73,3283.96,1853.62
2024-02-06T15:10:00,1214.72,1077.71,994.53,49.10,24.21,0.45,0.40,605.0743,0.2680,30.0000,57.51,29.77,18.36,34.00,42.94,25.81,3252.06,1836.30
2024-02-06T15:20:00,1231.40,1092.91,994.42,48.90,24.29,0.43,0.38,606.0221,0.2685,30.0000,61.46,31.83,19.03,35.23,42.85,25.85,3236.99,1828.47
2024-02-06T15:30:00,1236.32,1097.54,994.35,48.75,24.34,0.39,0.34,606.4709,0.2688,30.0000,62.69,32.48,21.94,40.60,42.77,25.87,3174.93,1793.84
2024-02-06T15:40:00,1236.84,1098.25,994.20,48.65,24.36,0.36,0.33,606.8653,0.2690,30.0000,65.67,34.03,21.46,39.70,42.69,25.89,3154.11,1782.50
2024-02-06T15:50:00,1244.03,1104.77,994.17,48.60,24.39,0.40,0.36,607.9682,0.2695,30.0000,66.08,34.24,22.13,40.92,42.68,25.90,3133.48,1771.04
2024-02-06T16:00:00,1247.90,1108.39,994.06,48.56,24.41,0.36,0.32,608.5742,0.2698,30.0000,67.99,35.24,23.46,43.39,42.69,25.91,3103.63,1754.47
2024-02-06T16:10:00,1255.41,1115.10,994.08,48.55,24.42,0.42,0.37,609.8046,0.2704,30.0000,67.93,35.21,23.86,44.12,42.71,25.91,3079.93,1741.13
2024-02-06T16:20:00,1268.69,1126.96,994.09,48.54,24.44,0.35,0.31,611.4176,0.2711,30.0000,69.30,35.92,23.65,43.73,42.75,25.90,3067.05,1733.94
2024-02-06T16:30:00,1274.77,1132.61,994.03,48.46,24.49,0.38,0.34,612.5559,0.2717,30.0000,71.46,37.05,24.44,45.18,42.77,25.91,3047.51,1723.27
2024-02-06T16:40:00,1284.31,1141.40,993.90,48.36,24.53,0.38,0.35,613.2674,0.2721,30.0000,70.63,36.63,23.88,44.14,42.76,25.93,3026.38,1711.80
2024-02-06T16:50:00,1283.88,1141.10,993.85,48.36,24.54,0.34,0.32,613.6110,0.2722,30.0000,69.71,36.16,24.67,45.59,42.72,25.96,3012.83,1704.26
2024-02-06T17:00:00,1286.00,1143.10,993.74,48.40,24.54,0.31,0.30,614.1577,0.2725,30.0000,70.55,36.59,24.90,46.02,42.69,25.99,3000.23,1697.31
2024-02-06T17:10:00,1282.96,1140.47,993.67,48.44,24.53,0.31,0.30,614.5379,0.2727,30.0000,71.57,37.13,25.55,47.21,42.69,26.00,2965.51,1677.77
2024-02-06T17:20:00,1285.64,1142.80,993.64,48.51,24.51,0.33,0.32,614.7550,0.2728,30.0000,73.38,38.06,25.88,47.82,42.72,25.99,2942.95,1664.94
2024-02-06T17:30:00,1285.75,1142.90,993.65,48.53,24.52,0.33,0.32,615.0605,0.2729,30.0000,73.79,38.28,25.19,46.56,42.76,25.98,2922.32,1653.27
2024-02-06T17:40:00,1285.26,1142.64,993.55,48.50,24.53,0.31,0.31,614.9430,0.2729,30.0000,71.23,36.95,26.79,49.51,42.78,25.98,2889.27,1634.83
2024-02-06T17:50:00,1287.70,1145.13,993.37,48.44,24.56,0.28,0.28,615.1909,0.2731,30.0000,71.17,36.93,26.22,48.44,42.79,25.98,2863.69,1620.78
2024-02-06T18:00:00,1287.56,1145.29,993.21,48.40,24.59,0.32,0.32,615.3777,0.2733,30.0000,72.90,37.84,25.06,46.28,42.79,25.99,2846.06,1611.21
2024-02-06T18:10:00,1289.75,1147.43,993.13,48.35,24.61,0.32,0.32,615.4374,0.2733,30.0000,71.94,37.35,25.66,47.38,42.76,26.01,2815.67,1594.28
2024-02-06T18:20:00,1288.71,1146.59,993.12,48.33,24.63,0.30,0.30,615.7773,0.2735,30.0000,70.99,36.86,25.48,47.03,42.75,26.02,2802.07,1586.70
2024-02-06T18:30:00,1290.36,1148.15,993.10,48.30,24.65,0.32,0.32,616.5336,0.2739,30.0000,72.00,37.38,25.73,47.51,42.73,26.04,2785.77,1577.59
2024-02-06T18:40:00,1292.29,1150.07,992.95,48.29,24.66,0.31,0.30,616.7158,0.2740,30.0000,72.99,37.91,25.12,46.37,42.72,26.05,2768.63,1568.17
2024-02-06T18:50:00,1292.38,1150.34,992.83,48.26,24.67,0.31,0.31,616.6231,0.2740,30.0000,72.28,37.55,25.89,47.78,42.71,26.06,2753.46,1559.83
2024-02-06T19:00:00,1290.08,1148.57,992.59,48.25,24.67,0.29,0.29,616.3105,0.2739,30.0000,72.77,37.81,26.89,49.61,42.69,26.06,2740.68,1552.96
2024-02-06T19:10:00,1285.70,1144.88,992.40,48.25,24.67,0.29,0.29,616.1397,0.2739,30.0000,72.10,37.47,25.87,47.73,42.68,26.06,2729.44,1546.88
2024-02-06T19:20:00,1286.01,1145.20,992.39,48.23,24.68,0.30,0.30,616.0558,0.2739,30.0000,70.90,36.84,27.12,50.02,42.66,26.07,2700.80,1530.70
2024-02-06T19:30:00,1278.88,1138.88,992.39,48.20,24.68,0.34,0.34,615.5005,0.2736,30.0000,72.04,37.44,24.21,44.65,42.64,26.08,2679.90,1518.89
2024-02-06T19:40:00,1281.04,1140.78,992.41,48.21,24.68,0.27,0.27,615.6665,0.2737,30.0000,71.80,37.31,26.09,48.12,42.63,26.08,2669.12,1512.75
2024-02-06T19:50:00,1275.23,1135.56,992.44,48.19,24.68,0.29,0.29,615.4981,0.2736,30.0000,71.22,37.01,26.51,48.90,42.61,26.08,2646.62,1499.95
