timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-02-07T18:00:00,892.99,794.67,992.68,46.35,24.56,0.21,0.21,590.7755,0.2624,30.0000,73.27,38.05,27.63,50.99,40.74,26.05,1372.12,777.13
2024-02-07T19:00:00,895.14,796.54,992.67,46.35,24.54,0.22,0.22,589.6148,0.2619,30.0000,74.14,38.50,27.43,50.63,40.73,26.04,1377.24,779.98
2024-02-07T20:00:00,908.24,808.22,992.59,46.34,24.53,0.20,0.20,589.0981,0.2617,30.0000,73.22,38.02,27.08,49.99,40.71,26.03,1372.08,777.09
2024-02-07T21:00:00,923.30,821.63,992.56,46.32,24.52,0.22,0.22,588.8754,0.2616,30.0000,73.89,38.37,27.50,50.77,40.69,26.03,1370.74,776.34
2024-02-07T22:00:00,941.90,838.41,992.25,46.31,24.51,0.20,0.20,589.2678,0.2618,30.0000,73.89,38.38,27.69,51.09,40.67,26.02,1363.30,772.34
2024-02-07T23:00:00,958.79,853.78,991.84,46.28,24.50,0.22,0.22,589.0482,0.2618,30.0000,73.68,38.29,27.63,50.96,40.64,26.01,1362.55,772.22
2024-02-08T00:00:00,979.80,872.65,991.66,46.25,24.50,0.20,0.20,590.0225,0.2623,30.0000,73.49,38.20,27.80,51.27,40.62,26.01,1361.98,772.03
2024-02-08T01:00:00,1000.76,891.43,991.54,46.20,24.50,0.21,0.21,590.9748,0.2628,30.0000,72.67,37.77,27.04,49.87,40.60,26.00,1357.59,769.64
2024-02-08T02:00:00,1018.42,907.33,991.27,46.22,24.48,0.21,0.21,591.8628,0.2632,30.0000,73.03,37.97,27.52,50.74,40.60,25.98,1345.20,762.76
2024-02-08T03:00:00,1036.59,924.07,990.63,46.21,24.46,0.22,0.22,592.3535,0.2636,30.0000,73.11,38.03,27.68,51.00,40.59,25.97,1335.37,757.64
2024-02-08T04:00:00,1044.88,931.67,990.36,46.19,24.45,0.21,0.21,592.5179,0.2637,30.0000,73.28,38.13,27.42,50.51,40.56,25.95,1331.34,755.52
2024-02-08T05:00:00,1063.37,948.16,990.34,46.18,24.44,0.22,0.22,593.8033,0.2643,30.0000,72.62,37.78,27.54,50.74,40.56,25.95,1328.99,754.18
2024-02-08T06:00:00,1081.44,964.59,989.98,46.17,24.43,0.22,0.22,595.0033,0.2649,30.0000,72.70,37.84,27.74,51.10,40.54,25.94,1320.76,749.76
2024-02-08T07:00:00,1094.91,976.63,989.94,46.16,24.43,0.22,0.22,596.1283,0.2654,30.0000,73.03,38.01,27.36,50.38,40.53,25.93,1317.32,747.83
2024-02-08T08:00:00,1079.10,962.30,990.17,46.15,24.43,0.24,0.24,596.2272,0.2654,30.0000,73.08,38.03,27.59,50.82,40.53,25.93,1298.25,736.83
2024-02-08T09:00:00,1571.74,1436.76,990.34,57.19,29.44,0.35,0.35,794.5699,0.3611,35.0181,85.49,44.65,-262.79,-474.32,49.89,31.38,1501.04,866.06
2024-02-08T10:00:00,2754.12,2584.49,990.05,33.97,39.66,0.30,0.28,1076.4929,0.5040,45.3167,-30.21,-16.53,-20.44,-35.50,31.58,41.44,1536.22,916.38
2024-02-08T11:00:00,1246.47,1023.11,989.52,28.37,1.08,0.34,0.29,649.3652,0.2672,8.4347,139.84,66.97,80.13,159.48,23.71,2.71,1865.23,975.21
2024-02-08T12:00:00,1807.63,1447.82,988.95,37.84,-6.18,0.50,0.37,594.4878,0.2377,1.0000,103.01,48.15,45.84,94.00,30.57,-4.69,1909.97,973.66
2024-02-08T13:00:00,2036.88,1630.57,987.98,37.27,-6.59,0.69,0.45,574.0290,0.2294,1.0000,90.23,42.15,41.82,85.81,29.95,-5.01,1923.06,979.78
2024-02-08T14:00:00,2184.20,1756.38,987.34,53.52,-5.61,0.43,0.29,607.2673,0.2438,1.6236,97.47,45.74,43.92,89.72,43.54,-3.89,1910.52,977.57
2024-02-08T15:00:00,2711.20,2240.84,986.83,79.28,1.52,0.29,0.20,727.1879,0.2999,7.5917,99.31,47.83,45.79,91.15,64.32,3.42,1858.46,976.78
2024-02-08T16:00:00,3245.87,2765.83,986.03,43.46,9.90,0.20,0.14,700.5918,0.2979,16.0167,33.69,16.68,14.20,27.59,35.68,11.83,1796.89,973.97
2024-02-08T17:00:00,3954.99,3503.77,985.48,31.22,21.01,0.23,0.17,753.3308,0.3332,26.9277,72.06,37.45,26.31,48.46,26.27,22.88,1716.35,967.49
2024-02-08T18:00:00,4127.51,3681.87,985.02,73.71,22.98,0.72,0.56,864.9028,0.3851,28.6306,107.98,56.22,46.83,86.21,63.78,24.52,1704.36,967.64
2024-02-08T19:00:00,4613.88,4111.21,984.67,75.70,22.54,1.04,0.80,945.8344,0.4207,28.0000,65.80,34.21,24.52,45.21,66.03,24.04,1706.20,967.60
2024-02-08T20:00:00,5025.77,4481.04,984.05,76.38,22.54,1.16,0.92,1000.4977,0.4453,28.0000,58.23,30.29,19.98,36.81,66.77,24.04,1718.75,975.32
2024-02-08T21:00:00,4659.05,4076.84,983.00,39.90,16.24,0.86,0.72,860.0445,0.3758,22.3264,2.48,1.16,3.93,7.67,35.01,17.84,1752.22,973.95
2024-02-08T22:00:00,4343.64,3752.91,982.66,40.40,12.97,0.46,0.35,746.7762,0.3221,18.9708,87.14,43.94,35.30,67.09,34.22,14.57,1729.21,950.82
2024-02-08T23:00:00,4588.20,3964.86,982.38,62.81,12.95,0.70,0.53,776.9810,0.3352,19.0000,109.79,55.36,46.81,88.98,53.14,14.55,1719.23,945.53
2024-02-09T00:00:00,5152.55,4521.46,982.16,82.60,17.06,0.69,0.61,912.3290,0.3997,23.0056,109.92,56.15,26.63,50.05,70.05,18.89,1703.25,950.28
2024-02-09T01:00:00,5496.85,4899.63,981.79,57.69,21.77,0.75,0.61,929.2543,0.4134,27.4708,14.73,7.67,2.33,4.29,50.28,23.36,1682.67,954.56
2024-02-09T02:00:00,5427.83,4842.44,981.20,32.23,21.83,0.60,0.47,854.8814,0.3807,27.6583,29.85,15.56,8.06,14.83,28.15,23.40,1685.43,956.87
2024-02-09T03:00:00,5599.18,5024.39,980.42,34.59,23.34,0.36,0.29,848.1831,0.3799,29.0000,98.29,51.48,38.91,71.21,29.96,24.90,1668.88,953.12
2024-02-09T04:00:00,5612.62,5048.98,979.77,45.40,23.88,0.32,0.25,858.6919,0.3856,29.5472,92.88,48.75,38.90,71.04,39.61,25.38,1679.56,961.60
2024-02-09T05:00:00,5643.02,5086.52,978.81,52.00,24.19,0.30,0.24,884.4381,0.3980,30.0000,89.85,47.26,37.39,68.13,45.49,25.67,1677.39,962.29
2024-02-09T06:00:00,5686.95,5136.17,977.97,59.27,24.52,0.26,0.21,929.3669,0.4190,30.0000,83.06,43.77,33.12,60.23,52.02,25.99,1665.81,957.52
2024-02-09T07:00:00,5725.48,5176.43,977.89,64.03,24.81,0.21,0.17,981.1052,0.4428,30.1875,73.96,39.02,28.02,50.91,56.33,26.27,1674.47,963.51
2024-02-09T08:00:00,5578.33,5028.76,977.95,46.57,23.94,0.18,0.16,940.3163,0.4232,29.7945,-9.08,-4.77,-6.75,-12.30,41.29,25.40,1676.54,961.85
