Room,Value,Time,Type
Ruum 1,466.0,19:10 2023-05-31,CO2 ppm
Ruum 1,466.0,19:13 2023-05-31,CO2 ppm
Ruum 1,32.2,19:16 2023-05-31,RH %
Ruum 1,24.8,19:16 2023-05-31,t° C
Ruum 1,466.0,19:16 2023-05-31,CO2 ppm
Ruum 1,461.0,19:19 2023-05-31,CO2 ppm
Ruum 1,459.0,19:22 2023-05-31,CO2 ppm
Ruum 1,457.0,19:25 2023-05-31,CO2 ppm
Ruum 1,452.0,19:28 2023-05-31,CO2 ppm
Ruum 1,24.8,19:31 2023-05-31,t° C
Ruum 1,32.1,19:31 2023-05-31,RH %
Ruum 1,452.0,19:31 2023-05-31,CO2 ppm
Ruum 1,457.0,19:34 2023-05-31,CO2 ppm
Ruum 1,457.0,19:37 2023-05-31,CO2 ppm
Ruum 1,456.0,19:40 2023-05-31,CO2 ppm
Ruum 1,455.0,19:43 2023-05-31,CO2 ppm
Ruum 1,24.8,19:46 2023-05-31,t° C
Ruum 1,31.9,19:46 2023-05-31,RH %
Ruum 1,453.0,19:46 2023-05-31,CO2 ppm
Ruum 1,454.0,19:49 2023-05-31,CO2 ppm
Ruum 1,458.0,19:52 2023-05-31,CO2 ppm
Ruum 1,453.0,19:55 2023-05-31,CO2 ppm
Ruum 1,449.0,19:58 2023-05-31,CO2 ppm
Ruum 1,31.7,20:01 2023-05-31,RH %
Ruum 1,24.8,20:01 2023-05-31,t° C
Ruum 1,451.0,20:01 2023-05-31,CO2 ppm
Ruum 1,450.0,20:04 2023-05-31,CO2 ppm
Ruum 1,444.0,20:07 2023-05-31,CO2 ppm
Ruum 1,435.0,20:10 2023-05-31,CO2 ppm
Ruum 1,440.0,20:13 2023-05-31,CO2 ppm
Ruum 1,24.8,20:16 2023-05-31,t° C
Ruum 1,31.7,20:16 2023-05-31,RH %
Ruum 1,446.0,20:16 2023-05-31,CO2 ppm
Ruum 1,439.0,20:19 2023-05-31,CO2 ppm
Ruum 1,439.0,20:22 2023-05-31,CO2 ppm
Ruum 1,439.0,20:25 2023-05-31,CO2 ppm
Ruum 1,445.0,20:28 2023-05-31,CO2 ppm
Ruum 1,31.7,20:31 2023-05-31,RH %
Ruum 1,24.7,20:31 2023-05-31,t° C
Ruum 1,449.0,20:31 2023-05-31,CO2 ppm
Ruum 1,449.0,20:34 2023-05-31,CO2 ppm
Ruum 1,449.0,20:37 2023-05-31,CO2 ppm
Ruum 1,444.0,20:40 2023-05-31,CO2 ppm
Ruum 1,444.0,20:43 2023-05-31,CO2 ppm
Ruum 1,24.7,20:46 2023-05-31,t° C
Ruum 1,31.9,20:46 2023-05-31,RH %
Ruum 1,446.0,20:46 2023-05-31,CO2 ppm
Ruum 1,449.0,20:49 2023-05-31,CO2 ppm
Ruum 1,451.0,20:52 2023-05-31,CO2 ppm
Ruum 1,446.0,20:55 2023-05-31,CO2 ppm
Ruum 1,442.0,20:58 2023-05-31,CO2 ppm
Ruum 1,24.7,21:01 2023-05-31,t° C
Ruum 1,32.0,21:01 2023-05-31,RH %
Ruum 1,447.0,21:01 2023-05-31,CO2 ppm
Ruum 1,443.0,21:04 2023-05-31,CO2 ppm
Ruum 1,443.0,21:07 2023-05-31,CO2 ppm
Ruum 1,447.0,21:10 2023-05-31,CO2 ppm
Ruum 1,451.0,21:13 2023-05-31,CO2 ppm
Ruum 1,32.2,21:16 2023-05-31,RH %
Ruum 1,24.7,21:16 2023-05-31,t° C
Ruum 1,447.0,21:16 2023-05-31,CO2 ppm
Ruum 1,447.0,21:19 2023-05-31,CO2 ppm
Ruum 1,447.0,21:22 2023-05-31,CO2 ppm
Ruum 1,447.0,21:25 2023-05-31,CO2 ppm
Ruum 1,449.0,21:28 2023-05-31,CO2 ppm
Ruum 1,24.6,21:31 2023-05-31,t° C
Ruum 1,32.6,21:31 2023-05-31,RH %
Ruum 1,449.0,21:31 2023-05-31,CO2 ppm
Ruum 1,447.0,21:34 2023-05-31,CO2 ppm
Ruum 1,447.0,21:37 2023-05-31,CO2 ppm
Ruum 1,441.0,21:40 2023-05-31,CO2 ppm
Ruum 1,438.0,21:43 2023-05-31,CO2 ppm
Ruum 1,24.6,21:46 2023-05-31,t° C
Ruum 1,32.7,21:46 2023-05-31,RH %
Ruum 1,444.0,21:46 2023-05-31,CO2 ppm
Ruum 1,447.0,21:49 2023-05-31,CO2 ppm
Ruum 1,449.0,21:52 2023-05-31,CO2 ppm
Ruum 1,447.0,21:55 2023-05-31,CO2 ppm
Ruum 1,444.0,21:58 2023-05-31,CO2 ppm
Ruum 1,24.6,22:01 2023-05-31,t° C
Ruum 1,32.8,22:01 2023-05-31,RH %
Ruum 1,445.0,22:01 2023-05-31,CO2 ppm
Ruum 1,446.0,22:04 2023-05-31,CO2 ppm
Ruum 1,446.0,22:07 2023-05-31,CO2 ppm
Ruum 1,449.0,22:10 2023-05-31,CO2 ppm
Ruum 1,450.0,22:13 2023-05-31,CO2 ppm
Ruum 1,24.5,22:16 2023-05-31,t° C
Ruum 1,33.0,22:16 2023-05-31,RH %
Ruum 1,450.0,22:16 2023-05-31,CO2 ppm
Ruum 1,454.0,22:19 2023-05-31,CO2 ppm
Ruum 1,452.0,22:22 2023-05-31,CO2 ppm
Ruum 1,453.0,22:25 2023-05-31,CO2 ppm
Ruum 1,451.0,22:28 2023-05-31,CO2 ppm
Ruum 1,24.5,22:31 2023-05-31,t° C
Ruum 1,33.2,22:31 2023-05-31,RH %
Ruum 1,452.0,22:31 2023-05-31,CO2 ppm
Ruum 1,447.0,22:34 2023-05-31,CO2 ppm
Ruum 1,447.0,22:37 2023-05-31,CO2 ppm
Ruum 1,450.0,22:40 2023-05-31,CO2 ppm
Ruum 1,454.0,22:43 2023-05-31,CO2 ppm
Ruum 1,33.2,22:46 2023-05-31,RH %
Ruum 1,24.4,22:46 2023-05-31,t° C
Ruum 1,453.0,22:46 2023-05-31,CO2 ppm
Ruum 1,453.0,22:49 2023-05-31,CO2 ppm
Ruum 1,453.0,22:52 2023-05-31,CO2 ppm
Ruum 1,452.0,22:55 2023-05-31,CO2 ppm
Ruum 1,449.0,22:58 2023-05-31,CO2 ppm
Ruum 1,33.2,23:01 2023-05-31,RH %
Ruum 1,24.3,23:01 2023-05-31,t° C
Ruum 1,450.0,23:01 2023-05-31,CO2 ppm
Ruum 1,456.0,23:04 2023-05-31,CO2 ppm
Ruum 1,456.0,23:07 2023-05-31,CO2 ppm
Ruum 1,455.0,23:10 2023-05-31,CO2 ppm
Ruum 1,454.0,23:13 2023-05-31,CO2 ppm
Ruum 1,24.3,23:16 2023-05-31,t° C
Ruum 1,33.2,23:16 2023-05-31,RH %
Ruum 1,455.0,23:16 2023-05-31,CO2 ppm
Ruum 1,452.0,23:19 2023-05-31,CO2 ppm
Ruum 1,448.0,23:22 2023-05-31,CO2 ppm
Ruum 1,455.0,23:25 2023-05-31,CO2 ppm
Ruum 1,456.0,23:28 2023-05-31,CO2 ppm
Ruum 1,33.2,23:31 2023-05-31,RH %
Ruum 1,24.2,23:31 2023-05-31,t° C
Ruum 1,456.0,23:31 2023-05-31,CO2 ppm
Ruum 1,454.0,23:34 2023-05-31,CO2 ppm
Ruum 1,456.0,23:37 2023-05-31,CO2 ppm
Ruum 1,456.0,23:40 2023-05-31,CO2 ppm
Ruum 1,456.0,23:43 2023-05-31,CO2 ppm
Ruum 1,33.2,23:46 2023-05-31,RH %
Ruum 1,24.1,23:46 2023-05-31,t° C
Ruum 1,454.0,23:46 2023-05-31,CO2 ppm
Ruum 1,459.0,23:49 2023-05-31,CO2 ppm
Ruum 1,461.0,23:52 2023-05-31,CO2 ppm
Ruum 1,460.0,23:55 2023-05-31,CO2 ppm
Ruum 1,457.0,23:58 2023-05-31,CO2 ppm
Ruum 1,24.1,00:01 2023-06-01,t° C
Ruum 1,33.2,00:01 2023-06-01,RH %
Ruum 1,455.0,00:01 2023-06-01,CO2 ppm
Ruum 1,458.0,00:04 2023-06-01,CO2 ppm
Ruum 1,455.0,00:07 2023-06-01,CO2 ppm
Ruum 1,458.0,00:10 2023-06-01,CO2 ppm
Ruum 1,460.0,00:12 2023-06-01,CO2 ppm
Ruum 1,461.0,00:13 2023-06-01,CO2 ppm
Ruum 1,33.2,00:16 2023-06-01,RH %
Ruum 1,24.0,00:16 2023-06-01,t° C
Ruum 1,460.0,00:16 2023-06-01,CO2 ppm
Ruum 1,460.0,00:19 2023-06-01,CO2 ppm
Ruum 1,460.0,00:22 2023-06-01,CO2 ppm
Ruum 1,459.0,00:25 2023-06-01,CO2 ppm
Ruum 1,460.0,00:28 2023-06-01,CO2 ppm
Ruum 1,24.0,00:31 2023-06-01,t° C
Ruum 1,33.1,00:31 2023-06-01,RH %
Ruum 1,456.0,00:31 2023-06-01,CO2 ppm
Ruum 1,458.0,00:34 2023-06-01,CO2 ppm
Ruum 1,459.0,00:37 2023-06-01,CO2 ppm
Ruum 1,456.0,00:40 2023-06-01,CO2 ppm
Ruum 1,459.0,00:43 2023-06-01,CO2 ppm
Ruum 1,33.2,00:46 2023-06-01,RH %
Ruum 1,23.9,00:46 2023-06-01,t° C
Ruum 1,461.0,00:46 2023-06-01,CO2 ppm
Ruum 1,463.0,00:49 2023-06-01,CO2 ppm
Ruum 1,462.0,00:52 2023-06-01,CO2 ppm
Ruum 1,462.0,00:55 2023-06-01,CO2 ppm
Ruum 1,464.0,00:58 2023-06-01,CO2 ppm
Ruum 1,23.9,01:01 2023-06-01,t° C
Ruum 1,33.3,01:01 2023-06-01,RH %
Ruum 1,462.0,01:01 2023-06-01,CO2 ppm
Ruum 1,461.0,01:04 2023-06-01,CO2 ppm
Ruum 1,456.0,01:07 2023-06-01,CO2 ppm
Ruum 1,457.0,01:10 2023-06-01,CO2 ppm
Ruum 1,459.0,01:13 2023-06-01,CO2 ppm
Ruum 1,33.4,01:16 2023-06-01,RH %
Ruum 1,23.8,01:16 2023-06-01,t° C
Ruum 1,458.0,01:16 2023-06-01,CO2 ppm
Ruum 1,456.0,01:19 2023-06-01,CO2 ppm
Ruum 1,457.0,01:22 2023-06-01,CO2 ppm
Ruum 1,460.0,01:25 2023-06-01,CO2 ppm
Ruum 1,462.0,01:28 2023-06-01,CO2 ppm
Ruum 1,23.7,01:31 2023-06-01,t° C
Ruum 1,33.5,01:31 2023-06-01,RH %
Ruum 1,460.0,01:31 2023-06-01,CO2 ppm
Ruum 1,462.0,01:34 2023-06-01,CO2 ppm
Ruum 1,461.0,01:37 2023-06-01,CO2 ppm
Ruum 1,461.0,01:40 2023-06-01,CO2 ppm
Ruum 1,463.0,01:43 2023-06-01,CO2 ppm
Ruum 1,23.7,01:46 2023-06-01,t° C
Ruum 1,33.5,01:46 2023-06-01,RH %
Ruum 1,465.0,01:46 2023-06-01,CO2 ppm
Ruum 1,463.0,01:49 2023-06-01,CO2 ppm
Ruum 1,461.0,01:52 2023-06-01,CO2 ppm
Ruum 1,461.0,01:55 2023-06-01,CO2 ppm
Ruum 1,458.0,01:58 2023-06-01,CO2 ppm
Ruum 1,33.6,02:00 2023-06-01,RH %
Ruum 1,23.6,02:00 2023-06-01,t° C
Ruum 1,457.0,02:01 2023-06-01,CO2 ppm
Ruum 1,463.0,02:04 2023-06-01,CO2 ppm
Ruum 1,467.0,02:07 2023-06-01,CO2 ppm
Ruum 1,465.0,02:10 2023-06-01,CO2 ppm
Ruum 1,467.0,02:13 2023-06-01,CO2 ppm
Ruum 1,23.6,02:15 2023-06-01,t° C
Ruum 1,33.6,02:15 2023-06-01,RH %
Ruum 1,471.0,02:16 2023-06-01,CO2 ppm
Ruum 1,469.0,02:19 2023-06-01,CO2 ppm
Ruum 1,470.0,02:22 2023-06-01,CO2 ppm
Ruum 1,470.0,02:25 2023-06-01,CO2 ppm
Ruum 1,466.0,02:28 2023-06-01,CO2 ppm
Ruum 1,33.6,02:30 2023-06-01,RH %
Ruum 1,23.5,02:30 2023-06-01,t° C
Ruum 1,464.0,02:31 2023-06-01,CO2 ppm
Ruum 1,463.0,02:34 2023-06-01,CO2 ppm
Ruum 1,462.0,02:37 2023-06-01,CO2 ppm
Ruum 1,464.0,02:40 2023-06-01,CO2 ppm
Ruum 1,466.0,02:43 2023-06-01,CO2 ppm
Ruum 1,23.5,02:45 2023-06-01,t° C
Ruum 1,33.7,02:45 2023-06-01,RH %
Ruum 1,472.0,02:46 2023-06-01,CO2 ppm
Ruum 1,469.0,02:49 2023-06-01,CO2 ppm
Ruum 1,466.0,02:52 2023-06-01,CO2 ppm
Ruum 1,461.0,02:55 2023-06-01,CO2 ppm
Ruum 1,461.0,02:58 2023-06-01,CO2 ppm
Ruum 1,23.4,03:00 2023-06-01,t° C
Ruum 1,33.7,03:00 2023-06-01,RH %
Ruum 1,460.0,03:01 2023-06-01,CO2 ppm
Ruum 1,462.0,03:04 2023-06-01,CO2 ppm
Ruum 1,463.0,03:07 2023-06-01,CO2 ppm
Ruum 1,464.0,03:10 2023-06-01,CO2 ppm
Ruum 1,468.0,03:13 2023-06-01,CO2 ppm
Ruum 1,33.6,03:15 2023-06-01,RH %
Ruum 1,23.4,03:15 2023-06-01,t° C
Ruum 1,465.0,03:16 2023-06-01,CO2 ppm
Ruum 1,466.0,03:19 2023-06-01,CO2 ppm
Ruum 1,463.0,03:22 2023-06-01,CO2 ppm
Ruum 1,470.0,03:25 2023-06-01,CO2 ppm
Ruum 1,474.0,03:28 2023-06-01,CO2 ppm
Ruum 1,23.3,03:30 2023-06-01,t° C
Ruum 1,33.7,03:30 2023-06-01,RH %
Ruum 1,474.0,03:31 2023-06-01,CO2 ppm
Ruum 1,472.0,03:34 2023-06-01,CO2 ppm
Ruum 1,471.0,03:37 2023-06-01,CO2 ppm
Ruum 1,469.0,03:40 2023-06-01,CO2 ppm
Ruum 1,467.0,03:43 2023-06-01,CO2 ppm
Ruum 1,33.7,03:45 2023-06-01,RH %
Ruum 1,23.3,03:45 2023-06-01,t° C
Ruum 1,467.0,03:46 2023-06-01,CO2 ppm
Ruum 1,471.0,03:49 2023-06-01,CO2 ppm
Ruum 1,473.0,03:52 2023-06-01,CO2 ppm
Ruum 1,476.0,03:55 2023-06-01,CO2 ppm
Ruum 1,472.0,03:58 2023-06-01,CO2 ppm
Ruum 1,33.7,04:00 2023-06-01,RH %
Ruum 1,23.2,04:00 2023-06-01,t° C
Ruum 1,465.0,04:01 2023-06-01,CO2 ppm
Ruum 1,466.0,04:04 2023-06-01,CO2 ppm
Ruum 1,471.0,04:07 2023-06-01,CO2 ppm
Ruum 1,475.0,04:10 2023-06-01,CO2 ppm
Ruum 1,476.0,04:13 2023-06-01,CO2 ppm
Ruum 1,23.2,04:15 2023-06-01,t° C
Ruum 1,33.7,04:15 2023-06-01,RH %
Ruum 1,477.0,04:16 2023-06-01,CO2 ppm
Ruum 1,474.0,04:19 2023-06-01,CO2 ppm
Ruum 1,475.0,04:22 2023-06-01,CO2 ppm
Ruum 1,473.0,04:25 2023-06-01,CO2 ppm
Ruum 1,471.0,04:28 2023-06-01,CO2 ppm
Ruum 1,33.7,04:30 2023-06-01,RH %
Ruum 1,23.1,04:30 2023-06-01,t° C
Ruum 1,470.0,04:31 2023-06-01,CO2 ppm
Ruum 1,472.0,04:34 2023-06-01,CO2 ppm
Ruum 1,478.0,04:37 2023-06-01,CO2 ppm
Ruum 1,485.0,04:40 2023-06-01,CO2 ppm
Ruum 1,485.0,04:43 2023-06-01,CO2 ppm
Ruum 1,33.9,04:45 2023-06-01,RH %
Ruum 1,23.1,04:45 2023-06-01,t° C
Ruum 1,483.0,04:46 2023-06-01,CO2 ppm
Ruum 1,479.0,04:49 2023-06-01,CO2 ppm
Ruum 1,478.0,04:52 2023-06-01,CO2 ppm
Ruum 1,484.0,04:55 2023-06-01,CO2 ppm
Ruum 1,481.0,04:58 2023-06-01,CO2 ppm
Ruum 1,23.0,05:00 2023-06-01,t° C
Ruum 1,34.3,05:00 2023-06-01,RH %
Ruum 1,484.0,05:01 2023-06-01,CO2 ppm
Ruum 1,484.0,05:04 2023-06-01,CO2 ppm
Ruum 1,485.0,05:07 2023-06-01,CO2 ppm
Ruum 1,487.0,05:10 2023-06-01,CO2 ppm
Ruum 1,489.0,05:13 2023-06-01,CO2 ppm
Ruum 1,34.7,05:15 2023-06-01,RH %
Ruum 1,23.0,05:15 2023-06-01,t° C
Ruum 1,494.0,05:16 2023-06-01,CO2 ppm
Ruum 1,495.0,05:19 2023-06-01,CO2 ppm
Ruum 1,491.0,05:22 2023-06-01,CO2 ppm
Ruum 1,491.0,05:25 2023-06-01,CO2 ppm
Ruum 1,495.0,05:28 2023-06-01,CO2 ppm
Ruum 1,22.9,05:30 2023-06-01,t° C
Ruum 1,35.2,05:30 2023-06-01,RH %
Ruum 1,491.0,05:31 2023-06-01,CO2 ppm
Ruum 1,489.0,05:34 2023-06-01,CO2 ppm
Ruum 1,488.0,05:37 2023-06-01,CO2 ppm
Ruum 1,485.0,05:40 2023-06-01,CO2 ppm
Ruum 1,487.0,05:43 2023-06-01,CO2 ppm
Ruum 1,35.8,05:45 2023-06-01,RH %
Ruum 1,22.9,05:45 2023-06-01,t° C
Ruum 1,485.0,05:46 2023-06-01,CO2 ppm
Ruum 1,490.0,05:49 2023-06-01,CO2 ppm
Ruum 1,495.0,05:52 2023-06-01,CO2 ppm
Ruum 1,495.0,05:55 2023-06-01,CO2 ppm
Ruum 1,487.0,05:58 2023-06-01,CO2 ppm
Ruum 1,36.2,06:00 2023-06-01,RH %
Ruum 1,22.8,06:00 2023-06-01,t° C
Ruum 1,488.0,06:01 2023-06-01,CO2 ppm
Ruum 1,488.0,06:04 2023-06-01,CO2 ppm
Ruum 1,490.0,06:07 2023-06-01,CO2 ppm
Ruum 1,488.0,06:10 2023-06-01,CO2 ppm
Ruum 1,487.0,06:13 2023-06-01,CO2 ppm
Ruum 1,36.6,06:15 2023-06-01,RH %
Ruum 1,22.7,06:15 2023-06-01,t° C
Ruum 1,488.0,06:16 2023-06-01,CO2 ppm
Ruum 1,486.0,06:19 2023-06-01,CO2 ppm
Ruum 1,486.0,06:22 2023-06-01,CO2 ppm
Ruum 1,488.0,06:25 2023-06-01,CO2 ppm
Ruum 1,489.0,06:28 2023-06-01,CO2 ppm
Ruum 1,36.9,06:30 2023-06-01,RH %
Ruum 1,22.7,06:30 2023-06-01,t° C
Ruum 1,487.0,06:31 2023-06-01,CO2 ppm
Ruum 1,478.0,06:34 2023-06-01,CO2 ppm
Ruum 1,478.0,06:37 2023-06-01,CO2 ppm
Ruum 1,481.0,06:40 2023-06-01,CO2 ppm
Ruum 1,485.0,06:43 2023-06-01,CO2 ppm
Ruum 1,22.7,06:45 2023-06-01,t° C
Ruum 1,37.2,06:45 2023-06-01,RH %
Ruum 1,485.0,06:46 2023-06-01,CO2 ppm
Ruum 1,485.0,06:49 2023-06-01,CO2 ppm
Ruum 1,484.0,06:52 2023-06-01,CO2 ppm
Ruum 1,486.0,06:55 2023-06-01,CO2 ppm
Ruum 1,485.0,06:58 2023-06-01,CO2 ppm
Ruum 1,37.4,07:00 2023-06-01,RH %
Ruum 1,22.6,07:00 2023-06-01,t° C
Ruum 1,486.0,07:01 2023-06-01,CO2 ppm
Ruum 1,489.0,07:04 2023-06-01,CO2 ppm
Ruum 1,495.0,07:07 2023-06-01,CO2 ppm
Ruum 1,494.0,07:10 2023-06-01,CO2 ppm
Ruum 1,492.0,07:13 2023-06-01,CO2 ppm
Ruum 1,22.7,07:15 2023-06-01,t° C
Ruum 1,37.6,07:15 2023-06-01,RH %
Ruum 1,493.0,07:16 2023-06-01,CO2 ppm
Ruum 1,493.0,07:19 2023-06-01,CO2 ppm
Ruum 1,493.0,07:22 2023-06-01,CO2 ppm
Ruum 1,495.0,07:25 2023-06-01,CO2 ppm
Ruum 1,492.0,07:28 2023-06-01,CO2 ppm
Ruum 1,22.7,07:30 2023-06-01,t° C
Ruum 1,37.6,07:30 2023-06-01,RH %
Ruum 1,492.0,07:31 2023-06-01,CO2 ppm
Ruum 1,493.0,07:34 2023-06-01,CO2 ppm
Ruum 1,488.0,07:37 2023-06-01,CO2 ppm
Ruum 1,487.0,07:40 2023-06-01,CO2 ppm
Ruum 1,490.0,07:43 2023-06-01,CO2 ppm
Ruum 1,37.8,07:45 2023-06-01,RH %
Ruum 1,22.7,07:45 2023-06-01,t° C
Ruum 1,491.0,07:46 2023-06-01,CO2 ppm
Ruum 1,492.0,07:49 2023-06-01,CO2 ppm
Ruum 1,491.0,07:52 2023-06-01,CO2 ppm
Ruum 1,489.0,07:55 2023-06-01,CO2 ppm
Ruum 1,485.0,07:58 2023-06-01,CO2 ppm
Ruum 1,38.0,08:00 2023-06-01,RH %
Ruum 1,22.7,08:00 2023-06-01,t° C
Ruum 1,488.0,08:01 2023-06-01,CO2 ppm
Ruum 1,491.0,08:04 2023-06-01,CO2 ppm
Ruum 1,490.0,08:07 2023-06-01,CO2 ppm
Ruum 1,490.0,08:10 2023-06-01,CO2 ppm
Ruum 1,489.0,08:13 2023-06-01,CO2 ppm
Ruum 1,22.7,08:15 2023-06-01,t° C
Ruum 1,38.3,08:15 2023-06-01,RH %
Ruum 1,491.0,08:16 2023-06-01,CO2 ppm
Ruum 1,486.0,08:19 2023-06-01,CO2 ppm
Ruum 1,488.0,08:22 2023-06-01,CO2 ppm
Ruum 1,491.0,08:25 2023-06-01,CO2 ppm
Ruum 1,489.0,08:28 2023-06-01,CO2 ppm
Ruum 1,38.4,08:30 2023-06-01,RH %
Ruum 1,22.7,08:30 2023-06-01,t° C
Ruum 1,489.0,08:31 2023-06-01,CO2 ppm
Ruum 1,488.0,08:34 2023-06-01,CO2 ppm
Ruum 1,490.0,08:37 2023-06-01,CO2 ppm
Ruum 1,487.0,08:40 2023-06-01,CO2 ppm
Ruum 1,486.0,08:43 2023-06-01,CO2 ppm
Ruum 1,22.8,08:45 2023-06-01,t° C
Ruum 1,38.7,08:45 2023-06-01,RH %
Ruum 1,488.0,08:46 2023-06-01,CO2 ppm
Ruum 1,491.0,08:49 2023-06-01,CO2 ppm
Ruum 1,489.0,08:52 2023-06-01,CO2 ppm
Ruum 1,485.0,08:55 2023-06-01,CO2 ppm
Ruum 1,484.0,08:58 2023-06-01,CO2 ppm
Ruum 1,38.8,09:00 2023-06-01,RH %
Ruum 1,22.8,09:00 2023-06-01,t° C
Ruum 1,484.0,09:01 2023-06-01,CO2 ppm
Ruum 1,485.0,09:04 2023-06-01,CO2 ppm
Ruum 1,484.0,09:07 2023-06-01,CO2 ppm
Ruum 1,486.0,09:10 2023-06-01,CO2 ppm
Ruum 1,489.0,09:13 2023-06-01,CO2 ppm
Ruum 1,38.7,09:15 2023-06-01,RH %
Ruum 1,22.8,09:15 2023-06-01,t° C
Ruum 1,490.0,09:16 2023-06-01,CO2 ppm
Ruum 1,486.0,09:19 2023-06-01,CO2 ppm
Ruum 1,484.0,09:22 2023-06-01,CO2 ppm
Ruum 1,485.0,09:25 2023-06-01,CO2 ppm
Ruum 1,485.0,09:28 2023-06-01,CO2 ppm
Ruum 1,22.9,09:30 2023-06-01,t° C
Ruum 1,38.7,09:30 2023-06-01,RH %
Ruum 1,487.0,09:31 2023-06-01,CO2 ppm
Ruum 1,487.0,09:34 2023-06-01,CO2 ppm
Ruum 1,491.0,09:37 2023-06-01,CO2 ppm
Ruum 1,487.0,09:40 2023-06-01,CO2 ppm
Ruum 1,484.0,09:43 2023-06-01,CO2 ppm
Ruum 1,38.8,09:45 2023-06-01,RH %
Ruum 1,22.9,09:45 2023-06-01,t° C
Ruum 1,484.0,09:46 2023-06-01,CO2 ppm
Ruum 1,484.0,09:49 2023-06-01,CO2 ppm
Ruum 1,488.0,09:52 2023-06-01,CO2 ppm
Ruum 1,491.0,09:55 2023-06-01,CO2 ppm
Ruum 1,492.0,09:58 2023-06-01,CO2 ppm
Ruum 1,23.0,10:00 2023-06-01,t° C
Ruum 1,39.0,10:00 2023-06-01,RH %
Ruum 1,490.0,10:01 2023-06-01,CO2 ppm
Ruum 1,486.0,10:04 2023-06-01,CO2 ppm
Ruum 1,493.0,10:07 2023-06-01,CO2 ppm
Ruum 1,492.0,10:10 2023-06-01,CO2 ppm
Ruum 1,490.0,10:13 2023-06-01,CO2 ppm
Ruum 1,39.0,10:15 2023-06-01,RH %
Ruum 1,23.1,10:15 2023-06-01,t° C
Ruum 1,490.0,10:16 2023-06-01,CO2 ppm
Ruum 1,486.0,10:19 2023-06-01,CO2 ppm
Ruum 1,488.0,10:22 2023-06-01,CO2 ppm
Ruum 1,481.0,10:25 2023-06-01,CO2 ppm
Ruum 1,480.0,10:28 2023-06-01,CO2 ppm
Ruum 1,38.8,10:30 2023-06-01,RH %
Ruum 1,23.1,10:30 2023-06-01,t° C
Ruum 1,476.0,10:31 2023-06-01,CO2 ppm
Ruum 1,477.0,10:34 2023-06-01,CO2 ppm
Ruum 1,477.0,10:37 2023-06-01,CO2 ppm
Ruum 1,480.0,10:40 2023-06-01,CO2 ppm
Ruum 1,491.0,10:43 2023-06-01,CO2 ppm
Ruum 1,23.2,10:45 2023-06-01,t° C
Ruum 1,38.5,10:45 2023-06-01,RH %
Ruum 1,484.0,10:46 2023-06-01,CO2 ppm
Ruum 1,480.0,10:49 2023-06-01,CO2 ppm
Ruum 1,485.0,10:52 2023-06-01,CO2 ppm
Ruum 1,487.0,10:55 2023-06-01,CO2 ppm
Ruum 1,482.0,10:58 2023-06-01,CO2 ppm
Ruum 1,38.2,11:00 2023-06-01,RH %
Ruum 1,23.2,11:00 2023-06-01,t° C
Ruum 1,481.0,11:01 2023-06-01,CO2 ppm
Ruum 1,479.0,11:04 2023-06-01,CO2 ppm
Ruum 1,482.0,11:07 2023-06-01,CO2 ppm
Ruum 1,488.0,11:10 2023-06-01,CO2 ppm
Ruum 1,491.0,11:13 2023-06-01,CO2 ppm
Ruum 1,23.3,11:15 2023-06-01,t° C
Ruum 1,37.8,11:15 2023-06-01,RH %
Ruum 1,492.0,11:16 2023-06-01,CO2 ppm
Ruum 1,496.0,11:19 2023-06-01,CO2 ppm
Ruum 1,502.0,11:22 2023-06-01,CO2 ppm
Ruum 1,505.0,11:25 2023-06-01,CO2 ppm
Ruum 1,504.0,11:28 2023-06-01,CO2 ppm
Ruum 1,38.0,11:30 2023-06-01,RH %
Ruum 1,23.3,11:30 2023-06-01,t° C
Ruum 1,502.0,11:31 2023-06-01,CO2 ppm
Ruum 1,509.0,11:34 2023-06-01,CO2 ppm
Ruum 1,510.0,11:37 2023-06-01,CO2 ppm
Ruum 1,508.0,11:40 2023-06-01,CO2 ppm
Ruum 1,504.0,11:43 2023-06-01,CO2 ppm
Ruum 1,37.8,11:45 2023-06-01,RH %
Ruum 1,23.4,11:45 2023-06-01,t° C
Ruum 1,505.0,11:46 2023-06-01,CO2 ppm
Ruum 1,507.0,11:49 2023-06-01,CO2 ppm
Ruum 1,502.0,11:52 2023-06-01,CO2 ppm
Ruum 1,500.0,11:55 2023-06-01,CO2 ppm
Ruum 1,502.0,11:58 2023-06-01,CO2 ppm
Ruum 1,37.7,12:00 2023-06-01,RH %
Ruum 1,23.6,12:00 2023-06-01,t° C
Ruum 1,499.0,12:01 2023-06-01,CO2 ppm
Ruum 1,501.0,12:04 2023-06-01,CO2 ppm
Ruum 1,498.0,12:07 2023-06-01,CO2 ppm
Ruum 1,497.0,12:10 2023-06-01,CO2 ppm
Ruum 1,495.0,12:13 2023-06-01,CO2 ppm
Ruum 1,23.7,12:15 2023-06-01,t° C
Ruum 1,37.4,12:15 2023-06-01,RH %
Ruum 1,497.0,12:16 2023-06-01,CO2 ppm
Ruum 1,504.0,12:19 2023-06-01,CO2 ppm
Ruum 1,500.0,12:22 2023-06-01,CO2 ppm
