Room,Value,Time,Type
Ruum 1,635.0,00:25 2023-05-28,CO2 ppm
Ruum 1,22.8,00:28 2023-05-28,t° C
Ruum 1,43.8,00:28 2023-05-28,RH %
Ruum 1,634.0,00:28 2023-05-28,CO2 ppm
Ruum 1,634.0,00:31 2023-05-28,CO2 ppm
Ruum 1,632.0,00:34 2023-05-28,CO2 ppm
Ruum 1,632.0,00:37 2023-05-28,CO2 ppm
Ruum 1,638.0,00:40 2023-05-28,CO2 ppm
Ruum 1,22.8,00:43 2023-05-28,t° C
Ruum 1,43.8,00:43 2023-05-28,RH %
Ruum 1,636.0,00:43 2023-05-28,CO2 ppm
Ruum 1,632.0,00:46 2023-05-28,CO2 ppm
Ruum 1,626.0,00:49 2023-05-28,CO2 ppm
Ruum 1,631.0,00:52 2023-05-28,CO2 ppm
Ruum 1,629.0,00:55 2023-05-28,CO2 ppm
Ruum 1,22.8,00:58 2023-05-28,t° C
Ruum 1,43.9,00:58 2023-05-28,RH %
Ruum 1,625.0,00:58 2023-05-28,CO2 ppm
Ruum 1,626.0,01:01 2023-05-28,CO2 ppm
Ruum 1,628.0,01:04 2023-05-28,CO2 ppm
Ruum 1,628.0,01:07 2023-05-28,CO2 ppm
Ruum 1,634.0,01:10 2023-05-28,CO2 ppm
Ruum 1,22.7,01:13 2023-05-28,t° C
Ruum 1,43.9,01:13 2023-05-28,RH %
Ruum 1,629.0,01:13 2023-05-28,CO2 ppm
Ruum 1,625.0,01:16 2023-05-28,CO2 ppm
Ruum 1,625.0,01:19 2023-05-28,CO2 ppm
Ruum 1,627.0,01:22 2023-05-28,CO2 ppm
Ruum 1,628.0,01:25 2023-05-28,CO2 ppm
Ruum 1,22.7,01:28 2023-05-28,t° C
Ruum 1,44.0,01:28 2023-05-28,RH %
Ruum 1,630.0,01:28 2023-05-28,CO2 ppm
Ruum 1,631.0,01:31 2023-05-28,CO2 ppm
Ruum 1,630.0,01:34 2023-05-28,CO2 ppm
Ruum 1,627.0,01:37 2023-05-28,CO2 ppm
Ruum 1,626.0,01:40 2023-05-28,CO2 ppm
Ruum 1,22.7,01:43 2023-05-28,t° C
Ruum 1,44.0,01:43 2023-05-28,RH %
Ruum 1,626.0,01:43 2023-05-28,CO2 ppm
Ruum 1,626.0,01:46 2023-05-28,CO2 ppm
Ruum 1,632.0,01:49 2023-05-28,CO2 ppm
Ruum 1,629.0,01:52 2023-05-28,CO2 ppm
Ruum 1,626.0,01:55 2023-05-28,CO2 ppm
Ruum 1,22.6,01:58 2023-05-28,t° C
Ruum 1,44.1,01:58 2023-05-28,RH %
Ruum 1,623.0,01:58 2023-05-28,CO2 ppm
Ruum 1,622.0,02:01 2023-05-28,CO2 ppm
Ruum 1,622.0,02:04 2023-05-28,CO2 ppm
Ruum 1,622.0,02:07 2023-05-28,CO2 ppm
Ruum 1,623.0,02:10 2023-05-28,CO2 ppm
Ruum 1,22.6,02:13 2023-05-28,t° C
Ruum 1,44.1,02:13 2023-05-28,RH %
Ruum 1,629.0,02:13 2023-05-28,CO2 ppm
Ruum 1,628.0,02:16 2023-05-28,CO2 ppm
Ruum 1,626.0,02:19 2023-05-28,CO2 ppm
Ruum 1,625.0,02:22 2023-05-28,CO2 ppm
Ruum 1,625.0,02:25 2023-05-28,CO2 ppm
Ruum 1,22.6,02:28 2023-05-28,t° C
Ruum 1,44.1,02:28 2023-05-28,RH %
Ruum 1,623.0,02:28 2023-05-28,CO2 ppm
Ruum 1,620.0,02:31 2023-05-28,CO2 ppm
Ruum 1,623.0,02:34 2023-05-28,CO2 ppm
Ruum 1,620.0,02:37 2023-05-28,CO2 ppm
Ruum 1,621.0,02:40 2023-05-28,CO2 ppm
Ruum 1,22.6,02:43 2023-05-28,t° C
Ruum 1,44.1,02:43 2023-05-28,RH %
Ruum 1,624.0,02:43 2023-05-28,CO2 ppm
Ruum 1,619.0,02:46 2023-05-28,CO2 ppm
Ruum 1,618.0,02:49 2023-05-28,CO2 ppm
Ruum 1,618.0,02:52 2023-05-28,CO2 ppm
Ruum 1,616.0,02:55 2023-05-28,CO2 ppm
Ruum 1,22.5,02:58 2023-05-28,t° C
Ruum 1,44.1,02:58 2023-05-28,RH %
Ruum 1,614.0,02:58 2023-05-28,CO2 ppm
Ruum 1,615.0,03:01 2023-05-28,CO2 ppm
Ruum 1,617.0,03:04 2023-05-28,CO2 ppm
Ruum 1,620.0,03:07 2023-05-28,CO2 ppm
Ruum 1,620.0,03:10 2023-05-28,CO2 ppm
Ruum 1,22.5,03:13 2023-05-28,t° C
Ruum 1,44.1,03:13 2023-05-28,RH %
Ruum 1,619.0,03:13 2023-05-28,CO2 ppm
Ruum 1,617.0,03:16 2023-05-28,CO2 ppm
Ruum 1,621.0,03:19 2023-05-28,CO2 ppm
Ruum 1,620.0,03:22 2023-05-28,CO2 ppm
Ruum 1,621.0,03:25 2023-05-28,CO2 ppm
Ruum 1,22.5,03:28 2023-05-28,t° C
Ruum 1,44.2,03:28 2023-05-28,RH %
Ruum 1,624.0,03:28 2023-05-28,CO2 ppm
Ruum 1,621.0,03:31 2023-05-28,CO2 ppm
Ruum 1,618.0,03:34 2023-05-28,CO2 ppm
Ruum 1,618.0,03:37 2023-05-28,CO2 ppm
Ruum 1,617.0,03:40 2023-05-28,CO2 ppm
Ruum 1,22.5,03:43 2023-05-28,t° C
Ruum 1,44.2,03:43 2023-05-28,RH %
Ruum 1,616.0,03:43 2023-05-28,CO2 ppm
Ruum 1,615.0,03:46 2023-05-28,CO2 ppm
Ruum 1,617.0,03:49 2023-05-28,CO2 ppm
Ruum 1,617.0,03:52 2023-05-28,CO2 ppm
Ruum 1,614.0,03:55 2023-05-28,CO2 ppm
Ruum 1,22.4,03:58 2023-05-28,t° C
Ruum 1,44.2,03:58 2023-05-28,RH %
Ruum 1,617.0,03:58 2023-05-28,CO2 ppm
Ruum 1,615.0,04:01 2023-05-28,CO2 ppm
Ruum 1,619.0,04:04 2023-05-28,CO2 ppm
Ruum 1,624.0,04:07 2023-05-28,CO2 ppm
Ruum 1,619.0,04:10 2023-05-28,CO2 ppm
Ruum 1,22.4,04:13 2023-05-28,t° C
Ruum 1,44.3,04:13 2023-05-28,RH %
Ruum 1,613.0,04:13 2023-05-28,CO2 ppm
Ruum 1,611.0,04:16 2023-05-28,CO2 ppm
Ruum 1,613.0,04:19 2023-05-28,CO2 ppm
Ruum 1,616.0,04:22 2023-05-28,CO2 ppm
Ruum 1,611.0,04:25 2023-05-28,CO2 ppm
Ruum 1,22.4,04:28 2023-05-28,t° C
Ruum 1,44.3,04:28 2023-05-28,RH %
Ruum 1,612.0,04:28 2023-05-28,CO2 ppm
Ruum 1,614.0,04:31 2023-05-28,CO2 ppm
Ruum 1,614.0,04:34 2023-05-28,CO2 ppm
Ruum 1,612.0,04:37 2023-05-28,CO2 ppm
Ruum 1,615.0,04:40 2023-05-28,CO2 ppm
Ruum 1,22.3,04:43 2023-05-28,t° C
Ruum 1,44.3,04:43 2023-05-28,RH %
Ruum 1,614.0,04:43 2023-05-28,CO2 ppm
Ruum 1,616.0,04:46 2023-05-28,CO2 ppm
Ruum 1,610.0,04:49 2023-05-28,CO2 ppm
Ruum 1,611.0,04:52 2023-05-28,CO2 ppm
Ruum 1,614.0,04:55 2023-05-28,CO2 ppm
Ruum 1,22.3,04:58 2023-05-28,t° C
Ruum 1,44.3,04:58 2023-05-28,RH %
Ruum 1,616.0,04:58 2023-05-28,CO2 ppm
Ruum 1,618.0,05:01 2023-05-28,CO2 ppm
Ruum 1,616.0,05:04 2023-05-28,CO2 ppm
Ruum 1,622.0,05:07 2023-05-28,CO2 ppm
Ruum 1,618.0,05:10 2023-05-28,CO2 ppm
Ruum 1,22.3,05:13 2023-05-28,t° C
Ruum 1,44.3,05:13 2023-05-28,RH %
Ruum 1,618.0,05:13 2023-05-28,CO2 ppm
Ruum 1,616.0,05:16 2023-05-28,CO2 ppm
Ruum 1,616.0,05:19 2023-05-28,CO2 ppm
Ruum 1,617.0,05:22 2023-05-28,CO2 ppm
Ruum 1,617.0,05:25 2023-05-28,CO2 ppm
Ruum 1,44.4,05:28 2023-05-28,RH %
Ruum 1,22.3,05:28 2023-05-28,t° C
Ruum 1,618.0,05:28 2023-05-28,CO2 ppm
Ruum 1,618.0,05:31 2023-05-28,CO2 ppm
Ruum 1,618.0,05:34 2023-05-28,CO2 ppm
Ruum 1,614.0,05:37 2023-05-28,CO2 ppm
Ruum 1,612.0,05:40 2023-05-28,CO2 ppm
Ruum 1,22.2,05:43 2023-05-28,t° C
Ruum 1,44.4,05:43 2023-05-28,RH %
Ruum 1,608.0,05:43 2023-05-28,CO2 ppm
Ruum 1,612.0,05:46 2023-05-28,CO2 ppm
Ruum 1,614.0,05:49 2023-05-28,CO2 ppm
Ruum 1,618.0,05:52 2023-05-28,CO2 ppm
Ruum 1,604.0,05:55 2023-05-28,CO2 ppm
Ruum 1,22.2,05:58 2023-05-28,t° C
Ruum 1,44.4,05:58 2023-05-28,RH %
Ruum 1,608.0,05:58 2023-05-28,CO2 ppm
Ruum 1,609.0,06:01 2023-05-28,CO2 ppm
Ruum 1,609.0,06:04 2023-05-28,CO2 ppm
Ruum 1,612.0,06:07 2023-05-28,CO2 ppm
Ruum 1,606.0,06:10 2023-05-28,CO2 ppm
Ruum 1,22.2,06:13 2023-05-28,t° C
Ruum 1,44.4,06:13 2023-05-28,RH %
Ruum 1,614.0,06:13 2023-05-28,CO2 ppm
Ruum 1,613.0,06:16 2023-05-28,CO2 ppm
Ruum 1,612.0,06:18 2023-05-28,CO2 ppm
Ruum 1,611.0,06:19 2023-05-28,CO2 ppm
Ruum 1,609.0,06:22 2023-05-28,CO2 ppm
Ruum 1,606.0,06:25 2023-05-28,CO2 ppm
Ruum 1,22.2,06:28 2023-05-28,t° C
Ruum 1,44.4,06:28 2023-05-28,RH %
Ruum 1,610.0,06:28 2023-05-28,CO2 ppm
Ruum 1,613.0,06:31 2023-05-28,CO2 ppm
Ruum 1,615.0,06:34 2023-05-28,CO2 ppm
Ruum 1,612.0,06:37 2023-05-28,CO2 ppm
Ruum 1,610.0,06:40 2023-05-28,CO2 ppm
Ruum 1,22.2,06:43 2023-05-28,t° C
Ruum 1,44.4,06:43 2023-05-28,RH %
Ruum 1,615.0,06:43 2023-05-28,CO2 ppm
Ruum 1,620.0,06:46 2023-05-28,CO2 ppm
Ruum 1,617.0,06:49 2023-05-28,CO2 ppm
Ruum 1,619.0,06:52 2023-05-28,CO2 ppm
Ruum 1,617.0,06:55 2023-05-28,CO2 ppm
Ruum 1,22.1,06:58 2023-05-28,t° C
Ruum 1,44.4,06:58 2023-05-28,RH %
Ruum 1,613.0,06:58 2023-05-28,CO2 ppm
Ruum 1,610.0,07:01 2023-05-28,CO2 ppm
Ruum 1,607.0,07:04 2023-05-28,CO2 ppm
Ruum 1,607.0,07:07 2023-05-28,CO2 ppm
Ruum 1,612.0,07:10 2023-05-28,CO2 ppm
Ruum 1,22.1,07:13 2023-05-28,t° C
Ruum 1,44.4,07:13 2023-05-28,RH %
Ruum 1,614.0,07:13 2023-05-28,CO2 ppm
Ruum 1,618.0,07:16 2023-05-28,CO2 ppm
Ruum 1,614.0,07:19 2023-05-28,CO2 ppm
Ruum 1,611.0,07:22 2023-05-28,CO2 ppm
Ruum 1,612.0,07:25 2023-05-28,CO2 ppm
Ruum 1,22.1,07:28 2023-05-28,t° C
Ruum 1,44.4,07:28 2023-05-28,RH %
Ruum 1,612.0,07:28 2023-05-28,CO2 ppm
Ruum 1,613.0,07:31 2023-05-28,CO2 ppm
Ruum 1,616.0,07:34 2023-05-28,CO2 ppm
Ruum 1,616.0,07:37 2023-05-28,CO2 ppm
Ruum 1,614.0,07:40 2023-05-28,CO2 ppm
Ruum 1,22.1,07:43 2023-05-28,t° C
Ruum 1,44.5,07:43 2023-05-28,RH %
Ruum 1,612.0,07:43 2023-05-28,CO2 ppm
Ruum 1,612.0,07:46 2023-05-28,CO2 ppm
Ruum 1,611.0,07:49 2023-05-28,CO2 ppm
Ruum 1,609.0,07:52 2023-05-28,CO2 ppm
Ruum 1,609.0,07:55 2023-05-28,CO2 ppm
Ruum 1,22.1,07:58 2023-05-28,t° C
Ruum 1,44.5,07:58 2023-05-28,RH %
Ruum 1,611.0,07:58 2023-05-28,CO2 ppm
Ruum 1,613.0,08:01 2023-05-28,CO2 ppm
Ruum 1,614.0,08:04 2023-05-28,CO2 ppm
Ruum 1,612.0,08:07 2023-05-28,CO2 ppm
Ruum 1,612.0,08:10 2023-05-28,CO2 ppm
Ruum 1,22.1,08:13 2023-05-28,t° C
Ruum 1,44.5,08:13 2023-05-28,RH %
Ruum 1,612.0,08:13 2023-05-28,CO2 ppm
Ruum 1,611.0,08:16 2023-05-28,CO2 ppm
Ruum 1,612.0,08:19 2023-05-28,CO2 ppm
Ruum 1,607.0,08:22 2023-05-28,CO2 ppm
Ruum 1,606.0,08:25 2023-05-28,CO2 ppm
Ruum 1,22.1,08:28 2023-05-28,t° C
Ruum 1,44.5,08:28 2023-05-28,RH %
Ruum 1,604.0,08:28 2023-05-28,CO2 ppm
Ruum 1,605.0,08:31 2023-05-28,CO2 ppm
Ruum 1,608.0,08:34 2023-05-28,CO2 ppm
Ruum 1,611.0,08:37 2023-05-28,CO2 ppm
Ruum 1,613.0,08:40 2023-05-28,CO2 ppm
Ruum 1,22.1,08:43 2023-05-28,t° C
Ruum 1,44.5,08:43 2023-05-28,RH %
Ruum 1,611.0,08:43 2023-05-28,CO2 ppm
Ruum 1,615.0,08:46 2023-05-28,CO2 ppm
Ruum 1,613.0,08:49 2023-05-28,CO2 ppm
Ruum 1,616.0,08:52 2023-05-28,CO2 ppm
Ruum 1,615.0,08:55 2023-05-28,CO2 ppm
Ruum 1,22.1,08:58 2023-05-28,t° C
Ruum 1,44.5,08:58 2023-05-28,RH %
Ruum 1,615.0,08:58 2023-05-28,CO2 ppm
Ruum 1,619.0,09:01 2023-05-28,CO2 ppm
Ruum 1,613.0,09:04 2023-05-28,CO2 ppm
Ruum 1,607.0,09:07 2023-05-28,CO2 ppm
Ruum 1,602.0,09:10 2023-05-28,CO2 ppm
Ruum 1,22.2,09:13 2023-05-28,t° C
Ruum 1,44.5,09:13 2023-05-28,RH %
Ruum 1,601.0,09:13 2023-05-28,CO2 ppm
Ruum 1,596.0,09:16 2023-05-28,CO2 ppm
Ruum 1,594.0,09:19 2023-05-28,CO2 ppm
Ruum 1,606.0,09:22 2023-05-28,CO2 ppm
Ruum 1,606.0,09:25 2023-05-28,CO2 ppm
Ruum 1,22.2,09:28 2023-05-28,t° C
Ruum 1,44.4,09:28 2023-05-28,RH %
Ruum 1,607.0,09:28 2023-05-28,CO2 ppm
Ruum 1,605.0,09:31 2023-05-28,CO2 ppm
Ruum 1,605.0,09:34 2023-05-28,CO2 ppm
Ruum 1,604.0,09:37 2023-05-28,CO2 ppm
Ruum 1,607.0,09:40 2023-05-28,CO2 ppm
Ruum 1,22.2,09:43 2023-05-28,t° C
Ruum 1,44.4,09:43 2023-05-28,RH %
Ruum 1,610.0,09:43 2023-05-28,CO2 ppm
Ruum 1,603.0,09:46 2023-05-28,CO2 ppm
Ruum 1,605.0,09:49 2023-05-28,CO2 ppm
Ruum 1,607.0,09:52 2023-05-28,CO2 ppm
Ruum 1,608.0,09:55 2023-05-28,CO2 ppm
Ruum 1,22.3,09:58 2023-05-28,t° C
Ruum 1,44.4,09:58 2023-05-28,RH %
Ruum 1,605.0,09:58 2023-05-28,CO2 ppm
Ruum 1,602.0,10:01 2023-05-28,CO2 ppm
Ruum 1,602.0,10:04 2023-05-28,CO2 ppm
Ruum 1,602.0,10:07 2023-05-28,CO2 ppm
Ruum 1,607.0,10:10 2023-05-28,CO2 ppm
Ruum 1,22.3,10:13 2023-05-28,t° C
Ruum 1,44.4,10:13 2023-05-28,RH %
Ruum 1,610.0,10:13 2023-05-28,CO2 ppm
Ruum 1,607.0,10:16 2023-05-28,CO2 ppm
Ruum 1,606.0,10:19 2023-05-28,CO2 ppm
Ruum 1,606.0,10:22 2023-05-28,CO2 ppm
Ruum 1,604.0,10:25 2023-05-28,CO2 ppm
Ruum 1,22.3,10:28 2023-05-28,t° C
Ruum 1,44.3,10:28 2023-05-28,RH %
Ruum 1,609.0,10:28 2023-05-28,CO2 ppm
Ruum 1,608.0,10:31 2023-05-28,CO2 ppm
Ruum 1,608.0,10:34 2023-05-28,CO2 ppm
Ruum 1,610.0,10:37 2023-05-28,CO2 ppm
Ruum 1,609.0,10:40 2023-05-28,CO2 ppm
Ruum 1,22.4,10:43 2023-05-28,t° C
Ruum 1,44.3,10:43 2023-05-28,RH %
Ruum 1,605.0,10:43 2023-05-28,CO2 ppm
Ruum 1,610.0,10:46 2023-05-28,CO2 ppm
Ruum 1,610.0,10:49 2023-05-28,CO2 ppm
Ruum 1,609.0,10:52 2023-05-28,CO2 ppm
Ruum 1,607.0,10:55 2023-05-28,CO2 ppm
Ruum 1,22.4,10:58 2023-05-28,t° C
Ruum 1,44.3,10:58 2023-05-28,RH %
Ruum 1,611.0,10:58 2023-05-28,CO2 ppm
Ruum 1,603.0,11:01 2023-05-28,CO2 ppm
Ruum 1,600.0,11:04 2023-05-28,CO2 ppm
Ruum 1,596.0,11:07 2023-05-28,CO2 ppm
Ruum 1,594.0,11:10 2023-05-28,CO2 ppm
Ruum 1,22.5,11:13 2023-05-28,t° C
Ruum 1,44.3,11:13 2023-05-28,RH %
Ruum 1,592.0,11:13 2023-05-28,CO2 ppm
Ruum 1,597.0,11:16 2023-05-28,CO2 ppm
Ruum 1,602.0,11:19 2023-05-28,CO2 ppm
Ruum 1,606.0,11:22 2023-05-28,CO2 ppm
Ruum 1,608.0,11:25 2023-05-28,CO2 ppm
Ruum 1,22.5,11:28 2023-05-28,t° C
Ruum 1,44.3,11:28 2023-05-28,RH %
Ruum 1,608.0,11:28 2023-05-28,CO2 ppm
Ruum 1,603.0,11:31 2023-05-28,CO2 ppm
Ruum 1,598.0,11:34 2023-05-28,CO2 ppm
Ruum 1,599.0,11:37 2023-05-28,CO2 ppm
Ruum 1,597.0,11:40 2023-05-28,CO2 ppm
Ruum 1,22.6,11:43 2023-05-28,t° C
Ruum 1,44.2,11:43 2023-05-28,RH %
Ruum 1,601.0,11:43 2023-05-28,CO2 ppm
Ruum 1,601.0,11:46 2023-05-28,CO2 ppm
Ruum 1,602.0,11:49 2023-05-28,CO2 ppm
Ruum 1,595.0,11:52 2023-05-28,CO2 ppm
Ruum 1,598.0,11:55 2023-05-28,CO2 ppm
Ruum 1,22.6,11:58 2023-05-28,t° C
Ruum 1,44.2,11:58 2023-05-28,RH %
Ruum 1,600.0,11:58 2023-05-28,CO2 ppm
Ruum 1,602.0,12:01 2023-05-28,CO2 ppm
Ruum 1,602.0,12:04 2023-05-28,CO2 ppm
Ruum 1,595.0,12:07 2023-05-28,CO2 ppm
Ruum 1,596.0,12:10 2023-05-28,CO2 ppm
Ruum 1,22.7,12:13 2023-05-28,t° C
Ruum 1,44.2,12:13 2023-05-28,RH %
Ruum 1,601.0,12:13 2023-05-28,CO2 ppm
Ruum 1,598.0,12:16 2023-05-28,CO2 ppm
Ruum 1,597.0,12:19 2023-05-28,CO2 ppm
Ruum 1,596.0,12:22 2023-05-28,CO2 ppm
Ruum 1,599.0,12:25 2023-05-28,CO2 ppm
Ruum 1,22.7,12:28 2023-05-28,t° C
Ruum 1,44.2,12:28 2023-05-28,RH %
Ruum 1,600.0,12:28 2023-05-28,CO2 ppm
Ruum 1,601.0,12:31 2023-05-28,CO2 ppm
Ruum 1,606.0,12:34 2023-05-28,CO2 ppm
Ruum 1,604.0,12:37 2023-05-28,CO2 ppm
Ruum 1,599.0,12:40 2023-05-28,CO2 ppm
Ruum 1,22.8,12:43 2023-05-28,t° C
Ruum 1,44.1,12:43 2023-05-28,RH %
Ruum 1,598.0,12:43 2023-05-28,CO2 ppm
Ruum 1,600.0,12:46 2023-05-28,CO2 ppm
Ruum 1,600.0,12:49 2023-05-28,CO2 ppm
Ruum 1,602.0,12:52 2023-05-28,CO2 ppm
Ruum 1,599.0,12:55 2023-05-28,CO2 ppm
Ruum 1,22.8,12:58 2023-05-28,t° C
Ruum 1,44.0,12:58 2023-05-28,RH %
Ruum 1,597.0,12:58 2023-05-28,CO2 ppm
Ruum 1,596.0,13:01 2023-05-28,CO2 ppm
Ruum 1,597.0,13:04 2023-05-28,CO2 ppm
Ruum 1,598.0,13:07 2023-05-28,CO2 ppm
Ruum 1,592.0,13:10 2023-05-28,CO2 ppm
Ruum 1,22.9,13:13 2023-05-28,t° C
Ruum 1,43.9,13:13 2023-05-28,RH %
Ruum 1,593.0,13:13 2023-05-28,CO2 ppm
Ruum 1,592.0,13:16 2023-05-28,CO2 ppm
Ruum 1,593.0,13:19 2023-05-28,CO2 ppm
Ruum 1,591.0,13:22 2023-05-28,CO2 ppm
Ruum 1,593.0,13:25 2023-05-28,CO2 ppm
Ruum 1,22.9,13:28 2023-05-28,t° C
Ruum 1,43.8,13:28 2023-05-28,RH %
Ruum 1,595.0,13:28 2023-05-28,CO2 ppm
Ruum 1,555.0,13:31 2023-05-28,CO2 ppm
Ruum 1,539.0,13:34 2023-05-28,CO2 ppm
Ruum 1,533.0,13:37 2023-05-28,CO2 ppm
Ruum 1,533.0,13:40 2023-05-28,CO2 ppm
Ruum 1,23.0,13:42 2023-05-28,t° C
Ruum 1,43.7,13:42 2023-05-28,RH %
Ruum 1,526.0,13:43 2023-05-28,CO2 ppm
Ruum 1,531.0,13:46 2023-05-28,CO2 ppm
Ruum 1,528.0,13:49 2023-05-28,CO2 ppm
Ruum 1,525.0,13:52 2023-05-28,CO2 ppm
Ruum 1,524.0,13:55 2023-05-28,CO2 ppm
Ruum 1,23.1,13:57 2023-05-28,t° C
Ruum 1,43.7,13:57 2023-05-28,RH %
Ruum 1,525.0,13:58 2023-05-28,CO2 ppm
Ruum 1,527.0,14:01 2023-05-28,CO2 ppm
Ruum 1,525.0,14:04 2023-05-28,CO2 ppm
Ruum 1,524.0,14:07 2023-05-28,CO2 ppm
Ruum 1,512.0,14:10 2023-05-28,CO2 ppm
Ruum 1,23.1,14:12 2023-05-28,t° C
Ruum 1,43.6,14:12 2023-05-28,RH %
Ruum 1,510.0,14:13 2023-05-28,CO2 ppm
Ruum 1,513.0,14:16 2023-05-28,CO2 ppm
Ruum 1,516.0,14:19 2023-05-28,CO2 ppm
Ruum 1,521.0,14:22 2023-05-28,CO2 ppm
Ruum 1,523.0,14:25 2023-05-28,CO2 ppm
Ruum 1,23.2,14:27 2023-05-28,t° C
Ruum 1,43.5,14:27 2023-05-28,RH %
Ruum 1,525.0,14:28 2023-05-28,CO2 ppm
Ruum 1,520.0,14:31 2023-05-28,CO2 ppm
Ruum 1,522.0,14:34 2023-05-28,CO2 ppm
Ruum 1,523.0,14:37 2023-05-28,CO2 ppm
Ruum 1,525.0,14:40 2023-05-28,CO2 ppm
Ruum 1,23.2,14:43 2023-05-28,t° C
Ruum 1,43.5,14:43 2023-05-28,RH %
Ruum 1,523.0,14:43 2023-05-28,CO2 ppm
Ruum 1,523.0,14:46 2023-05-28,CO2 ppm
Ruum 1,527.0,14:49 2023-05-28,CO2 ppm
Ruum 1,515.0,14:52 2023-05-28,CO2 ppm
Ruum 1,520.0,14:55 2023-05-28,CO2 ppm
Ruum 1,23.3,14:58 2023-05-28,t° C
Ruum 1,43.4,14:58 2023-05-28,RH %
Ruum 1,522.0,14:58 2023-05-28,CO2 ppm
Ruum 1,522.0,15:01 2023-05-28,CO2 ppm
Ruum 1,520.0,15:04 2023-05-28,CO2 ppm
Ruum 1,520.0,15:07 2023-05-28,CO2 ppm
Ruum 1,515.0,15:10 2023-05-28,CO2 ppm
Ruum 1,23.3,15:12 2023-05-28,t° C
Ruum 1,43.4,15:12 2023-05-28,RH %
Ruum 1,515.0,15:13 2023-05-28,CO2 ppm
Ruum 1,514.0,15:16 2023-05-28,CO2 ppm
Ruum 1,516.0,15:19 2023-05-28,CO2 ppm
Ruum 1,510.0,15:22 2023-05-28,CO2 ppm
Ruum 1,511.0,15:25 2023-05-28,CO2 ppm
Ruum 1,23.3,15:27 2023-05-28,t° C
Ruum 1,43.3,15:27 2023-05-28,RH %
Ruum 1,519.0,15:28 2023-05-28,CO2 ppm
Ruum 1,519.0,15:31 2023-05-28,CO2 ppm
Ruum 1,514.0,15:34 2023-05-28,CO2 ppm
Ruum 1,511.0,15:37 2023-05-28,CO2 ppm
Ruum 1,508.0,15:40 2023-05-28,CO2 ppm
Ruum 1,23.3,15:42 2023-05-28,t° C
Ruum 1,43.3,15:42 2023-05-28,RH %
Ruum 1,514.0,15:43 2023-05-28,CO2 ppm
Ruum 1,513.0,15:46 2023-05-28,CO2 ppm
Ruum 1,511.0,15:49 2023-05-28,CO2 ppm
Ruum 1,516.0,15:52 2023-05-28,CO2 ppm
Ruum 1,513.0,15:55 2023-05-28,CO2 ppm
Ruum 1,23.4,15:57 2023-05-28,t° C
Ruum 1,43.2,15:57 2023-05-28,RH %
Ruum 1,513.0,15:58 2023-05-28,CO2 ppm
Ruum 1,514.0,16:01 2023-05-28,CO2 ppm
Ruum 1,514.0,16:04 2023-05-28,CO2 ppm
Ruum 1,514.0,16:07 2023-05-28,CO2 ppm
Ruum 1,512.0,16:10 2023-05-28,CO2 ppm
Ruum 1,23.4,16:12 2023-05-28,t° C
Ruum 1,43.2,16:12 2023-05-28,RH %
Ruum 1,516.0,16:13 2023-05-28,CO2 ppm
Ruum 1,516.0,16:16 2023-05-28,CO2 ppm
Ruum 1,511.0,16:19 2023-05-28,CO2 ppm
Ruum 1,509.0,16:22 2023-05-28,CO2 ppm
Ruum 1,507.0,16:25 2023-05-28,CO2 ppm
Ruum 1,23.5,16:27 2023-05-28,t° C
Ruum 1,43.2,16:27 2023-05-28,RH %
Ruum 1,509.0,16:28 2023-05-28,CO2 ppm
Ruum 1,508.0,16:31 2023-05-28,CO2 ppm
Ruum 1,511.0,16:34 2023-05-28,CO2 ppm
Ruum 1,513.0,16:37 2023-05-28,CO2 ppm
Ruum 1,512.0,16:40 2023-05-28,CO2 ppm
Ruum 1,23.5,16:42 2023-05-28,t° C
Ruum 1,43.1,16:42 2023-05-28,RH %
Ruum 1,511.0,16:43 2023-05-28,CO2 ppm
Ruum 1,510.0,16:46 2023-05-28,CO2 ppm
Ruum 1,511.0,16:49 2023-05-28,CO2 ppm
Ruum 1,508.0,16:52 2023-05-28,CO2 ppm
Ruum 1,510.0,16:55 2023-05-28,CO2 ppm
Ruum 1,23.5,16:57 2023-05-28,t° C
Ruum 1,43.1,16:57 2023-05-28,RH %
Ruum 1,510.0,16:58 2023-05-28,CO2 ppm
Ruum 1,511.0,17:01 2023-05-28,CO2 ppm
Ruum 1,514.0,17:04 2023-05-28,CO2 ppm
Ruum 1,507.0,17:07 2023-05-28,CO2 ppm
Ruum 1,507.0,17:10 2023-05-28,CO2 ppm
Ruum 1,23.6,17:12 2023-05-28,t° C
Ruum 1,43.1,17:12 2023-05-28,RH %
Ruum 1,504.0,17:13 2023-05-28,CO2 ppm
Ruum 1,504.0,17:16 2023-05-28,CO2 ppm
Ruum 1,503.0,17:19 2023-05-28,CO2 ppm
Ruum 1,503.0,17:22 2023-05-28,CO2 ppm
Ruum 1,505.0,17:25 2023-05-28,CO2 ppm
Ruum 1,23.6,17:27 2023-05-28,t° C
Ruum 1,43.1,17:27 2023-05-28,RH %
Ruum 1,510.0,17:28 2023-05-28,CO2 ppm
Ruum 1,509.0,17:31 2023-05-28,CO2 ppm
Ruum 1,505.0,17:34 2023-05-28,CO2 ppm
Ruum 1,509.0,17:37 2023-05-28,CO2 ppm
