timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-07T00:00:00,42.09,1290.81,26.14,2272.54,65.46,34.09,1244.62,1110.78,0.25,0.25,0.2721,610.7571,30.0000,47.64,24.74,990.43,50.17,27.26
2024-02-07T00:00:05,42.08,1290.73,26.17,2272.36,57.35,29.87,1247.30,1113.18,0.21,0.21,0.2721,610.7355,30.0000,47.65,24.74,990.41,44.12,23.97
2024-02-07T00:00:10,42.14,1290.39,26.13,2271.70,51.11,26.62,1276.88,1139.62,0.22,0.22,0.2722,611.0440,30.0000,47.65,24.74,990.38,34.60,18.80
2024-02-07T00:00:15,42.12,1290.56,26.14,2272.01,57.97,30.19,1282.28,1144.43,0.21,0.21,0.2722,610.9226,30.0000,47.65,24.74,990.39,59.67,32.42
2024-02-07T00:00:20,42.06,1290.77,26.16,2272.43,64.21,33.44,1284.99,1146.83,0.48,0.48,0.2721,610.7013,30.0000,47.64,24.74,990.41,34.60,18.80
2024-02-07T00:00:25,42.09,1290.97,26.17,2272.76,57.97,30.19,1239.21,1105.97,0.52,0.52,0.2720,610.5965,30.0000,47.64,24.74,990.40,34.60,18.80
2024-02-07T00:00:30,42.04,1289.14,26.14,2269.61,57.97,30.19,1233.85,1101.16,0.46,0.46,0.2721,610.8105,30.0000,47.64,24.74,990.43,34.60,18.80
2024-02-07T00:00:35,42.10,1289.14,26.14,2269.65,51.73,26.94,1268.89,1132.41,0.40,0.40,0.2721,610.7023,30.0000,47.62,24.74,990.45,34.60,18.80
2024-02-07T00:00:40,42.05,1288.30,26.17,2268.12,64.21,33.44,1252.70,1117.99,0.37,0.37,0.2721,610.8439,30.0000,47.63,24.74,990.43,34.60,18.80
2024-02-07T00:00:45,42.04,1287.26,26.17,2266.18,51.11,26.62,1276.88,1139.62,0.35,0.35,0.2720,610.5822,30.0000,47.62,24.74,990.38,25.97,14.11
2024-02-07T00:00:50,42.07,1286.15,26.17,2264.30,51.73,26.94,1244.61,1110.78,0.34,0.34,0.2720,610.5133,30.0000,47.62,24.74,990.41,18.18,9.88
2024-02-07T00:00:55,42.09,1285.12,26.14,2262.48,44.87,23.37,1247.29,1113.18,0.32,0.32,0.2719,610.3450,30.0000,47.63,24.74,990.41,26.83,14.58
2024-02-07T00:01:00,42.09,1286.05,26.14,2264.14,57.97,30.19,1306.56,1166.06,0.38,0.38,0.2720,610.4620,30.0000,47.62,24.74,990.42,43.25,23.50
2024-02-07T00:01:05,42.13,1285.93,26.16,2263.93,57.97,30.19,1250.00,1115.58,0.40,0.40,0.2720,610.4204,30.0000,47.61,24.75,990.46,18.18,9.88
2024-02-07T00:01:10,42.06,1286.07,26.16,2264.19,57.97,30.19,1255.39,1120.39,0.37,0.37,0.2719,610.2245,30.0000,47.60,24.74,990.43,51.04,27.73
2024-02-07T00:01:15,42.06,1286.00,26.14,2263.98,57.97,30.19,1247.27,1113.18,0.35,0.35,0.2719,610.2648,30.0000,47.60,24.75,990.43,18.18,9.88
2024-02-07T00:01:20,42.06,1284.83,26.16,2261.97,57.97,30.19,1268.84,1132.41,0.36,0.36,0.2719,610.3015,30.0000,47.61,24.74,990.41,34.60,18.80
2024-02-07T00:01:25,42.07,1284.96,26.17,2262.17,64.21,33.44,1266.12,1130.00,0.38,0.38,0.2721,610.7081,30.0000,47.62,24.75,990.43,51.90,28.20
2024-02-07T00:01:30,42.12,1284.80,26.17,2261.97,57.36,29.87,1271.56,1134.81,0.34,0.34,0.2723,611.1334,30.0000,47.64,24.75,990.47,34.60,18.80
2024-02-07T00:01:35,42.08,1284.68,26.14,2261.84,57.97,30.19,1239.29,1105.97,0.31,0.31,0.2723,611.2144,30.0000,47.65,24.74,990.47,34.60,18.80
2024-02-07T00:01:40,42.06,1284.91,26.14,2262.27,57.97,30.19,1268.92,1132.41,0.33,0.33,0.2722,610.9886,30.0000,47.64,24.74,990.48,34.60,18.80
2024-02-07T00:01:45,42.09,1283.88,26.16,2260.29,64.21,33.44,1258.06,1122.79,0.34,0.34,0.2724,611.3703,30.0000,47.64,24.75,990.44,9.53,5.18
2024-02-07T00:01:50,42.09,1282.40,26.14,2257.64,44.87,23.37,1258.03,1122.79,0.33,0.33,0.2723,611.1689,30.0000,47.63,24.75,990.42,34.60,18.80
2024-02-07T00:01:55,42.07,1282.57,26.13,2257.69,51.11,26.62,1290.21,1151.64,0.30,0.30,0.2721,610.6687,30.0000,47.63,24.75,990.31,59.66,32.42
2024-02-07T00:02:00,42.08,1282.69,26.16,2257.98,44.87,23.37,1271.40,1134.81,0.28,0.28,0.2721,610.7245,30.0000,47.63,24.74,990.31,34.60,18.80
2024-02-07T00:02:05,42.08,1282.98,26.16,2258.41,44.87,23.37,1287.52,1149.23,0.28,0.28,0.2722,610.9901,30.0000,47.64,24.75,990.32,25.97,14.11
2024-02-07T00:02:10,42.10,1284.22,26.14,2260.73,57.96,30.19,1236.43,1103.56,0.28,0.28,0.2722,610.9823,30.0000,47.63,24.75,990.37,34.60,18.80
2024-02-07T00:02:15,42.08,1286.07,26.16,2264.02,70.45,36.69,1293.00,1154.04,0.27,0.27,0.2724,611.3657,30.0000,47.63,24.74,990.35,34.60,18.80
2024-02-07T00:02:20,42.09,1286.37,26.16,2264.58,57.97,30.19,1276.86,1139.62,0.32,0.32,0.2724,611.4672,30.0000,47.63,24.74,990.36,19.05,10.35
2024-02-07T00:02:25,42.10,1287.08,26.14,2265.77,44.87,23.37,1266.05,1130.00,0.34,0.34,0.2725,611.5958,30.0000,47.64,24.74,990.34,34.60,18.80
2024-02-07T00:02:30,42.11,1287.67,26.16,2266.92,71.06,37.01,1282.28,1144.43,0.40,0.40,0.2725,611.5367,30.0000,47.64,24.74,990.39,59.67,32.42
2024-02-07T00:02:35,42.09,1287.29,26.16,2266.32,64.21,33.44,1276.93,1139.62,0.40,0.40,0.2722,610.8868,30.0000,47.62,24.74,990.42,9.53,5.18
2024-02-07T00:02:40,42.08,1286.67,26.14,2265.29,71.07,37.01,1276.97,1139.62,0.35,0.35,0.2721,610.7515,30.0000,47.61,24.74,990.45,34.60,18.80
2024-02-07T00:02:45,42.10,1286.01,26.14,2264.05,57.97,30.19,1241.90,1108.37,0.32,0.32,0.2723,611.1906,30.0000,47.61,24.75,990.44,25.97,14.11
2024-02-07T00:02:50,42.07,1285.51,26.13,2263.08,84.16,43.83,1260.71,1125.20,0.27,0.27,0.2723,611.1315,30.0000,47.61,24.75,990.41,43.25,23.50
2024-02-07T00:02:55,42.06,1286.21,26.13,2264.45,71.07,37.01,1271.55,1134.81,0.24,0.24,0.2723,611.2381,30.0000,47.60,24.75,990.47,43.25,23.50
2024-02-07T00:03:00,42.09,1286.04,26.14,2263.98,51.11,26.62,1255.31,1120.39,0.25,0.25,0.2723,611.2336,30.0000,47.60,24.75,990.39,42.39,23.03
2024-02-07T00:03:05,42.05,1286.40,26.14,2264.52,77.30,40.26,1274.10,1137.21,0.21,0.21,0.2722,611.0196,30.0000,47.60,24.75,990.35,34.60,18.80
2024-02-07T00:03:10,42.12,1285.86,26.13,2263.53,70.44,36.69,1257.92,1122.79,0.21,0.21,0.2721,610.7631,30.0000,47.59,24.75,990.33,51.03,27.73
2024-02-07T00:03:15,42.08,1286.05,26.16,2263.86,51.11,26.62,1287.53,1149.23,0.20,0.20,0.2722,610.8595,30.0000,47.60,24.74,990.29,34.60,18.80
2024-02-07T00:03:20,42.07,1286.45,26.13,2264.46,44.87,23.37,1252.48,1117.99,0.23,0.23,0.2721,610.7496,30.0000,47.60,24.75,990.28,43.25,23.50
