Datum;SW Temp;IW Temp;SW Feuchte;IW Feuchte;Vereisung VD;Temp 1 Klimakammer;Feuchte 1 Klimakammer;Temp 2 Klimakammer;Feuchte 2 Klimakammer;Mittelwert Feuchte absolut;Hochdruck;Saugdruck;Sauggastemperatur;Heißgastemperatur;Flüssigkeitstemperatur;Ölüberwachung;Sauggastemperatur Verdampfer;Temperatur Verdampfer Eintritt;Temperatur Verdampfer Austritt;SW Hochdruck;SW Hochdruck MAX;SW MOP;SW Nacheinspritzung;SW Min Überhitzung;Regler Temp Heizen;Regler Temp Kühlen;Regler Feuchte Befeuchten;Regler Feuchte Entfeuchten;Regler Hochdruck;Regler Hochdruck MAX;Regler Min Überhitzung;Regler MOP;Regler Nacheinspritzung;Y Lüfter;Y Befeuchter;Y Erhitzer;Y Expansionsventil Verdampfer;Y Heißgasventil;Y Kompressor;Y Verflüssiger;Überhitzung Kompressor;Überhitzung Verdampfer;Unterkühlung
13.2.2024 14:51:26;35;25.58333396911621;20;35.4635009765625;-16.78420066833496;25.624900817871094;31.070999145507812;24.750099182128906;39.85599899291992;7.317009449005127;8.547100067138672;1.6273000240325928;4.355999946594238;33.19670104980469;9.86299991607666;138.63999938964844;5.8078999519348145;23.531400680541992;22.479299545288086;14;18;1.5;20;4;0.041854094713926315;0;0;0.0050201416015625;48.96437072753906;100;20.039508819580078;49.98219680786133;30.07756996154785;77.5;0;0;0;100;43;48.96437072753906;22.616119384765625;24.06842041015625;4.639123916625977
13.2.2024 14:51:46;35;25.58333396911621;20;35.12464904785156;-10.874300003051758;25.624900817871094;33.89699935913086;24.750099182128906;36.352298736572266;6.963428497314453;9.035400390625;2.7913999557495117;4.761099815368652;33.56800079345703;10.978099822998047;138.63999938964844;6.495200157165527;23.50149917602539;22.485300064086914;14;18;1.5;20;4;2.8178694248199463;0;3.512138843536377;0;0;100;14.353045463562012;36.46986770629883;24.47136878967285;77.5;3.512139081954956;2.8178696632385254;30;90.85553741455078;43;0;13.360456466674805;15.09395694732666;5.2811784744262695
13.2.2024 14:52:06;35;25.51043128967285;20;32.58345031738281;-12.486000061035156;25.406200408935547;31.348100662231445;24.75;33.81880187988281;6.487769603729248;10.060799598693848;2.773900032043457;5.305200099945068;44.19820022583008;6.18209981918335;138.63999938964844;8.85319995880127;23.560300827026367;16.26919937133789;14;18;1.5;20;4;6.040128707885742;0;8.898909568786621;0;0;100;17.99708366394043;27.81218147277832;25.35803985595703;77.5;8.898909568786621;6.040128707885742;30;71.30764770507812;43;0;14.038737297058105;17.58553695678711;13.56392765045166
13.2.2024 14:52:26;35;25.135833740234375;20;30.708250045776367;-11.000300407409668;24.887399673461914;30.142200469970703;24.510299682617188;31.27429962158203;5.921875476837158;10.646699905395508;0.5638999938964844;5.391200065612793;51.92610168457031;7.698599815368652;138.63999938964844;10.86359977722168;22.815000534057617;11.795900344848633;14;18;1.5;20;4;10.991907119750977;0;15.983731269836426;0;0;100;40.32219314575195;39.69327926635742;39.31159973144531;77.5;15.983731269836426;10.991907119750977;5;51.764678955078125;43;0;36.01559829711914;41.487098693847656;13.936655044555664
13.2.2024 14:52:46;35;24.60883331298828;20;35.51224899291992;-11.601300239562988;24.26650047302246;35.759498596191406;24.128400802612305;35.26499938964844;6.53812837600708;11.364999771118164;0.4325999915599823;4.158999919891357;56.987098693847656;8.199000358581543;138.63999938964844;10.992300033569336;22.282100677490234;13.635600090026855;14;18;1.5;20;4;16.962587356567383;0;10.176244735717773;0;0;100;47.33958053588867;46.190860748291016;42.0880012512207;77.5;10.176244735717773;16.962587356567383;5;51.25205612182617;43;0;36.760040283203125;43.59083938598633;15.657002449035645
13.2.2024 14:53:06;35;24.16119956970215;20;39.906951904296875;-12.87720012664795;23.768299102783203;40.121498107910156;23.76810073852539;39.69240188598633;7.141700744628906;11.875;0.4343999922275543;1.8365999460220337;61.11589813232422;8.502799987792969;138.63999938964844;10.64169979095459;22.270099639892578;15.994999885559082;14;18;1.5;20;4;22.651138305664062;0;3.6841986179351807;0;0;100;52.24898910522461;53.98974609375;41.60047912597656;77.5;3.6841986179351807;22.651138305664062;5;46.19502639770508;43;0;34.37554168701172;43.17924499511719;16.872085571289062
13.2.2024 14:53:26;35;23.932832717895508;20;41.601200103759766;-11.733599662780762;23.502099990844727;41.89179992675781;23.62540054321289;41.31060028076172;7.37924337387085;12.170100212097168;0.4235999882221222;-1.5109000205993652;65.14689636230469;8.735099792480469;138.63999938964844;5.303299903869629;22.432100296020508;18.52899932861328;14;18;1.5;20;4;27.098539352416992;0;0.678421139717102;0;0;100;53.29629135131836;60.75636291503906;41.25666809082031;77.5;0.6784211993217468;27.098539352416992;5;47.14800262451172;43;0;31.194013595581055;38.01381301879883;17.501876831054688
13.2.2024 14:53:46;35;23.836265563964844;20;43.200897216796875;-11.814000129699707;23.37529945373535;43.42919921875;23.508399963378906;42.972599029541016;7.603303909301758;12.369799613952637;0.37310001254081726;-16.047000885009766;68.79519653320312;8.949000358581543;138.63999938964844;-13.331600189208984;22.687000274658203;20.368900299072266;14;18;1.5;20;4;30.877897262573242;0;0;1.7215652465820312;0;100;42.24482345581055;67.29685974121094;34.38258361816406;77.5;0;30.877897262573242;5.915991306304932;52.10536193847656;43;0;17.459903717041016;20.168502807617188;17.85791778564453
13.2.2024 14:54:06;35;23.87456703186035;20;43.973602294921875;-12.958600044250488;23.375;44.16350173950195;23.623699188232422;43.78369903564453;7.778994083404541;12.538000106811523;0.3327000141143799;-23.163400650024414;71.95089721679688;9.15429973602295;138.63999938964844;-19.69300079345703;23.033000946044922;21.630300521850586;14;18;1.5;20;4;33.939720153808594;0;0;3.7237472534179688;0;100;39.32607650756836;74.70782470703125;30.075756072998047;77.5;0;33.939720153808594;6.826023101806641;52.620750427246094;43;0;10.991552352905273;14.461952209472656;18.130516052246094
13.2.2024 14:54:26;35;23.94316864013672;20;44.99189758300781;-11.246700286865234;23.47640037536621;45.32040023803711;23.624900817871094;44.66339874267578;7.9889068603515625;12.546699523925781;0.3124000132083893;-26.12310028076172;74.31340026855469;9.352800369262695;138.63999938964844;-23.64229965209961;23.36280059814453;22.461299896240234;14;18;1.5;20;4;36.78641128540039;0;0;6.136409759521484;0;100;37.42851638793945;81.9444351196289;28.02398109436035;77.5;0;36.78641128540039;7.818146228790283;51.34574890136719;43;0;8.359275817871094;10.840076446533203;17.956605911254883
