timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-05T00:00:01,22.46,43.57,60.89,68.93,28.57,53.13,35.32,377.80,25.86,672.01,0.3,782.0,31.0,0.19,0.19,0.2049,464.6021,32.0000,44.05,24.21,998.89
2024-02-05T00:00:06,13.81,26.79,109.45,123.91,24.37,45.32,35.31,378.11,25.88,672.57,0.3,782.5,31.0,0.18,0.18,0.2048,464.3953,32.0000,44.04,24.21,998.90
2024-02-05T00:00:11,41.18,79.89,53.95,61.07,37.89,70.46,35.29,378.73,25.86,673.65,0.3,783.6,31.0,0.15,0.15,0.2048,464.4005,32.0000,44.04,24.20,998.84
2024-02-05T00:00:17,41.18,79.89,60.89,68.93,24.37,45.32,35.29,378.93,25.86,673.99,0.3,781.5,31.0,0.11,0.11,0.2047,464.3001,32.0000,44.05,24.20,998.81
2024-02-05T00:00:22,33.62,65.22,60.89,68.93,29.03,53.98,35.29,379.60,25.86,675.23,0.3,781.8,31.0,0.11,0.11,0.2048,464.3867,32.0000,44.05,24.20,998.87
2024-02-05T00:00:27,48.75,94.58,72.45,82.03,28.57,53.13,35.29,379.72,25.83,675.49,0.3,782.2,31.0,0.14,0.14,0.2049,464.5981,32.0000,44.06,24.19,998.90
2024-02-05T00:00:33,29.66,57.54,63.20,71.55,24.37,45.32,35.29,379.70,25.86,675.45,0.3,780.5,31.0,0.39,0.39,0.2049,464.6494,32.0000,44.06,24.20,998.92
2024-02-05T00:00:38,37.22,72.21,60.89,68.94,33.23,61.80,35.29,379.91,25.86,675.83,0.3,783.2,31.0,0.39,0.39,0.2049,464.7212,32.0000,44.05,24.20,998.94
2024-02-05T00:00:44,33.62,65.23,74.77,84.65,24.37,45.32,35.35,380.22,25.83,676.38,0.3,784.1,31.0,0.33,0.33,0.2049,464.6332,32.0000,44.06,24.20,998.95
2024-02-05T00:00:49,22.46,43.57,56.27,63.70,19.71,36.65,35.30,380.31,25.85,676.48,0.3,784.3,31.0,0.25,0.25,0.2049,464.6142,32.0000,44.06,24.20,998.87
