timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-26T12:52:15,0.12,0.23,2.00,3.71,44.71,1206.00,24.08,2139.28,3.73,6.30,0.8537,1930.6902,23.0000,52.26,22.92,991.82
2024-02-26T12:52:21,23.54,45.54,6.20,11.50,44.89,1205.90,24.19,2138.99,3.23,4.70,0.7153,1617.5360,24.0000,52.32,22.94,991.83
2024-02-26T12:52:26,12.37,23.93,5.73,10.63,44.75,1207.29,24.21,2141.46,3.14,4.49,0.6160,1393.1630,24.0000,52.27,22.95,991.87
2024-02-26T12:52:31,9.49,18.36,5.27,9.77,44.42,1207.62,24.26,2141.81,2.89,4.04,0.5425,1226.6821,24.0000,52.04,22.97,991.83
2024-02-26T12:52:37,5.89,11.39,5.27,9.77,44.44,1206.85,24.26,2140.39,2.68,3.82,0.5023,1135.8864,24.0000,51.84,22.98,991.83
2024-02-26T12:52:42,17.41,33.68,5.27,9.77,44.23,1206.11,24.32,2138.99,2.74,3.86,0.4778,1080.3610,24.0000,51.73,22.99,991.83
2024-02-26T12:52:48,21.73,42.03,14.12,26.18,44.18,1204.70,24.33,2136.34,2.49,3.44,0.4589,1037.5844,24.0000,51.80,23.01,991.82
2024-02-26T12:55:28,19.21,37.11,-1.26,-2.33,41.27,991.04,24.93,1755.36,1.48,2.32,0.6006,1356.2348,25.0000,49.36,23.37,991.84
2024-02-26T12:55:34,15.61,30.16,12.26,22.70,41.04,986.60,24.97,1747.47,1.48,2.04,0.4833,1091.4453,25.0000,49.17,23.38,991.87
2024-02-26T12:55:39,27.14,52.43,-1.26,-2.33,40.94,984.72,24.98,1744.02,1.61,2.15,0.4315,974.3024,25.0000,49.11,23.40,991.87
2024-02-26T12:55:44,19.93,38.49,7.60,14.07,40.73,981.78,25.01,1738.68,1.50,1.97,0.4122,930.5991,26.0000,48.91,23.41,991.82
2024-02-26T12:55:50,27.50,53.11,16.45,30.45,40.66,979.71,25.03,1734.95,1.59,2.15,0.3984,899.4618,26.0000,48.83,23.43,991.86
2024-02-26T12:55:55,35.06,67.71,12.26,22.70,40.70,976.53,25.06,1729.20,1.74,2.34,0.3873,874.3143,26.0000,48.86,23.44,991.82
2024-02-26T12:56:01,35.06,67.71,12.26,22.70,40.80,973.46,25.07,1723.71,1.98,2.59,0.3799,857.6122,26.0000,48.90,23.45,991.83
2024-02-26T12:56:06,20.29,39.18,12.26,22.69,40.66,970.08,25.11,1717.64,2.00,2.60,0.3742,844.8310,26.0000,48.76,23.47,991.84
2024-02-26T12:56:11,35.06,67.70,-1.26,-2.33,40.58,967.74,25.13,1713.46,1.92,2.48,0.3688,832.5094,26.0000,48.71,23.48,991.86
2024-02-26T12:56:17,23.90,46.15,25.30,46.83,40.59,962.68,25.14,1704.48,1.82,2.30,0.3641,821.8640,26.0000,48.69,23.48,991.85
2024-02-26T12:56:22,31.46,60.75,7.60,14.07,40.63,959.10,25.15,1698.03,1.91,2.43,0.3601,812.7457,26.0000,48.74,23.50,991.85
2024-02-26T12:56:27,24.26,46.84,16.45,30.44,40.69,955.72,25.20,1691.87,2.04,2.58,0.3570,805.8153,26.0000,48.79,23.52,991.81
2024-02-26T12:56:33,39.02,75.34,16.92,31.31,40.78,954.59,25.20,1689.85,2.24,2.83,0.3537,798.2485,26.0000,48.94,23.53,991.83
2024-02-26T12:56:38,24.26,46.84,21.11,39.07,40.85,952.47,25.22,1686.13,2.20,2.81,0.3511,792.3275,26.0000,49.01,23.54,991.88
2024-02-26T12:56:43,17.05,32.92,16.45,30.44,40.57,950.52,25.24,1682.49,2.15,2.75,0.3494,788.4274,26.0000,48.83,23.55,991.80
2024-02-26T12:56:49,24.62,47.53,16.45,30.44,40.29,948.60,25.24,1679.00,2.10,2.66,0.3472,783.5334,26.0000,48.36,23.57,991.82
2024-02-26T12:56:54,32.18,62.12,-1.26,-2.33,39.91,945.69,25.28,1673.82,2.24,2.86,0.3432,774.4397,26.0000,48.25,23.57,991.81
2024-02-26T12:56:59,17.41,33.61,7.60,14.06,39.77,942.31,25.31,1667.74,2.38,3.04,0.3410,769.3735,26.0000,48.04,23.59,991.82
2024-02-26T12:57:05,17.41,33.61,12.26,22.68,39.70,920.19,25.31,1628.56,2.37,3.02,0.3383,763.3618,26.0000,48.00,23.61,991.86
2024-02-26T12:57:10,32.18,62.11,7.60,14.06,39.75,911.90,25.34,1613.78,2.29,2.89,0.3366,759.5078,27.0000,47.99,23.63,991.86
2024-02-26T12:57:16,21.37,41.25,16.45,30.43,39.66,907.52,25.35,1606.04,2.21,2.77,0.3352,756.2555,27.0000,47.91,23.62,991.83
2024-02-26T12:57:21,21.01,40.55,25.30,46.81,39.55,906.94,25.35,1604.95,2.17,2.69,0.3330,751.3610,27.0000,47.87,23.62,991.79
2024-02-26T12:57:26,21.37,41.24,-1.26,-2.33,39.27,904.35,25.40,1600.25,2.30,2.88,0.3309,746.4495,27.0000,47.63,23.65,991.81
2024-02-26T12:57:32,13.81,26.65,-10.58,-19.57,39.16,903.10,25.40,1597.97,2.43,3.09,0.3288,741.7286,27.0000,47.54,23.67,991.85
2024-02-26T12:57:37,14.17,27.35,-6.39,-11.82,38.82,899.04,25.42,1590.77,2.31,2.92,0.3273,738.3815,27.0000,47.36,23.66,991.80
2024-02-26T12:57:42,21.73,41.93,7.13,13.19,38.55,895.99,25.44,1585.32,2.07,2.60,0.3258,734.9506,27.0000,46.93,23.68,991.84
2024-02-26T12:57:48,40.46,78.07,2.94,5.44,38.61,890.11,25.46,1574.86,1.75,2.19,0.3234,729.3999,27.0000,46.80,23.70,991.86
2024-02-26T12:57:53,10.21,19.70,7.60,14.06,38.66,884.88,25.44,1565.55,1.48,1.84,0.3218,725.9098,27.0000,46.88,23.70,991.83
2024-02-26T12:57:58,25.34,48.89,7.13,13.19,38.79,877.00,25.49,1551.51,1.25,1.55,0.3209,723.8842,27.0000,46.95,23.72,991.83
2024-02-26T12:58:04,17.77,34.29,20.64,38.17,38.83,873.55,25.52,1545.37,1.13,1.40,0.3200,721.7135,27.0000,46.92,23.73,991.84
2024-02-26T12:58:09,21.73,41.92,11.79,21.80,38.86,869.56,25.52,1538.24,1.52,1.89,0.3191,719.7448,27.0000,46.96,23.74,991.83
2024-02-26T12:58:15,17.77,34.28,2.94,5.44,38.90,869.90,25.53,1538.79,1.60,2.02,0.3182,717.6749,27.0000,47.04,23.75,991.83
2024-02-26T12:58:20,32.54,62.78,-1.26,-2.33,39.10,869.65,25.53,1538.30,1.68,2.12,0.3173,715.6437,27.0000,47.33,23.76,991.83
2024-02-26T12:58:25,28.94,55.83,16.45,30.42,39.26,872.31,25.53,1542.93,1.86,2.35,0.3170,714.9173,27.0000,47.60,23.76,991.79
2024-02-26T12:58:31,21.73,41.92,2.94,5.44,39.46,876.66,25.58,1550.51,1.85,2.34,0.3164,713.5224,27.0000,47.61,23.79,991.82
2024-02-26T12:58:36,17.77,34.28,25.30,46.78,39.48,882.64,25.59,1561.09,1.74,2.19,0.3159,712.3162,28.0000,47.64,23.79,991.82
2024-02-26T12:58:41,32.54,62.77,16.45,30.41,39.72,928.51,25.59,1642.12,1.60,2.00,0.3152,710.7496,28.0000,47.98,23.81,991.83
2024-02-26T12:58:47,32.54,62.77,43.48,80.39,39.98,960.97,25.59,1699.50,1.51,1.89,0.3149,710.0833,28.0000,48.28,23.81,991.81
2024-02-26T12:58:52,32.54,62.76,-1.26,-2.33,40.46,986.16,25.61,1743.98,1.60,1.99,0.3151,710.4103,28.0000,48.76,23.83,991.84
2024-02-26T12:58:57,36.50,70.40,12.26,22.67,40.80,1009.94,25.65,1786.02,1.69,2.10,0.3150,710.2888,28.0000,49.03,23.83,991.83
2024-02-26T12:59:03,25.34,48.87,2.94,5.44,40.72,1066.84,25.65,1886.57,1.70,2.10,0.3150,710.1456,28.0000,48.89,23.84,991.82
2024-02-26T12:59:08,25.34,48.87,-1.26,-2.33,40.61,1115.57,25.68,1972.61,1.67,2.06,0.3141,708.0508,28.0000,48.81,23.86,991.82
2024-02-26T12:59:13,25.70,49.56,2.94,5.43,40.44,1118.00,25.66,1976.83,1.58,1.94,0.3133,706.1761,28.0000,48.68,23.88,991.85
2024-02-26T12:59:19,33.26,64.14,-1.26,-2.33,40.36,1118.55,25.72,1977.77,1.58,1.95,0.3125,704.5024,28.0000,48.59,23.88,991.84
2024-02-26T12:59:24,25.70,49.56,16.45,30.41,40.30,1115.30,25.71,1971.96,1.56,1.91,0.3116,702.4389,28.0000,48.54,23.89,991.83
2024-02-26T12:59:29,25.70,49.56,2.94,5.43,40.25,1114.60,25.71,1970.61,1.59,1.94,0.3110,701.0847,28.0000,48.54,23.92,991.88
2024-02-26T12:59:35,33.26,64.13,12.26,22.66,40.22,1113.99,25.73,1969.45,1.59,1.95,0.3106,700.1144,28.0000,48.41,23.93,991.87
2024-02-26T12:59:40,29.66,57.19,-1.26,-2.33,40.14,1112.79,25.73,1967.26,1.60,1.96,0.3098,698.2830,28.0000,48.41,23.93,991.84
2024-02-26T12:59:46,36.86,71.07,12.26,22.66,40.10,1112.45,25.76,1966.59,1.75,2.15,0.3092,696.7920,28.0000,48.41,23.95,991.87
2024-02-26T12:59:51,33.26,64.13,7.60,14.05,40.22,1112.30,25.78,1966.37,1.91,2.34,0.3085,695.3669,28.0000,48.54,23.94,991.86
2024-02-26T12:59:56,10.93,21.07,7.13,13.18,40.12,1112.56,25.76,1966.68,1.92,2.36,0.3080,694.2267,28.0000,48.43,23.97,991.88
2024-02-26T13:00:02,26.06,50.24,2.94,5.43,39.87,1111.41,25.81,1964.57,1.89,2.32,0.3075,693.0442,28.0000,48.18,23.98,991.88
2024-02-26T13:00:07,22.46,43.30,2.94,5.43,39.73,1109.50,25.79,1961.17,1.87,2.29,0.3066,690.9353,28.0000,48.00,23.97,991.83
2024-02-26T13:00:12,18.85,36.34,7.13,13.18,39.42,1102.36,25.81,1948.49,1.99,2.43,0.3057,688.9968,28.0000,47.76,23.98,991.83
2024-02-26T13:00:18,14.89,28.70,-1.73,-3.20,39.15,1085.36,25.82,1918.33,1.92,2.33,0.3046,686.4721,28.0000,47.45,24.00,991.84
2024-02-26T13:00:23,18.85,36.34,15.98,29.53,38.85,1010.00,25.83,1785.13,1.68,2.04,0.3034,683.6953,29.0000,47.23,24.00,991.84
2024-02-26T13:00:28,15.25,29.40,7.13,13.17,38.71,997.80,25.85,1763.48,1.46,1.77,0.3023,681.2630,28.0000,47.11,24.01,991.83
2024-02-26T13:00:34,18.85,36.33,11.79,21.78,38.80,978.01,25.86,1728.45,1.43,1.74,0.3015,679.2580,28.0000,47.10,24.02,991.83
2024-02-26T13:00:39,22.46,43.29,2.94,5.43,38.91,974.07,25.88,1721.43,1.60,1.94,0.3012,678.6841,29.0000,47.23,24.04,991.87
2024-02-26T13:00:45,26.06,50.23,11.79,21.78,39.00,972.57,25.86,1718.74,1.65,1.99,0.3009,677.9984,29.0000,47.31,24.05,991.87
2024-02-26T13:00:50,22.46,43.29,20.64,38.13,38.99,970.79,25.88,1715.58,1.63,1.97,0.3006,677.3556,29.0000,47.29,24.05,991.86
2024-02-26T13:00:55,22.82,43.98,11.79,21.78,39.03,972.15,25.88,1717.85,1.65,1.99,0.3001,676.0505,29.0000,47.31,24.07,991.86
2024-02-26T13:01:01,26.06,50.22,11.79,21.78,39.25,972.16,25.89,1717.88,1.63,1.97,0.2998,675.4182,29.0000,47.48,24.08,991.89
2024-02-26T13:01:06,22.46,43.28,-1.73,-3.20,39.37,978.42,25.90,1728.75,1.47,1.77,0.2999,675.5098,29.0000,47.48,24.10,991.86
2024-02-26T13:01:11,15.25,29.39,2.94,5.43,39.30,981.55,25.90,1734.28,1.41,1.70,0.2996,674.8675,29.0000,47.49,24.10,991.85
2024-02-26T13:01:17,30.02,57.85,20.64,38.13,39.31,988.51,25.90,1746.68,1.35,1.63,0.2992,673.9956,29.0000,47.53,24.09,991.87
2024-02-26T13:01:22,22.82,43.97,16.45,30.38,39.37,991.49,25.96,1751.77,1.32,1.59,0.2985,672.4315,29.0000,47.62,24.12,991.88
2024-02-26T13:01:27,30.38,58.54,-1.73,-3.20,39.36,997.37,25.95,1762.15,1.28,1.54,0.2983,671.9597,29.0000,47.56,24.11,991.84
2024-02-26T13:01:33,18.85,36.32,7.60,14.04,39.20,1001.75,25.97,1769.83,1.21,1.46,0.2982,671.7223,29.0000,47.54,24.13,991.88
2024-02-26T13:01:38,26.42,50.91,7.60,14.04,39.25,1005.56,25.97,1776.58,1.41,1.70,0.2979,671.0946,29.0000,47.61,24.14,991.92
2024-02-26T13:01:43,26.42,50.90,16.45,30.38,39.36,1015.68,25.97,1794.29,1.59,1.90,0.2978,670.8093,29.0000,47.62,24.15,991.85
2024-02-26T13:01:49,11.65,22.45,15.98,29.51,39.32,1033.00,25.99,1824.88,1.89,2.27,0.2974,669.7779,29.0000,47.60,24.16,991.89
2024-02-26T13:01:54,26.78,51.60,7.60,14.04,39.22,1079.72,26.03,1907.41,2.03,2.44,0.2968,668.5660,29.0000,47.54,24.16,991.88
2024-02-26T13:02:00,22.82,43.97,7.13,13.17,39.04,1085.01,26.02,1916.65,2.08,2.51,0.2964,667.4665,29.0000,47.39,24.18,991.89
