timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-04-27T10:03:42,1521.23,3546.33,15445.93,270.82,25.37,448.98,21.73,1.48,1.48,0.6730,21.0000,26.52,20.63,1006.35
2023-04-27T10:03:48,1149.28,3519.60,15382.62,260.64,25.33,449.99,21.79,2.40,3.43,0.7879,20.0000,26.50,20.64,1006.40
2023-04-27T10:03:53,949.40,3492.87,15398.44,235.20,25.28,452.94,21.85,1.11,1.11,0.5452,21.0000,26.49,20.65,1006.37
2023-04-27T10:03:59,838.16,3466.92,15439.14,213.72,25.22,452.68,21.92,0.84,0.84,0.4487,21.0000,26.48,20.66,1006.39
2023-04-27T10:04:04,740.83,3263.55,15418.79,203.55,25.13,453.12,21.97,0.95,1.24,0.4118,21.0000,26.48,20.67,1006.35
2023-04-27T10:04:10,669.57,2972.24,15427.84,204.11,25.08,454.60,21.97,0.51,0.51,0.3902,21.0000,26.47,20.67,1006.36
2023-04-27T10:04:16,610.47,2713.87,15432.36,193.94,25.01,455.75,22.07,0.43,0.43,0.3746,21.0000,26.46,20.69,1006.38
2023-04-27T10:04:21,573.10,2489.19,15430.10,183.76,24.93,456.04,22.09,0.33,0.33,0.3654,21.0000,26.45,20.69,1006.36
2023-04-27T10:04:27,540.95,2282.33,15443.67,178.68,24.88,457.15,22.16,0.29,0.29,0.3582,21.0000,26.44,20.70,1006.37
2023-04-27T10:04:32,490.55,2099.10,15271.82,173.59,24.85,457.93,22.19,0.29,0.29,0.3519,22.0000,26.44,20.71,1006.39
2023-04-27T10:04:38,466.21,1923.62,11036.76,152.11,24.77,459.60,22.23,0.29,0.29,0.3354,22.0000,26.44,20.71,1006.34
2023-04-27T10:04:43,439.27,1771.77,8246.55,152.67,24.76,459.82,22.27,0.27,0.27,0.3476,22.0000,26.42,20.73,1006.32
2023-04-27T10:04:49,420.15,1623.02,6435.40,158.33,24.71,460.44,22.33,0.29,0.29,0.3375,22.0000,26.42,20.74,1006.36
2023-04-27T10:04:55,406.25,1506.81,5157.87,136.85,24.66,461.81,22.34,0.28,0.28,0.3284,22.0000,26.42,20.75,1006.36
2023-04-27T10:05:00,380.18,1380.14,4239.86,131.76,24.64,462.43,22.40,0.28,0.28,0.3255,22.0000,26.41,20.75,1006.36
2023-04-27T10:05:06,366.27,1273.61,3597.71,143.06,24.57,462.54,22.43,0.25,0.25,0.3229,22.0000,26.41,20.77,1006.40
2023-04-27T10:05:11,360.19,1181.03,3143.22,115.93,24.57,462.53,22.48,0.22,0.22,0.3155,22.0000,26.40,20.78,1006.34
2023-04-27T10:05:17,332.38,1096.58,2772.40,126.67,24.50,462.09,22.48,0.19,0.19,0.3199,23.0000,26.39,20.77,1006.32
2023-04-27T10:05:23,346.29,1015.23,2482.98,132.32,24.48,462.63,22.54,0.21,0.21,0.3172,23.0000,26.39,20.80,1006.40
2023-04-27T10:05:28,338.46,941.63,2281.74,137.98,24.41,462.63,22.57,0.21,0.21,0.3130,23.0000,26.39,20.81,1006.38
2023-04-27T10:05:34,311.52,873.07,2105.37,116.50,24.43,462.92,22.61,0.24,0.24,0.3105,23.0000,26.39,20.82,1006.38
2023-04-27T10:05:39,306.31,799.86,1976.49,132.89,24.35,464.01,22.67,0.26,0.26,0.3084,23.0000,26.38,20.83,1006.38
