timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-20T00:00:03,34.16,64.37,137.20,157.38,36.14,71.04,20.19,382.69,24.39,689.73,0.3,709.8,30.0,2.42,2.42,0.1260,289.4611,30.0000,25.26,22.76,1007.19
2024-03-20T00:00:08,37.89,71.39,176.52,202.49,40.82,80.24,20.18,382.24,24.39,688.93,0.3,708.9,30.0,2.53,2.53,0.1258,288.9982,30.0000,25.24,22.75,1007.17
2024-03-20T00:00:14,38.35,72.26,141.83,162.70,58.83,115.65,20.19,382.56,24.40,689.54,0.3,709.5,30.0,2.61,2.61,0.1257,288.8352,30.0000,25.22,22.75,1007.21
2024-03-20T00:00:19,33.69,63.48,167.27,191.88,44.07,86.63,20.15,382.61,24.39,689.60,0.3,709.3,30.0,2.67,2.67,0.1257,288.7351,30.0000,25.21,22.75,1007.18
2024-03-20T00:00:24,42.55,80.18,144.14,165.34,55.59,109.28,20.15,382.68,24.40,689.73,0.3,710.9,30.0,2.65,2.65,0.1256,288.6938,30.0000,25.23,22.75,1007.17
2024-03-20T00:00:30,42.55,80.18,144.14,165.34,48.03,94.42,20.15,382.49,24.39,689.38,0.3,706.8,30.0,2.79,2.79,0.1257,288.8064,30.0000,25.25,22.75,1007.17
2024-03-20T00:00:35,37.89,71.39,185.77,213.10,51.63,101.49,20.21,382.64,24.39,689.65,0.3,708.9,30.0,2.87,2.87,0.1257,288.9304,30.0000,25.24,22.75,1007.17
2024-03-20T00:00:40,37.89,71.40,171.89,197.18,51.63,101.50,20.16,382.90,24.38,690.13,0.3,708.8,30.0,2.78,2.78,0.1257,288.7888,30.0000,25.22,22.75,1007.20
2024-03-20T00:00:46,24.84,46.81,137.20,157.38,48.03,94.42,20.19,382.93,24.38,690.18,0.3,713.5,30.0,2.73,2.73,0.1256,288.7281,30.0000,25.23,22.75,1007.17
2024-03-20T00:00:51,37.89,71.39,151.08,173.30,28.94,56.89,20.15,383.29,24.38,690.83,0.3,713.0,30.0,2.55,2.55,0.1257,288.9467,30.0000,25.23,22.75,1007.17
2024-03-20T00:00:56,29.03,54.70,148.77,170.65,51.63,101.49,20.18,383.42,24.40,691.05,0.3,711.2,30.0,2.54,2.54,0.1257,288.8818,30.0000,25.22,22.75,1007.15
2024-03-20T00:01:02,37.89,71.39,134.89,154.73,44.07,86.63,20.18,383.15,24.39,690.57,0.3,709.6,30.0,2.65,2.65,0.1257,288.8463,30.0000,25.21,22.75,1007.16
2024-03-20T00:01:07,37.89,71.39,125.64,144.11,55.59,109.27,20.13,383.62,24.39,691.37,0.3,711.1,30.0,2.81,2.81,0.1257,288.7801,30.0000,25.21,22.76,1007.13
2024-03-20T00:01:12,37.89,71.39,134.89,154.73,51.63,101.49,20.12,383.39,24.38,691.00,0.3,710.1,30.0,2.79,2.79,0.1257,288.7347,30.0000,25.21,22.75,1007.16
2024-03-20T00:01:18,33.69,63.48,151.08,173.30,63.16,124.15,20.15,383.57,24.38,691.30,0.3,709.6,30.0,2.70,2.70,0.1256,288.6544,30.0000,25.22,22.75,1007.14
2024-03-20T00:01:23,37.42,70.51,121.02,138.82,59.91,117.76,20.18,383.61,24.39,691.38,0.3,710.0,30.0,2.55,2.55,0.1257,288.7552,30.0000,25.21,22.75,1007.14
2024-03-20T00:01:28,50.94,95.98,132.58,152.07,52.35,102.90,20.16,383.73,24.40,691.58,0.3,710.8,30.0,2.46,2.46,0.1257,288.7148,30.0000,25.21,22.75,1007.12
2024-03-20T00:01:34,42.08,79.28,137.20,157.37,55.59,109.27,20.10,383.77,24.38,691.64,0.3,707.8,30.0,2.39,2.39,0.1257,288.8036,30.0000,25.21,22.75,1007.10
2024-03-20T00:01:39,50.94,95.98,148.77,170.64,63.52,124.86,20.12,383.98,24.38,692.02,0.3,711.7,30.0,2.25,2.25,0.1256,288.6794,30.0000,25.20,22.76,1007.15
2024-03-20T00:01:44,46.28,87.20,123.33,141.47,55.95,109.98,20.15,384.11,24.40,692.28,0.3,710.9,30.0,2.11,2.11,0.1256,288.5951,30.0000,25.19,22.76,1007.17
2024-03-20T00:01:50,33.23,62.61,130.27,149.42,59.55,117.05,20.13,383.82,24.38,691.73,0.3,710.7,30.0,2.19,2.19,0.1255,288.4729,30.0000,25.19,22.76,1007.12
2024-03-20T00:01:55,55.60,104.76,130.27,149.42,55.95,109.98,20.15,383.61,24.39,691.35,0.3,709.8,30.0,2.20,2.20,0.1256,288.5088,30.0000,25.19,22.76,1007.15
2024-03-20T00:02:00,37.42,70.50,130.27,149.42,70.72,139.01,20.12,383.56,24.39,691.25,0.3,710.5,30.0,2.19,2.19,0.1256,288.5324,30.0000,25.20,22.76,1007.11
2024-03-20T00:02:06,37.89,71.39,141.83,162.68,55.95,109.98,20.16,383.71,24.38,691.54,0.3,710.3,30.0,2.18,2.18,0.1256,288.5514,30.0000,25.20,22.75,1007.12
2024-03-20T00:02:11,28.57,53.83,121.02,138.81,63.52,124.86,20.15,383.54,24.36,691.23,0.3,710.8,30.0,2.23,2.23,0.1257,288.7171,30.0000,25.21,22.75,1007.11
2024-03-20T00:02:17,37.89,71.39,118.70,136.15,63.52,124.86,20.16,383.25,24.38,690.70,0.3,709.7,30.0,2.31,2.31,0.1257,288.8862,30.0000,25.23,22.75,1007.11
2024-03-20T00:02:22,37.42,70.51,132.58,152.08,52.35,102.90,20.19,382.75,24.39,689.82,0.3,709.5,30.0,2.40,2.40,0.1257,288.8775,30.0000,25.24,22.75,1007.12
2024-03-20T00:02:27,24.37,45.92,90.95,104.32,55.95,109.98,20.18,382.91,24.40,690.08,0.3,713.2,30.0,2.50,2.50,0.1257,288.8092,30.0000,25.23,22.75,1007.09
2024-03-20T00:02:33,55.60,104.76,123.33,141.47,63.16,124.15,20.16,383.01,24.39,690.29,0.3,712.7,30.0,2.44,2.44,0.1257,288.7434,30.0000,25.21,22.75,1007.13
2024-03-20T00:02:38,46.74,88.06,153.39,175.94,67.12,131.93,20.12,383.19,24.38,690.60,0.3,712.9,30.0,2.29,2.29,0.1256,288.6522,30.0000,25.21,22.76,1007.13
2024-03-20T00:02:43,50.94,95.98,144.14,165.33,67.12,131.93,20.13,383.26,24.39,690.72,0.3,710.2,30.0,2.26,2.26,0.1256,288.6251,30.0000,25.21,22.75,1007.10
2024-03-20T00:02:49,37.42,70.50,134.89,154.72,55.95,109.97,20.12,382.84,24.39,689.95,0.3,710.8,30.0,2.28,2.28,0.1256,288.6800,30.0000,25.22,22.76,1007.11
2024-03-20T00:02:54,46.28,87.20,111.77,128.20,63.16,124.15,20.15,382.85,24.39,689.98,0.3,712.9,29.0,2.25,2.25,0.1257,288.7659,30.0000,25.22,22.76,1007.14
2024-03-20T00:02:59,42.08,79.29,132.58,152.08,67.12,131.94,20.18,382.12,24.40,688.69,0.3,711.3,30.0,2.45,2.45,0.1257,288.7447,30.0000,25.22,22.76,1007.16
2024-03-20T00:03:05,33.23,62.61,123.33,141.46,67.12,131.93,20.19,382.58,24.40,689.50,0.3,710.9,30.0,2.59,2.59,0.1256,288.5632,30.0000,25.22,22.76,1007.13
2024-03-20T00:03:10,42.08,79.28,125.64,144.11,59.55,117.05,20.13,382.86,24.40,690.01,0.3,709.7,29.0,2.53,2.53,0.1256,288.6311,30.0000,25.21,22.76,1007.14
2024-03-20T00:03:15,37.42,70.50,141.83,162.68,51.99,102.19,20.16,382.52,24.39,689.39,0.3,708.9,30.0,2.51,2.51,0.1256,288.5929,30.0000,25.20,22.76,1007.13
2024-03-20T00:03:21,46.74,88.06,137.20,157.37,59.55,117.05,20.09,382.44,24.39,689.23,0.3,709.8,30.0,2.60,2.60,0.1256,288.5114,30.0000,25.19,22.76,1007.11
2024-03-20T00:03:26,37.42,70.50,139.52,160.03,59.55,117.05,20.15,382.02,24.38,688.46,0.3,710.5,30.0,2.66,2.66,0.1256,288.4791,30.0000,25.19,22.76,1007.11
2024-03-20T00:03:32,42.08,79.28,139.52,160.02,59.55,117.04,20.13,381.52,24.38,687.53,0.3,709.1,30.0,2.73,2.73,0.1256,288.4787,30.0000,25.18,22.77,1007.08
2024-03-20T00:03:37,42.08,79.28,134.89,154.72,51.99,102.19,20.12,381.54,24.39,687.60,0.3,709.7,30.0,2.63,2.63,0.1255,288.4604,30.0000,25.18,22.76,1007.10
2024-03-20T00:03:42,37.42,70.50,123.33,141.46,67.12,131.93,20.16,381.50,24.39,687.55,0.3,709.8,30.0,2.49,2.49,0.1256,288.5595,30.0000,25.20,22.76,1007.13
2024-03-20T00:03:48,33.23,62.61,130.27,149.42,55.95,109.98,20.22,381.61,24.39,687.76,0.3,711.7,30.0,2.53,2.53,0.1256,288.6583,30.0000,25.20,22.76,1007.14
2024-03-20T00:03:53,50.94,95.98,153.39,175.94,59.55,117.05,20.07,381.28,24.39,687.15,0.3,709.6,30.0,2.80,2.80,0.1256,288.6017,30.0000,25.20,22.76,1007.12
2024-03-20T00:03:58,37.42,70.50,139.52,160.02,67.12,131.93,20.12,380.99,24.38,686.59,0.3,710.2,30.0,2.84,2.84,0.1256,288.6552,30.0000,25.21,22.77,1007.11
2024-03-20T00:04:04,33.23,62.61,109.45,125.54,63.52,124.85,20.16,380.85,24.39,686.36,0.3,710.5,30.0,2.87,2.87,0.1257,288.8926,30.0000,25.22,22.76,1007.11
2024-03-20T00:04:09,37.89,71.39,127.95,146.75,67.12,131.93,20.16,380.79,24.40,686.24,0.3,711.0,30.0,2.57,2.57,0.1256,288.6434,30.0000,25.22,22.77,1007.11
2024-03-20T00:04:14,46.74,88.06,116.39,133.49,63.52,124.84,20.12,380.72,24.36,686.07,0.3,710.3,30.0,2.43,2.43,0.1256,288.4640,30.0000,25.21,22.77,1007.07
2024-03-20T00:04:20,55.60,104.75,123.33,141.45,63.52,124.85,20.15,380.90,24.38,686.40,0.3,710.0,30.0,2.48,2.48,0.1255,288.3907,30.0000,25.20,22.77,1007.08
2024-03-20T00:04:25,50.94,95.97,116.39,133.50,59.55,117.05,20.13,381.02,24.40,686.65,0.3,710.1,30.0,2.76,2.76,0.1255,288.3805,30.0000,25.20,22.77,1007.12
2024-03-20T00:04:31,50.94,95.97,111.77,128.19,63.16,124.14,20.18,381.01,24.39,686.62,0.3,713.1,30.0,2.81,2.81,0.1256,288.4859,30.0000,25.19,22.77,1007.09
2024-03-20T00:04:36,46.74,88.06,141.83,162.68,51.99,102.19,20.18,381.13,24.39,686.85,0.3,707.9,30.0,2.85,2.85,0.1255,288.4010,30.0000,25.19,22.77,1007.12
2024-03-20T00:04:41,46.74,88.06,132.58,152.06,63.52,124.85,20.16,380.79,24.39,686.21,0.3,708.3,30.0,2.81,2.81,0.1255,288.4260,30.0000,25.18,22.77,1007.09
2024-03-20T00:04:47,37.42,70.50,125.64,144.10,63.52,124.85,20.16,380.33,24.38,685.39,0.3,713.1,30.0,2.71,2.71,0.1255,288.4443,30.0000,25.20,22.77,1007.09
2024-03-20T00:04:52,37.89,71.38,123.33,141.45,67.12,131.92,20.18,380.72,24.39,686.08,0.3,709.4,30.0,2.53,2.53,0.1256,288.6087,30.0000,25.21,22.77,1007.08
2024-03-20T00:04:57,42.08,79.28,116.39,133.49,63.52,124.85,20.16,380.48,24.38,685.65,0.3,711.3,30.0,2.47,2.47,0.1257,288.7044,30.0000,25.22,22.77,1007.08
2024-03-20T00:05:03,33.23,62.61,127.95,146.75,55.95,109.97,20.16,380.50,24.39,685.69,0.3,710.2,30.0,2.46,2.46,0.1257,288.8064,30.0000,25.23,22.77,1007.10
2024-03-20T00:05:08,42.08,79.28,123.33,141.46,67.12,131.93,20.15,380.33,24.39,685.42,0.3,710.6,30.0,2.46,2.46,0.1257,288.8214,30.0000,25.22,22.77,1007.12
2024-03-20T00:05:13,33.23,62.60,107.14,122.88,59.55,117.04,20.22,380.77,24.39,686.17,0.3,711.4,30.0,2.42,2.42,0.1257,288.8100,30.0000,25.23,22.77,1007.08
2024-03-20T00:05:19,28.57,53.83,114.08,130.84,55.95,109.97,20.18,381.09,24.39,686.76,0.3,711.4,30.0,2.55,2.55,0.1256,288.6543,30.0000,25.21,22.77,1007.11
2024-03-20T00:05:24,42.08,79.28,109.45,125.53,63.52,124.85,20.18,380.87,24.39,686.35,0.3,709.7,30.0,2.56,2.56,0.1256,288.6256,30.0000,25.22,22.77,1007.08
2024-03-20T00:05:29,33.23,62.60,137.20,157.35,63.16,124.14,20.18,381.04,24.38,686.65,0.3,711.3,30.0,2.40,2.40,0.1257,288.8508,30.0000,25.22,22.78,1007.09
2024-03-20T00:05:35,50.94,95.97,130.27,149.41,70.72,139.00,20.15,380.62,24.39,685.90,0.3,711.4,29.0,2.30,2.30,0.1257,288.7453,30.0000,25.21,22.77,1007.08
2024-03-20T00:05:40,37.42,70.50,125.64,144.10,67.12,131.92,20.16,381.03,24.38,686.67,0.3,709.8,30.0,2.18,2.18,0.1256,288.5612,30.0000,25.21,22.77,1007.11
2024-03-20T00:05:46,55.60,104.75,123.33,141.45,55.95,109.97,20.16,381.30,24.39,687.14,0.3,707.3,30.0,2.27,2.27,0.1256,288.6200,30.0000,25.20,22.77,1007.09
2024-03-20T00:05:51,42.08,79.28,132.58,152.05,51.99,102.18,20.21,380.84,24.38,686.29,0.3,707.3,30.0,2.36,2.36,0.1256,288.6005,30.0000,25.20,22.77,1007.05
2024-03-20T00:05:56,33.23,62.61,132.58,152.06,59.55,117.05,20.16,380.71,24.36,686.09,0.3,709.6,30.0,2.30,2.30,0.1256,288.5662,30.0000,25.20,22.77,1007.11
2024-03-20T00:06:02,50.94,95.97,125.64,144.09,59.55,117.04,20.16,380.14,24.39,685.01,0.3,711.7,30.0,2.25,2.25,0.1256,288.6077,30.0000,25.20,22.77,1007.04
2024-03-20T00:06:07,42.08,79.28,127.95,146.75,63.52,124.85,20.12,380.69,24.39,686.05,0.3,709.8,30.0,2.28,2.28,0.1256,288.5153,30.0000,25.20,22.77,1007.10
2024-03-20T00:06:12,42.08,79.28,127.95,146.75,59.55,117.04,20.16,380.41,24.39,685.52,0.3,710.3,30.0,2.28,2.28,0.1256,288.6085,30.0000,25.21,22.78,1007.10
2024-03-20T00:06:18,42.08,79.28,121.02,138.80,55.95,109.97,20.21,380.64,24.38,685.95,0.3,709.7,30.0,2.34,2.34,0.1256,288.5134,30.0000,25.21,22.77,1007.09
2024-03-20T00:06:23,46.28,87.19,158.02,181.24,63.52,124.85,20.10,380.98,24.39,686.58,0.3,709.0,30.0,2.52,2.52,0.1255,288.4539,30.0000,25.20,22.77,1007.11
2024-03-20T00:06:28,37.42,70.50,121.02,138.80,59.55,117.04,20.12,381.22,24.38,686.99,0.3,710.3,30.0,2.47,2.47,0.1255,288.3830,30.0000,25.19,22.77,1007.08
2024-03-20T00:06:34,37.89,71.38,141.83,162.67,63.52,124.85,20.16,381.21,24.39,686.98,0.3,710.6,30.0,2.48,2.48,0.1255,288.3663,30.0000,25.19,22.77,1007.10
2024-03-20T00:06:39,37.42,70.50,127.95,146.75,59.55,117.04,20.12,380.63,24.36,685.92,0.3,711.8,30.0,2.45,2.45,0.1255,288.3669,30.0000,25.19,22.77,1007.08
2024-03-20T00:06:44,46.74,88.06,146.45,167.97,63.52,124.85,20.21,380.57,24.38,685.83,0.3,713.4,30.0,2.63,2.63,0.1255,288.3200,30.0000,25.20,22.77,1007.10
2024-03-20T00:06:50,33.23,62.60,116.39,133.49,67.12,131.92,20.16,380.31,24.36,685.33,0.3,711.4,30.0,2.77,2.77,0.1256,288.4623,30.0000,25.20,22.77,1007.07
2024-03-20T00:06:55,33.69,63.47,123.33,141.45,67.12,131.92,20.16,380.32,24.38,685.38,0.3,712.9,30.0,2.74,2.74,0.1256,288.5501,30.0000,25.20,22.77,1007.09
2024-03-20T00:07:01,33.23,62.60,127.95,146.75,63.52,124.84,20.19,380.12,24.36,684.99,0.3,710.0,30.0,2.55,2.55,0.1255,288.3676,30.0000,25.20,22.78,1007.09
2024-03-20T00:07:06,42.08,79.28,123.33,141.45,63.52,124.85,20.16,379.78,24.36,684.41,0.3,711.9,30.0,2.44,2.44,0.1256,288.6059,30.0000,25.20,22.77,1007.11
2024-03-20T00:07:11,50.94,95.97,109.45,125.53,55.95,109.97,20.19,379.53,24.39,683.96,0.3,709.6,30.0,2.41,2.41,0.1256,288.5020,30.0000,25.20,22.77,1007.11
2024-03-20T00:07:17,33.23,62.60,148.77,170.63,59.55,117.04,20.16,379.77,24.39,684.38,0.3,712.5,30.0,2.45,2.45,0.1255,288.3656,30.0000,25.20,22.77,1007.09
2024-03-20T00:07:22,42.08,79.28,121.02,138.80,55.95,109.96,20.19,379.66,24.39,684.16,0.3,711.4,30.0,2.43,2.43,0.1255,288.3177,30.0000,25.19,22.78,1007.09
