timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-05-03T10:54:16,14561.16,10066.59,15384.88,-238.50,32.63,623.81,21.14,1.79,2.74,1.0955,20.0000,34.10,20.00,1014.04
2023-05-03T10:54:21,15176.44,10055.36,15398.44,-211.93,32.59,624.50,21.19,0.94,0.94,0.6436,20.0000,34.08,20.01,1014.09
2023-05-03T10:54:27,15570.11,10060.01,15393.92,-185.93,32.44,629.41,21.25,1.26,1.26,0.4648,20.0000,34.06,20.02,1014.07
2023-05-03T10:54:33,9405.15,10051.87,15416.53,-153.71,32.33,629.40,21.29,1.43,1.43,0.4167,20.0000,34.06,20.02,1014.11
2023-05-03T10:54:38,4372.54,10063.50,15391.66,-138.44,32.18,631.03,21.35,1.59,1.59,0.4226,20.0000,34.04,20.03,1014.08
2023-05-03T10:54:44,2518.88,10056.14,15430.10,-133.36,32.16,631.79,21.44,1.64,1.64,0.3968,21.0000,34.03,20.03,1014.08
2023-05-03T10:54:49,1761.95,10060.01,15450.45,-133.92,32.12,632.65,21.46,1.59,1.59,0.3770,21.0000,34.02,20.04,1014.12
2023-05-03T10:54:55,1402.17,10055.75,15400.71,-117.53,32.03,633.88,21.51,1.72,1.72,0.3637,21.0000,34.01,20.05,1014.05
2023-05-03T10:55:00,1200.55,10065.43,15396.18,-96.61,32.01,633.70,21.58,1.76,1.76,0.3517,21.0000,34.01,20.06,1014.08
2023-05-03T10:55:06,1059.77,10056.14,15423.32,-90.96,31.94,632.54,21.59,1.87,1.87,0.3410,21.0000,34.00,20.06,1014.10
2023-05-03T10:55:12,966.78,10057.30,15448.19,-91.53,31.90,631.88,21.62,1.90,1.90,0.3427,21.0000,34.00,20.07,1014.07
2023-05-03T10:55:17,877.27,10059.23,15452.71,-97.18,31.80,632.10,21.66,1.69,1.69,0.3330,21.0000,34.00,20.08,1014.14
2023-05-03T10:55:23,819.04,9399.54,15459.49,-80.79,31.73,632.32,21.69,1.54,1.54,0.3257,21.0000,34.00,20.09,1014.14
2023-05-03T10:55:28,761.69,8611.23,15491.15,-81.35,31.75,632.91,21.76,1.48,1.48,0.3192,21.0000,33.99,20.10,1014.12
2023-05-03T10:55:34,712.15,7912.03,15391.66,-54.22,31.66,633.51,21.79,1.50,1.50,0.3149,22.0000,33.99,20.11,1014.14
2023-05-03T10:55:39,678.26,7325.16,15436.88,-71.18,31.57,635.27,21.81,1.51,1.51,0.3105,22.0000,33.99,20.11,1014.13
2023-05-03T10:55:45,646.97,6804.53,14220.41,-71.18,31.59,635.27,21.85,1.65,1.65,0.3071,22.0000,33.99,20.13,1014.13
2023-05-03T10:55:51,622.64,6352.85,10161.71,-54.78,31.48,636.09,21.89,1.58,1.58,0.3037,22.0000,33.98,20.13,1014.10
2023-05-03T10:55:56,580.93,5963.15,7590.83,-71.18,31.47,635.99,21.92,1.59,1.59,0.3004,22.0000,33.98,20.14,1014.07
2023-05-03T10:56:02,559.20,5615.68,5894.99,-49.70,31.43,635.86,21.96,1.64,1.64,0.2976,22.0000,33.97,20.15,1014.10
2023-05-03T10:56:07,542.69,5335.99,4789.31,-49.70,31.39,636.08,22.00,1.48,1.48,0.2941,22.0000,33.95,20.16,1014.11
2023-05-03T10:56:13,506.19,5064.83,4004.71,-38.96,31.37,634.91,22.02,1.39,1.39,0.2919,22.0000,33.95,20.17,1014.09
2023-05-03T10:56:18,494.89,4845.97,3468.82,-33.87,31.27,634.66,22.03,1.52,1.52,0.2899,22.0000,33.95,20.17,1014.10
2023-05-03T10:56:24,488.81,4654.22,3064.08,-33.87,31.28,633.99,22.04,1.51,1.51,0.2877,22.0000,33.94,20.18,1014.11
2023-05-03T10:56:30,477.51,4474.86,2792.75,-28.78,31.24,632.18,22.10,1.51,1.51,0.2860,23.0000,33.93,20.19,1014.11
2023-05-03T10:56:35,447.96,4336.57,2591.51,-50.26,31.19,631.37,22.12,1.55,1.55,0.2839,23.0000,33.93,20.20,1014.11
