timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-08T00:00:04,41.49,81.42,289.62,331.66,39.11,73.57,38.30,1328.67,23.39,2390.64,1.71,1.71,0.1586,363.8204,27.0000,44.97,21.98,1002.83
2023-12-08T00:00:09,31.02,60.87,233.00,266.82,25.76,48.46,38.31,1328.75,23.39,2390.83,1.87,1.87,0.1587,363.9484,27.0000,44.97,21.98,1002.85
2023-12-08T00:00:14,34.94,68.57,218.23,249.92,30.05,56.53,38.29,1328.74,23.41,2390.88,1.84,1.84,0.1586,363.9212,28.0000,44.97,21.98,1002.88
2023-12-08T00:00:19,27.74,54.44,223.16,255.55,30.53,57.43,38.28,1328.06,23.41,2389.57,1.77,1.77,0.1585,363.6690,28.0000,44.98,21.98,1002.84
2023-12-08T00:00:24,31.02,60.87,257.62,295.01,30.53,57.43,38.30,1328.36,23.42,2390.06,1.88,1.88,0.1585,363.4832,27.0000,44.98,21.98,1002.82
2023-12-08T00:00:29,34.29,67.29,237.93,272.47,11.93,22.44,38.29,1328.25,23.41,2389.91,1.83,1.83,0.1588,364.1801,27.0000,44.98,21.98,1002.84
2023-12-08T00:00:34,37.89,74.36,228.08,261.20,44.36,83.45,38.29,1328.72,23.39,2390.85,1.72,1.72,0.1586,363.8682,27.0000,44.98,21.98,1002.88
2023-12-08T00:00:39,31.02,60.87,250.24,286.57,30.53,57.43,38.29,1329.22,23.39,2391.68,1.78,1.78,0.1587,363.9515,27.0000,44.97,21.98,1002.85
2023-12-08T00:00:44,37.89,74.36,235.47,269.65,26.23,49.34,38.27,1329.18,23.39,2391.57,1.88,1.88,0.1587,363.9527,28.0000,44.99,21.98,1002.83
2023-12-08T00:00:49,41.16,80.77,247.77,283.74,25.76,48.46,38.31,1328.70,23.41,2390.76,1.91,1.91,0.1586,363.8480,27.0000,44.98,21.98,1002.86
2023-12-08T00:00:54,37.89,74.35,242.85,278.10,16.69,31.39,38.26,1328.56,23.41,2390.44,1.78,1.78,0.1586,363.7979,28.0000,44.98,21.98,1002.82
2023-12-08T00:00:59,27.74,54.44,233.00,266.82,34.82,65.50,38.27,1328.52,23.39,2390.42,1.67,1.67,0.1587,364.0595,28.0000,44.97,21.97,1002.82
