timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-29T00:00:01,34.34,64.27,19045.27,21700.73,54.91,107.22,42.95,1047.25,26.67,1874.89,1.30,1.47,0.6742,1538.8992,30.0000,47.94,25.27,1008.96
2024-02-29T00:00:06,25.76,48.21,19372.67,22072.63,24.47,47.78,42.96,1047.43,26.67,1875.11,1.34,1.52,0.6725,1534.8921,30.0000,47.96,25.27,1008.90
2024-02-29T00:00:11,21.46,40.17,19195.43,21872.30,14.32,27.96,42.98,1048.20,26.67,1876.63,1.26,1.42,0.6738,1538.0359,30.0000,47.95,25.28,1009.01
2024-02-29T00:00:16,30.05,56.24,19156.04,21826.08,27.74,54.16,43.03,1049.18,26.65,1878.27,1.09,1.24,0.6727,1535.4915,30.0000,47.95,25.29,1008.98
2024-02-29T00:00:21,7.16,13.40,19259.43,21944.47,14.32,27.96,43.02,1049.41,26.68,1878.73,1.07,1.21,0.6732,1536.6498,30.0000,47.96,25.28,1008.98
2024-02-29T00:00:26,12.40,23.21,19244.66,21928.05,34.62,67.60,43.04,1049.25,26.69,1878.47,1.14,1.29,0.6745,1539.5661,30.0000,47.97,25.27,1008.96
2024-02-29T00:00:31,25.76,48.21,19249.59,21932.76,20.87,40.75,43.03,1049.05,26.67,1878.04,1.16,1.32,0.6731,1536.2235,30.0000,47.98,25.28,1008.95
2024-02-29T00:00:36,16.22,30.36,19252.05,21936.39,24.47,47.78,43.00,1048.47,26.65,1877.08,1.21,1.37,0.6735,1537.1977,30.0000,47.99,25.27,1008.96
2024-02-29T00:00:41,11.93,22.33,19188.04,21864.36,34.62,67.60,43.05,1048.07,26.65,1876.45,1.09,1.24,0.6731,1536.3900,30.0000,48.00,25.27,1009.00
2024-02-29T00:00:46,16.69,31.24,19170.81,21842.76,31.34,61.19,43.02,1048.65,26.67,1877.31,1.06,1.21,0.6738,1537.7833,30.0000,48.00,25.28,1008.94
2024-02-29T00:00:51,20.99,39.28,19158.50,21828.99,31.34,61.19,43.06,1047.70,26.63,1875.62,1.09,1.24,0.6735,1537.2138,30.0000,48.01,25.28,1008.96
2024-02-29T00:00:56,21.46,40.16,19215.12,21893.76,24.47,47.78,43.08,1048.04,26.63,1876.26,1.09,1.24,0.6726,1535.1857,30.0000,48.03,25.28,1008.97
2024-02-29T00:01:01,21.46,40.17,19148.66,21818.70,31.34,61.20,43.06,1048.61,26.65,1877.34,0.97,1.10,0.6729,1535.8699,30.0000,48.03,25.26,1008.93
2024-02-29T00:01:06,7.63,14.28,19146.20,21816.06,34.62,67.60,43.08,1048.74,26.63,1877.59,0.90,1.02,0.6732,1536.5318,30.0000,48.05,25.27,1008.97
2024-02-29T00:01:11,21.46,40.17,19210.20,21889.09,24.47,47.78,43.08,1048.63,26.63,1877.40,0.85,0.96,0.6727,1535.3916,30.0000,48.08,25.27,1008.98
