timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-16T00:00:02,30.05,55.99,649.03,736.14,34.62,67.29,45.40,879.20,26.17,1566.83,0.31,0.31,0.6955,1580.2431,30.0000,50.22,25.14,1003.90
2024-02-16T00:00:07,35.77,66.64,641.65,727.75,37.89,73.64,45.36,878.76,26.14,1566.00,0.36,0.36,0.6955,1580.1298,30.0000,50.19,25.15,1003.91
2024-02-16T00:00:12,21.46,39.98,629.34,713.77,37.89,73.64,45.35,879.07,26.19,1566.52,0.40,0.40,0.6950,1578.9540,30.0000,50.19,25.15,1003.89
2024-02-16T00:00:17,26.23,48.87,644.11,730.54,20.87,40.56,45.40,879.38,26.19,1567.11,0.43,0.43,0.6952,1579.5421,30.0000,50.19,25.15,1003.92
2024-02-16T00:00:22,30.53,56.88,614.57,697.03,27.42,53.29,45.38,878.92,26.19,1566.28,0.42,0.42,0.6955,1580.1465,30.0000,50.19,25.15,1003.90
2024-02-16T00:00:27,21.46,39.98,651.49,738.87,31.02,60.29,45.31,878.90,26.16,1566.17,0.37,0.37,0.6956,1580.3540,30.0000,50.19,25.16,1003.89
2024-02-16T00:00:32,35.30,65.76,621.95,705.38,24.14,46.92,45.31,878.41,26.16,1565.33,0.35,0.35,0.6954,1579.8578,30.0000,50.18,25.16,1003.91
2024-02-16T00:00:37,34.82,64.87,607.18,688.66,27.42,53.29,45.36,879.02,26.19,1566.48,0.37,0.37,0.6956,1580.3807,30.0000,50.19,25.16,1003.95
2024-02-16T00:00:42,26.23,48.87,644.11,730.52,24.14,46.92,45.39,879.25,26.17,1566.83,0.43,0.43,0.6958,1580.7325,30.0000,50.18,25.16,1003.91
2024-02-16T00:00:47,11.93,22.23,614.57,697.01,37.89,73.64,45.33,879.57,26.19,1567.39,0.41,0.41,0.6955,1580.0382,30.0000,50.14,25.16,1003.91
2024-02-16T00:00:52,35.30,65.76,641.65,727.71,34.29,66.64,45.36,879.00,26.17,1566.34,0.47,0.47,0.6955,1580.0760,30.0000,50.13,25.17,1003.92
2024-02-16T00:00:57,12.40,23.10,641.65,727.76,27.42,53.29,45.30,878.27,26.19,1565.13,0.49,0.49,0.6957,1580.5406,30.0000,50.15,25.16,1003.95
2024-02-16T00:01:02,30.53,56.87,621.95,705.36,23.82,46.29,45.33,877.55,26.20,1563.73,0.43,0.43,0.6955,1580.1736,30.0000,50.15,25.17,1003.91
2024-02-16T00:01:07,21.46,39.98,626.88,710.99,31.02,60.29,45.36,877.49,26.17,1563.70,0.36,0.36,0.6955,1580.0921,30.0000,50.18,25.16,1003.93
2024-02-16T00:01:12,26.23,48.86,607.18,688.60,30.69,59.64,45.42,877.31,26.17,1563.28,0.31,0.31,0.6953,1579.6058,30.0000,50.22,25.17,1003.89
2024-02-16T00:01:17,3.34,6.22,614.57,696.98,30.69,59.64,45.38,876.78,26.19,1562.35,0.29,0.29,0.6959,1580.9916,30.0000,50.20,25.17,1003.89
2024-02-16T00:01:22,21.46,39.98,639.18,724.89,37.89,73.64,45.38,876.95,26.19,1562.65,0.29,0.29,0.6955,1580.1457,30.0000,50.18,25.17,1003.89
2024-02-16T00:01:27,26.23,48.86,614.57,696.99,27.42,53.29,45.40,877.04,26.16,1562.84,0.36,0.36,0.6951,1579.1062,30.0000,50.21,25.16,1003.87
2024-02-16T00:01:32,30.53,56.88,626.88,710.95,34.29,66.64,45.35,877.67,26.16,1563.96,0.41,0.41,0.6950,1579.0481,30.0000,50.21,25.16,1003.88
2024-02-16T00:01:37,11.93,22.22,644.11,730.50,31.02,60.29,45.38,877.97,26.20,1564.50,0.36,0.36,0.6949,1578.7214,30.0000,50.20,25.16,1003.88
2024-02-16T00:01:42,16.69,31.09,617.03,699.82,34.29,66.65,45.36,878.54,26.19,1565.59,0.29,0.29,0.6948,1578.6326,30.0000,50.17,25.15,1003.89
2024-02-16T00:01:47,21.46,39.98,636.72,722.12,27.42,53.29,45.34,878.22,26.17,1564.95,0.23,0.23,0.6949,1578.7526,30.0000,50.15,25.16,1003.89
2024-02-16T00:01:52,31.00,57.75,631.80,716.55,34.29,66.64,45.36,877.70,26.16,1564.04,0.54,0.54,0.6946,1578.1798,30.0000,50.15,25.16,1003.90
2024-02-16T00:01:57,26.23,48.87,636.72,722.13,20.54,39.92,45.34,877.94,26.16,1564.48,0.75,0.75,0.6947,1578.3015,30.0000,50.17,25.15,1003.87
2024-02-16T00:02:02,16.69,31.09,619.49,702.61,27.42,53.29,45.37,877.77,26.16,1564.21,0.71,0.71,0.6946,1578.0333,30.0000,50.20,25.15,1003.90
2024-02-16T00:02:07,16.69,31.09,644.11,730.52,27.42,53.29,45.40,877.59,26.17,1563.87,0.84,0.84,0.6943,1577.3693,30.0000,50.20,25.15,1003.88
2024-02-16T00:02:12,35.30,65.76,661.34,750.08,27.42,53.29,45.44,877.53,26.19,1563.80,0.76,0.76,0.6946,1578.1603,30.0000,50.22,25.15,1003.90
2024-02-16T00:02:17,35.30,65.76,626.88,710.99,37.89,73.64,45.40,876.86,26.17,1562.61,0.66,0.66,0.6946,1578.1008,30.0000,50.18,25.15,1003.90
2024-02-16T00:02:22,26.23,48.87,636.72,722.17,30.69,59.65,45.41,876.88,26.16,1562.68,0.52,0.52,0.6948,1578.5317,30.0000,50.18,25.15,1003.92
2024-02-16T00:02:27,35.30,65.77,629.34,713.80,34.29,66.65,45.41,877.17,26.17,1563.19,0.38,0.38,0.6951,1579.2037,30.0000,50.21,25.14,1003.89
2024-02-16T00:02:32,30.53,56.88,621.95,705.44,34.62,67.29,45.39,877.58,26.17,1563.98,0.27,0.27,0.6949,1578.8472,30.0000,50.23,25.13,1003.89
2024-02-16T00:02:37,30.53,56.88,626.88,711.02,44.44,86.38,45.41,877.99,26.17,1564.68,0.21,0.21,0.6951,1579.3883,30.0000,50.25,25.14,1003.91
2024-02-16T00:02:42,26.23,48.87,646.57,733.37,34.29,66.65,45.39,877.32,26.17,1563.53,0.16,0.16,0.6951,1579.3723,30.0000,50.25,25.13,1003.90
2024-02-16T00:02:47,26.23,48.87,636.72,722.19,34.29,66.65,45.43,877.17,26.16,1563.25,0.12,0.12,0.6950,1579.0422,30.0000,50.26,25.14,1003.92
2024-02-16T00:02:52,30.53,56.88,644.11,730.57,41.16,80.00,45.41,877.73,26.16,1564.25,0.10,0.10,0.6949,1578.9906,30.0000,50.26,25.14,1003.92
2024-02-16T00:02:57,21.46,39.98,621.95,705.46,24.14,46.92,45.40,878.43,26.17,1565.52,0.10,0.10,0.6949,1578.9127,30.0000,50.22,25.13,1003.91
2024-02-16T00:03:02,21.46,39.98,614.57,697.06,37.56,73.01,45.39,878.33,26.14,1565.29,0.12,0.12,0.6950,1579.0356,30.0000,50.23,25.13,1003.88
2024-02-16T00:03:07,26.23,48.87,651.49,738.92,34.29,66.65,45.41,878.96,26.20,1566.38,0.64,0.64,0.6949,1578.8653,30.0000,50.26,25.14,1003.89
2024-02-16T00:03:12,48.65,90.64,582.56,660.75,34.62,67.29,45.39,879.48,26.17,1567.33,0.51,0.51,0.6947,1578.3485,30.0000,50.27,25.14,1003.90
2024-02-16T00:03:17,34.82,64.87,624.41,708.21,31.34,60.91,45.47,879.40,26.16,1567.18,0.42,0.42,0.6949,1578.9324,30.0000,50.28,25.14,1003.90
2024-02-16T00:03:22,20.99,39.11,607.18,688.68,41.49,80.64,45.43,879.71,26.14,1567.74,0.36,0.36,0.6948,1578.6282,30.0000,50.30,25.14,1003.91
2024-02-16T00:03:27,39.11,72.86,604.72,685.85,41.49,80.64,45.46,880.27,26.17,1568.66,0.31,0.31,0.6946,1578.1599,30.0000,50.29,25.15,1003.89
2024-02-16T00:03:32,25.28,47.10,589.95,669.12,41.49,80.64,45.50,879.88,26.17,1568.00,0.29,0.29,0.6944,1577.6431,30.0000,50.30,25.15,1003.92
2024-02-16T00:03:37,16.22,30.22,617.03,699.85,31.34,60.91,45.47,879.42,26.16,1567.23,0.25,0.25,0.6945,1577.9829,30.0000,50.30,25.14,1003.91
2024-02-16T00:03:42,30.05,55.99,602.26,683.09,38.22,74.29,45.44,879.05,26.16,1566.55,0.25,0.25,0.6949,1578.8887,30.0000,50.26,25.14,1003.90
2024-02-16T00:03:47,34.34,63.98,612.10,694.23,41.49,80.64,45.47,879.73,26.17,1567.73,0.21,0.21,0.6947,1578.3212,30.0000,50.24,25.14,1003.87
2024-02-16T00:03:52,43.88,81.75,629.34,713.80,31.34,60.91,45.42,879.85,26.16,1567.97,0.21,0.21,0.6947,1578.4893,30.0000,50.23,25.14,1003.89
2024-02-16T00:03:57,30.05,55.98,621.95,705.38,38.22,74.28,45.40,879.87,26.17,1567.92,0.22,0.22,0.6946,1578.0246,30.0000,50.21,25.15,1003.87
2024-02-16T00:04:02,25.28,47.09,617.03,699.79,38.22,74.28,45.40,879.91,26.17,1567.96,0.22,0.22,0.6944,1577.5828,30.0000,50.19,25.15,1003.85
