timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-06-01T00:00:03,19.53,-1.62,59.07,39.05,22.05,318.07,31.79,1.50,1.50,0.1793,36.0000,22.90,30.11,1005.13
2023-06-01T00:00:09,27.35,-2.78,54.54,18.14,22.03,318.12,31.79,1.49,1.49,0.1791,36.0000,22.90,30.12,1005.14
2023-06-01T00:00:14,31.69,-7.04,34.19,33.96,22.11,318.21,31.80,1.44,1.44,0.1792,36.0000,22.90,30.12,1005.11
2023-06-01T00:00:20,22.13,-2.39,29.67,33.96,22.07,318.47,31.80,1.32,1.32,0.1793,36.0000,22.90,30.11,1005.11
2023-06-01T00:00:25,24.74,0.32,29.67,33.96,22.07,319.38,31.80,1.24,1.24,0.1792,36.0000,22.90,30.12,1005.12
2023-06-01T00:00:31,22.13,-11.69,22.89,23.22,22.05,319.82,31.80,1.34,1.34,0.1793,36.0000,22.90,30.12,1005.14
2023-06-01T00:00:37,31.69,-6.27,36.46,39.05,22.07,319.91,31.82,1.40,1.40,0.1792,36.0000,22.90,30.11,1005.12
2023-06-01T00:00:42,17.79,-1.62,52.28,28.88,22.04,320.14,31.82,1.44,1.44,0.1792,35.0000,22.90,30.11,1005.11
2023-06-01T00:00:48,34.30,1.09,9.32,33.96,22.07,319.99,31.80,1.44,1.44,0.1793,35.0000,22.90,30.11,1005.11
2023-06-01T00:00:53,22.13,-3.56,13.84,23.22,22.02,319.99,31.79,1.45,1.45,0.1792,36.0000,22.90,30.11,1005.12
2023-06-01T00:00:59,22.13,-2.78,31.93,23.22,22.10,319.94,31.80,1.43,1.43,0.1792,36.0000,22.90,30.11,1005.13
2023-06-01T00:01:04,13.44,-0.07,0.28,33.96,22.05,319.67,31.80,1.29,1.29,0.1793,36.0000,22.90,30.11,1005.09
2023-06-01T00:01:10,20.40,-7.43,2.54,28.31,22.03,319.08,31.80,1.24,1.24,0.1792,35.0000,22.90,30.11,1005.07
2023-06-01T00:01:16,20.40,-1.62,22.89,17.57,22.05,319.47,31.80,1.27,1.27,0.1793,36.0000,22.90,30.12,1005.10
2023-06-01T00:01:21,30.82,-10.14,18.37,39.62,22.07,319.44,31.82,1.50,1.50,0.1792,35.0000,22.90,30.11,1005.09
2023-06-01T00:01:27,35.17,-10.14,27.41,44.71,22.06,318.95,31.77,1.51,1.51,0.1793,36.0000,22.90,30.12,1005.12
2023-06-01T00:01:32,23.87,-4.33,31.93,39.62,22.00,318.63,31.80,1.59,1.59,0.1793,36.0000,22.91,30.11,1005.10
2023-06-01T00:01:38,23.00,-8.20,11.58,28.31,22.08,318.35,31.80,1.52,1.52,0.1792,36.0000,22.90,30.11,1005.10
2023-06-01T00:01:43,16.92,-3.56,43.24,39.62,22.06,318.05,31.79,1.44,1.44,0.1793,35.0000,22.90,30.11,1005.08
