timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-21T00:00:03,37.01,71.51,55.62,62.71,23.03,42.65,37.38,789.06,23.93,1397.83,0.44,0.44,0.2137,482.6168,28.0000,43.45,22.72,989.83
2023-12-21T00:00:08,29.87,57.71,115.71,130.46,23.50,43.52,37.44,789.55,23.94,1398.66,0.46,0.46,0.2137,482.6483,28.0000,43.45,22.72,989.81
2023-12-21T00:00:13,37.01,71.51,96.48,108.78,36.18,67.01,37.42,789.73,23.94,1399.02,0.48,0.48,0.2137,482.6425,28.0000,43.45,22.72,989.84
2023-12-21T00:00:19,30.19,58.33,91.67,103.35,23.50,43.52,37.40,789.71,23.91,1398.94,0.43,0.43,0.2138,482.8169,28.0000,43.45,22.72,989.81
2023-12-21T00:00:24,33.44,64.61,98.88,111.49,14.58,27.00,37.42,789.48,23.94,1398.60,0.45,0.45,0.2138,482.9125,28.0000,43.45,22.71,989.82
2023-12-21T00:00:29,33.11,63.97,98.88,111.48,18.80,34.82,37.42,789.04,23.94,1397.78,0.49,0.49,0.2139,483.0351,28.0000,43.45,22.72,989.83
2023-12-21T00:00:34,33.11,63.98,86.87,97.95,23.50,43.53,37.42,788.51,23.94,1396.99,0.51,0.51,0.2139,483.1171,28.0000,43.46,22.71,989.89
2023-12-21T00:00:39,33.44,64.61,103.69,116.91,18.80,34.82,37.43,788.62,23.93,1397.12,0.49,0.49,0.2139,483.1645,28.0000,43.46,22.71,989.85
2023-12-21T00:00:44,29.87,57.72,108.50,122.34,32.42,60.05,37.42,788.29,23.94,1396.57,0.50,0.50,0.2140,483.3600,28.0000,43.46,22.70,989.84
2023-12-21T00:00:49,36.69,70.89,70.04,78.97,19.27,35.69,37.39,788.18,23.94,1396.35,0.52,0.52,0.2138,483.0041,28.0000,43.47,22.71,989.85
2023-12-21T00:00:54,36.69,70.89,98.88,111.49,27.73,51.36,37.43,788.20,23.93,1396.39,0.48,0.48,0.2139,483.0846,28.0000,43.46,22.71,989.86
2023-12-21T00:00:59,33.11,63.98,103.69,116.92,32.42,60.05,37.45,787.11,23.91,1394.49,0.50,0.50,0.2140,483.3322,28.0000,43.47,22.71,989.88
2023-12-21T00:01:04,36.69,70.89,94.08,106.08,18.80,34.82,37.44,786.33,23.94,1393.10,0.57,0.57,0.2139,483.1952,28.0000,43.48,22.71,989.87
2023-12-21T00:01:09,33.11,63.98,103.69,116.91,14.58,27.00,37.42,786.36,23.93,1393.11,0.58,0.58,0.2139,483.2160,28.0000,43.47,22.71,989.84
2023-12-21T00:01:14,36.69,70.89,122.92,138.59,23.50,43.52,37.42,786.47,23.94,1393.29,0.63,0.63,0.2139,483.0828,28.0000,43.47,22.71,989.84
2023-12-21T00:01:19,26.62,51.44,91.67,103.36,23.50,43.53,37.39,786.67,23.94,1393.69,0.61,0.61,0.2138,482.8450,28.0000,43.47,22.71,989.86
2023-12-21T00:01:24,29.87,57.72,74.85,84.40,23.50,43.53,37.45,786.56,23.96,1393.48,0.60,0.60,0.2137,482.7329,28.0000,43.48,22.71,989.86
2023-12-21T00:01:29,40.26,77.79,108.50,122.34,23.50,43.53,37.44,786.83,23.94,1393.99,0.56,0.56,0.2137,482.6760,28.0000,43.47,22.71,989.88
2023-12-21T00:01:34,39.93,77.16,72.44,81.68,18.80,34.82,37.45,786.83,23.93,1394.05,0.50,0.50,0.2137,482.6453,28.0000,43.46,22.70,989.89
2023-12-21T00:01:39,33.44,64.61,67.64,76.27,14.58,27.00,37.36,786.60,23.91,1393.57,0.48,0.48,0.2135,482.3234,28.0000,43.45,22.70,989.83
2023-12-21T00:01:44,29.87,57.71,120.52,135.89,23.50,43.52,37.35,786.02,23.94,1392.50,0.47,0.47,0.2134,481.9355,28.0000,43.45,22.71,989.84
2023-12-21T00:01:49,33.44,64.61,98.88,111.49,32.42,60.04,37.38,786.07,23.93,1392.56,0.45,0.45,0.2135,482.1597,28.0000,43.45,22.71,989.82
2023-12-21T00:01:54,29.87,57.72,58.02,65.42,27.73,51.36,37.38,785.42,23.93,1391.45,0.43,0.43,0.2135,482.1682,28.0000,43.45,22.70,989.81
2023-12-21T00:01:59,33.44,64.61,86.87,97.95,14.11,26.13,37.43,785.41,23.91,1391.40,0.42,0.42,0.2134,482.0606,28.0000,43.45,22.71,989.83
2023-12-21T00:02:04,33.44,64.61,108.50,122.33,23.50,43.52,37.42,785.22,23.94,1391.01,0.45,0.45,0.2134,481.9383,28.0000,43.45,22.71,989.79
2023-12-21T00:02:09,33.44,64.61,91.67,103.36,18.80,34.82,37.41,785.19,23.94,1391.00,0.44,0.44,0.2134,481.9552,28.0000,43.45,22.70,989.79
2023-12-21T00:02:14,33.44,64.61,84.46,95.23,27.73,51.36,37.37,785.24,23.94,1391.15,0.45,0.45,0.2134,482.0585,28.0000,43.45,22.70,989.82
2023-12-21T00:02:19,36.69,70.89,86.87,97.95,18.80,34.82,37.44,785.05,23.94,1390.78,0.44,0.44,0.2135,482.1384,28.0000,43.45,22.71,989.84
2023-12-21T00:02:24,43.83,84.69,48.41,54.58,27.26,50.49,37.42,785.48,23.94,1391.57,0.39,0.39,0.2134,481.9061,28.0000,43.45,22.70,989.82
2023-12-21T00:02:29,43.83,84.69,67.64,76.27,45.57,84.40,37.44,785.45,23.96,1391.53,0.34,0.34,0.2134,482.0033,28.0000,43.46,22.70,989.83
2023-12-21T00:02:34,37.34,72.15,65.23,73.55,27.26,50.49,37.38,785.62,23.93,1391.80,0.36,0.36,0.2134,481.9879,28.0000,43.46,22.70,989.81
2023-12-21T00:02:39,33.76,65.23,60.43,68.14,18.33,33.95,37.41,785.94,23.96,1392.37,0.39,0.39,0.2135,482.1679,28.0000,43.46,22.70,989.81
2023-12-21T00:02:44,33.76,65.23,67.64,76.27,27.26,50.49,37.39,785.96,23.93,1392.42,0.48,0.48,0.2134,481.9591,28.0000,43.46,22.70,989.82
2023-12-21T00:02:49,43.83,84.69,72.44,81.68,27.26,50.49,37.39,786.09,23.91,1392.66,0.48,0.48,0.2134,482.0618,28.0000,43.46,22.70,989.83
2023-12-21T00:02:54,40.58,78.41,79.66,89.82,27.73,51.36,37.42,786.35,23.91,1393.14,0.49,0.49,0.2134,482.0443,28.0000,43.46,22.70,989.84
2023-12-21T00:02:59,40.58,78.41,55.62,62.71,18.33,33.95,37.46,786.49,23.93,1393.37,0.48,0.48,0.2135,482.1567,28.0000,43.46,22.70,989.83
2023-12-21T00:03:04,40.58,78.41,77.25,87.10,18.33,33.95,37.39,786.30,23.94,1393.02,0.51,0.51,0.2135,482.1850,28.0000,43.45,22.70,989.83
2023-12-21T00:03:09,40.58,78.41,60.43,68.14,31.95,59.18,37.42,786.92,23.93,1394.15,0.55,0.55,0.2135,482.2550,28.0000,43.45,22.71,989.87
2023-12-21T00:03:14,47.40,91.60,86.87,97.96,31.95,59.18,37.41,786.72,23.93,1393.87,0.57,0.57,0.2134,482.1039,28.0000,43.45,22.70,989.90
2023-12-21T00:03:19,40.58,78.41,74.85,84.40,18.33,33.95,37.44,787.13,23.94,1394.52,0.60,0.60,0.2134,482.0708,28.0000,43.44,22.70,989.84
2023-12-21T00:03:24,40.58,78.41,79.66,89.82,31.95,59.18,37.41,787.25,23.93,1394.69,0.60,0.60,0.2132,481.6363,28.0000,43.44,22.71,989.85
2023-12-21T00:03:29,40.58,78.41,65.23,73.55,27.26,50.49,37.38,787.55,23.93,1395.18,0.65,0.65,0.2132,481.6031,28.0000,43.43,22.71,989.82
2023-12-21T00:03:34,40.58,78.41,77.25,87.10,31.95,59.17,37.37,788.34,23.94,1396.58,0.69,0.69,0.2131,481.3529,28.0000,43.43,22.71,989.82
2023-12-21T00:03:39,43.83,84.68,62.83,70.84,27.26,50.49,37.38,788.99,23.91,1397.70,0.63,0.63,0.2130,481.1031,28.0000,43.43,22.71,989.80
2023-12-21T00:03:44,33.76,65.23,89.27,100.65,31.95,59.17,37.39,788.75,23.94,1397.27,0.58,0.58,0.2129,480.9243,28.0000,43.42,22.71,989.80
