timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-05-31T00:00:02,23.87,-5.88,34.19,39.05,21.40,336.34,30.71,1.53,1.53,0.1789,35.0000,22.18,29.21,1009.98
2023-05-31T00:00:08,10.84,-3.56,22.89,34.53,21.43,336.45,30.68,1.54,1.54,0.1788,35.0000,22.18,29.21,1009.97
2023-05-31T00:00:13,22.13,-7.43,27.41,50.36,21.43,336.65,30.71,1.47,1.47,0.1789,35.0000,22.18,29.21,1010.00
2023-05-31T00:00:19,16.92,-9.75,27.41,33.96,21.40,336.86,30.70,1.53,1.53,0.1789,35.0000,22.18,29.21,1009.97
2023-05-31T00:00:25,3.01,-6.66,11.58,23.22,21.41,336.67,30.70,1.61,1.61,0.1788,35.0000,22.17,29.21,1009.97
2023-05-31T00:00:30,13.44,-3.94,2.54,44.71,21.45,336.39,30.71,1.68,1.68,0.1789,35.0000,22.18,29.21,1009.97
2023-05-31T00:00:36,12.57,-7.04,20.63,28.31,21.41,336.90,30.71,1.59,1.59,0.1789,35.0000,22.18,29.20,1009.94
2023-05-31T00:00:41,16.05,-9.37,-17.81,33.96,21.41,337.27,30.71,1.62,1.62,0.1789,35.0000,22.18,29.21,1009.98
2023-05-31T00:00:47,23.00,-11.69,7.06,50.36,21.40,337.30,30.70,1.69,1.69,0.1789,35.0000,22.17,29.20,1009.95
2023-05-31T00:00:52,16.05,-1.23,27.41,33.96,21.40,337.50,30.70,1.72,1.72,0.1790,35.0000,22.17,29.21,1010.03
2023-05-31T00:00:58,23.00,-11.30,13.84,33.40,21.38,337.39,30.70,1.80,1.80,0.1790,35.0000,22.17,29.20,1009.96
2023-05-31T00:01:04,22.13,-2.01,29.67,33.96,21.41,337.58,30.68,1.84,1.84,0.1789,35.0000,22.18,29.20,1010.01
2023-05-31T00:01:09,26.48,-5.49,18.37,28.88,21.40,336.69,30.71,1.78,1.78,0.1789,35.0000,22.17,29.20,1009.99
2023-05-31T00:01:15,16.05,-0.46,22.89,28.31,21.41,336.48,30.70,1.76,1.76,0.1789,35.0000,22.17,29.20,1009.99
2023-05-31T00:01:20,13.44,-5.11,27.41,39.62,21.46,336.86,30.71,1.67,1.67,0.1789,35.0000,22.18,29.21,1010.00
2023-05-31T00:01:26,20.40,-3.94,7.06,44.71,21.38,337.12,30.70,1.73,1.73,0.1788,35.0000,22.17,29.20,1010.01
2023-05-31T00:01:31,22.13,-3.56,18.37,23.22,21.41,337.33,30.68,1.75,1.75,0.1789,35.0000,22.18,29.20,1010.00
2023-05-31T00:01:37,5.62,-4.33,9.32,28.31,21.45,337.53,30.71,1.97,1.97,0.1788,35.0000,22.17,29.20,1009.98
2023-05-31T00:01:43,24.74,-3.94,43.24,55.45,21.40,337.71,30.70,1.93,1.93,0.1789,35.0000,22.17,29.20,1009.99
2023-05-31T00:01:48,23.00,-4.33,20.63,44.71,21.37,338.57,30.68,1.87,1.87,0.1789,35.0000,22.17,29.20,1010.00
2023-05-31T00:01:54,23.87,-0.46,4.80,22.66,21.38,338.94,30.68,1.78,1.78,0.1790,35.0000,22.17,29.20,1010.01
2023-05-31T00:01:59,13.44,-3.94,-4.24,44.71,21.38,339.63,30.70,1.68,1.68,0.1789,35.0000,22.17,29.20,1009.97
2023-05-31T00:02:05,16.92,-2.39,16.11,28.31,21.41,339.79,30.70,1.53,1.53,0.1790,35.0000,22.17,29.20,1009.97
2023-05-31T00:02:10,17.79,-3.17,13.84,33.96,21.41,339.74,30.70,1.50,1.50,0.1788,35.0000,22.17,29.20,1009.97
2023-05-31T00:02:16,24.74,-12.47,20.63,17.57,21.35,339.72,30.68,1.46,1.46,0.1790,35.0000,22.17,29.20,1010.00
2023-05-31T00:02:22,24.74,-6.27,7.06,33.96,21.40,339.54,30.71,1.46,1.46,0.1789,35.0000,22.17,29.20,1010.01
2023-05-31T00:02:27,23.00,-9.75,4.80,23.22,21.40,339.16,30.70,1.47,1.47,0.1789,35.0000,22.17,29.20,1009.99
2023-05-31T00:02:33,23.87,-5.88,34.19,50.36,21.38,338.70,30.70,1.44,1.44,0.1789,35.0000,22.16,29.20,1009.99
2023-05-31T00:02:38,26.48,-7.43,2.54,22.66,21.41,339.03,30.70,1.54,1.54,0.1789,35.0000,22.17,29.20,1009.99
2023-05-31T00:02:44,4.75,-9.37,56.81,39.05,21.43,338.43,30.70,1.64,1.64,0.1790,35.0000,22.17,29.20,1009.99
2023-05-31T00:02:49,23.87,-10.53,9.32,28.31,21.40,338.59,30.70,1.80,1.80,0.1789,35.0000,22.17,29.19,1010.02
2023-05-31T00:02:55,14.31,-13.24,-4.24,22.66,21.37,338.65,30.70,1.90,1.90,0.1789,35.0000,22.16,29.20,1010.01
2023-05-31T00:03:01,22.13,-7.43,2.54,39.62,21.45,338.48,30.70,1.96,1.96,0.1790,35.0000,22.17,29.19,1009.96
2023-05-31T00:03:06,9.97,-2.78,18.37,44.71,21.40,338.67,30.68,2.13,2.14,0.1789,35.0000,22.16,29.19,1009.98
2023-05-31T00:03:12,18.66,-6.66,9.32,50.36,21.40,338.67,30.68,2.01,2.02,0.1790,35.0000,22.16,29.19,1009.97
2023-05-31T00:03:17,11.71,-10.92,4.80,39.05,21.40,338.85,30.70,1.82,1.83,0.1789,35.0000,22.16,29.20,1009.98
2023-05-31T00:03:23,24.74,-8.20,18.37,33.96,21.38,338.82,30.70,1.90,1.91,0.1789,35.0000,22.16,29.19,1009.98
2023-05-31T00:03:28,23.00,-5.49,11.58,28.31,21.43,338.66,30.70,2.01,2.01,0.1790,35.0000,22.16,29.19,1010.01
2023-05-31T00:03:34,20.40,-4.33,38.72,39.62,21.37,338.78,30.71,1.94,1.95,0.1790,35.0000,22.16,29.19,1009.97
2023-05-31T00:03:40,22.13,-5.49,18.37,33.40,21.40,338.15,30.70,1.89,1.90,0.1790,35.0000,22.16,29.19,1009.98
2023-05-31T00:03:45,3.01,-2.01,36.46,39.62,21.37,338.55,30.68,1.76,1.77,0.1789,35.0000,22.16,29.19,1010.01
2023-05-31T00:03:51,21.26,-10.14,16.11,39.05,21.40,338.60,30.68,1.68,1.69,0.1789,35.0000,22.16,29.19,1010.00
2023-05-31T00:03:56,9.10,-11.69,2.54,39.05,21.40,338.99,30.70,1.59,1.60,0.1789,35.0000,22.16,29.19,1010.03
2023-05-31T00:04:02,23.87,-9.37,27.41,33.40,21.41,339.02,30.67,1.54,1.55,0.1789,35.0000,22.16,29.19,1010.04
2023-05-31T00:04:08,22.13,-9.37,13.84,33.96,21.37,339.26,30.67,1.76,1.77,0.1788,35.0000,22.16,29.19,1010.00
2023-05-31T00:04:13,22.13,-6.27,7.06,22.66,21.35,338.97,30.67,1.88,1.89,0.1788,35.0000,22.16,29.19,1010.03
2023-05-31T00:04:19,22.13,-4.33,13.84,44.71,21.40,339.23,30.67,1.87,1.89,0.1789,35.0000,22.16,29.19,1010.02
2023-05-31T00:04:24,26.48,-10.14,20.63,39.05,21.40,339.20,30.70,1.88,1.89,0.1789,35.0000,22.15,29.19,1010.02
2023-05-31T00:04:30,20.40,-0.46,9.32,33.40,21.37,338.96,30.71,1.84,1.85,0.1789,35.0000,22.15,29.19,1010.02
2023-05-31T00:04:35,19.53,-8.59,-8.77,44.71,21.37,338.91,30.70,1.69,1.71,0.1789,35.0000,22.15,29.19,1010.01
2023-05-31T00:04:41,22.13,-12.47,20.63,28.31,21.40,338.68,30.68,1.70,1.72,0.1789,35.0000,22.16,29.19,1010.00
2023-05-31T00:04:47,22.13,-8.59,9.32,33.96,21.40,339.31,30.68,1.72,1.74,0.1789,35.0000,22.16,29.19,1010.01
2023-05-31T00:04:52,13.44,-6.66,27.41,23.22,21.41,339.18,30.67,1.71,1.73,0.1789,35.0000,22.15,29.19,1010.01
2023-05-31T00:04:58,20.40,-4.72,45.50,23.22,21.37,339.63,30.71,1.67,1.69,0.1789,35.0000,22.15,29.19,1010.04
2023-05-31T00:05:03,21.26,-10.14,4.80,39.62,21.41,338.80,30.66,1.44,1.46,0.1789,35.0000,22.15,29.19,1010.03
2023-05-31T00:05:09,15.18,-9.75,25.15,23.22,21.38,339.43,30.68,1.37,1.39,0.1789,35.0000,22.16,29.19,1010.03
2023-05-31T00:05:14,22.13,-6.66,16.11,39.05,21.37,340.00,30.70,1.52,1.54,0.1790,35.0000,22.14,29.19,1010.03
2023-05-31T00:05:20,13.44,-3.17,34.19,33.96,21.37,340.17,30.68,1.58,1.60,0.1789,35.0000,22.14,29.19,1010.05
2023-05-31T00:05:26,4.75,-7.82,40.98,44.71,21.43,340.14,30.71,1.61,1.63,0.1789,35.0000,22.14,29.19,1010.02
2023-05-31T00:05:31,17.79,-0.84,47.76,22.66,21.37,340.19,30.70,1.74,1.77,0.1789,35.0000,22.14,29.19,1010.01
2023-05-31T00:05:37,26.48,-7.43,13.84,11.92,21.38,339.51,30.70,1.80,1.82,0.1790,35.0000,22.15,29.18,1010.03
2023-05-31T00:05:42,12.57,-12.08,25.15,39.05,21.33,339.84,30.68,1.81,1.84,0.1790,35.0000,22.14,29.18,1010.03
2023-05-31T00:05:48,17.79,-7.04,7.06,49.79,21.32,339.86,30.67,1.71,1.74,0.1789,35.0000,22.15,29.18,1010.02
2023-05-31T00:05:53,18.66,-1.62,2.54,44.71,21.35,340.12,30.67,1.62,1.64,0.1789,35.0000,22.14,29.19,1010.02
2023-05-31T00:05:59,29.96,-3.56,22.89,44.71,21.35,339.95,30.68,1.58,1.60,0.1789,35.0000,22.14,29.18,1009.99
2023-05-31T00:06:05,20.40,-11.69,34.19,28.88,21.40,339.74,30.68,1.62,1.64,0.1790,35.0000,22.15,29.18,1010.04
2023-05-31T00:06:10,11.71,-3.94,9.32,23.22,21.37,339.66,30.70,1.77,1.80,0.1789,35.0000,22.14,29.19,1010.07
2023-05-31T00:06:16,4.75,-6.27,20.63,39.62,21.35,340.31,30.66,1.89,1.91,0.1789,35.0000,22.14,29.19,1010.02
2023-05-31T00:06:21,16.92,-7.43,13.84,39.62,21.35,339.49,30.68,1.72,1.74,0.1789,35.0000,22.14,29.18,1010.00
