timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-09T00:00:01,19.27,35.61,4922.80,5537.64,33.11,63.83,66.88,944.54,22.78,1669.45,0.68,0.81,0.4437,999.8248,27.0000,77.90,21.04,981.96
2024-02-09T00:00:06,6.12,11.31,4990.09,5613.27,15.90,30.65,66.84,944.53,22.78,1669.40,0.72,0.86,0.4437,999.9030,27.0000,77.87,21.04,981.95
2024-02-09T00:00:11,24.44,45.16,4966.06,5586.23,22.72,43.80,66.86,945.04,22.77,1670.30,0.69,0.82,0.4440,1000.4969,27.0000,77.86,21.04,981.95
2024-02-09T00:00:16,19.74,36.47,4973.27,5594.27,22.72,43.80,66.84,944.93,22.78,1670.10,0.65,0.78,0.4442,1000.8400,27.0000,77.85,21.05,981.97
2024-02-09T00:00:21,19.74,36.47,4987.69,5610.41,25.97,50.06,66.86,944.67,22.78,1669.60,0.55,0.65,0.4443,1001.1601,27.0000,77.84,21.05,981.95
2024-02-09T00:00:26,6.12,11.31,4956.44,5575.27,19.48,37.55,66.85,943.75,22.78,1667.98,0.56,0.67,0.4442,1000.9897,27.0000,77.83,21.05,981.96
2024-02-09T00:00:31,1.90,3.51,4997.31,5621.13,9.08,17.50,66.80,944.87,22.77,1669.94,0.65,0.78,0.4442,1000.9097,27.0000,77.81,21.05,981.94
2024-02-09T00:00:36,19.74,36.47,4968.46,5588.47,15.90,30.65,66.81,944.70,22.75,1669.57,0.65,0.78,0.4440,1000.4048,27.0000,77.81,21.06,981.94
2024-02-09T00:00:41,6.12,11.31,4985.29,5607.60,9.73,18.76,66.83,944.15,22.78,1668.65,0.65,0.77,0.4438,1000.0735,27.0000,77.82,21.05,981.94
2024-02-09T00:00:46,10.82,19.99,4958.85,5577.73,19.48,37.55,66.86,944.30,22.78,1668.87,0.60,0.72,0.4442,1000.9225,27.0000,77.80,21.06,981.95
2024-02-09T00:00:51,15.52,28.68,4999.71,5623.88,25.97,50.06,66.83,944.21,22.78,1668.78,0.60,0.72,0.4442,1000.8252,27.0000,77.77,21.06,981.98
2024-02-09T00:00:56,15.52,28.67,4961.25,5580.30,12.33,23.77,66.82,943.50,22.75,1667.42,0.59,0.71,0.4441,1000.6217,27.0000,77.74,21.07,981.96
2024-02-09T00:01:01,6.59,12.18,5016.53,5642.47,12.33,23.77,66.80,943.28,22.77,1667.03,0.56,0.68,0.4440,1000.3055,27.0000,77.72,21.07,981.96
2024-02-09T00:01:06,15.52,28.68,4958.85,5577.86,12.66,24.40,66.80,942.93,22.78,1666.49,0.54,0.64,0.4436,999.6399,27.0000,77.69,21.06,981.97
2024-02-09T00:01:11,10.82,19.99,4975.67,5596.57,12.66,24.40,66.80,943.38,22.77,1667.24,0.57,0.68,0.4433,998.7326,27.0000,77.66,21.07,981.97
2024-02-09T00:01:16,1.90,3.51,4932.41,5547.80,25.97,50.06,66.80,942.93,22.77,1666.41,0.58,0.69,0.4435,999.3751,27.0000,77.64,21.07,981.95
2024-02-09T00:01:21,10.82,19.99,4956.44,5574.90,25.97,50.06,66.78,942.80,22.78,1666.19,0.51,0.61,0.4441,1000.5531,27.0000,77.61,21.07,981.96
2024-02-09T00:01:26,19.74,36.47,4978.08,5599.32,22.72,43.79,66.76,942.84,22.78,1666.29,0.58,0.69,0.4441,1000.6153,27.0000,77.62,21.07,981.97
2024-02-09T00:01:31,24.44,45.16,4982.88,5604.70,25.97,50.06,66.72,943.80,22.78,1667.97,0.64,0.77,0.4440,1000.3335,27.0000,77.60,21.07,981.97
2024-02-09T00:01:36,10.82,19.99,4973.27,5593.86,12.66,24.40,66.77,943.05,22.77,1666.65,0.73,0.87,0.4435,999.3814,27.0000,77.61,21.07,981.96
2024-02-09T00:01:41,6.59,12.18,4987.69,5610.05,12.66,24.40,66.75,943.62,22.77,1667.64,0.72,0.86,0.4439,1000.1752,27.0000,77.62,21.08,981.99
2024-02-09T00:01:46,11.29,20.86,4949.23,5566.70,19.15,36.91,66.74,943.05,22.80,1666.61,0.66,0.79,0.4442,1000.9002,27.0000,77.61,21.08,981.98
2024-02-09T00:01:51,10.82,19.99,4975.67,5596.49,12.33,23.77,66.79,943.00,22.80,1666.53,0.58,0.69,0.4442,1000.9460,27.0000,77.61,21.08,981.99
2024-02-09T00:01:56,15.52,28.67,4999.71,5623.22,25.97,50.05,66.82,943.35,22.80,1667.05,0.54,0.65,0.4439,1000.0333,27.0000,77.61,21.08,981.93
2024-02-09T00:02:01,1.90,3.51,5006.92,5631.41,22.72,43.79,66.83,943.20,22.78,1666.82,0.54,0.65,0.4445,1001.4254,27.0000,77.62,21.09,981.98
2024-02-09T00:02:06,19.74,36.47,4990.09,5612.49,19.48,37.55,66.80,943.06,22.75,1666.57,0.56,0.67,0.4440,1000.3067,27.0000,77.61,21.09,981.98
2024-02-09T00:02:11,10.82,19.99,4994.90,5617.86,22.72,43.79,66.89,942.54,22.78,1665.65,0.53,0.64,0.4442,1000.7687,27.0000,77.60,21.10,982.01
2024-02-09T00:02:16,15.05,27.80,4939.62,5555.64,19.48,37.55,66.86,942.36,22.78,1665.31,0.51,0.61,0.4438,999.9848,27.0000,77.59,21.09,981.97
2024-02-09T00:02:21,29.13,53.81,4994.90,5617.45,25.97,50.05,66.85,942.84,22.75,1666.05,0.51,0.61,0.4443,1000.8591,27.0000,77.60,21.10,981.94
2024-02-09T00:02:26,10.82,19.99,4982.88,5604.13,22.72,43.79,66.84,943.84,22.77,1667.89,0.50,0.60,0.4445,1001.5428,27.0000,77.62,21.10,981.97
2024-02-09T00:02:31,6.12,11.31,4966.06,5585.02,19.48,37.54,66.85,944.84,22.77,1669.58,0.47,0.57,0.4442,1000.7905,27.0000,77.61,21.11,981.97
2024-02-09T00:02:36,6.59,12.17,4982.88,5604.02,19.48,37.54,66.84,945.88,22.78,1671.46,0.47,0.56,0.4440,1000.3215,27.0000,77.57,21.11,981.98
2024-02-09T00:02:41,10.82,19.99,4992.50,5614.69,2.59,4.99,66.80,945.26,22.80,1670.31,0.46,0.55,0.4443,1000.9769,27.0000,77.56,21.11,981.96
2024-02-09T00:02:46,10.82,19.99,4992.50,5614.68,25.97,50.05,66.82,944.98,22.80,1669.81,0.46,0.55,0.4446,1001.5173,27.0000,77.53,21.12,981.99
2024-02-09T00:02:51,19.74,36.47,4958.85,5576.77,22.72,43.79,66.80,945.87,22.78,1671.36,0.40,0.48,0.4443,1000.8786,27.0000,77.51,21.12,981.98
2024-02-09T00:02:56,1.90,3.51,4951.64,5568.81,19.48,37.54,66.79,946.74,22.80,1672.95,0.32,0.38,0.4439,999.9804,27.0000,77.46,21.12,982.00
2024-02-09T00:03:01,11.29,20.86,4990.09,5611.69,22.72,43.78,66.73,946.16,22.80,1671.82,0.29,0.34,0.4438,999.8094,27.0000,77.44,21.13,981.97
2024-02-09T00:03:06,15.52,28.67,4963.66,5581.87,19.48,37.54,66.75,946.75,22.80,1672.83,0.31,0.37,0.4439,999.9717,27.0000,77.44,21.13,981.96
2024-02-09T00:03:11,10.82,19.99,4951.64,5568.34,19.48,37.54,66.75,946.81,22.81,1672.93,0.33,0.40,0.4440,1000.0904,27.0000,77.44,21.13,981.96
2024-02-09T00:03:16,6.12,11.30,4963.66,5581.87,19.15,36.90,66.72,947.36,22.83,1673.91,0.34,0.40,0.4443,1000.9223,27.0000,77.44,21.13,981.96
2024-02-09T00:03:21,6.12,11.30,4927.60,5541.14,-0.33,-0.64,66.75,947.57,22.81,1674.22,0.34,0.40,0.4440,1000.1719,27.0000,77.42,21.14,981.96
2024-02-09T00:03:26,10.82,19.99,4970.87,5589.65,25.97,50.04,66.69,948.12,22.81,1675.16,0.32,0.38,0.4442,1000.6958,27.0000,77.38,21.15,981.97
2024-02-09T00:03:31,10.35,19.12,4930.01,5543.61,23.37,45.03,66.68,948.58,22.83,1675.94,0.28,0.34,0.4440,1000.1448,27.0000,77.35,21.15,981.95
2024-02-09T00:03:36,23.97,44.27,4934.81,5548.90,23.05,44.42,66.65,948.64,22.80,1676.02,0.28,0.33,0.4445,1001.2284,27.0000,77.31,21.15,981.93
2024-02-09T00:03:41,23.97,44.28,4896.36,5505.94,26.62,51.30,66.70,949.55,22.81,1677.69,0.25,0.30,0.4441,1000.3589,27.0000,77.31,21.15,981.98
2024-02-09T00:03:46,23.97,44.27,4896.36,5505.73,29.87,57.56,66.71,949.05,22.80,1676.76,0.33,0.40,0.4445,1001.1735,27.0000,77.30,21.16,981.98
2024-02-09T00:03:51,19.27,35.59,4915.58,5527.35,23.37,45.03,66.68,949.14,22.81,1676.91,0.42,0.50,0.4444,1000.9391,27.0000,77.28,21.16,981.98
2024-02-09T00:03:56,10.35,19.12,4896.36,5505.65,33.44,64.44,66.63,949.10,22.80,1676.82,0.64,0.76,0.4444,1000.9023,27.0000,77.26,21.16,981.96
2024-02-09T00:04:01,23.97,44.27,4915.58,5527.06,29.87,57.55,66.67,949.36,22.80,1677.21,0.70,0.84,0.4441,1000.3619,27.0000,77.24,21.17,981.96
2024-02-09T00:04:06,28.20,52.08,4925.20,5537.92,33.11,63.80,66.68,949.67,22.83,1677.78,0.72,0.86,0.4442,1000.6224,27.0000,77.22,21.17,981.97
2024-02-09T00:04:11,23.97,44.27,4922.80,5535.00,26.62,51.29,66.64,950.37,22.81,1678.95,0.78,0.93,0.4443,1000.6266,27.0000,77.22,21.17,981.93
2024-02-09T00:04:16,19.27,35.59,4896.36,5505.14,23.37,45.03,66.69,949.68,22.83,1677.68,0.86,1.03,0.4444,1000.8057,27.0000,77.21,21.18,981.94
2024-02-09T00:04:21,10.35,19.11,4915.58,5526.63,26.62,51.29,66.65,949.99,22.83,1678.20,0.81,0.98,0.4445,1001.1039,27.0000,77.19,21.18,981.92
2024-02-09T00:04:26,19.27,35.59,4901.16,5510.44,23.37,45.03,66.68,949.29,22.83,1676.97,0.74,0.89,0.4444,1000.8526,27.0000,77.21,21.19,981.95
2024-02-09T00:04:31,15.05,27.79,4920.39,5531.98,26.62,51.29,66.71,949.26,22.83,1676.90,0.61,0.73,0.4444,1000.7770,27.0000,77.21,21.19,981.94
2024-02-09T00:04:36,10.35,19.11,4937.22,5550.67,26.62,51.29,66.69,948.86,22.84,1676.12,0.49,0.59,0.4446,1001.2131,27.0000,77.21,21.20,981.93
2024-02-09T00:04:41,10.35,19.11,4908.37,5518.32,33.11,63.79,66.71,949.32,22.83,1676.94,0.48,0.57,0.4446,1001.3643,27.0000,77.21,21.20,981.95
2024-02-09T00:04:46,19.27,35.59,4901.16,5510.08,26.62,51.29,66.66,949.12,22.87,1676.55,0.44,0.53,0.4447,1001.5702,27.0000,77.21,21.20,981.92
2024-02-09T00:04:51,19.27,35.59,4937.22,5550.49,33.44,64.42,66.67,949.10,22.84,1676.49,0.46,0.56,0.4448,1001.7381,27.0000,77.19,21.21,981.93
2024-02-09T00:04:56,28.20,52.07,4927.60,5539.57,33.11,63.79,66.69,948.88,22.83,1676.05,0.46,0.55,0.4446,1001.2375,27.0000,77.19,21.22,981.95
