timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-28T00:00:01,28.57,54.84,4905.97,5495.27,16.46,30.29,20.16,768.02,30.46,1351.68,0.28,0.34,2.6121,5861.0632,34.0000,21.27,29.36,1005.46
2024-02-28T00:00:06,41.56,79.77,5009.32,5610.87,12.70,23.37,20.10,767.82,30.46,1351.28,0.29,0.36,2.6121,5860.8909,34.0000,21.25,29.37,1005.46
2024-02-28T00:00:11,21.42,41.12,4954.04,5549.04,8.00,14.72,20.15,767.41,30.47,1350.60,0.27,0.34,2.6121,5860.9839,34.0000,21.23,29.36,1005.44
2024-02-28T00:00:16,34.41,66.05,4954.04,5549.03,3.31,6.09,20.13,767.57,30.46,1350.87,0.25,0.30,2.6121,5860.9694,34.0000,21.23,29.36,1005.44
2024-02-28T00:00:21,17.85,34.26,4946.83,5541.04,8.00,14.72,20.12,767.62,30.47,1350.99,0.26,0.32,2.6121,5861.0632,34.0000,21.20,29.36,1005.46
2024-02-28T00:00:26,27.59,52.96,4961.25,5556.92,12.70,23.37,20.08,768.82,30.44,1353.02,0.27,0.33,2.6121,5860.7735,34.0000,21.18,29.36,1005.41
2024-02-28T00:00:31,18.18,34.89,5018.94,5621.49,12.70,23.37,20.15,768.75,30.47,1352.88,0.34,0.42,2.6121,5860.7254,34.0000,21.22,29.37,1005.43
2024-02-28T00:00:36,27.92,53.59,4942.02,5535.66,12.70,23.37,20.18,768.93,30.46,1353.29,0.38,0.47,2.6121,5861.0737,34.0000,21.21,29.36,1005.46
2024-02-28T00:00:41,31.17,59.83,4980.48,5578.84,8.00,14.72,20.08,768.60,30.46,1352.73,0.37,0.46,2.6121,5861.1815,34.0000,21.24,29.36,1005.48
2024-02-28T00:00:46,14.93,28.66,4980.48,5578.71,31.01,57.06,20.16,769.01,30.47,1353.42,0.33,0.41,2.6121,5861.0419,34.0000,21.20,29.37,1005.49
2024-02-28T00:00:51,27.92,53.59,4968.46,5565.13,3.78,6.95,20.08,768.89,30.44,1353.18,0.33,0.41,2.6121,5860.9177,34.0000,21.19,29.37,1005.47
2024-02-28T00:00:56,18.18,34.90,4961.25,5557.00,8.00,14.72,20.13,768.97,30.44,1353.31,0.32,0.40,2.6121,5860.8574,34.0000,21.16,29.36,1005.42
2024-02-28T00:01:01,28.24,54.21,4990.09,5589.38,12.70,23.37,20.08,768.79,30.46,1353.00,0.27,0.33,2.6121,5860.9402,34.0000,21.16,29.36,1005.44
2024-02-28T00:01:06,27.92,53.59,4980.48,5578.57,-0.92,-1.69,20.07,769.40,30.46,1354.07,0.23,0.29,2.6121,5860.8909,34.0000,21.16,29.37,1005.46
2024-02-28T00:01:11,31.17,59.83,4973.27,5570.68,-0.92,-1.69,20.08,769.80,30.46,1354.82,0.31,0.38,2.6121,5861.0935,34.0000,21.15,29.36,1005.46
