timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-19T00:00:02,20.64,39.14,255.14,294.56,17.77,35.16,40.18,921.88,22.44,1672.31,0.3,770.5,28.0,0.89,0.89,0.1785,412.7222,29.0000,48.18,20.71,1006.69
2024-03-19T00:00:08,11.32,21.47,280.58,323.93,33.26,65.80,40.12,921.51,22.41,1671.62,0.3,768.8,28.0,1.03,1.03,0.1784,412.6853,28.0000,48.18,20.71,1006.68
2024-03-19T00:00:13,15.52,29.43,280.58,323.92,29.66,58.68,40.14,921.93,22.41,1672.30,0.3,768.4,28.0,1.05,1.05,0.1784,412.6817,28.0000,48.18,20.72,1006.67
2024-03-19T00:00:18,24.84,47.11,264.39,305.23,26.06,51.56,40.15,921.77,22.41,1672.01,0.3,772.6,28.0,0.99,0.99,0.1784,412.6215,29.0000,48.19,20.72,1006.67
2024-03-19T00:00:24,29.03,55.05,262.08,302.58,36.86,72.93,40.17,921.37,22.43,1671.39,0.3,769.3,28.0,0.90,0.90,0.1784,412.6431,28.0000,48.19,20.71,1006.70
2024-03-19T00:00:29,20.64,39.14,275.95,318.59,33.26,65.80,40.17,920.62,22.43,1670.01,0.3,772.2,28.0,0.83,0.83,0.1784,412.5942,29.0000,48.18,20.71,1006.68
2024-03-19T00:00:34,20.18,38.27,287.52,331.95,33.26,65.80,40.13,920.78,22.43,1670.33,0.3,769.1,28.0,0.78,0.78,0.1785,412.7256,28.0000,48.19,20.71,1006.71
2024-03-19T00:00:40,24.84,47.11,285.20,329.27,29.66,58.68,40.13,920.73,22.41,1670.23,0.3,771.6,28.0,0.70,0.70,0.1785,412.7552,29.0000,48.18,20.71,1006.69
2024-03-19T00:00:45,29.03,55.05,312.95,361.30,22.09,43.70,40.14,920.72,22.41,1670.16,0.3,769.0,28.0,0.72,0.72,0.1784,412.6670,28.0000,48.18,20.72,1006.70
2024-03-19T00:00:50,29.03,55.05,296.77,342.62,22.09,43.70,40.15,921.02,22.43,1670.70,0.3,768.6,28.0,0.69,0.69,0.1785,412.7969,29.0000,48.18,20.72,1006.70
2024-03-19T00:00:56,20.18,38.27,282.89,326.59,29.66,58.68,40.14,920.90,22.41,1670.45,0.3,768.7,28.0,0.81,0.81,0.1784,412.6022,29.0000,48.18,20.72,1006.68
2024-03-19T00:01:01,15.98,30.31,275.95,318.59,22.09,43.70,40.19,920.68,22.44,1670.14,0.3,772.1,28.0,1.01,1.01,0.1784,412.6737,28.0000,48.18,20.72,1006.73
2024-03-19T00:01:06,29.03,55.05,262.08,302.57,33.26,65.80,40.17,920.16,22.43,1669.11,0.3,770.9,28.0,1.05,1.05,0.1784,412.6229,29.0000,48.18,20.72,1006.69
2024-03-19T00:01:12,15.98,30.30,287.52,331.94,33.26,65.80,40.17,920.55,22.45,1669.85,0.3,772.8,28.0,0.99,0.99,0.1784,412.5318,28.0000,48.19,20.72,1006.71
2024-03-19T00:01:17,33.69,63.89,275.95,318.58,33.26,65.80,40.16,920.59,22.44,1669.93,0.3,769.7,28.0,0.88,0.88,0.1784,412.6015,29.0000,48.18,20.72,1006.71
2024-03-19T00:01:22,20.18,38.27,257.45,297.23,25.70,50.85,40.18,919.91,22.43,1668.71,0.3,769.7,28.0,0.82,0.82,0.1785,412.7121,28.0000,48.18,20.71,1006.68
