timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-20T00:00:02,65.06,128.28,100.07,115.14,52.94,100.05,21.33,498.17,23.35,900.59,2.69,2.69,0.1048,241.5554,27.0000,23.72,21.98,1007.58
2024-03-20T00:00:07,47.38,93.42,132.07,151.96,35.30,66.72,21.36,497.91,23.33,900.14,2.72,2.72,0.1047,241.2238,27.0000,23.72,21.98,1007.61
2024-03-20T00:00:12,57.86,114.09,117.30,134.97,39.59,74.83,21.30,498.19,23.35,900.69,2.79,2.79,0.1047,241.2769,27.0000,23.72,21.97,1007.62
2024-03-20T00:00:17,47.71,94.07,107.46,123.64,62.96,118.99,21.36,498.14,23.33,900.56,2.79,2.79,0.1048,241.5544,27.0000,23.71,21.98,1007.60
2024-03-20T00:00:22,50.98,100.52,119.77,137.81,39.59,74.82,21.35,498.02,23.36,900.33,2.81,2.81,0.1048,241.6320,27.0000,23.74,21.98,1007.60
2024-03-20T00:00:27,40.51,79.88,114.84,132.14,39.59,74.83,21.36,497.90,23.35,900.14,2.68,2.68,0.1049,241.8616,27.0000,23.76,21.98,1007.61
2024-03-20T00:00:32,47.71,94.08,146.84,168.96,48.65,91.95,21.41,497.31,23.35,899.10,2.65,2.65,0.1048,241.5564,27.0000,23.75,21.97,1007.62
2024-03-20T00:00:37,54.59,107.64,109.92,126.47,44.36,83.84,21.33,497.75,23.33,899.84,2.52,2.52,0.1048,241.5088,27.0000,23.73,21.98,1007.60
2024-03-20T00:00:42,61.13,120.53,122.23,140.64,35.30,66.72,21.30,497.41,23.38,899.25,2.45,2.45,0.1048,241.5314,27.0000,23.73,21.98,1007.61
2024-03-20T00:00:47,51.31,101.17,107.46,123.64,30.53,57.70,21.30,497.52,23.38,899.44,2.26,2.26,0.1047,241.4266,27.0000,23.72,21.98,1007.60
2024-03-20T00:00:52,47.71,94.07,105.00,120.81,49.13,92.86,21.36,497.85,23.35,900.05,2.13,2.13,0.1047,241.3133,27.0000,23.71,21.98,1007.61
2024-03-20T00:00:57,57.86,114.09,109.92,126.48,44.36,83.85,21.32,497.29,23.35,899.09,2.09,2.09,0.1045,240.9543,27.0000,23.71,21.97,1007.64
