timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-01T00:00:03,16.22,29.79,3984.62,4455.88,31.34,60.06,32.44,801.58,28.38,1408.41,0.82,0.93,2.2914,5132.9873,32.0000,35.34,27.01,996.00
2024-03-01T00:00:08,24.80,45.55,4097.86,4582.48,45.42,87.04,32.46,802.06,28.36,1409.25,0.76,0.87,2.2915,5133.1204,32.0000,35.31,27.01,995.99
2024-03-01T00:00:13,38.63,70.96,4038.78,4516.52,35.27,67.59,32.44,801.97,28.38,1409.13,0.75,0.85,2.2894,5128.5345,32.0000,35.34,27.01,996.01
2024-03-01T00:00:18,33.86,62.20,4036.32,4514.09,38.55,73.88,32.50,802.17,28.39,1409.59,0.67,0.76,2.2890,5128.0302,32.0000,35.34,27.00,996.05
2024-03-01T00:00:23,24.80,45.56,3984.62,4456.06,38.87,74.49,32.48,802.20,28.39,1409.56,0.68,0.77,2.2891,5128.0075,32.0000,35.39,27.00,996.00
2024-03-01T00:00:28,15.74,28.91,4043.71,4522.15,35.27,67.59,32.50,801.65,28.38,1408.60,0.73,0.83,2.2892,5128.4023,32.0000,35.37,27.00,996.01
2024-03-01T00:00:33,15.26,28.03,4070.78,4552.68,35.27,67.60,32.51,801.29,28.38,1408.05,0.68,0.77,2.2853,5119.9714,32.0000,35.36,26.97,995.96
2024-03-01T00:00:38,24.80,45.56,4021.55,4497.61,7.12,13.65,32.50,801.05,28.36,1407.62,0.69,0.79,2.2868,5123.1983,32.0000,35.35,26.98,995.99
2024-03-01T00:00:43,33.86,62.20,4016.63,4492.20,42.15,80.78,32.50,799.69,28.35,1405.27,0.71,0.80,2.2864,5122.3322,32.0000,35.36,26.97,995.98
2024-03-01T00:00:48,24.80,45.56,4063.40,4544.60,38.87,74.50,32.50,799.66,28.33,1405.24,0.72,0.81,2.2912,5133.2492,32.0000,35.36,26.97,996.00
