timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-18T00:00:02,37.22,73.55,118.70,136.87,28.57,54.11,37.60,486.01,26.19,880.51,0.3,758.1,31.0,0.46,0.46,0.1896,437.8864,32.0000,48.74,24.35,1017.87
2023-12-18T00:00:07,10.21,20.17,155.70,179.53,11.79,22.33,37.57,485.79,26.17,880.12,0.3,758.0,31.0,0.44,0.44,0.1896,437.9326,32.0000,48.74,24.35,1017.89
2023-12-18T00:00:12,29.66,58.61,153.39,176.86,33.69,63.81,37.57,486.03,26.16,880.53,0.3,756.0,31.0,0.48,0.48,0.1896,437.8816,32.0000,48.74,24.35,1017.85
2023-12-18T00:00:18,41.18,81.37,132.58,152.87,33.23,62.94,37.55,485.98,26.17,880.43,0.3,757.1,31.0,0.45,0.45,0.1896,438.0116,32.0000,48.74,24.35,1017.85
2023-12-18T00:00:23,33.26,65.72,137.20,158.20,11.32,21.44,37.59,485.99,26.16,880.47,0.3,756.0,31.0,0.43,0.43,0.1896,437.8904,32.0000,48.74,24.35,1017.86
2023-12-18T00:00:28,29.66,58.61,151.08,174.20,33.69,63.81,37.57,486.17,26.16,880.80,0.3,757.7,31.0,0.44,0.44,0.1896,437.8919,32.0000,48.74,24.35,1017.87
2023-12-18T00:00:34,40.82,80.66,125.64,144.86,24.84,47.05,37.59,485.82,26.17,880.14,0.3,755.5,31.0,0.44,0.44,0.1896,437.9459,32.0000,48.74,24.35,1017.83
2023-12-18T00:00:39,29.66,58.60,144.14,166.19,20.18,38.22,37.64,485.47,26.16,879.49,0.3,756.6,31.0,0.47,0.47,0.1896,438.0052,32.0000,48.74,24.35,1017.82
2023-12-18T00:00:44,33.26,65.72,130.27,150.21,20.18,38.22,37.60,485.46,26.16,879.51,0.3,759.1,31.0,0.57,0.57,0.1897,438.1344,32.0000,48.74,24.35,1017.86
2023-12-18T00:00:50,36.86,72.83,139.52,160.87,24.37,46.16,37.63,485.74,26.15,880.01,0.3,755.1,31.0,0.69,0.69,0.1897,438.1239,32.0000,48.75,24.35,1017.87
