timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-01-07T00:00:02,41.18,81.06,-285.98,-328.48,24.37,45.98,41.28,732.07,22.50,1321.20,3.6,8223.6,28.0,1.88,1.88,2.3606,5431.6601,29.0000,52.40,20.68,1001.45
2024-01-07T00:00:07,14.17,27.89,-228.17,-262.08,20.64,38.94,41.25,732.05,22.48,1321.17,3.6,8220.8,28.0,1.85,1.85,2.3606,5431.6438,28.0000,52.39,20.68,1001.45
2024-01-07T00:00:13,40.46,79.64,-253.61,-291.30,29.03,54.77,41.25,733.03,22.50,1322.91,3.6,8219.3,28.0,1.70,1.70,2.3606,5431.5766,29.0000,52.40,20.69,1001.47
2024-01-07T00:00:18,33.26,65.46,-253.61,-291.28,20.18,38.07,41.28,732.76,22.50,1322.36,3.6,8212.9,28.0,1.66,1.66,2.3606,5431.2875,28.0000,52.39,20.69,1001.42
2024-01-07T00:00:23,37.58,73.97,-295.23,-339.10,24.37,45.98,41.25,732.71,22.48,1322.34,3.6,8212.2,28.0,1.68,1.68,2.3606,5431.5684,29.0000,52.39,20.68,1001.43
2024-01-07T00:00:29,37.58,73.97,-267.48,-307.23,29.03,54.77,41.27,732.43,22.50,1321.81,3.6,8212.5,28.0,1.80,1.80,2.3606,5431.4871,28.0000,52.39,20.69,1001.45
2024-01-07T00:00:34,36.86,72.55,-267.48,-307.23,33.69,63.56,41.32,732.46,22.50,1321.88,3.6,8212.8,28.0,1.77,1.77,2.3606,5431.5397,28.0000,52.39,20.69,1001.46
2024-01-07T00:00:39,29.66,58.38,-283.67,-325.83,29.03,54.77,41.29,732.02,22.48,1321.09,3.6,8208.2,28.0,1.74,1.74,2.3606,5431.5939,28.0000,52.39,20.68,1001.44
2024-01-07T00:00:45,33.26,65.47,-276.73,-317.86,33.69,63.57,41.26,731.59,22.48,1320.36,3.6,8211.2,28.0,1.73,1.73,2.3606,5431.7176,29.0000,52.38,20.69,1001.50
2024-01-07T00:00:50,29.66,58.38,-288.30,-331.15,29.03,54.77,41.29,730.68,22.50,1318.69,3.6,8214.6,28.0,1.70,1.70,2.3606,5431.6368,29.0000,52.39,20.68,1001.45
2024-01-07T00:00:55,25.70,50.59,-262.86,-301.93,24.84,46.87,41.25,730.27,22.48,1317.96,3.6,8217.4,28.0,1.73,1.73,2.3606,5431.6558,29.0000,52.40,20.69,1001.48
2024-01-07T00:01:01,29.30,57.67,-283.67,-325.82,29.03,54.77,41.30,730.73,22.48,1318.74,3.6,8215.1,28.0,1.71,1.71,2.3606,5431.4638,29.0000,52.38,20.69,1001.45
2024-01-07T00:01:06,25.70,50.59,-260.55,-299.28,20.18,38.08,41.25,730.67,22.50,1318.70,3.6,8206.8,28.0,1.70,1.70,2.3606,5431.7149,29.0000,52.39,20.68,1001.46
2024-01-07T00:01:11,29.66,58.38,-262.86,-301.92,24.84,46.87,41.27,730.71,22.52,1318.73,3.6,8200.5,28.0,1.70,1.70,2.3606,5431.5500,28.0000,52.38,20.69,1001.46
2024-01-07T00:01:17,29.66,58.38,-260.55,-299.26,33.69,63.56,41.24,730.92,22.51,1319.06,3.6,8199.9,28.0,1.82,1.82,2.3606,5431.3933,29.0000,52.38,20.69,1001.44
2024-01-07T00:01:22,18.13,35.69,-269.80,-309.90,24.84,46.87,41.27,730.76,22.52,1318.85,3.6,8202.2,28.0,1.90,1.90,2.3606,5431.6959,28.0000,52.38,20.68,1001.46
2024-01-07T00:01:27,33.26,65.47,-265.17,-304.58,20.18,38.07,41.28,730.99,22.48,1319.25,3.6,8203.0,28.0,1.89,1.89,2.3606,5431.5945,29.0000,52.38,20.69,1001.47
2024-01-07T00:01:33,33.26,65.47,-274.42,-315.20,29.50,55.66,41.24,731.22,22.50,1319.62,3.6,8205.6,28.0,1.83,1.83,2.3606,5431.4941,28.0000,52.38,20.68,1001.42
2024-01-07T00:01:38,40.46,79.64,-267.48,-307.22,24.84,46.87,41.24,731.33,22.50,1319.83,3.6,8203.2,28.0,1.84,1.84,2.3606,5431.4404,29.0000,52.37,20.69,1001.44
2024-01-07T00:01:44,33.26,65.47,-269.80,-309.89,29.03,54.77,41.25,731.25,22.47,1319.68,3.6,8205.3,28.0,1.90,1.90,2.3606,5431.5267,29.0000,52.38,20.68,1001.43
2024-01-07T00:01:49,40.82,80.35,-260.55,-299.26,29.03,54.77,41.25,731.41,22.50,1319.97,3.6,8208.5,28.0,2.06,2.06,2.3606,5431.4714,29.0000,52.39,20.69,1001.45
2024-01-07T00:01:54,33.26,65.47,-260.55,-299.27,24.84,46.87,41.28,731.75,22.48,1320.60,3.6,8207.5,28.0,2.05,2.05,2.3606,5431.5370,28.0000,52.39,20.68,1001.43
2024-01-07T00:02:00,33.26,65.47,-265.17,-304.57,20.18,38.07,41.25,731.80,22.50,1320.67,3.6,8203.6,28.0,2.05,2.05,2.3606,5431.4979,28.0000,52.40,20.69,1001.45
2024-01-07T00:02:05,29.66,58.38,-251.30,-288.64,11.32,21.36,41.28,731.20,22.47,1319.58,3.6,8204.2,28.0,1.97,1.97,2.3606,5431.4556,29.0000,52.39,20.69,1001.45
2024-01-07T00:02:10,29.66,58.38,-258.23,-296.60,29.50,55.66,41.26,731.44,22.47,1320.03,3.6,8202.5,28.0,1.76,1.76,2.3606,5431.5077,29.0000,52.39,20.69,1001.46
