timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-04-25T10:03:09,1133.63,2364.07,15409.75,291.73,28.07,354.41,21.21,0.00,0.00,0.8718,20.0000,29.02,20.10,996.22
2023-04-25T10:03:14,932.02,2336.18,15393.92,271.38,27.95,355.36,21.28,0.00,0.00,1.2671,20.0000,29.04,20.11,996.23
2023-04-25T10:03:20,792.10,2133.97,15412.01,251.03,27.91,355.78,21.35,0.00,0.00,1.0712,20.0000,29.04,20.12,996.21
2023-04-25T10:03:25,712.15,1977.47,15425.58,218.81,27.82,355.37,21.39,0.00,0.00,0.9954,20.0000,29.07,20.13,996.21
2023-04-25T10:03:31,646.97,1821.36,15427.84,219.94,27.76,355.46,21.42,0.00,0.00,0.9632,20.0000,29.08,20.14,996.24
2023-04-25T10:03:37,574.84,1673.38,15421.06,209.77,27.73,356.19,21.49,0.00,0.00,0.9406,21.0000,29.08,20.15,996.25
2023-04-25T10:03:42,534.00,1550.58,15405.23,199.59,27.71,355.07,21.52,0.00,0.00,0.9258,21.0000,29.11,20.15,996.29
2023-04-25T10:03:48,514.01,1433.60,15450.45,183.76,27.66,354.78,21.59,0.00,0.00,0.9120,21.0000,29.12,20.16,996.24
2023-04-25T10:03:53,461.87,1327.46,15400.71,178.68,27.60,354.50,21.63,0.00,0.00,0.9010,21.0000,29.15,20.17,996.21
2023-04-25T10:03:59,439.27,1233.33,15443.67,173.59,27.53,353.77,21.68,0.00,0.00,0.8930,21.0000,29.16,20.17,996.18
2023-04-25T10:04:04,423.63,1139.58,15421.06,174.15,27.57,353.40,21.72,0.00,0.00,0.8843,21.0000,29.18,20.18,996.22
2023-04-25T10:04:10,410.59,1059.78,15418.79,158.33,27.49,352.64,21.73,0.00,0.00,0.8786,21.0000,29.19,20.19,996.22
2023-04-25T10:04:16,387.13,979.98,15425.58,152.67,27.44,350.69,21.79,0.00,0.00,0.8716,22.0000,29.21,20.20,996.22
2023-04-25T10:04:21,364.54,908.32,15292.17,153.24,27.44,350.49,21.82,0.00,0.00,0.8654,22.0000,29.23,20.21,996.17
2023-04-25T10:04:27,341.94,844.40,11554.56,131.76,27.39,349.98,21.89,0.00,0.00,0.8602,22.0000,29.24,20.21,996.20
2023-04-25T10:04:32,345.42,781.65,9096.73,148.15,27.35,350.03,21.92,0.00,0.00,0.8546,22.0000,29.27,20.23,996.20
2023-04-25T10:04:38,323.69,727.42,7389.59,143.06,27.32,349.98,21.96,0.00,0.00,0.8490,22.0000,29.29,20.24,996.18
2023-04-25T10:04:44,317.61,678.22,6182.16,121.58,27.31,350.21,21.99,0.00,0.00,0.8443,22.0000,29.30,20.25,996.25
2023-04-25T10:04:49,311.52,625.92,5329.72,127.24,27.30,349.74,22.04,0.00,0.00,0.8396,22.0000,29.33,20.25,996.17
2023-04-25T10:04:55,291.54,589.51,4678.52,138.54,27.26,349.12,22.03,0.00,0.00,0.8358,22.0000,29.35,20.27,996.14
2023-04-25T10:05:00,284.58,540.70,4224.03,105.76,27.25,347.74,22.09,0.00,0.00,0.8312,22.0000,29.37,20.27,996.22
2023-04-25T10:05:06,284.58,515.14,3832.86,133.45,27.30,346.04,22.10,0.00,0.00,0.8268,22.0000,29.39,20.29,996.05
2023-04-25T10:05:11,254.17,474.07,3547.96,117.06,27.29,344.44,22.14,0.00,0.00,0.8252,22.0000,29.41,20.30,996.25
2023-04-25T10:05:17,263.73,439.60,3303.76,105.76,27.16,343.77,22.19,0.00,0.00,0.8199,22.0000,29.42,20.30,996.22
2023-04-25T10:05:23,251.56,414.42,3095.74,122.71,27.17,343.82,22.20,0.00,0.00,0.8161,23.0000,29.43,20.32,996.25
2023-04-25T10:06:59,174.22,272.25,1544.62,101.80,27.15,312.09,22.63,0.00,0.00,0.7627,23.0000,29.91,20.49,996.08
2023-04-25T10:07:05,180.30,235.07,1474.52,96.71,27.16,310.60,22.66,0.00,0.00,0.6708,23.0000,29.92,20.51,996.13
2023-04-25T10:07:11,182.91,226.54,1406.69,107.45,27.19,310.19,22.67,0.00,0.00,0.6637,24.0000,29.93,20.53,996.15
2023-04-25T10:07:16,165.53,208.34,1388.60,75.23,27.16,310.00,22.70,4.44,7.87,0.7345,24.0000,29.95,20.54,996.10
2023-04-25T10:07:22,168.13,187.03,1336.59,101.80,27.21,310.96,22.71,3.65,6.46,0.7247,24.0000,29.96,20.55,996.11
2023-04-25T10:07:27,164.66,171.15,1302.68,75.23,27.18,310.81,22.75,2.79,4.94,0.7117,24.0000,29.97,20.55,996.10
2023-04-25T10:07:33,165.53,154.10,1239.37,80.88,27.21,311.77,22.77,1.89,3.34,0.7025,24.0000,29.99,20.57,996.09
2023-04-25T10:07:38,157.70,145.58,1203.19,85.97,27.20,311.62,22.78,1.31,2.32,0.6940,24.0000,30.00,20.58,996.11
2023-04-25T10:07:44,166.39,133.19,1198.67,80.88,27.23,311.57,22.80,0.93,1.65,0.6884,24.0000,30.01,20.59,996.10
2023-04-25T10:07:50,158.57,125.83,1185.10,86.54,27.24,313.87,22.83,0.49,0.79,0.6815,24.0000,30.03,20.60,996.11
2023-04-25T10:07:55,155.97,117.69,1130.83,80.88,27.29,316.65,22.86,0.41,0.67,0.6759,24.0000,30.04,20.62,996.12
2023-04-25T10:08:01,147.28,109.17,1105.96,75.23,27.29,317.78,22.86,0.30,0.49,0.6614,24.0000,30.07,20.63,996.14
2023-04-25T10:08:06,143.80,99.10,1078.83,75.80,27.28,318.68,22.88,0.37,0.58,0.6603,24.0000,30.08,20.64,996.14
2023-04-25T10:08:12,151.62,96.39,1056.22,59.40,27.29,319.03,22.90,0.44,0.67,0.6548,24.0000,30.09,20.64,996.13
2023-04-25T10:08:17,149.88,86.70,1006.47,86.54,27.29,320.65,22.94,0.43,0.65,0.6534,24.0000,30.11,20.66,996.08
2023-04-25T10:08:23,155.97,83.99,992.91,70.14,27.25,321.59,22.95,0.17,0.17,0.6552,24.0000,30.12,20.67,996.05
2023-04-25T10:08:29,157.70,75.08,1001.95,54.31,27.21,323.34,22.95,0.15,0.15,0.6471,24.0000,30.13,20.69,996.11
2023-04-25T10:08:34,142.06,70.43,965.77,65.06,27.25,325.77,22.97,0.15,0.15,0.6405,24.0000,30.14,20.70,996.09
2023-04-25T10:08:40,135.11,69.27,956.73,70.71,27.23,327.61,22.99,0.15,0.15,0.6353,24.0000,30.16,20.71,996.07
2023-04-25T10:08:45,141.19,60.75,934.12,86.54,27.24,329.78,23.02,0.12,0.12,0.6313,24.0000,30.17,20.73,996.07
2023-04-25T10:08:51,122.94,62.68,913.77,59.40,27.26,332.36,23.05,0.11,0.11,0.6274,24.0000,30.18,20.74,996.07
