timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-15T00:00:03,22.46,43.56,169.58,191.94,20.64,38.37,38.66,512.02,28.37,910.58,0.4,881.8,33.0,0.72,0.72,0.2326,527.4928,34.0000,47.15,26.50,1006.38
2024-02-15T00:00:08,13.81,26.79,195.02,220.73,29.03,53.97,38.50,511.76,28.38,910.10,0.4,883.3,33.0,0.70,0.70,0.2325,527.0647,34.0000,47.14,26.51,1006.40
2024-02-15T00:00:13,22.09,42.85,185.77,210.27,33.69,62.64,38.44,511.58,28.35,909.83,0.4,882.7,33.0,0.70,0.70,0.2325,527.0858,34.0000,47.20,26.50,1006.41
2024-02-15T00:00:19,21.73,42.15,199.64,225.97,33.69,62.64,38.56,511.75,28.38,910.12,0.4,882.1,33.0,0.69,0.69,0.2324,527.0323,34.0000,47.29,26.49,1006.38
2024-02-15T00:00:24,30.02,58.23,169.58,191.94,20.18,37.52,38.45,512.28,28.38,911.06,0.4,883.8,33.0,0.68,0.68,0.2326,527.4019,34.0000,47.11,26.50,1006.40
2024-02-15T00:00:29,21.73,42.15,178.83,202.41,33.69,62.64,38.32,512.06,28.34,910.64,0.4,882.9,33.0,0.67,0.67,0.2326,527.4408,34.0000,47.01,26.50,1006.38
2024-02-15T00:00:35,14.53,28.18,174.20,197.17,24.84,46.18,38.36,511.95,28.37,910.47,0.4,881.9,33.0,0.61,0.61,0.2326,527.3440,34.0000,47.01,26.50,1006.41
2024-02-15T00:00:40,18.13,35.17,183.45,207.64,24.84,46.18,38.32,511.69,28.35,910.00,0.4,884.2,33.0,0.59,0.59,0.2326,527.3568,34.0000,47.05,26.50,1006.39
2024-02-15T00:00:45,22.09,42.85,176.52,199.80,24.84,46.18,38.37,511.75,28.37,910.11,0.4,884.1,33.0,0.52,0.52,0.2326,527.4627,34.0000,47.09,26.51,1006.42
2024-02-15T00:00:51,21.73,42.15,171.89,194.56,20.18,37.52,38.54,511.61,28.37,909.89,0.4,882.3,33.0,0.44,0.44,0.2334,529.1521,34.0000,47.16,26.51,1006.45
2024-02-15T00:00:56,22.09,42.85,185.77,210.27,24.84,46.18,38.66,511.33,28.39,909.39,0.4,881.3,33.0,0.37,0.37,0.2327,527.6920,34.0000,47.23,26.50,1006.42
2024-02-15T00:01:01,18.13,35.17,181.14,205.04,15.98,29.71,38.80,511.29,28.35,909.33,0.4,882.1,33.0,0.38,0.38,0.2329,528.0168,34.0000,47.28,26.50,1006.45
2024-02-15T00:01:07,22.09,42.85,176.52,199.80,24.84,46.18,38.71,511.48,28.38,909.66,0.4,882.4,33.0,0.47,0.47,0.2327,527.6785,34.0000,47.30,26.50,1006.42
2024-02-15T00:01:12,36.86,71.50,183.45,207.65,20.18,37.52,38.74,511.65,28.37,909.95,0.4,879.0,33.0,0.47,0.47,0.2326,527.3179,34.0000,47.40,26.51,1006.45
2024-02-15T00:01:17,21.73,42.15,213.52,241.67,11.32,21.05,38.75,511.03,28.35,908.81,0.4,880.3,33.0,0.45,0.45,0.2326,527.2788,34.0000,47.36,26.51,1006.42
2024-02-15T00:01:23,21.73,42.15,178.83,202.41,25.30,47.04,38.70,510.58,28.37,908.01,0.4,881.3,33.0,0.46,0.46,0.2326,527.2765,34.0000,47.29,26.51,1006.41
2024-02-15T00:01:28,25.70,49.85,174.20,197.18,15.98,29.71,38.82,510.37,28.38,907.71,0.4,880.0,33.0,0.52,0.52,0.2325,527.1604,34.0000,47.37,26.49,1006.42
2024-02-15T00:01:33,18.13,35.17,197.33,223.36,20.18,37.52,38.75,509.62,28.37,906.34,0.4,879.8,33.0,0.57,0.57,0.2325,527.2295,34.0000,47.37,26.50,1006.41
2024-02-15T00:01:39,18.13,35.17,185.77,210.27,24.84,46.18,38.70,509.72,28.38,906.52,0.4,881.8,33.0,0.60,0.60,0.2327,527.5686,34.0000,47.33,26.50,1006.42
2024-02-15T00:01:44,22.09,42.85,178.83,202.42,24.84,46.19,38.60,509.86,28.38,906.80,0.4,882.0,33.0,0.65,0.65,0.2327,527.6256,34.0000,47.36,26.49,1006.41
2024-02-15T00:01:49,25.70,49.85,199.64,225.97,20.18,37.52,38.54,509.78,28.39,906.62,0.4,881.6,33.0,0.66,0.66,0.2326,527.4907,34.0000,47.33,26.50,1006.42
2024-02-15T00:01:55,22.09,42.85,167.27,189.34,2.47,4.59,38.50,509.92,28.37,906.90,0.4,881.6,33.0,0.61,0.61,0.2326,527.4837,34.0000,47.29,26.49,1006.41
2024-02-15T00:02:00,18.13,35.17,183.45,207.65,33.69,62.64,38.71,510.29,28.38,907.53,0.4,883.2,33.0,0.59,0.59,0.2327,527.7107,34.0000,47.40,26.50,1006.42
2024-02-15T00:02:05,22.09,42.85,181.14,205.04,29.96,55.71,38.87,510.47,28.38,907.89,0.4,886.5,33.0,0.58,0.58,0.2326,527.5028,34.0000,47.38,26.48,1006.40
2024-02-15T00:02:11,25.70,49.85,178.83,202.42,47.21,87.78,38.88,510.37,28.37,907.69,0.4,884.2,33.0,0.63,0.63,0.2327,527.6085,34.0000,47.54,26.50,1006.43
2024-02-15T00:02:16,21.73,42.15,190.39,215.50,29.50,54.85,39.08,509.95,28.37,906.91,0.4,882.7,33.0,0.64,0.64,0.2326,527.4881,34.0000,47.60,26.50,1006.41
2024-02-15T00:02:21,25.70,49.85,169.58,191.94,24.84,46.18,38.88,510.27,28.35,907.46,0.4,883.8,33.0,0.58,0.58,0.2326,527.3838,34.0000,47.49,26.51,1006.41
2024-02-15T00:02:27,10.93,21.20,192.70,218.12,20.18,37.52,38.63,510.12,28.37,907.23,0.4,884.9,33.0,0.56,0.56,0.2326,527.4814,34.0000,47.34,26.50,1006.42
2024-02-15T00:02:32,18.13,35.17,204.27,231.21,20.64,38.37,38.80,510.26,28.35,907.46,0.4,883.7,33.0,0.57,0.57,0.2327,527.5454,34.0000,47.42,26.51,1006.42
2024-02-15T00:02:37,10.57,20.50,201.95,228.58,15.98,29.71,38.78,510.19,28.37,907.34,0.4,882.7,33.0,0.54,0.54,0.2327,527.5154,34.0000,47.49,26.50,1006.40
2024-02-15T00:02:43,25.70,49.85,153.39,173.62,33.69,62.64,38.83,509.64,28.34,906.36,0.4,881.1,33.0,0.50,0.50,0.2327,527.6966,34.0000,47.40,26.50,1006.40
2024-02-15T00:02:48,33.26,64.51,192.70,218.11,7.13,13.26,38.73,509.55,28.34,906.18,0.4,880.7,33.0,0.62,0.62,0.2328,527.9393,34.0000,47.35,26.51,1006.42
2024-02-15T00:02:53,14.53,28.18,178.83,202.41,28.57,53.12,38.75,509.55,28.35,906.19,0.4,881.7,33.0,0.68,0.68,0.2328,527.7331,34.0000,47.41,26.51,1006.43
2024-02-15T00:02:59,26.06,50.55,144.14,163.14,24.37,45.31,38.70,509.73,28.37,906.48,0.4,885.9,33.0,0.77,0.77,0.2329,527.9487,34.0000,47.20,26.51,1006.39
2024-02-15T00:03:04,26.42,51.25,158.02,178.86,19.71,36.65,38.52,509.19,28.32,905.55,0.4,884.2,33.0,0.86,0.86,0.2330,528.1843,34.0000,47.12,26.50,1006.39
2024-02-15T00:03:10,26.42,51.24,155.70,176.23,33.23,61.78,38.48,509.03,28.35,905.25,0.4,883.5,33.0,0.88,0.88,0.2330,528.1997,34.0000,47.07,26.51,1006.40
2024-02-15T00:03:15,33.62,65.21,167.27,189.33,24.37,45.31,38.68,509.16,28.34,905.50,0.4,881.4,33.0,0.84,0.84,0.2329,528.0587,34.0000,47.20,26.50,1006.40
2024-02-15T00:03:20,41.18,79.87,155.70,176.23,19.71,36.64,38.75,509.14,28.34,905.46,0.4,882.4,33.0,0.74,0.74,0.2329,527.9736,34.0000,47.21,26.51,1006.41
2024-02-15T00:03:26,29.66,57.53,181.14,205.02,29.03,53.97,38.81,509.69,28.32,906.42,0.4,885.7,33.0,0.77,0.77,0.2328,527.8395,34.0000,47.26,26.50,1006.36
2024-02-15T00:03:31,18.49,35.86,160.33,181.46,19.71,36.64,38.83,509.56,28.34,906.17,0.4,883.5,33.0,0.70,0.70,0.2328,527.8170,34.0000,47.29,26.51,1006.38
2024-02-15T00:03:36,26.06,50.54,178.83,202.40,24.37,45.31,38.76,509.81,28.32,906.58,0.4,885.3,33.0,0.68,0.68,0.2329,527.9644,34.0000,47.34,26.52,1006.38
2024-02-15T00:03:42,30.02,58.23,153.39,173.61,19.71,36.64,38.83,510.75,28.34,908.29,0.4,888.0,33.0,0.65,0.65,0.2331,528.3883,34.0000,47.24,26.52,1006.41
2024-02-15T00:03:47,22.46,43.56,176.52,199.79,28.57,53.12,38.80,510.64,28.31,908.09,0.4,882.0,33.0,0.54,0.54,0.2331,528.3891,34.0000,47.24,26.51,1006.39
2024-02-15T00:03:52,30.02,58.23,174.20,197.16,15.52,28.85,38.75,510.66,28.31,908.14,0.4,887.2,33.0,0.41,0.41,0.2330,528.3264,34.0000,47.17,26.51,1006.39
2024-02-15T00:03:58,30.02,58.23,153.39,173.61,33.23,61.78,38.58,511.13,28.34,908.96,0.4,885.7,33.0,0.35,0.35,0.2329,528.1167,34.0000,47.13,26.51,1006.38
2024-02-15T00:04:03,22.46,43.56,167.27,189.31,24.37,45.31,38.49,511.03,28.34,908.76,0.4,886.4,33.0,0.41,0.41,0.2330,528.3148,34.0000,47.03,26.51,1006.36
2024-02-15T00:04:09,30.02,58.23,164.95,186.69,33.23,61.78,38.40,511.14,28.31,908.99,0.4,886.9,33.0,0.45,0.45,0.2330,528.3337,34.0000,46.94,26.51,1006.38
2024-02-15T00:04:14,22.46,43.56,160.33,181.46,19.71,36.64,38.38,511.26,28.34,909.18,0.4,884.9,33.0,0.51,0.51,0.2330,528.3003,34.0000,46.92,26.52,1006.39
2024-02-15T00:04:19,22.46,43.56,171.89,194.55,33.23,61.78,38.55,511.55,28.32,909.69,0.4,884.8,33.0,0.59,0.59,0.2330,528.2685,34.0000,46.93,26.52,1006.40
2024-02-15T00:04:25,37.58,72.89,176.52,199.79,24.37,45.31,38.49,511.70,28.34,909.98,0.4,885.0,33.0,0.68,0.68,0.2330,528.2817,34.0000,46.98,26.51,1006.39
2024-02-15T00:04:30,30.02,58.23,160.33,181.46,33.23,61.78,38.47,511.72,28.34,910.02,0.4,887.3,33.0,0.75,0.75,0.2330,528.2593,34.0000,47.04,26.51,1006.38
2024-02-15T00:04:35,33.62,65.21,171.89,194.54,24.37,45.31,38.58,512.26,28.35,910.94,0.4,885.0,33.0,0.70,0.70,0.2330,528.1661,34.0000,47.06,26.52,1006.39
2024-02-15T00:04:41,26.06,50.54,192.70,218.09,19.71,36.64,38.65,512.66,28.35,911.65,0.4,883.8,33.0,0.64,0.64,0.2330,528.2450,34.0000,47.05,26.52,1006.38
2024-02-15T00:04:46,22.46,43.56,169.58,191.92,19.71,36.64,38.46,512.90,28.34,912.06,0.4,883.7,33.0,0.61,0.61,0.2330,528.3031,34.0000,46.95,26.52,1006.36
2024-02-15T00:04:51,30.02,58.22,151.08,170.99,24.37,45.31,38.38,512.89,28.34,912.05,0.4,884.7,33.0,0.56,0.56,0.2331,528.5282,34.0000,46.89,26.52,1006.37
2024-02-15T00:04:57,26.42,51.24,164.95,186.68,24.37,45.30,38.35,512.59,28.34,911.50,0.4,883.9,33.0,0.54,0.54,0.2331,528.4121,34.0000,46.92,26.52,1006.35
2024-02-15T00:05:02,33.62,65.21,169.58,191.92,20.18,37.52,38.37,512.29,28.34,910.98,0.4,885.1,33.0,0.49,0.49,0.2331,528.5049,34.0000,47.00,26.53,1006.40
2024-02-15T00:05:08,29.66,57.52,192.70,218.08,37.89,70.44,38.51,511.89,28.31,910.24,0.4,884.2,33.0,0.42,0.42,0.2330,528.1485,34.0000,47.18,26.52,1006.34
2024-02-15T00:05:13,37.22,72.18,139.52,157.90,24.37,45.30,38.72,511.63,28.34,909.78,0.4,886.3,33.0,0.50,0.50,0.2330,528.2600,34.0000,47.16,26.53,1006.36
2024-02-15T00:05:18,26.06,50.54,169.58,191.92,19.71,36.64,38.72,511.14,28.32,908.90,0.4,884.1,33.0,0.52,0.52,0.2330,528.2138,34.0000,47.20,26.53,1006.37
2024-02-15T00:05:24,41.18,79.86,167.27,189.30,19.71,36.64,38.89,511.69,28.32,909.87,0.4,884.2,33.0,0.58,0.58,0.2330,528.2787,34.0000,47.27,26.53,1006.35
2024-02-15T00:05:29,29.66,57.52,164.95,186.66,33.23,61.77,38.77,512.18,28.34,910.68,0.4,881.9,33.0,0.55,0.55,0.2331,528.3022,34.0000,47.17,26.54,1006.32
2024-02-15T00:05:34,26.06,50.54,188.08,212.84,24.37,45.30,38.64,512.36,28.32,911.02,0.4,884.8,33.0,0.51,0.51,0.2332,528.5659,34.0000,47.04,26.54,1006.34
2024-02-15T00:05:40,22.46,43.56,162.64,184.07,29.03,53.97,38.61,512.78,28.32,911.83,0.4,884.6,33.0,0.58,0.58,0.2331,528.5544,34.0000,47.08,26.53,1006.37
2024-02-15T00:05:45,29.66,57.52,167.27,189.29,24.37,45.30,38.80,513.28,28.34,912.67,0.4,888.5,33.0,0.63,0.63,0.2333,528.9929,34.0000,47.34,26.54,1006.35
2024-02-15T00:05:50,26.06,50.54,146.45,165.74,24.37,45.30,38.91,513.16,28.35,912.48,0.4,884.9,33.0,0.74,0.74,0.2338,530.0484,34.0000,47.36,26.54,1006.38
2024-02-15T00:05:56,18.49,35.86,158.02,178.83,33.23,61.77,38.86,513.42,28.32,912.95,0.4,881.7,33.0,0.77,0.77,0.2335,529.4006,34.0000,47.39,26.53,1006.35
2024-02-15T00:06:01,26.06,50.54,171.89,194.53,24.37,45.30,38.77,512.64,28.31,911.56,0.4,883.1,33.0,0.79,0.79,0.2333,528.9180,34.0000,47.31,26.54,1006.38
2024-02-15T00:06:07,26.42,51.24,171.89,194.52,33.23,61.77,38.71,512.37,28.35,911.04,0.4,883.7,33.0,0.87,0.87,0.2331,528.3887,34.0000,47.26,26.54,1006.33
2024-02-15T00:06:12,30.02,58.22,153.39,173.59,24.37,45.30,38.76,512.02,28.34,910.46,0.4,884.6,33.0,0.93,0.93,0.2335,529.2730,34.0000,47.27,26.54,1006.38
2024-02-15T00:06:17,30.02,58.22,183.45,207.60,33.23,61.77,38.88,511.80,28.35,910.02,0.4,884.1,33.0,0.95,0.95,0.2335,529.3513,34.0000,47.16,26.54,1006.33
2024-02-15T00:06:23,30.02,58.22,174.20,197.13,33.23,61.77,38.75,511.47,28.35,909.44,0.4,883.1,33.0,0.93,0.93,0.2334,529.2047,34.0000,47.13,26.54,1006.33
2024-02-15T00:06:28,30.02,58.22,148.77,168.36,19.71,36.64,38.63,511.85,28.34,910.12,0.4,882.9,33.0,0.98,0.98,0.2334,529.1330,34.0000,47.02,26.54,1006.35
2024-02-15T00:06:33,26.42,51.24,146.45,165.73,24.37,45.30,38.44,511.23,28.34,909.00,0.4,886.0,33.0,1.01,1.01,0.2333,528.8245,34.0000,46.97,26.54,1006.32
2024-02-15T00:06:39,30.02,58.22,197.33,223.30,29.03,53.96,38.44,511.16,28.38,908.85,0.4,885.0,33.0,0.95,0.95,0.2333,528.8146,34.0000,46.97,26.54,1006.30
2024-02-15T00:06:44,44.79,86.86,160.33,181.44,24.37,45.30,38.66,510.89,28.34,908.39,0.4,883.7,33.0,0.83,0.83,0.2331,528.4472,34.0000,47.13,26.54,1006.33
2024-02-15T00:06:49,29.66,57.52,167.27,189.30,24.37,45.30,38.75,510.56,28.31,907.85,0.4,883.5,33.0,0.77,0.77,0.2332,528.5643,34.0000,47.23,26.54,1006.38
2024-02-15T00:06:55,22.46,43.55,155.70,176.19,19.71,36.64,38.76,510.77,28.34,908.14,0.4,882.9,33.0,0.77,0.77,0.2333,528.9017,34.0000,47.17,26.55,1006.32
2024-02-15T00:07:00,33.62,65.20,167.27,189.29,10.86,20.19,38.70,511.12,28.35,908.80,0.4,885.7,33.0,0.73,0.73,0.2334,529.0561,34.0000,47.21,26.54,1006.34
2024-02-15T00:07:05,30.02,58.21,174.20,197.13,33.23,61.77,38.65,511.57,28.35,909.57,0.4,883.1,33.0,0.73,0.73,0.2333,528.8550,34.0000,47.17,26.54,1006.29
2024-02-15T00:07:11,33.62,65.20,185.77,210.24,33.23,61.77,38.72,511.82,28.34,910.10,0.4,882.7,33.0,0.74,0.74,0.2333,528.8334,34.0000,47.21,26.54,1006.38
2024-02-15T00:07:16,22.46,43.55,171.89,194.51,29.03,53.96,38.73,511.96,28.34,910.25,0.4,883.9,33.0,0.67,0.67,0.2332,528.6316,34.0000,47.26,26.55,1006.32
2024-02-15T00:07:21,33.62,65.20,160.33,181.44,29.03,53.96,38.72,512.54,28.35,911.34,0.4,883.2,33.0,0.68,0.68,0.2332,528.6838,34.0000,47.27,26.54,1006.34
2024-02-15T00:07:27,37.58,72.88,178.83,202.37,29.03,53.96,38.71,513.09,28.35,912.30,0.4,884.0,33.0,0.63,0.63,0.2333,528.8398,34.0000,47.29,26.54,1006.31
2024-02-15T00:07:32,26.06,50.54,169.58,191.90,29.03,53.96,38.66,512.55,28.34,911.35,0.4,884.5,33.0,0.64,0.64,0.2333,528.8422,34.0000,47.21,26.54,1006.33
2024-02-15T00:07:38,29.66,57.52,160.33,181.43,33.23,61.77,38.67,512.25,28.34,910.79,0.4,883.4,33.0,0.64,0.64,0.2332,528.5560,34.0000,47.31,26.54,1006.29
2024-02-15T00:07:43,26.06,50.54,148.77,168.35,29.03,53.96,38.73,512.85,28.34,911.86,0.4,882.8,33.0,0.58,0.58,0.2332,528.6547,34.0000,47.26,26.55,1006.33
2024-02-15T00:07:48,22.46,43.55,155.70,176.19,28.57,53.10,38.75,513.05,28.34,912.19,0.4,883.8,33.0,0.54,0.54,0.2332,528.6649,34.0000,47.21,26.55,1006.30
2024-02-15T00:07:54,29.66,57.52,139.52,157.89,28.57,53.11,38.81,512.94,28.35,912.03,0.4,884.9,33.0,0.59,0.59,0.2333,528.8569,34.0000,47.19,26.55,1006.35
