timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-14T00:00:04,13.36,25.83,4.07,4.79,19.89,40.12,61.08,472.65,15.40,874.11,9.53,9.53,0.1029,242.6823,19.0000,70.71,13.92,1002.60
2024-03-14T00:00:09,31.00,59.94,-3.32,-3.91,50.33,101.52,61.04,472.45,15.40,873.75,9.47,9.47,0.1028,242.3521,19.0000,70.59,13.92,1002.61
2024-03-14T00:00:14,26.23,50.71,-0.86,-1.01,54.26,109.44,60.93,472.07,15.42,873.01,9.30,9.30,0.1027,242.2481,19.0000,70.59,13.93,1002.60
2024-03-14T00:00:19,40.07,77.47,-27.94,-32.89,50.33,101.52,60.91,471.40,15.42,871.82,9.21,9.21,0.1027,242.1426,19.0000,70.57,13.93,1002.64
2024-03-14T00:00:24,40.54,78.38,16.38,19.28,39.85,80.38,60.84,471.43,15.40,871.88,8.86,8.86,0.1026,241.9698,19.0000,70.59,13.92,1002.62
2024-03-14T00:00:29,26.71,51.64,6.53,7.69,46.73,94.26,60.96,471.43,15.40,871.87,8.86,8.86,0.1030,242.9217,19.0000,70.67,13.92,1002.60
2024-03-14T00:00:34,31.00,59.94,8.99,10.58,53.60,108.11,61.02,471.70,15.40,872.35,8.79,8.79,0.1029,242.6949,19.0000,70.61,13.92,1002.59
2024-03-14T00:00:39,26.23,50.71,-23.01,-27.08,50.33,101.52,60.97,471.17,15.40,871.35,8.51,8.51,0.1028,242.4758,19.0000,70.56,13.93,1002.61
2024-03-14T00:00:44,26.71,51.64,4.07,4.79,46.73,94.25,60.93,470.95,15.39,870.92,8.24,8.24,0.1029,242.5900,19.0000,70.56,13.93,1002.57
2024-03-14T00:00:49,45.31,87.60,-18.09,-21.29,50.00,100.85,60.97,471.10,15.39,871.23,8.31,8.31,0.1024,241.4775,19.0000,70.62,13.93,1002.62
2024-03-14T00:00:54,26.71,51.64,8.99,10.58,53.28,107.47,61.06,470.52,15.37,870.19,8.26,8.26,0.1022,240.8626,19.0000,70.68,13.92,1002.61
2024-03-14T00:00:59,26.71,51.64,-15.63,-18.40,56.88,114.73,61.11,470.27,15.37,869.73,8.53,8.53,0.1025,241.5973,19.0000,70.69,13.92,1002.62
2024-03-14T00:01:04,21.94,42.42,4.07,4.79,47.06,94.93,61.17,470.09,15.36,869.41,8.94,8.94,0.1028,242.3183,19.0000,70.71,13.91,1002.59
2024-03-14T00:01:09,31.48,60.87,21.30,25.07,46.73,94.26,61.19,470.92,15.37,870.96,9.08,9.08,0.1027,242.0671,19.0000,70.73,13.91,1002.61
2024-03-14T00:01:14,35.77,69.16,-0.86,-1.01,53.60,108.12,61.16,471.04,15.34,871.19,9.20,9.20,0.1025,241.7503,19.0000,70.83,13.91,1002.61
2024-03-14T00:01:19,26.71,51.65,1.60,1.88,46.73,94.27,61.27,470.89,15.37,870.96,9.41,9.41,0.1027,242.0797,19.0000,70.90,13.89,1002.61
2024-03-14T00:01:24,26.71,51.65,11.45,13.48,50.33,101.53,61.33,470.98,15.36,871.09,9.33,9.33,0.1029,242.6747,19.0000,70.89,13.90,1002.60
