timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-16T00:00:02,43.18,85.52,96.48,111.51,15.05,28.57,49.94,504.99,18.71,917.07,4.69,4.69,0.1297,300.3234,23.0000,56.23,17.37,996.34
2024-03-16T00:00:07,38.96,77.17,137.34,158.74,28.20,53.54,49.96,504.75,18.69,916.65,4.63,4.63,0.1298,300.4176,23.0000,56.23,17.37,996.35
2024-03-16T00:00:12,49.35,97.75,101.29,117.08,23.50,44.62,49.97,504.79,18.71,916.78,4.58,4.58,0.1299,300.7783,23.0000,56.23,17.36,996.38
2024-03-16T00:00:17,49.35,97.75,103.69,119.85,23.50,44.62,49.99,504.74,18.71,916.67,4.78,4.78,0.1300,300.9248,23.0000,56.24,17.36,996.37
2024-03-16T00:00:22,52.60,104.19,113.31,130.97,50.74,96.34,49.97,505.53,18.69,918.10,4.84,4.84,0.1299,300.8541,23.0000,56.24,17.36,996.36
2024-03-16T00:00:27,49.35,97.75,101.29,117.08,23.50,44.62,49.96,504.94,18.69,917.04,5.01,5.01,0.1299,300.7970,23.0000,56.23,17.36,996.38
2024-03-16T00:00:32,46.10,91.31,115.71,133.74,23.50,44.62,49.97,505.35,18.71,917.77,5.13,5.13,0.1299,300.6975,23.0000,56.24,17.36,996.36
2024-03-16T00:00:37,49.35,97.75,115.71,133.74,23.50,44.62,49.97,504.65,18.66,916.49,5.07,5.07,0.1298,300.6010,23.0000,56.23,17.36,996.35
2024-03-16T00:00:42,52.92,104.82,110.90,128.19,28.20,53.54,50.00,505.19,18.69,917.51,4.90,4.90,0.1298,300.5799,23.0000,56.25,17.36,996.38
2024-03-16T00:00:47,46.10,91.31,106.09,122.62,19.27,36.59,49.96,505.71,18.71,918.39,4.83,4.83,0.1299,300.6820,23.0000,56.23,17.37,996.35
2024-03-16T00:00:52,49.35,97.75,94.08,108.74,23.50,44.62,49.96,505.58,18.68,918.18,4.87,4.87,0.1298,300.6345,23.0000,56.24,17.36,996.34
2024-03-16T00:00:57,46.10,91.31,132.53,153.18,19.27,36.59,49.98,505.66,18.68,918.33,4.77,4.77,0.1298,300.4919,23.0000,56.23,17.36,996.35
