timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-16T00:00:03,23.97,44.67,685.35,777.61,19.48,37.88,46.26,854.40,26.08,1523.16,0.21,0.21,0.7913,1798.6035,30.0000,52.07,24.71,1002.81
2024-02-16T00:00:08,18.80,35.04,656.51,744.91,33.44,65.02,46.23,854.60,26.10,1523.57,0.18,0.18,0.7912,1798.2462,30.0000,52.07,24.71,1002.84
2024-02-16T00:00:13,14.11,26.30,627.66,712.18,33.44,65.02,46.24,854.57,26.08,1523.53,0.25,0.25,0.7912,1798.3238,30.0000,52.07,24.70,1002.82
2024-02-16T00:00:18,18.80,35.04,663.72,753.09,30.19,58.70,46.20,853.94,26.08,1522.39,0.27,0.27,0.7909,1797.7284,30.0000,52.07,24.71,1002.83
2024-02-16T00:00:23,23.50,43.80,654.10,742.17,33.44,65.02,46.21,853.67,26.10,1521.91,0.29,0.29,0.7910,1797.8041,30.0000,52.09,24.71,1002.83
2024-02-16T00:00:28,23.50,43.80,663.72,753.08,33.44,65.02,46.23,853.61,26.08,1521.78,0.35,0.35,0.7914,1798.8745,30.0000,52.13,24.71,1002.82
2024-02-16T00:00:33,32.42,60.42,656.51,744.91,29.87,58.08,46.25,853.05,26.11,1520.81,0.37,0.37,0.7910,1797.8218,30.0000,52.12,24.71,1002.83
2024-02-16T00:00:38,28.20,52.56,651.70,739.46,33.44,65.02,46.20,852.96,26.10,1520.66,0.36,0.36,0.7912,1798.2671,30.0000,52.12,24.71,1002.84
2024-02-16T00:00:43,14.58,27.17,675.73,766.72,26.62,51.76,46.23,852.57,26.08,1519.97,0.34,0.34,0.7912,1798.3824,30.0000,52.11,24.71,1002.85
2024-02-16T00:00:48,27.73,51.68,646.89,734.00,36.69,71.34,46.25,852.90,26.07,1520.55,0.29,0.29,0.7911,1798.0898,30.0000,52.10,24.71,1002.84
2024-02-16T00:00:53,14.58,27.17,651.70,739.46,26.62,51.76,46.23,853.00,26.08,1520.73,0.29,0.29,0.7912,1798.3043,30.0000,52.10,24.70,1002.81
2024-02-16T00:00:58,23.50,43.80,663.72,753.10,29.87,58.08,46.21,853.29,26.10,1521.26,0.28,0.28,0.7916,1799.3311,30.0000,52.12,24.71,1002.86
2024-02-16T00:01:03,23.50,43.80,658.91,747.63,26.62,51.76,46.28,854.17,26.11,1522.81,0.35,0.35,0.7913,1798.5318,30.0000,52.13,24.71,1002.84
2024-02-16T00:01:08,14.58,27.17,644.49,731.26,26.62,51.76,46.29,853.18,26.10,1521.03,0.40,0.40,0.7911,1798.1324,30.0000,52.11,24.71,1002.83
2024-02-16T00:01:13,14.58,27.17,646.89,734.00,26.62,51.76,46.21,853.03,26.10,1520.78,0.40,0.40,0.7914,1798.7524,30.0000,52.12,24.71,1002.85
2024-02-16T00:01:18,23.97,44.68,654.10,742.18,29.87,58.08,46.22,853.07,26.07,1520.86,0.40,0.40,0.7916,1799.3110,30.0000,52.11,24.71,1002.85
2024-02-16T00:01:23,23.50,43.80,644.49,731.25,26.62,51.76,46.28,853.09,26.10,1520.85,0.45,0.45,0.7913,1798.5639,30.0000,52.11,24.71,1002.81
2024-02-16T00:01:28,23.50,43.80,656.51,744.91,23.05,44.82,46.28,852.63,26.10,1520.06,0.45,0.45,0.7912,1798.3912,30.0000,52.09,24.71,1002.84
2024-02-16T00:01:33,23.50,43.80,649.30,736.69,26.62,51.76,46.26,851.87,26.10,1518.64,0.46,0.46,0.7910,1797.8253,30.0000,52.10,24.71,1002.79
2024-02-16T00:01:38,23.50,43.80,625.26,709.42,33.44,65.02,46.26,851.79,26.11,1518.49,0.47,0.47,0.7909,1797.5189,30.0000,52.12,24.71,1002.79
2024-02-16T00:01:43,9.88,18.41,668.52,758.52,26.62,51.76,46.29,851.49,26.08,1517.99,0.49,0.49,0.7910,1797.7726,30.0000,52.09,24.71,1002.81
2024-02-16T00:01:48,18.80,35.04,654.10,742.17,26.62,51.76,46.20,850.92,26.11,1517.01,0.47,0.47,0.7909,1797.6915,30.0000,52.09,24.71,1002.83
2024-02-16T00:01:53,23.50,43.80,654.10,742.16,36.69,71.34,46.24,850.45,26.08,1516.15,0.42,0.42,0.7909,1797.7037,30.0000,52.10,24.71,1002.82
2024-02-16T00:01:58,18.80,35.04,666.12,755.78,36.69,71.34,46.23,850.59,26.10,1516.36,0.38,0.38,0.7909,1797.6616,30.0000,52.10,24.71,1002.79
2024-02-16T00:02:03,28.20,52.56,656.51,744.89,40.26,78.28,46.23,850.81,26.08,1516.77,0.32,0.32,0.7909,1797.6867,30.0000,52.10,24.71,1002.81
2024-02-16T00:02:08,23.50,43.80,670.93,761.30,36.69,71.34,46.24,850.63,26.10,1516.56,0.30,0.30,0.7911,1798.2393,30.0000,52.10,24.70,1002.85
2024-02-16T00:02:13,14.58,27.17,639.68,725.82,29.87,58.08,46.25,850.11,26.08,1515.58,0.27,0.27,0.7912,1798.2846,30.0000,52.11,24.70,1002.81
2024-02-16T00:02:18,23.50,43.80,656.51,744.92,29.87,58.08,46.28,849.80,26.10,1515.04,0.34,0.34,0.7915,1799.0899,30.0000,52.15,24.71,1002.85
2024-02-16T00:02:23,14.58,27.17,656.51,744.92,26.62,51.76,46.26,849.74,26.08,1514.92,0.37,0.37,0.7917,1799.5687,30.0000,52.14,24.71,1002.85
2024-02-16T00:02:28,23.50,43.80,642.08,728.53,29.87,58.08,46.25,848.76,26.08,1513.14,0.40,0.40,0.7910,1797.9643,30.0000,52.13,24.71,1002.83
2024-02-16T00:02:33,28.20,52.56,666.12,755.81,30.19,58.70,46.26,848.76,26.10,1513.16,0.41,0.41,0.7906,1796.8712,30.0000,52.13,24.71,1002.83
2024-02-16T00:02:38,14.58,27.18,651.70,739.47,26.62,51.76,46.28,848.08,26.11,1511.99,0.47,0.47,0.7907,1797.2075,30.0000,52.14,24.71,1002.87
2024-02-16T00:02:43,28.20,52.56,666.12,755.80,36.69,71.34,46.29,847.95,26.08,1511.70,0.46,0.46,0.7907,1797.1903,30.0000,52.13,24.71,1002.82
2024-02-16T00:02:48,14.58,27.17,649.30,736.71,33.44,65.02,46.28,847.94,26.08,1511.68,0.46,0.46,0.7907,1797.0858,30.0000,52.12,24.70,1002.78
2024-02-16T00:02:53,14.58,27.17,666.12,755.81,23.37,45.44,46.26,847.30,26.08,1510.56,0.41,0.41,0.7907,1797.2222,30.0000,52.11,24.70,1002.81
2024-02-16T00:02:58,23.50,43.80,651.70,739.46,23.37,45.44,46.26,847.77,26.08,1511.42,0.37,0.37,0.7907,1797.3450,30.0000,52.12,24.70,1002.82
2024-02-16T00:03:03,23.50,43.80,627.66,712.20,26.62,51.76,46.30,848.03,26.08,1511.91,0.30,0.30,0.7908,1797.4488,30.0000,52.12,24.70,1002.83
2024-02-16T00:03:08,14.58,27.17,639.68,725.78,26.62,51.76,46.23,848.17,26.08,1512.04,0.22,0.22,0.7907,1797.2399,30.0000,52.11,24.71,1002.79
2024-02-16T00:03:13,23.03,42.92,661.31,750.35,33.44,65.02,46.29,848.92,26.08,1513.44,0.16,0.16,0.7910,1797.7877,30.0000,52.11,24.71,1002.83
2024-02-16T00:03:18,23.03,42.92,625.26,709.45,43.83,85.22,46.31,849.22,26.07,1513.98,0.13,0.13,0.7913,1798.4814,30.0000,52.11,24.71,1002.83
2024-02-16T00:03:23,36.18,67.43,630.07,714.90,33.76,65.64,46.26,849.94,26.07,1515.24,0.13,0.13,0.7909,1797.7484,30.0000,52.09,24.71,1002.82
2024-02-16T00:03:28,23.03,42.92,666.12,755.78,33.76,65.64,46.28,849.60,26.08,1514.59,0.15,0.15,0.7908,1797.4271,30.0000,52.10,24.71,1002.80
2024-02-16T00:03:33,31.95,59.55,625.26,709.44,43.83,85.22,46.30,849.63,26.08,1514.70,0.20,0.20,0.7909,1797.5450,30.0000,52.11,24.71,1002.82
2024-02-16T00:03:38,27.26,50.81,610.84,693.08,33.76,65.64,46.29,849.34,26.10,1514.16,0.23,0.23,0.7911,1797.9912,30.0000,52.09,24.71,1002.82
2024-02-16T00:03:43,23.03,42.92,630.07,714.87,37.34,72.60,46.28,848.91,26.10,1513.34,0.25,0.25,0.7913,1798.5814,30.0000,52.11,24.71,1002.79
