timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-16T00:00:05,-1.26,-2.40,111.77,129.50,35.78,71.04,50.28,354.55,18.25,645.47,0.3,721.0,23.0,5.09,5.09,0.1358,315.1043,24.0000,59.64,16.86,997.05
2024-03-16T00:00:10,24.84,47.28,97.89,113.42,43.71,86.79,50.27,354.59,18.24,645.52,0.3,723.3,23.0,4.75,4.75,0.1361,315.9472,24.0000,59.66,16.86,997.03
2024-03-16T00:00:15,29.50,56.15,121.02,140.22,50.91,101.08,50.26,355.02,18.25,646.32,0.3,719.8,23.0,4.74,4.74,0.1361,315.7882,24.0000,59.66,16.86,997.05
2024-03-16T00:00:21,20.64,39.28,116.39,134.86,39.74,78.91,50.26,355.25,18.25,646.75,0.3,721.5,23.0,4.80,4.80,0.1356,314.6304,24.0000,59.67,16.86,997.06
2024-03-16T00:00:26,24.84,47.28,144.14,167.01,43.71,86.79,50.29,355.52,18.24,647.21,0.3,724.4,23.0,4.93,4.93,0.1354,314.3332,24.0000,59.68,16.86,997.03
2024-03-16T00:00:31,2.94,5.60,95.58,110.74,43.71,86.79,50.32,355.51,18.25,647.21,0.3,721.8,23.0,5.05,5.05,0.1353,314.1177,24.0000,59.67,16.86,997.05
2024-03-16T00:00:37,15.98,30.41,118.70,137.53,43.71,86.79,50.33,355.58,18.24,647.34,0.3,720.5,23.0,5.21,5.21,0.1353,314.0393,24.0000,59.67,16.86,997.06
2024-03-16T00:00:42,24.84,47.28,169.58,196.48,54.87,108.95,50.33,355.44,18.24,647.08,0.3,722.6,23.0,5.26,5.26,0.1352,313.8186,24.0000,59.67,16.86,997.05
2024-03-16T00:00:47,29.50,56.15,127.95,148.25,50.91,101.09,50.36,355.61,18.23,647.39,0.3,722.6,23.0,5.04,5.04,0.1353,313.9777,24.0000,59.65,16.86,997.06
2024-03-16T00:00:53,24.84,47.28,132.58,153.62,32.54,64.61,50.30,355.87,18.25,647.87,0.3,719.4,23.0,4.94,4.94,0.1350,313.4536,24.0000,59.66,16.86,997.07
2024-03-16T00:00:58,24.84,47.28,121.02,140.22,43.71,86.79,50.36,356.03,18.21,648.18,0.3,721.7,23.0,5.12,5.12,0.1349,313.1728,24.0000,59.67,16.86,997.08
2024-03-16T00:01:03,29.50,56.15,121.02,140.23,43.71,86.79,50.35,355.98,18.24,648.09,0.3,721.1,23.0,5.34,5.34,0.1350,313.2774,24.0000,59.67,16.85,997.06
2024-03-16T00:01:09,24.84,47.28,123.33,142.90,54.87,108.95,50.33,355.72,18.21,647.62,0.3,723.1,23.0,5.50,5.50,0.1350,313.3086,24.0000,59.66,16.85,997.06
2024-03-16T00:01:14,24.84,47.28,104.83,121.46,50.91,101.08,50.30,355.49,18.23,647.15,0.3,720.3,23.0,5.58,5.58,0.1348,312.8718,24.0000,59.67,16.86,997.03
2024-03-16T00:01:19,15.98,30.42,116.39,134.87,47.31,93.94,50.36,355.39,18.20,647.05,0.3,720.6,23.0,5.67,5.67,0.1348,312.9398,24.0000,59.68,16.85,997.10
2024-03-16T00:01:25,24.84,47.28,111.77,129.51,36.14,71.76,50.36,355.60,18.23,647.39,0.3,721.5,23.0,5.86,5.86,0.1348,312.8816,24.0000,59.69,16.85,997.05
2024-03-16T00:01:30,24.84,47.28,130.27,150.94,54.51,108.24,50.38,355.42,18.21,647.08,0.3,723.3,23.0,5.97,5.97,0.1348,312.9737,24.0000,59.69,16.85,997.06
2024-03-16T00:01:35,15.98,30.41,114.08,132.18,43.71,86.79,50.36,354.94,18.20,646.19,0.3,724.0,23.0,5.75,5.75,0.1350,313.4615,24.0000,59.68,16.85,997.04
2024-03-16T00:01:41,15.98,30.41,116.39,134.86,43.71,86.79,50.39,354.81,18.21,645.96,0.3,725.0,23.0,5.73,5.73,0.1351,313.6002,24.0000,59.67,16.85,997.06
2024-03-16T00:01:46,24.37,46.38,84.02,97.35,51.63,102.52,50.43,354.96,18.23,646.23,0.3,721.0,23.0,5.62,5.62,0.1352,313.7300,24.0000,59.65,16.85,997.06
2024-03-16T00:01:51,24.84,47.28,93.27,108.07,40.46,80.34,50.39,354.44,18.20,645.29,0.3,724.2,23.0,5.53,5.53,0.1351,313.6795,24.0000,59.64,16.85,997.07
2024-03-16T00:01:57,24.37,46.38,107.14,124.14,55.23,109.67,50.36,354.35,18.20,645.12,0.3,723.8,23.0,5.62,5.62,0.1350,313.3978,24.0000,59.63,16.85,997.06
2024-03-16T00:02:02,20.18,38.41,95.58,110.75,51.63,102.52,50.38,354.00,18.20,644.50,0.3,723.7,23.0,5.52,5.52,0.1351,313.6155,24.0000,59.65,16.84,997.04
2024-03-16T00:02:07,33.69,64.12,79.39,91.99,51.63,102.52,50.39,354.26,18.23,644.98,0.3,721.8,23.0,5.55,5.55,0.1351,313.5563,24.0000,59.67,16.84,997.05
2024-03-16T00:02:13,24.37,46.38,114.08,132.18,59.19,117.53,50.39,354.45,18.18,645.29,0.3,722.0,23.0,5.42,5.42,0.1349,313.2271,24.0000,59.66,16.85,997.04
2024-03-16T00:02:18,33.23,63.25,95.58,110.75,58.83,116.82,50.41,354.01,18.18,644.52,0.3,720.7,23.0,5.22,5.22,0.1348,312.7970,24.0000,59.68,16.84,997.04
2024-03-16T00:02:24,24.37,46.38,107.14,124.14,51.63,102.52,50.43,353.53,18.21,643.65,0.3,721.7,23.0,5.04,5.04,0.1348,312.9307,24.0000,59.68,16.84,997.03
2024-03-16T00:02:29,29.03,55.25,118.70,137.54,55.23,109.67,50.38,353.58,18.20,643.70,0.3,722.0,23.0,5.10,5.10,0.1348,312.9113,24.0000,59.68,16.85,997.04
2024-03-16T00:02:34,24.37,46.38,118.70,137.54,44.07,87.51,50.43,353.97,18.20,644.45,0.3,723.7,23.0,5.26,5.26,0.1348,312.8490,24.0000,59.68,16.83,997.01
2024-03-16T00:02:40,24.37,46.38,84.02,97.35,55.23,109.67,50.41,354.07,18.20,644.62,0.3,720.2,23.0,5.55,5.55,0.1348,312.9109,24.0000,59.67,16.84,997.03
2024-03-16T00:02:45,29.03,55.26,102.52,118.80,51.63,102.52,50.41,354.37,18.17,645.19,0.3,722.0,23.0,5.94,5.94,0.1349,313.0242,24.0000,59.67,16.83,997.03
2024-03-16T00:02:50,29.03,55.26,67.83,78.60,58.83,116.82,50.40,354.64,18.20,645.68,0.3,720.0,23.0,6.02,6.02,0.1349,313.2522,24.0000,59.66,16.83,997.04
2024-03-16T00:02:56,24.37,46.38,93.27,108.07,44.07,87.51,50.41,355.05,18.18,646.41,0.3,719.3,23.0,5.88,5.88,0.1351,313.5074,24.0000,59.65,16.83,997.01
2024-03-16T00:03:01,29.03,55.25,109.45,126.82,47.67,94.66,50.41,355.24,18.17,646.75,0.3,719.7,23.0,5.59,5.59,0.1352,313.7062,24.0000,59.66,16.83,997.00
2024-03-16T00:03:06,19.71,37.52,95.58,110.75,51.63,102.52,50.42,355.49,18.17,647.21,0.3,721.6,23.0,5.28,5.28,0.1352,313.8963,24.0000,59.63,16.83,997.01
2024-03-16T00:03:12,37.89,72.12,121.02,140.23,51.63,102.52,50.42,355.58,18.18,647.39,0.3,724.0,23.0,4.99,4.99,0.1353,314.0191,24.0000,59.63,16.83,997.03
2024-03-16T00:03:17,24.37,46.38,97.89,113.42,44.07,87.51,50.40,355.92,18.18,647.96,0.3,724.3,23.0,5.10,5.10,0.1355,314.4578,24.0000,59.64,16.83,996.97
2024-03-16T00:03:23,20.18,38.41,100.20,116.11,44.07,87.51,50.41,356.41,18.20,648.89,0.3,723.6,23.0,5.22,5.22,0.1356,314.8088,24.0000,59.64,16.83,997.02
2024-03-16T00:03:28,15.52,29.54,88.64,102.71,55.23,109.67,50.41,356.64,18.18,649.33,0.3,723.0,23.0,5.00,5.00,0.1356,314.7612,24.0000,59.64,16.82,997.01
2024-03-16T00:03:33,29.03,55.25,97.89,113.43,47.67,94.66,50.39,356.84,18.20,649.67,0.3,723.3,23.0,4.84,4.84,0.1356,314.6606,24.0000,59.62,16.82,996.98
2024-03-16T00:03:39,24.37,46.39,111.77,129.51,59.19,117.53,50.36,356.56,18.18,649.17,0.3,724.0,23.0,4.67,4.67,0.1353,314.0630,24.0000,59.63,16.82,996.99
2024-03-16T00:03:44,20.18,38.41,88.64,102.71,48.03,95.37,50.40,356.21,18.17,648.53,0.3,724.6,23.0,4.70,4.70,0.1352,313.9416,24.0000,59.63,16.82,997.00
2024-03-16T00:03:49,29.03,55.26,102.52,118.80,47.67,94.66,50.36,356.31,18.18,648.72,0.3,719.7,23.0,4.75,4.75,0.1353,314.0977,24.0000,59.62,16.81,996.97
2024-03-16T00:03:55,42.55,80.99,100.20,116.11,55.23,109.67,50.41,356.19,18.20,648.51,0.3,722.1,23.0,4.77,4.77,0.1354,314.2531,24.0000,59.62,16.82,997.01
2024-03-16T00:04:00,29.03,55.26,90.95,105.39,59.19,117.54,50.41,356.19,18.18,648.51,0.3,721.0,23.0,4.71,4.71,0.1355,314.4349,24.0000,59.61,16.82,997.00
2024-03-16T00:04:05,29.03,55.26,84.02,97.36,51.63,102.52,50.36,356.38,18.17,648.85,0.3,724.6,23.0,5.15,5.15,0.1357,314.9173,24.0000,59.62,16.83,997.02
2024-03-16T00:04:11,33.23,63.25,79.39,92.00,51.63,102.52,50.35,356.33,18.17,648.77,0.3,723.7,23.0,5.51,5.51,0.1356,314.8478,24.0000,59.62,16.83,997.05
2024-03-16T00:04:16,29.03,55.26,81.70,94.67,44.07,87.51,50.34,356.60,18.18,649.26,0.3,723.5,23.0,5.75,5.75,0.1354,314.4081,24.0000,59.61,16.82,997.01
2024-03-16T00:04:21,29.03,55.26,84.02,97.36,51.27,101.81,50.36,356.57,18.18,649.21,0.3,720.8,23.0,5.55,5.55,0.1352,313.7933,24.0000,59.62,16.82,997.04
2024-03-16T00:04:27,20.18,38.41,95.58,110.76,48.39,96.10,50.36,356.51,18.18,649.12,0.3,720.6,23.0,5.42,5.42,0.1351,313.7291,24.0000,59.62,16.81,997.03
2024-03-16T00:04:32,29.03,55.26,90.95,105.39,47.67,94.66,50.34,356.59,18.15,649.23,0.3,719.2,23.0,5.23,5.23,0.1350,313.3488,24.0000,59.63,16.82,997.02
2024-03-16T00:04:38,24.37,46.39,102.52,118.80,44.07,87.51,50.38,356.26,18.18,648.64,0.3,721.0,23.0,5.33,5.33,0.1349,313.2270,24.0000,59.63,16.81,996.98
2024-03-16T00:04:43,29.03,55.26,114.08,132.19,44.07,87.51,50.42,356.49,18.14,649.05,0.3,721.9,23.0,5.41,5.41,0.1352,313.8183,24.0000,59.62,16.82,997.01
2024-03-16T00:04:48,24.37,46.39,100.20,116.11,62.79,124.69,50.36,356.48,18.15,649.03,0.3,722.2,23.0,5.32,5.32,0.1354,314.2752,24.0000,59.61,16.82,997.01
2024-03-16T00:04:54,33.23,63.25,93.27,108.08,47.67,94.66,50.39,356.62,18.17,649.28,0.3,719.7,23.0,5.07,5.07,0.1354,314.3743,24.0000,59.61,16.82,997.00
2024-03-16T00:04:59,29.03,55.26,90.95,105.39,44.07,87.51,50.40,357.12,18.17,650.19,0.3,723.2,23.0,5.13,5.13,0.1354,314.2282,24.0000,59.61,16.82,997.00
2024-03-16T00:05:04,29.03,55.25,95.58,110.75,54.87,108.95,50.39,356.96,18.17,649.88,0.3,720.3,23.0,5.15,5.15,0.1354,314.2804,24.0000,59.61,16.82,996.98
2024-03-16T00:05:10,29.03,55.26,118.70,137.55,44.07,87.52,50.34,357.19,18.14,650.36,0.3,722.9,23.0,5.10,5.10,0.1353,314.0698,24.0000,59.60,16.81,997.03
2024-03-16T00:05:15,29.03,55.26,74.77,86.64,47.67,94.66,50.38,357.29,18.15,650.53,0.3,721.5,23.0,5.11,5.11,0.1352,313.8586,24.0000,59.60,16.82,997.03
