timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-25T00:00:01,19.71,36.20,100.20,112.02,44.43,85.12,25.75,350.53,26.17,615.72,0.3,718.4,31.0,0.25,0.25,0.1233,276.1791,32.0000,31.14,24.53,987.48
2024-03-25T00:00:06,29.03,53.31,81.70,91.33,36.50,69.92,25.74,350.73,26.15,616.04,0.3,716.9,31.0,0.24,0.24,0.1233,276.0802,32.0000,31.13,24.53,987.44
2024-03-25T00:00:11,24.84,45.62,93.27,104.28,36.50,69.93,25.74,350.80,26.16,616.23,0.3,719.1,31.0,0.20,0.20,0.1233,276.1279,32.0000,31.14,24.53,987.52
2024-03-25T00:00:17,20.18,37.06,102.52,114.62,36.50,69.93,25.81,351.07,26.16,616.70,0.3,716.7,31.0,0.18,0.18,0.1233,276.1739,32.0000,31.14,24.53,987.52
2024-03-25T00:00:22,24.84,45.62,109.45,122.37,40.46,77.52,25.75,351.33,26.17,617.17,0.3,715.9,31.0,0.17,0.17,0.1233,276.1779,32.0000,31.14,24.52,987.51
2024-03-25T00:00:27,24.84,45.62,93.27,104.27,32.90,63.03,25.70,351.66,26.17,617.72,0.3,717.4,31.0,0.17,0.17,0.1233,276.1481,32.0000,31.14,24.53,987.50
2024-03-25T00:00:33,20.18,37.06,97.89,109.44,44.07,84.43,25.70,351.91,26.17,618.17,0.3,717.1,31.0,0.16,0.16,0.1233,276.0641,32.0000,31.14,24.53,987.53
2024-03-25T00:00:38,20.18,37.06,95.58,106.86,40.46,77.52,25.75,352.46,26.19,619.17,0.3,717.1,31.0,0.20,0.20,0.1233,276.0983,32.0000,31.14,24.52,987.54
2024-03-25T00:00:43,15.98,29.35,104.83,117.20,21.37,40.94,25.75,352.42,26.19,619.07,0.3,718.6,31.0,0.19,0.19,0.1233,276.0600,32.0000,31.14,24.53,987.53
2024-03-25T00:00:49,29.03,53.31,90.95,101.69,36.50,69.93,25.76,352.54,26.16,619.31,0.3,716.7,31.0,0.17,0.17,0.1233,276.1296,32.0000,31.15,24.53,987.57
2024-03-25T00:00:54,20.18,37.06,107.14,119.78,44.07,84.43,25.77,351.96,26.17,618.23,0.3,715.7,31.0,0.16,0.16,0.1234,276.2488,32.0000,31.14,24.53,987.48
2024-03-25T00:00:59,29.03,53.31,107.14,119.78,28.94,55.44,25.76,352.57,26.20,619.30,0.3,717.7,31.0,0.21,0.21,0.1233,276.1326,32.0000,31.14,24.52,987.43
2024-03-25T00:01:05,24.84,45.62,104.83,117.20,36.50,69.93,25.72,352.95,26.19,619.98,0.3,717.4,31.0,0.21,0.21,0.1233,276.0823,32.0000,31.14,24.53,987.49
2024-03-25T00:01:10,29.03,53.31,100.20,112.02,32.54,62.34,25.75,352.75,26.19,619.63,0.3,717.5,31.0,0.20,0.20,0.1233,276.1679,32.0000,31.14,24.53,987.49
2024-03-25T00:01:15,20.18,37.06,109.45,122.37,44.07,84.43,25.79,352.92,26.16,619.96,0.3,716.9,31.0,0.20,0.20,0.1233,276.0994,32.0000,31.14,24.52,987.50
2024-03-25T00:01:21,20.18,37.06,111.77,124.96,28.94,55.45,25.79,352.81,26.17,619.75,0.3,719.4,31.0,0.20,0.20,0.1232,276.0014,32.0000,31.14,24.53,987.52
2024-03-25T00:01:26,20.18,37.06,90.95,101.69,40.10,76.83,25.72,352.37,26.15,619.01,0.3,714.5,31.0,0.24,0.24,0.1232,275.9739,32.0000,31.14,24.52,987.54
2024-03-25T00:01:31,20.18,37.06,84.02,93.94,28.94,55.45,25.72,352.62,26.16,619.45,0.3,718.2,31.0,0.25,0.25,0.1232,275.9788,32.0000,31.14,24.52,987.54
2024-03-25T00:01:37,20.18,37.06,114.08,127.55,44.07,84.44,25.73,352.91,26.16,619.95,0.3,715.9,31.0,0.21,0.21,0.1232,275.9497,32.0000,31.14,24.53,987.57
2024-03-25T00:01:42,20.18,37.06,95.58,106.87,36.50,69.94,25.76,353.10,26.16,620.32,0.3,718.7,31.0,0.18,0.18,0.1233,276.1689,32.0000,31.14,24.52,987.57
2024-03-25T00:01:47,33.69,61.87,111.77,124.96,40.46,77.52,25.76,352.44,26.15,619.14,0.3,718.6,31.0,0.18,0.18,0.1235,276.5858,32.0000,31.15,24.52,987.53
2024-03-25T00:01:53,28.57,52.47,100.20,112.03,36.86,70.62,25.76,352.22,26.16,618.76,0.3,718.2,31.0,0.17,0.17,0.1235,276.5822,32.0000,31.15,24.52,987.54
2024-03-25T00:01:58,15.05,27.64,93.27,104.28,51.99,99.61,25.74,351.68,26.15,617.78,0.3,716.5,31.0,0.20,0.20,0.1234,276.4380,32.0000,31.14,24.53,987.54
2024-03-25T00:02:04,37.89,69.58,100.20,112.03,48.39,92.71,25.77,351.74,26.13,617.88,0.3,717.6,31.0,0.22,0.22,0.1234,276.3835,32.0000,31.14,24.52,987.51
2024-03-25T00:02:09,28.57,52.47,79.39,88.76,55.59,106.50,25.73,351.58,26.15,617.59,0.3,713.1,31.0,0.24,0.24,0.1233,276.2265,32.0000,31.15,24.53,987.52
2024-03-25T00:02:14,28.57,52.47,86.33,96.52,44.43,85.13,25.80,351.61,26.15,617.67,0.3,716.1,31.0,0.26,0.26,0.1233,276.1195,32.0000,31.15,24.52,987.52
2024-03-25T00:02:20,28.57,52.47,100.20,112.02,51.99,99.61,25.78,351.75,26.13,617.89,0.3,715.7,31.0,0.22,0.22,0.1233,276.2429,32.0000,31.14,24.53,987.53
2024-03-25T00:02:25,28.57,52.47,86.33,96.52,55.95,107.20,25.81,351.43,26.15,617.34,0.3,718.9,31.0,0.17,0.17,0.1233,276.2383,32.0000,31.15,24.53,987.55
2024-03-25T00:02:30,28.57,52.47,88.64,99.10,40.82,78.21,25.77,351.27,26.13,617.08,0.3,715.5,31.0,0.17,0.17,0.1233,276.0921,32.0000,31.15,24.53,987.56
2024-03-25T00:02:36,28.57,52.47,72.45,81.00,48.39,92.71,25.73,351.55,26.13,617.55,0.3,717.8,31.0,0.21,0.21,0.1233,276.0572,32.0000,31.14,24.53,987.53
2024-03-25T00:02:41,28.57,52.47,86.33,96.52,44.43,85.13,25.77,351.51,26.16,617.50,0.3,717.0,31.0,0.20,0.20,0.1233,276.0539,32.0000,31.14,24.53,987.57
2024-03-25T00:02:46,37.89,69.59,86.33,96.52,48.39,92.72,25.74,351.51,26.15,617.52,0.3,715.0,31.0,0.20,0.20,0.1233,276.0712,32.0000,31.14,24.53,987.59
2024-03-25T00:02:52,37.42,68.73,67.83,75.84,40.82,78.21,25.77,351.70,26.13,617.85,0.3,717.0,31.0,0.19,0.19,0.1233,276.1479,32.0000,31.14,24.53,987.60
2024-03-25T00:02:57,24.37,44.76,74.77,83.60,48.39,92.72,25.78,351.93,26.13,618.29,0.3,717.9,31.0,0.15,0.15,0.1233,276.0639,32.0000,31.14,24.53,987.64
2024-03-25T00:03:03,19.71,36.20,72.45,81.00,51.99,99.61,25.76,351.55,26.15,617.58,0.3,715.7,31.0,0.12,0.12,0.1233,276.0685,32.0000,31.13,24.53,987.58
2024-03-25T00:03:08,33.23,61.03,72.45,81.00,48.39,92.71,25.76,351.43,26.17,617.33,0.3,718.1,31.0,0.12,0.12,0.1232,276.0002,32.0000,31.13,24.53,987.53
2024-03-25T00:03:13,28.57,52.47,74.77,83.59,40.82,78.20,25.76,351.61,26.16,617.63,0.3,717.5,31.0,0.11,0.11,0.1233,276.0350,32.0000,31.13,24.53,987.49
2024-03-25T00:03:19,24.37,44.76,72.45,81.00,44.43,85.12,25.72,351.29,26.16,617.10,0.3,716.4,31.0,0.12,0.12,0.1232,275.9400,32.0000,31.13,24.53,987.55
2024-03-25T00:03:24,28.57,52.47,79.39,88.76,44.43,85.12,25.73,350.85,26.13,616.30,0.3,715.9,31.0,0.10,0.10,0.1233,276.0882,32.0000,31.13,24.53,987.51
2024-03-25T00:03:29,6.20,11.39,79.39,88.75,48.39,92.71,25.77,350.90,26.15,616.38,0.3,717.3,31.0,0.08,0.08,0.1232,275.9889,32.0000,31.13,24.53,987.49
2024-03-25T00:03:35,46.28,84.99,67.83,75.83,44.43,85.12,25.74,350.87,26.16,616.31,0.3,715.1,31.0,0.11,0.11,0.1233,276.0332,32.0000,31.13,24.53,987.47
2024-03-25T00:03:40,28.57,52.46,86.33,96.51,40.82,78.20,25.74,350.88,26.13,616.32,0.3,717.0,31.0,0.13,0.13,0.1233,276.1581,32.0000,31.12,24.54,987.48
2024-03-25T00:03:45,19.71,36.19,70.14,78.41,51.99,99.60,25.79,350.86,26.15,616.28,0.3,718.9,31.0,0.11,0.11,0.1234,276.2523,32.0000,31.12,24.53,987.43
2024-03-25T00:03:51,19.71,36.19,81.70,91.33,48.39,92.70,25.77,351.40,26.17,617.23,0.3,717.6,31.0,0.10,0.10,0.1233,276.0114,32.0000,31.12,24.53,987.45
