timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-04-14T11:07:41,15210.33,10054.59,15382.62,134.58,31.67,414.71,20.71,0.00,0.00,1.7454,19.0000,32.97,19.59,994.43
2023-04-14T11:07:46,15375.45,9905.83,15344.18,140.80,31.61,414.19,20.77,0.00,0.00,1.5375,19.0000,32.98,19.60,994.41
2023-04-14T11:07:52,15574.46,9019.91,15364.53,130.06,31.49,418.42,20.80,3.20,5.55,1.4149,20.0000,32.99,19.60,994.44
2023-04-14T11:07:57,15670.92,8256.40,15409.75,104.06,31.39,419.23,20.85,2.52,4.37,1.3634,20.0000,32.99,19.61,994.46
2023-04-14T11:08:03,15814.31,7564.94,15393.92,120.45,31.37,420.06,20.93,1.74,3.02,1.3379,20.0000,32.99,19.61,994.44
2023-04-14T11:08:08,12478.07,7035.40,15364.53,126.67,31.21,421.17,20.98,1.22,2.12,1.3181,20.0000,32.99,19.62,994.44
2023-04-14T11:08:14,5682.19,6489.59,15396.18,115.93,31.18,420.77,21.02,0.33,0.48,1.3055,20.0000,33.00,19.63,994.43
2023-04-14T11:08:20,3185.44,6046.44,15421.06,100.10,31.15,422.67,21.07,0.31,0.46,1.2938,20.0000,33.00,19.64,994.41
2023-04-14T11:08:25,2186.04,5667.97,15409.75,95.01,31.02,422.86,21.12,0.25,0.38,1.2841,20.0000,33.00,19.65,994.44
2023-04-14T11:08:31,1715.02,5351.88,15418.79,84.27,31.00,423.10,21.15,0.18,0.27,1.2769,21.0000,33.00,19.65,994.47
2023-04-14T11:08:36,1475.17,5052.05,15398.44,79.19,30.91,424.68,21.24,0.13,0.19,1.2699,21.0000,33.00,19.66,994.47
2023-04-14T11:08:42,1297.01,4804.91,15427.84,90.49,30.86,424.70,21.25,0.08,0.12,1.2643,21.0000,33.01,19.67,994.46
2023-04-14T11:08:47,1180.56,4587.59,15452.71,101.23,30.82,425.54,21.27,0.09,0.13,1.2586,21.0000,33.00,19.68,994.50
2023-04-14T11:08:53,1086.71,4397.39,15405.23,90.49,30.78,425.61,21.32,0.09,0.12,1.2534,21.0000,33.01,19.69,994.45
2023-04-14T11:08:59,1002.41,4226.95,15425.58,79.75,30.73,426.23,21.37,0.07,0.10,1.2494,21.0000,33.01,19.70,994.46
2023-04-14T11:09:04,946.79,4080.52,15409.75,74.66,30.65,426.55,21.42,0.05,0.07,1.2450,21.0000,33.00,19.71,994.42
2023-04-14T11:09:10,892.91,3957.33,15454.97,69.58,30.60,427.46,21.46,0.03,0.05,1.2413,21.0000,33.01,19.72,994.42
2023-04-14T11:09:15,845.11,3848.48,15414.27,63.92,30.60,428.42,21.49,0.09,0.12,1.2372,22.0000,33.01,19.72,994.44
2023-04-14T11:09:21,799.05,3749.31,15427.84,69.01,30.55,428.27,21.51,0.09,0.12,1.2334,22.0000,33.01,19.73,994.40
2023-04-14T11:09:26,772.98,3664.48,15416.53,91.62,30.53,428.72,21.58,0.07,0.09,1.2305,22.0000,33.01,19.74,994.44
2023-04-14T11:09:32,724.32,3607.54,15430.10,63.92,30.47,428.06,21.59,0.05,0.07,1.2272,22.0000,33.01,19.75,994.43
2023-04-14T11:09:38,701.72,3534.32,15421.06,75.23,30.44,427.69,21.62,0.07,0.09,1.2240,22.0000,33.01,19.77,994.42
2023-04-14T11:09:43,669.57,3588.55,15434.62,85.97,30.43,427.34,21.63,0.08,0.12,1.2213,22.0000,33.02,19.77,994.43
2023-04-14T11:09:49,644.37,3665.25,15425.58,85.97,30.36,427.78,21.66,0.07,0.10,1.2180,22.0000,33.01,19.78,994.44
2023-04-14T11:09:54,610.47,3707.48,15418.79,80.88,30.38,427.79,21.71,0.05,0.08,1.2150,22.0000,33.02,19.80,994.42
2023-04-14T11:10:00,608.74,3722.20,13770.44,53.75,30.35,427.80,21.73,0.08,0.12,1.2126,22.0000,33.01,19.81,994.45
2023-04-14T11:10:05,577.45,3722.97,10618.46,64.49,30.26,427.25,21.76,0.08,0.12,1.2106,22.0000,33.01,19.82,994.43
2023-04-14T11:10:11,558.33,3711.74,8479.44,65.06,30.25,427.17,21.81,0.06,0.09,1.2079,22.0000,33.00,19.82,994.45
2023-04-14T11:10:17,540.08,3688.88,7018.77,59.40,30.22,426.69,21.82,0.05,0.07,1.2054,22.0000,32.99,19.83,994.44
2023-04-14T11:10:22,536.60,3660.99,6028.40,59.40,30.24,426.85,21.85,0.03,0.05,1.2031,22.0000,33.00,19.85,994.44
2023-04-14T11:10:28,509.66,3635.43,5264.14,59.40,30.18,426.95,21.86,0.02,0.03,1.2013,23.0000,33.00,19.85,994.41
2023-04-14T11:10:33,499.24,3588.94,4732.78,48.66,30.16,426.61,21.91,0.01,0.02,1.1992,23.0000,33.01,19.86,994.37
2023-04-14T11:10:39,478.38,3319.72,4303.17,70.71,30.13,426.43,21.95,0.01,0.01,1.1974,23.0000,32.99,19.88,994.42
2023-04-14T11:10:44,477.51,3064.83,4000.18,59.40,30.09,425.84,21.93,0.01,0.01,1.1947,23.0000,33.00,19.88,994.40
2023-04-14T11:10:50,465.34,2830.85,3733.37,59.40,30.12,426.24,21.99,0.14,0.18,1.1928,23.0000,32.99,19.90,994.40
2023-04-14T11:10:56,441.88,2641.04,3511.78,54.31,30.04,425.52,22.00,0.08,0.10,1.1905,23.0000,32.99,19.91,994.41
2023-04-14T11:11:01,447.96,2427.98,3308.28,59.97,30.05,425.39,22.03,0.08,0.12,1.1887,23.0000,32.99,19.92,994.40
2023-04-14T11:11:07,437.53,2257.93,3168.09,48.66,30.00,425.34,22.04,0.09,0.13,1.1869,23.0000,32.99,19.93,994.42
2023-04-14T11:11:12,431.45,2087.48,3000.77,37.92,30.01,425.56,22.06,0.08,0.11,1.1849,23.0000,32.99,19.94,994.41
