timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-15T00:00:02,43.83,86.31,454.61,522.39,27.26,51.45,40.07,1296.20,24.95,2340.27,1.33,1.33,0.1981,456.0294,29.0000,47.00,23.39,1011.10
2023-12-15T00:00:07,33.44,65.85,464.22,533.42,19.74,37.26,40.09,1296.36,24.98,2340.50,1.40,1.40,0.1981,456.0934,29.0000,47.01,23.39,1011.08
2023-12-15T00:00:12,47.08,92.71,444.99,511.33,27.26,51.45,40.07,1296.02,24.95,2339.92,1.54,1.54,0.1981,455.9778,29.0000,47.00,23.39,1011.09
2023-12-15T00:00:17,30.19,59.45,449.80,516.86,37.12,70.07,40.03,1295.53,24.98,2339.06,1.68,1.68,0.1981,456.0974,29.0000,47.01,23.39,1011.10
2023-12-15T00:00:22,30.19,59.45,432.98,497.52,27.73,52.34,40.09,1295.21,24.95,2338.40,1.71,1.71,0.1981,456.0660,29.0000,47.01,23.39,1011.07
2023-12-15T00:00:27,26.62,52.42,440.19,505.81,18.80,35.48,40.11,1295.13,24.98,2338.28,1.69,1.69,0.1982,456.2005,29.0000,47.02,23.39,1011.08
2023-12-15T00:00:32,33.44,65.85,444.99,511.32,14.58,27.52,40.07,1295.52,24.95,2338.96,1.56,1.56,0.1981,456.0260,29.0000,47.03,23.39,1011.07
2023-12-15T00:00:37,43.51,85.68,466.63,536.18,32.42,61.19,40.07,1295.72,24.97,2339.32,1.43,1.43,0.1982,456.1267,29.0000,47.02,23.39,1011.06
2023-12-15T00:00:42,29.87,58.82,478.64,549.99,18.80,35.48,40.12,1295.88,24.95,2339.61,1.47,1.47,0.1981,455.9634,29.0000,47.03,23.39,1011.07
2023-12-15T00:00:47,36.69,72.25,428.17,492.00,23.50,44.36,40.07,1296.36,24.97,2340.53,1.42,1.42,0.1982,456.1966,29.0000,47.02,23.38,1011.06
2023-12-15T00:00:52,29.87,58.82,432.98,497.51,23.50,44.36,40.09,1296.02,24.94,2339.84,1.48,1.48,0.1981,456.0958,29.0000,47.02,23.40,1011.09
2023-12-15T00:00:57,33.44,65.85,457.01,525.13,9.88,18.65,40.11,1295.85,24.97,2339.56,1.52,1.52,0.1982,456.1484,29.0000,47.02,23.39,1011.07
2023-12-15T00:01:02,36.69,72.24,440.19,505.77,27.73,52.34,40.12,1295.66,24.95,2339.06,1.49,1.49,0.1982,456.1946,29.0000,47.02,23.40,1011.04
2023-12-15T00:01:07,33.11,65.20,454.61,522.37,19.27,36.37,40.08,1296.10,24.95,2340.02,1.46,1.46,0.1981,455.9387,29.0000,47.01,23.39,1011.07
2023-12-15T00:01:12,33.44,65.84,466.63,536.17,18.80,35.48,40.09,1296.15,24.97,2340.02,1.48,1.48,0.1981,456.0502,29.0000,47.01,23.40,1011.07
2023-12-15T00:01:17,29.87,58.82,466.63,536.19,23.50,44.36,40.12,1296.19,24.98,2340.22,1.51,1.51,0.1981,455.9747,29.0000,47.00,23.39,1011.08
2023-12-15T00:01:22,33.44,65.85,457.01,525.14,9.88,18.65,40.08,1296.88,24.95,2341.48,1.44,1.44,0.1982,456.1561,29.0000,47.00,23.39,1011.09
2023-12-15T00:01:27,36.69,72.25,449.80,516.87,18.80,35.49,40.10,1297.12,24.94,2341.96,1.35,1.35,0.1982,456.1559,29.0000,47.00,23.39,1011.11
2023-12-15T00:01:32,33.44,65.85,420.96,483.71,23.50,44.36,40.10,1296.86,24.95,2341.38,1.29,1.29,0.1981,456.0978,29.0000,46.99,23.39,1011.07
2023-12-15T00:01:37,33.44,65.85,449.80,516.87,36.65,69.18,40.08,1297.72,24.97,2343.06,1.35,1.35,0.1981,455.9635,29.0000,46.99,23.39,1011.12
2023-12-15T00:01:42,33.44,65.85,435.38,500.27,18.80,35.48,40.07,1297.44,24.95,2342.39,1.35,1.35,0.1980,455.6443,29.0000,46.98,23.40,1011.08
2023-12-15T00:01:47,30.19,59.45,437.78,503.03,23.50,44.36,40.06,1297.31,24.94,2342.19,1.29,1.29,0.1980,455.6572,29.0000,46.99,23.40,1011.10
2023-12-15T00:01:52,33.44,65.85,459.42,527.89,18.80,35.48,40.07,1296.93,24.97,2341.49,1.32,1.32,0.1981,455.8976,29.0000,46.99,23.40,1011.09
2023-12-15T00:01:57,36.69,72.25,447.40,514.09,18.80,35.48,40.10,1296.92,24.95,2341.51,1.34,1.34,0.1982,456.3363,29.0000,46.99,23.40,1011.11
2023-12-15T00:02:02,40.58,79.90,425.77,489.23,31.95,60.30,40.09,1296.89,24.97,2341.39,1.53,1.53,0.1982,456.2608,29.0000,46.98,23.41,1011.12
