timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-21T00:00:02,41.81,78.35,67.64,77.16,39.28,76.79,28.43,521.55,25.21,934.86,2.85,2.85,0.1294,295.6597,29.0000,31.67,23.65,1004.68
2024-03-21T00:00:07,32.42,60.75,113.31,129.26,46.75,91.39,28.45,522.00,25.22,935.65,2.80,2.80,0.1293,295.4026,29.0000,31.67,23.65,1004.68
2024-03-21T00:00:12,32.42,60.75,82.06,93.62,43.18,84.42,28.43,521.79,25.21,935.31,2.91,2.91,0.1293,295.5491,29.0000,31.67,23.64,1004.68
2024-03-21T00:00:17,32.42,60.75,91.67,104.58,39.93,78.06,28.40,522.51,25.22,936.57,2.92,2.92,0.1293,295.4196,29.0000,31.67,23.65,1004.68
2024-03-21T00:00:22,14.58,27.32,96.48,110.06,43.18,84.41,28.38,522.10,25.22,935.82,2.83,2.83,0.1293,295.4584,29.0000,31.67,23.65,1004.67
2024-03-21T00:00:27,32.42,60.75,108.50,123.78,39.61,77.44,28.38,522.26,25.25,936.12,2.87,2.87,0.1292,295.2474,29.0000,31.67,23.65,1004.68
2024-03-21T00:00:32,32.42,60.75,106.09,121.03,36.36,71.08,28.42,522.46,25.25,936.46,2.99,2.99,0.1292,295.2517,29.0000,31.67,23.65,1004.66
2024-03-21T00:00:37,23.50,44.03,98.88,112.80,39.93,78.06,28.36,522.17,25.21,935.91,3.10,3.10,0.1292,295.2989,29.0000,31.66,23.66,1004.65
2024-03-21T00:00:42,37.12,69.56,96.48,110.06,49.68,97.12,28.36,521.85,25.22,935.32,3.23,3.23,0.1293,295.3718,29.0000,31.67,23.66,1004.65
2024-03-21T00:00:47,23.50,44.03,103.69,118.28,39.93,78.06,28.36,521.79,25.21,935.22,3.30,3.30,0.1292,295.2436,29.0000,31.66,23.66,1004.66
2024-03-21T00:00:52,28.20,52.84,103.69,118.28,46.43,90.76,28.38,521.87,25.24,935.37,3.21,3.21,0.1292,295.2257,29.0000,31.66,23.66,1004.66
2024-03-21T00:00:57,37.12,69.56,106.09,121.02,46.43,90.76,28.39,522.16,25.21,935.90,3.15,3.15,0.1292,295.1762,29.0000,31.67,23.66,1004.67
2024-03-21T00:01:02,32.42,60.75,106.09,121.03,39.93,78.06,28.42,522.68,25.24,936.88,3.09,3.09,0.1292,295.1555,29.0000,31.66,23.65,1004.68
2024-03-21T00:01:07,23.50,44.03,96.48,110.06,50.00,97.74,28.39,522.71,25.22,936.87,2.97,2.97,0.1292,295.3104,29.0000,31.66,23.66,1004.65
2024-03-21T00:01:12,28.20,52.84,113.31,129.26,43.18,84.41,28.38,521.77,25.22,935.22,2.95,2.95,0.1292,295.2014,29.0000,31.66,23.66,1004.68
2024-03-21T00:01:17,27.73,51.96,91.67,104.58,39.93,78.06,28.39,521.63,25.22,934.98,3.00,3.00,0.1292,295.2183,29.0000,31.66,23.65,1004.67
2024-03-21T00:01:22,28.20,52.84,127.73,145.71,46.75,91.39,28.38,521.68,25.22,935.04,3.13,3.13,0.1292,295.2915,29.0000,31.66,23.66,1004.67
2024-03-21T00:01:27,23.50,44.04,120.52,137.49,39.93,78.06,28.36,522.59,25.22,936.71,3.24,3.24,0.1292,295.1604,29.0000,31.65,23.66,1004.70
2024-03-21T00:01:32,31.95,59.87,132.53,151.19,50.33,98.39,28.36,522.57,25.22,936.68,3.40,3.40,0.1291,294.9850,29.0000,31.66,23.65,1004.68
2024-03-21T00:01:37,50.27,94.20,77.25,88.12,47.08,92.03,28.42,522.58,25.24,936.64,3.40,3.40,0.1291,295.0204,29.0000,31.66,23.66,1004.66
2024-03-21T00:01:42,31.95,59.87,79.66,90.87,50.33,98.39,28.40,522.83,25.27,937.07,3.47,3.47,0.1291,295.0553,29.0000,31.65,23.67,1004.67
2024-03-21T00:01:47,49.80,93.31,106.09,121.02,43.51,85.05,28.40,522.61,25.22,936.69,3.41,3.41,0.1292,295.1258,29.0000,31.66,23.67,1004.67
2024-03-21T00:01:52,50.27,94.20,91.67,104.57,53.57,104.72,28.42,522.42,25.25,936.35,3.29,3.29,0.1292,295.1922,29.0000,31.65,23.66,1004.66
2024-03-21T00:01:57,40.88,76.60,74.85,85.38,47.08,92.03,28.38,522.18,25.24,935.90,3.01,3.01,0.1292,295.2643,29.0000,31.64,23.67,1004.66
2024-03-21T00:02:02,36.65,68.67,65.23,74.41,53.90,105.36,28.34,522.36,25.21,936.21,3.01,3.01,0.1292,295.1333,29.0000,31.64,23.68,1004.67
2024-03-21T00:02:07,36.65,68.67,72.44,82.63,53.57,104.71,28.41,522.37,25.24,936.20,2.94,2.94,0.1292,295.1921,29.0000,31.64,23.67,1004.62
2024-03-21T00:02:12,23.03,43.15,74.85,85.38,50.65,99.01,28.41,522.82,25.25,937.02,2.88,2.88,0.1291,295.0886,29.0000,31.64,23.68,1004.66
2024-03-21T00:02:17,23.03,43.15,98.88,112.79,50.33,98.38,28.36,522.92,25.24,937.22,2.94,2.94,0.1291,294.9450,29.0000,31.63,23.68,1004.68
2024-03-21T00:02:22,45.57,85.38,58.02,66.18,50.33,98.38,28.36,523.00,25.27,937.34,2.89,2.89,0.1290,294.8253,29.0000,31.63,23.68,1004.67
2024-03-21T00:02:27,40.88,76.60,89.27,101.83,50.33,98.38,28.35,523.39,25.25,938.04,2.91,2.91,0.1290,294.7383,29.0000,31.63,23.68,1004.66
2024-03-21T00:02:32,31.95,59.86,77.25,88.11,50.33,98.38,28.38,523.07,25.27,937.44,2.98,2.98,0.1290,294.7270,29.0000,31.64,23.68,1004.65
2024-03-21T00:02:37,31.95,59.86,82.06,93.60,47.08,92.03,28.35,523.02,25.24,937.38,3.03,3.03,0.1290,294.8011,29.0000,31.63,23.68,1004.67
2024-03-21T00:02:42,31.95,59.87,79.66,90.87,47.08,92.03,28.38,523.31,25.28,937.92,3.08,3.08,0.1290,294.7584,29.0000,31.64,23.68,1004.69
2024-03-21T00:02:47,31.95,59.86,103.69,118.27,50.33,98.38,28.33,523.56,25.25,938.33,3.06,3.06,0.1290,294.7846,29.0000,31.63,23.68,1004.65
2024-03-21T00:02:52,45.57,85.38,48.41,55.22,53.57,104.71,28.34,523.77,25.28,938.70,2.95,2.95,0.1290,294.8673,29.0000,31.62,23.68,1004.65
2024-03-21T00:02:57,23.03,43.15,94.08,107.31,43.51,85.05,28.38,524.34,25.25,939.74,2.81,2.81,0.1290,294.7749,29.0000,31.63,23.68,1004.67
2024-03-21T00:03:02,45.57,85.38,72.44,82.62,50.33,98.38,28.36,524.31,25.27,939.64,2.83,2.83,0.1290,294.6731,29.0000,31.63,23.69,1004.64
2024-03-21T00:03:07,27.26,51.08,67.64,77.15,60.39,118.05,28.36,524.37,25.27,939.79,3.18,3.18,0.1290,294.7475,29.0000,31.62,23.68,1004.66
2024-03-21T00:03:12,40.88,76.59,70.04,79.89,43.51,85.05,28.38,524.30,25.27,939.64,3.42,3.42,0.1290,294.7266,29.0000,31.62,23.69,1004.66
2024-03-21T00:03:17,36.65,68.67,82.06,93.60,47.08,92.02,28.38,524.83,25.25,940.56,3.58,3.58,0.1290,294.6635,29.0000,31.62,23.69,1004.65
2024-03-21T00:03:22,31.95,59.86,67.64,77.15,47.08,92.02,28.36,525.34,25.27,941.48,3.52,3.52,0.1290,294.7185,29.0000,31.62,23.69,1004.64
2024-03-21T00:03:27,31.95,59.86,65.23,74.40,53.57,104.71,28.38,525.49,25.27,941.75,3.47,3.47,0.1289,294.6329,29.0000,31.61,23.69,1004.65
2024-03-21T00:03:32,27.26,51.07,86.87,99.08,50.33,98.38,28.34,525.80,25.28,942.31,3.50,3.50,0.1289,294.5321,29.0000,31.61,23.69,1004.64
2024-03-21T00:03:37,31.95,59.86,94.08,107.31,47.08,92.03,28.36,526.20,25.28,943.05,3.54,3.54,0.1289,294.4976,29.0000,31.60,23.69,1004.68
2024-03-21T00:03:42,40.88,76.59,77.25,88.11,50.33,98.38,28.35,526.28,25.27,943.18,3.75,3.75,0.1288,294.3490,29.0000,31.60,23.69,1004.65
2024-03-21T00:03:47,36.18,67.79,50.81,57.95,60.39,118.04,28.36,525.90,25.27,942.50,3.76,3.76,0.1289,294.4762,29.0000,31.61,23.69,1004.66
2024-03-21T00:03:52,40.88,76.59,91.67,104.56,53.90,105.36,28.38,526.03,25.25,942.76,3.63,3.63,0.1288,294.3875,29.0000,31.60,23.69,1004.68
2024-03-21T00:03:57,31.95,59.86,65.23,74.40,50.33,98.37,28.34,525.79,25.29,942.26,3.60,3.60,0.1289,294.4273,29.0000,31.59,23.70,1004.65
2024-03-21T00:04:02,31.95,59.86,91.67,104.55,53.57,104.70,28.32,525.72,25.28,942.11,3.54,3.54,0.1288,294.2801,29.0000,31.58,23.70,1004.62
2024-03-21T00:04:07,31.95,59.86,62.83,71.66,53.57,104.71,28.34,526.44,25.27,943.44,3.49,3.49,0.1288,294.2012,29.0000,31.58,23.70,1004.66
2024-03-21T00:04:12,40.88,76.59,72.44,82.62,50.33,98.37,28.36,525.68,25.27,942.05,3.43,3.43,0.1288,294.3192,29.0000,31.59,23.70,1004.64
2024-03-21T00:04:17,40.88,76.59,50.81,57.95,53.57,104.71,28.34,525.84,25.27,942.36,3.51,3.51,0.1288,294.2442,29.0000,31.58,23.70,1004.65
2024-03-21T00:04:22,36.65,68.66,86.87,99.08,53.57,104.70,28.36,525.94,25.28,942.50,3.55,3.55,0.1288,294.1762,29.0000,31.58,23.71,1004.65
2024-03-21T00:04:27,27.26,51.07,77.25,88.10,53.90,105.34,28.38,525.75,25.29,942.11,3.43,3.43,0.1287,293.9458,29.0000,31.58,23.71,1004.61
2024-03-21T00:04:32,41.35,77.47,86.87,99.08,47.08,92.02,28.31,525.48,25.27,941.68,3.51,3.51,0.1287,293.9554,29.0000,31.58,23.71,1004.65
2024-03-21T00:04:37,36.65,68.66,89.27,101.81,43.83,85.67,28.32,525.09,25.28,940.97,3.62,3.62,0.1287,294.0856,29.0000,31.57,23.71,1004.65
2024-03-21T00:04:42,40.88,76.59,65.23,74.40,50.33,98.37,28.32,525.12,25.28,941.01,3.51,3.51,0.1287,294.1386,29.0000,31.57,23.71,1004.63
2024-03-21T00:04:47,31.95,59.86,74.85,85.37,53.90,105.35,28.36,525.42,25.27,941.56,3.40,3.40,0.1288,294.2352,29.0000,31.58,23.71,1004.63
2024-03-21T00:04:52,40.88,76.59,72.44,82.62,50.33,98.37,28.32,525.58,25.27,941.85,3.35,3.35,0.1287,294.0551,29.0000,31.57,23.71,1004.64
2024-03-21T00:04:57,40.88,76.59,74.85,85.37,50.33,98.37,28.32,525.45,25.28,941.62,3.53,3.53,0.1287,293.9396,29.0000,31.57,23.71,1004.65
2024-03-21T00:05:02,36.65,68.66,60.43,68.92,50.65,98.99,28.32,525.91,25.28,942.42,3.59,3.59,0.1287,293.9476,29.0000,31.56,23.72,1004.65
2024-03-21T00:05:07,31.95,59.85,62.83,71.65,50.33,98.36,28.29,526.87,25.28,944.10,3.55,3.55,0.1286,293.8532,29.0000,31.55,23.72,1004.61
2024-03-21T00:05:12,31.95,59.86,65.23,74.40,50.33,98.37,28.32,526.42,25.28,943.34,3.43,3.43,0.1286,293.8425,29.0000,31.57,23.71,1004.63
2024-03-21T00:05:17,31.95,59.86,84.46,96.33,50.33,98.37,28.31,526.52,25.28,943.50,3.38,3.38,0.1287,293.9511,29.0000,31.55,23.72,1004.65
2024-03-21T00:05:22,45.57,85.37,72.44,82.62,50.33,98.37,28.29,525.81,25.29,942.23,3.28,3.28,0.1286,293.8207,29.0000,31.54,23.72,1004.64
2024-03-21T00:05:27,36.18,67.78,91.67,104.55,46.75,91.37,28.29,525.79,25.29,942.18,3.10,3.10,0.1286,293.9092,29.0000,31.55,23.72,1004.63
