timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-18T23:00:01,40.58,80.33,226.27,261.39,36.65,69.55,42.87,1056.46,21.71,1917.59,0.84,0.84,0.1745,403.7363,26.0000,47.62,20.35,1006.06
2024-03-18T23:00:06,40.58,80.34,226.27,261.39,31.95,60.63,42.83,1056.57,21.71,1917.80,0.76,0.76,0.1745,403.8199,26.0000,47.63,20.35,1006.07
2024-03-18T23:00:11,37.34,73.92,223.87,258.61,31.95,60.63,42.85,1056.46,21.73,1917.55,0.77,0.77,0.1745,403.8215,26.0000,47.63,20.35,1006.05
2024-03-18T23:00:16,37.34,73.92,243.10,280.83,23.03,43.70,42.85,1056.92,21.69,1918.40,0.84,0.84,0.1744,403.6304,26.0000,47.63,20.35,1006.05
2024-03-18T23:00:21,37.34,73.92,223.87,258.62,31.95,60.63,42.86,1057.29,21.69,1919.09,0.81,0.81,0.1745,403.8638,26.0000,47.63,20.34,1006.03
2024-03-18T23:00:26,37.34,73.92,219.06,253.06,31.95,60.63,42.82,1057.97,21.73,1920.33,0.83,0.83,0.1744,403.6551,26.0000,47.62,20.35,1006.06
2024-03-18T23:00:31,37.34,73.92,240.69,278.05,31.95,60.63,42.88,1057.48,21.69,1919.46,0.93,0.93,0.1744,403.6371,26.0000,47.62,20.35,1006.08
2024-03-18T23:00:36,43.83,86.77,231.08,266.95,27.26,51.73,42.85,1057.15,21.69,1918.89,0.94,0.94,0.1744,403.6729,26.0000,47.62,20.35,1006.09
2024-03-18T23:00:41,40.58,80.34,226.27,261.39,36.18,68.66,42.82,1056.52,21.69,1917.72,0.97,0.97,0.1745,403.8624,26.0000,47.62,20.35,1006.07
2024-03-18T23:00:46,37.34,73.92,204.64,236.41,40.88,77.57,42.82,1056.39,21.69,1917.48,0.94,0.94,0.1743,403.3667,26.0000,47.63,20.35,1006.08
2024-03-18T23:00:51,33.76,66.84,211.85,244.74,18.33,34.78,42.86,1056.30,21.74,1917.39,0.88,0.88,0.1744,403.7010,26.0000,47.63,20.34,1006.07
2024-03-18T23:00:56,33.76,66.84,243.10,280.84,31.95,60.63,42.85,1055.77,21.71,1916.38,0.89,0.89,0.1745,403.7463,26.0000,47.63,20.34,1006.05
2024-03-18T23:01:01,40.58,80.34,226.27,261.40,40.88,77.58,42.86,1056.54,21.69,1917.81,0.91,0.91,0.1744,403.6785,26.0000,47.62,20.34,1006.07
2024-03-18T23:01:06,50.65,100.27,233.48,269.72,23.03,43.70,42.85,1056.18,21.69,1917.10,0.88,0.88,0.1744,403.6718,26.0000,47.63,20.34,1006.05
2024-03-18T23:01:11,33.76,66.84,245.50,283.61,31.95,60.63,42.82,1056.17,21.69,1917.11,0.87,0.87,0.1744,403.5554,26.0000,47.64,20.34,1006.05
2024-03-18T23:01:16,26.94,53.34,245.50,283.62,45.57,86.48,42.82,1056.06,21.71,1916.98,0.90,0.90,0.1745,403.8343,26.0000,47.64,20.34,1006.09
2024-03-18T23:01:21,44.16,87.42,231.08,266.95,18.33,34.78,42.87,1054.91,21.69,1914.80,0.92,0.92,0.1745,403.7161,26.0000,47.64,20.34,1006.04
2024-03-18T23:01:26,40.58,80.34,207.04,239.18,27.73,52.62,42.82,1055.03,21.69,1915.01,1.02,1.02,0.1744,403.6367,26.0000,47.64,20.34,1006.04
2024-03-18T23:01:31,33.76,66.84,211.85,244.74,31.95,60.63,42.82,1054.81,21.69,1914.65,1.04,1.04,0.1744,403.6599,26.0000,47.64,20.34,1006.06
2024-03-18T23:01:36,37.34,73.92,223.87,258.63,31.95,60.63,42.84,1054.88,21.68,1914.81,0.98,0.98,0.1744,403.5798,26.0000,47.63,20.33,1006.04
2024-03-18T23:01:41,37.34,73.92,219.06,253.07,31.95,60.63,42.88,1054.92,21.69,1914.86,0.87,0.87,0.1744,403.6067,26.0000,47.64,20.33,1006.03
2024-03-18T23:01:46,40.58,80.34,221.46,255.84,23.03,43.70,42.83,1054.67,21.69,1914.39,0.74,0.74,0.1744,403.6083,26.0000,47.64,20.34,1006.06
2024-03-18T23:01:51,44.16,87.42,228.68,264.18,31.95,60.63,42.86,1054.26,21.73,1913.62,0.84,0.84,0.1745,403.7195,26.0000,47.63,20.34,1006.04
2024-03-18T23:01:56,37.34,73.92,216.66,250.29,27.26,51.73,42.88,1054.33,21.69,1913.74,0.94,0.94,0.1745,403.7485,26.0000,47.63,20.34,1006.04
2024-03-18T23:02:01,44.16,87.43,223.87,258.63,36.18,68.66,42.83,1054.39,21.68,1913.92,0.98,0.98,0.1744,403.6023,26.0000,47.63,20.33,1006.04
2024-03-18T23:02:06,40.58,80.34,199.83,230.85,27.26,51.73,42.85,1053.25,21.69,1911.80,0.99,0.99,0.1745,403.8977,26.0000,47.64,20.34,1006.04
2024-03-18T23:02:11,30.52,60.42,231.08,266.95,40.88,77.58,42.80,1053.81,21.69,1912.82,1.03,1.03,0.1745,403.7333,26.0000,47.63,20.34,1006.05
2024-03-18T23:02:16,43.83,86.77,238.29,275.28,27.26,51.73,42.82,1053.69,21.68,1912.60,1.10,1.10,0.1743,403.4240,26.0000,47.64,20.34,1006.05
