timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-03-23T00:00:01,27.73,51.45,89.27,100.83,47.08,91.13,35.82,501.08,25.37,889.28,1.83,1.83,0.1318,298.1550,29.0000,39.86,23.77,995.15
2024-03-23T00:00:06,15.05,27.92,89.27,100.83,50.00,96.78,35.75,501.17,25.35,889.47,1.91,1.91,0.1318,298.1571,29.0000,39.85,23.77,995.18
2024-03-23T00:00:11,23.50,43.60,79.66,89.98,36.69,71.02,35.79,500.91,25.35,888.98,1.95,1.95,0.1318,298.1059,29.0000,39.86,23.78,995.17
2024-03-23T00:00:16,27.73,51.45,74.85,84.54,39.93,77.29,35.78,500.84,25.35,888.83,1.95,1.95,0.1318,298.1141,29.0000,39.85,23.78,995.15
2024-03-23T00:00:21,23.50,43.60,94.08,106.26,39.93,77.29,35.75,500.62,25.35,888.45,1.99,1.99,0.1318,298.2308,29.0000,39.85,23.78,995.17
2024-03-23T00:00:26,23.50,43.60,89.27,100.83,33.11,64.09,35.78,500.12,25.35,887.54,1.99,1.99,0.1319,298.3949,29.0000,39.85,23.79,995.18
2024-03-23T00:00:31,23.50,43.60,86.87,98.12,33.11,64.09,35.76,500.46,25.35,888.15,2.10,2.10,0.1318,298.2969,29.0000,39.85,23.78,995.15
2024-03-23T00:00:36,14.58,27.05,62.83,70.97,19.48,37.71,35.76,500.47,25.35,888.18,2.08,2.08,0.1318,298.2845,29.0000,39.84,23.78,995.17
2024-03-23T00:00:41,23.50,43.60,94.08,106.26,29.87,57.81,35.82,500.05,25.31,887.41,1.98,1.98,0.1318,298.1672,29.0000,39.85,23.78,995.14
2024-03-23T00:00:46,18.80,34.88,89.27,100.83,46.75,90.49,35.77,499.50,25.34,886.46,1.96,1.96,0.1317,298.0540,29.0000,39.85,23.78,995.17
2024-03-23T00:00:51,23.50,43.60,84.46,95.40,33.11,64.09,35.75,500.16,25.35,887.60,1.91,1.91,0.1318,298.1266,29.0000,39.85,23.78,995.14
2024-03-23T00:00:56,28.20,52.32,84.46,95.40,33.11,64.09,35.82,500.62,25.37,888.43,1.81,1.81,0.1317,297.8810,29.0000,39.85,23.77,995.12
2024-03-23T00:01:01,32.42,60.15,103.69,117.12,39.93,77.29,35.80,500.49,25.35,888.22,1.88,1.88,0.1316,297.8598,29.0000,39.86,23.78,995.16
2024-03-23T00:01:06,23.50,43.60,74.85,84.54,32.79,63.47,35.79,501.02,25.34,889.15,1.93,1.93,0.1317,297.9373,29.0000,39.86,23.77,995.12
2024-03-23T00:01:11,18.80,34.88,94.08,106.26,46.75,90.49,35.79,500.97,25.32,889.05,1.96,1.96,0.1318,298.1892,29.0000,39.85,23.78,995.15
2024-03-23T00:01:16,23.50,43.60,74.85,84.54,33.11,64.09,35.77,500.95,25.34,889.01,2.01,2.01,0.1318,298.2729,29.0000,39.85,23.78,995.13
2024-03-23T00:01:21,27.73,51.45,86.87,98.12,39.93,77.29,35.78,500.71,25.35,888.58,2.11,2.11,0.1318,298.1414,29.0000,39.85,23.78,995.14
2024-03-23T00:01:26,23.50,43.60,84.46,95.39,33.11,64.08,35.80,500.35,25.35,887.93,2.16,2.16,0.1318,298.0872,29.0000,39.84,23.79,995.15
2024-03-23T00:01:31,27.73,51.45,79.66,89.97,39.93,77.29,35.76,500.05,25.35,887.40,2.09,2.09,0.1318,298.2299,29.0000,39.84,23.78,995.14
2024-03-23T00:01:36,27.73,51.45,84.46,95.39,39.93,77.28,35.80,499.79,25.35,886.93,2.04,2.04,0.1318,298.1517,29.0000,39.83,23.79,995.15
2024-03-23T00:01:41,27.73,51.45,58.02,65.53,39.93,77.28,35.75,498.71,25.35,885.03,1.98,1.98,0.1318,298.1874,29.0000,39.83,23.79,995.15
2024-03-23T00:01:46,27.26,50.57,79.66,89.97,37.01,71.63,35.83,498.09,25.35,883.88,2.10,2.10,0.1318,298.1369,29.0000,39.83,23.79,995.12
2024-03-23T00:01:51,18.33,34.01,70.04,79.10,43.83,84.83,35.75,498.09,25.37,883.88,2.11,2.11,0.1318,298.1340,29.0000,39.82,23.80,995.15
2024-03-23T00:01:56,27.26,50.57,77.25,87.25,47.08,91.12,35.79,497.78,25.35,883.34,2.13,2.13,0.1317,297.9139,29.0000,39.84,23.80,995.16
2024-03-23T00:02:01,31.95,59.27,62.83,70.96,40.26,77.92,35.79,497.78,25.35,883.35,2.22,2.22,0.1316,297.8505,29.0000,39.84,23.79,995.13
2024-03-23T00:02:06,40.88,75.84,67.64,76.39,50.33,97.41,35.78,497.75,25.37,883.28,2.20,2.20,0.1317,297.9801,29.0000,39.82,23.80,995.15
2024-03-23T00:02:11,18.33,34.01,50.81,57.38,50.33,97.41,35.79,497.92,25.37,883.57,2.16,2.16,0.1317,297.9188,29.0000,39.84,23.80,995.14
2024-03-23T00:02:16,31.95,59.27,67.64,76.39,47.08,91.12,35.83,497.94,25.35,883.64,2.10,2.10,0.1316,297.8341,29.0000,39.85,23.79,995.14
2024-03-23T00:02:21,23.03,42.73,74.85,84.54,47.08,91.12,35.79,498.01,25.35,883.76,2.09,2.09,0.1317,297.9051,29.0000,39.84,23.79,995.13
