timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-16T00:00:02,11.79,21.94,613.58,695.00,21.37,41.48,42.88,746.80,27.18,1329.08,0.7,1693.0,32.0,0.17,0.17,0.7664,1739.0932,33.0000,52.15,25.38,1003.36
2024-02-16T00:00:08,42.55,79.17,669.08,757.87,33.26,64.56,42.86,747.30,27.22,1329.99,0.7,1689.9,32.0,0.14,0.14,0.7659,1737.9724,33.0000,52.13,25.38,1003.37
2024-02-16T00:00:13,29.03,54.01,629.77,713.30,25.70,49.88,42.89,746.76,27.22,1328.95,0.7,1692.2,32.0,0.14,0.14,0.7658,1737.5638,33.0000,52.16,25.39,1003.34
2024-02-16T00:00:18,29.03,54.01,613.58,695.00,25.70,49.89,42.90,746.84,27.21,1329.17,0.7,1689.8,32.0,0.15,0.15,0.7660,1737.9909,33.0000,52.17,25.38,1003.37
2024-02-16T00:00:24,20.18,37.55,602.02,681.92,14.53,28.20,42.87,746.72,27.19,1328.98,0.7,1691.8,32.0,0.28,0.28,0.7659,1737.9522,33.0000,52.17,25.38,1003.39
2024-02-16T00:00:29,33.69,62.68,611.27,692.38,29.30,56.87,42.87,747.01,27.21,1329.45,0.7,1690.8,32.0,0.33,0.33,0.7660,1738.0883,33.0000,52.17,25.39,1003.39
2024-02-16T00:00:34,20.18,37.55,639.02,723.80,32.90,63.86,42.87,747.03,27.21,1329.48,0.7,1693.2,32.0,0.30,0.30,0.7662,1738.4170,33.0000,52.16,25.39,1003.38
2024-02-16T00:00:40,33.69,62.68,625.14,708.09,18.13,35.19,42.86,746.54,27.21,1328.64,0.7,1688.7,32.0,0.25,0.25,0.7662,1738.4554,33.0000,52.16,25.38,1003.36
2024-02-16T00:00:45,24.84,46.22,650.58,736.92,22.09,42.88,42.86,747.03,27.21,1329.53,0.7,1687.8,32.0,0.21,0.21,0.7661,1738.3926,33.0000,52.16,25.39,1003.41
2024-02-16T00:00:50,24.84,46.22,615.89,697.59,36.86,71.54,42.88,745.61,27.22,1326.93,0.7,1691.7,32.0,0.19,0.19,0.7661,1738.3019,33.0000,52.16,25.39,1003.36
2024-02-16T00:00:56,20.64,38.40,645.95,731.65,25.70,49.88,42.87,744.97,27.21,1325.81,0.7,1690.6,32.0,0.19,0.19,0.7661,1738.2418,33.0000,52.17,25.39,1003.38
2024-02-16T00:01:01,15.98,29.73,639.02,723.79,10.57,20.52,42.87,745.31,27.19,1326.40,0.7,1691.7,32.0,0.19,0.19,0.7659,1737.6904,33.0000,52.18,25.40,1003.40
2024-02-16T00:01:06,29.50,54.88,652.89,739.48,25.70,49.88,42.95,745.42,27.19,1326.55,0.7,1691.7,32.0,0.19,0.19,0.7657,1737.2966,33.0000,52.17,25.40,1003.36
