timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-05T00:00:03,40.58,78.95,197.43,224.15,36.18,67.47,37.56,1443.12,23.56,2574.39,1.81,1.81,0.1761,400.5483,28.0000,44.62,21.91,994.03
2023-12-05T00:00:08,40.26,78.33,204.64,232.34,27.73,51.72,37.60,1443.24,23.50,2574.66,1.79,1.79,0.1761,400.5820,28.0000,44.62,21.90,994.01
2023-12-05T00:00:13,53.90,104.87,190.22,215.97,40.88,76.24,37.59,1442.00,23.53,2572.40,1.78,1.78,0.1761,400.4353,28.0000,44.62,21.90,994.00
2023-12-05T00:00:18,30.19,58.74,228.68,259.64,23.50,43.83,37.55,1441.27,23.53,2571.14,1.90,1.90,0.1761,400.4180,28.0000,44.62,21.90,994.01
2023-12-05T00:00:23,33.44,65.06,187.81,213.23,32.42,60.46,37.54,1440.94,23.53,2570.50,1.89,1.89,0.1761,400.4733,28.0000,44.62,21.91,994.03
2023-12-05T00:00:28,33.44,65.06,175.80,199.60,23.50,43.83,37.58,1440.49,23.52,2569.71,1.76,1.76,0.1761,400.4890,27.0000,44.62,21.90,994.00
2023-12-05T00:00:33,33.44,65.06,223.87,254.17,23.50,43.83,37.57,1439.94,23.50,2568.70,1.66,1.66,0.1761,400.4312,27.0000,44.62,21.91,994.02
2023-12-05T00:00:38,33.44,65.06,209.45,237.80,27.73,51.72,37.59,1439.59,23.52,2568.11,1.61,1.61,0.1760,400.4057,28.0000,44.62,21.91,994.04
2023-12-05T00:00:43,37.01,72.01,207.04,235.07,27.73,51.72,37.61,1438.91,23.52,2566.87,1.63,1.63,0.1761,400.4541,27.0000,44.64,21.91,994.03
2023-12-05T00:00:48,33.44,65.06,204.64,232.34,18.80,35.06,37.60,1438.37,23.50,2565.87,1.72,1.72,0.1761,400.4006,28.0000,44.62,21.91,994.01
2023-12-05T00:00:53,40.26,78.33,226.27,256.90,18.80,35.06,37.61,1438.10,23.53,2565.41,1.77,1.77,0.1761,400.4953,28.0000,44.62,21.91,994.02
2023-12-05T00:00:58,36.69,71.39,202.24,229.62,27.73,51.72,37.57,1438.17,23.52,2565.62,1.68,1.68,0.1761,400.5576,27.0000,44.62,21.90,994.02
2023-12-05T00:01:03,47.40,92.22,183.01,207.78,36.18,67.47,37.57,1437.63,23.52,2564.58,1.68,1.68,0.1761,400.5488,28.0000,44.62,21.91,994.02
2023-12-05T00:01:08,30.19,58.74,180.60,205.04,23.50,43.83,37.57,1437.72,23.52,2564.69,1.66,1.66,0.1761,400.6026,27.0000,44.62,21.90,993.97
2023-12-05T00:01:13,40.58,78.95,156.57,177.76,31.95,59.59,37.61,1437.76,23.52,2564.81,1.65,1.65,0.1762,400.7336,28.0000,44.62,21.91,994.02
2023-12-05T00:01:18,30.52,59.38,185.41,210.50,27.26,50.84,37.57,1437.63,23.52,2564.52,1.61,1.61,0.1761,400.5564,28.0000,44.62,21.91,994.00
2023-12-05T00:01:23,30.52,59.38,161.38,183.22,40.88,76.24,37.55,1436.48,23.53,2562.49,1.64,1.64,0.1762,400.6235,28.0000,44.62,21.90,993.97
2023-12-05T00:01:28,47.40,92.22,187.81,213.22,27.26,50.84,37.55,1436.26,23.52,2562.07,1.67,1.67,0.1762,400.8152,28.0000,44.62,21.91,993.99
2023-12-05T00:01:33,43.83,85.27,185.41,210.50,31.95,59.58,37.60,1435.79,23.50,2561.24,1.72,1.72,0.1762,400.6405,27.0000,44.63,21.91,993.99
2023-12-05T00:01:38,33.76,65.68,195.03,221.42,23.03,42.95,37.52,1436.26,23.53,2562.04,1.83,1.83,0.1762,400.6722,27.0000,44.62,21.91,993.98
2023-12-05T00:01:43,34.09,66.32,161.38,183.22,31.95,59.58,37.59,1436.45,23.52,2562.41,1.96,1.96,0.1762,400.6956,28.0000,44.62,21.91,993.99
2023-12-05T00:01:48,47.40,92.22,151.76,172.30,18.33,34.18,37.63,1435.30,23.52,2560.41,1.96,1.96,0.1762,400.7352,28.0000,44.62,21.91,994.01
2023-12-05T00:01:53,40.58,78.95,187.81,213.22,23.03,42.95,37.57,1434.95,23.53,2559.67,1.85,1.85,0.1762,400.6548,28.0000,44.62,21.91,993.97
2023-12-05T00:01:58,37.34,72.65,207.04,235.06,31.48,58.71,37.57,1434.87,23.53,2559.63,1.76,1.76,0.1761,400.5910,27.0000,44.63,21.90,993.98
2023-12-05T00:02:03,37.34,72.65,168.59,191.40,27.26,50.84,37.58,1434.29,23.50,2558.54,1.67,1.67,0.1761,400.5800,28.0000,44.62,21.91,993.99
2023-12-05T00:02:08,47.40,92.22,209.45,237.80,18.33,34.18,37.58,1433.25,23.52,2556.73,1.54,1.54,0.1762,400.6777,28.0000,44.62,21.91,994.01
2023-12-05T00:02:13,47.40,92.22,192.62,218.68,27.73,51.71,37.61,1432.83,23.53,2555.90,1.53,1.53,0.1761,400.6019,28.0000,44.62,21.91,993.98
2023-12-05T00:02:18,43.83,85.28,180.60,205.04,40.88,76.24,37.57,1431.89,23.53,2554.30,1.65,1.65,0.1762,400.6988,27.0000,44.62,21.91,994.01
