timestamp(UTC),NetPM-PM25,NetPM-PM10,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA,NetADC_NO2-NO2,NetADC_NO2-NO2_ug
2024-02-26T15:21:22,0.47,0.47,31.91,2989.95,20.55,5366.80,0.2353,538.3575,24.0000,35.30,19.61,992.38,31.48,59.07
2024-02-26T15:21:27,0.45,0.45,31.86,2990.28,20.55,5367.54,0.2351,538.0574,24.0000,35.29,19.60,992.37,45.10,84.63
2024-02-26T15:21:32,0.44,0.44,31.88,2989.19,20.55,5365.56,0.2352,538.2135,24.0000,35.28,19.60,992.37,63.42,119.01
2024-02-26T15:21:37,0.48,0.48,31.85,2988.91,20.59,5365.06,0.2352,538.2779,24.0000,35.27,19.60,992.37,21.62,40.57
2024-02-26T15:21:42,0.49,0.49,31.83,2987.30,20.55,5362.07,0.2350,537.8672,24.0000,35.25,19.60,992.35,45.10,84.63
2024-02-26T15:21:47,0.47,0.47,31.84,2986.34,20.58,5360.45,0.2348,537.4286,24.0000,35.23,19.60,992.37,45.10,84.63
2024-02-26T15:21:52,0.49,0.49,31.81,2986.01,20.57,5359.82,0.2350,537.7100,24.0000,35.20,19.60,992.36,45.10,84.63
2024-02-26T15:21:57,0.45,0.45,31.81,2985.61,20.57,5359.44,0.2351,538.0074,24.0000,35.18,19.60,992.42,31.48,59.08
2024-02-26T15:22:02,0.44,0.44,31.73,2985.46,20.58,5358.98,0.2350,537.8664,24.0000,35.17,19.60,992.39,31.48,59.08
2024-02-26T15:22:07,0.45,0.45,31.73,2985.40,20.55,5358.80,0.2351,538.1278,24.0000,35.13,19.59,992.34,40.41,75.83
2024-02-26T15:22:12,0.49,0.49,31.66,2985.00,20.54,5358.32,0.2352,538.2003,24.0000,35.09,19.58,992.35,36.18,67.90
2024-02-26T15:22:17,0.48,0.48,31.68,2985.32,20.58,5358.76,0.2355,538.8599,24.0000,35.06,19.59,992.36,40.41,75.83
2024-02-26T15:22:22,0.48,0.48,31.67,2985.02,20.57,5358.29,0.2350,537.7692,24.0000,35.01,19.59,992.37,45.10,84.64
2024-02-26T15:22:27,0.52,0.52,31.65,2985.54,20.57,5359.10,0.2354,538.6133,24.0000,34.99,19.59,992.35,31.48,59.08
2024-02-26T15:22:32,0.52,0.52,31.54,2985.77,20.57,5359.82,0.2351,538.1679,24.0000,34.98,19.58,992.37,40.41,75.84
2024-02-26T15:22:37,0.55,0.55,31.53,2985.86,20.55,5359.82,0.2349,537.6214,24.0000,34.91,19.58,992.35,35.71,67.01
2024-02-26T15:22:42,0.58,0.58,31.52,2984.49,20.55,5357.65,0.2351,538.1729,24.0000,34.85,19.58,992.40,45.10,84.64
2024-02-26T15:22:47,0.53,0.53,31.40,2983.58,20.54,5355.86,0.2352,538.2949,24.0000,34.76,19.58,992.37,36.18,67.90
2024-02-26T15:22:52,0.49,0.49,31.36,2983.56,20.55,5355.76,0.2353,538.5261,24.0000,34.74,19.58,992.36,36.18,67.90
2024-02-26T15:22:57,0.44,0.44,31.34,2983.08,20.54,5354.87,0.2352,538.2477,24.0000,34.67,19.58,992.35,40.41,75.84
2024-02-26T15:23:02,0.45,0.45,31.24,2983.93,20.55,5356.36,0.2350,537.8576,24.0000,34.60,19.58,992.35,27.26,51.16
2024-02-26T15:23:07,0.43,0.43,31.21,2984.08,20.55,5356.89,0.2349,537.5939,24.0000,34.53,19.57,992.36,31.48,59.08
2024-02-26T15:23:12,0.45,0.45,31.18,2984.09,20.55,5356.85,0.2352,538.3311,24.0000,34.47,19.56,992.31,26.79,50.28
2024-02-26T15:23:17,0.47,0.47,31.12,2983.53,20.54,5355.95,0.2351,537.9900,24.0000,34.38,19.57,992.37,22.09,41.46
2024-02-26T15:23:22,0.53,0.54,31.02,2984.23,20.57,5357.32,0.2351,538.0257,24.0000,34.34,19.56,992.36,36.18,67.90
2024-02-26T15:23:27,0.49,0.50,30.95,2983.59,20.57,5356.18,0.2351,538.0475,24.0000,34.29,19.56,992.36,53.56,100.52
2024-02-26T15:23:32,0.48,0.48,30.91,2982.30,20.57,5353.99,0.2348,537.5140,24.0000,34.24,19.56,992.38,35.71,67.02
2024-02-26T15:23:37,0.46,0.46,30.84,2982.43,20.57,5354.20,0.2348,537.4678,24.0000,34.18,19.55,992.34,45.10,84.64
2024-02-26T15:23:42,0.39,0.40,30.79,2981.64,20.54,5352.74,0.2352,538.2246,24.0000,34.07,19.56,992.37,36.18,67.90
2024-02-26T15:23:47,0.33,0.33,30.75,2980.67,20.55,5351.08,0.2350,537.8539,24.0000,34.03,19.55,992.35,26.79,50.28
2024-02-26T15:23:52,0.28,0.28,30.67,2980.89,20.52,5351.48,0.2351,538.0047,24.0000,34.01,19.55,992.35,36.18,67.90
2024-02-26T15:23:57,0.35,0.36,30.66,2981.43,20.54,5352.59,0.2348,537.4130,24.0000,33.97,19.55,992.38,31.48,59.08
2024-02-26T15:24:02,0.39,0.39,30.65,2982.11,20.55,5353.70,0.2351,538.1916,24.0000,33.90,19.55,992.36,22.56,42.34
2024-02-26T15:24:07,0.38,0.39,30.59,2983.07,20.54,5355.78,0.2352,538.3142,24.0000,33.86,19.54,992.39,39.94,74.97
2024-02-26T15:24:12,0.40,0.41,30.53,2982.88,20.54,5355.36,0.2347,537.2690,24.0000,33.80,19.53,992.34,62.95,118.15
2024-02-26T15:24:17,0.44,0.44,30.47,2982.22,20.52,5354.22,0.2345,536.8115,24.0000,33.76,19.52,992.32,31.48,59.09
2024-02-26T15:24:22,0.50,0.50,30.40,2982.27,20.52,5354.22,0.2348,537.3934,24.0000,33.72,19.53,992.33,36.18,67.91
2024-02-26T15:24:27,0.53,0.53,30.38,2982.61,20.52,5355.12,0.2347,537.3302,24.0000,33.69,19.53,992.39,40.41,75.85
2024-02-26T15:24:32,0.53,0.53,30.37,2982.69,20.52,5355.36,0.2349,537.7772,24.0000,33.65,19.52,992.37,31.48,59.09
2024-02-26T15:24:37,0.57,0.57,30.31,2981.76,20.52,5353.48,0.2351,538.2396,24.0000,33.61,19.52,992.33,31.48,59.09
2024-02-26T15:24:42,0.55,0.55,30.33,2981.25,20.51,5352.71,0.2350,538.0294,24.0000,33.56,19.52,992.36,26.79,50.29
2024-02-26T15:24:47,0.48,0.49,30.27,2981.67,20.51,5353.59,0.2350,537.9210,24.0000,33.51,19.52,992.38,35.71,67.03
2024-02-26T15:24:52,0.45,0.45,30.20,2982.43,20.52,5355.06,0.2350,537.8957,24.0000,33.48,19.50,992.33,36.18,67.91
2024-02-26T15:24:57,0.40,0.40,30.20,2981.58,20.51,5353.61,0.2352,538.4366,24.0000,33.47,19.51,992.38,26.79,50.29
2024-02-26T15:25:02,0.33,0.33,30.18,2981.27,20.50,5353.04,0.2351,538.1347,24.0000,33.47,19.50,992.34,26.79,50.29
2024-02-26T15:25:07,0.35,0.36,30.18,2982.84,20.52,5355.94,0.2348,537.5700,24.0000,33.45,19.50,992.36,36.18,67.92
2024-02-26T15:25:12,0.36,0.36,30.12,2983.40,20.51,5357.19,0.2351,538.3296,24.0000,33.43,19.49,992.37,36.18,67.92
2024-02-26T15:25:17,0.34,0.34,30.09,2983.05,20.50,5356.43,0.2348,537.5951,24.0000,33.41,19.49,992.35,40.41,75.86
2024-02-26T15:25:22,0.32,0.33,30.12,2981.66,20.51,5353.95,0.2350,537.9766,24.0000,33.41,19.49,992.35,36.18,67.92
2024-02-26T15:25:27,0.32,0.32,30.08,2982.44,20.50,5355.31,0.2353,538.6358,24.0000,33.39,19.48,992.31,36.18,67.92
2024-02-26T15:25:32,0.36,0.36,30.08,2980.80,20.50,5352.56,0.2350,538.0492,24.0000,33.38,19.48,992.35,26.79,50.29
2024-02-26T15:25:37,0.38,0.39,30.03,2980.77,20.50,5352.72,0.2351,538.3523,24.0000,33.36,19.47,992.35,31.48,59.10
2024-02-26T15:25:42,0.46,0.46,30.14,2980.98,20.50,5353.32,0.2349,537.9135,24.0000,33.37,19.46,992.36,26.79,50.30
2024-02-26T15:25:47,0.48,0.48,30.13,2979.40,20.47,5350.57,0.2351,538.2301,24.0000,33.36,19.46,992.37,26.79,50.30
2024-02-26T15:25:52,0.48,0.48,30.08,2979.00,20.48,5349.66,0.2349,537.7586,24.0000,33.36,19.46,992.34,45.10,84.67
2024-02-26T15:25:57,0.45,0.45,30.07,2979.26,20.51,5350.56,0.2349,537.8303,24.0000,33.36,19.45,992.38,45.10,84.68
2024-02-26T15:26:02,0.45,0.45,30.09,2978.62,20.50,5349.59,0.2348,537.7048,24.0000,33.37,19.44,992.38,22.56,42.36
2024-02-26T15:26:07,0.45,0.45,30.10,2978.98,20.48,5350.08,0.2350,538.0679,24.0000,33.37,19.44,992.36,36.18,67.93
2024-02-26T15:26:12,0.44,0.44,30.06,2977.77,20.48,5348.07,0.2352,538.5816,24.0000,33.39,19.43,992.35,45.10,84.68
2024-02-26T15:26:17,0.42,0.42,30.10,2978.00,20.46,5348.69,0.2353,538.7791,24.0000,33.37,19.43,992.39,31.48,59.11
2024-02-26T15:26:22,0.38,0.38,30.06,2977.23,20.46,5347.01,0.2351,538.3788,24.0000,33.37,19.43,992.33,36.18,67.93
2024-02-26T15:26:27,0.39,0.40,30.06,2977.31,20.48,5347.22,0.2353,538.8726,24.0000,33.36,19.43,992.35,45.10,84.68
2024-02-26T15:26:32,0.46,0.46,30.03,2977.08,20.47,5346.99,0.2353,538.7951,24.0000,33.36,19.42,992.35,45.10,84.68
2024-02-26T15:26:37,0.49,0.49,30.09,2976.27,20.47,5345.52,0.2355,539.2153,24.0000,33.35,19.42,992.34,53.56,100.57
2024-02-26T15:26:42,0.48,0.48,30.08,2976.01,20.46,5345.03,0.2354,538.9401,24.0000,33.38,19.42,992.34,40.41,75.88
2024-02-26T15:26:47,0.44,0.44,30.06,2975.48,20.46,5344.09,0.2348,537.6968,24.0000,33.38,19.42,992.34,40.41,75.88
2024-02-26T15:26:52,0.43,0.43,30.03,2974.62,20.47,5342.72,0.2352,538.5044,24.0000,33.36,19.41,992.34,31.48,59.11
2024-02-26T15:26:57,0.49,0.49,30.02,2975.46,20.47,5344.36,0.2352,538.5003,24.0000,33.35,19.41,992.36,31.48,59.11
2024-02-26T15:27:02,0.56,0.56,30.00,2974.60,20.44,5343.11,0.2353,538.7760,24.0000,33.34,19.40,992.38,31.48,59.12
2024-02-26T15:27:07,0.58,0.58,29.99,2975.64,20.46,5344.75,0.2352,538.6720,24.0000,33.33,19.40,992.34,35.71,67.06
2024-02-26T15:27:12,0.58,0.58,30.00,2976.41,20.44,5346.12,0.2353,538.9033,24.0000,33.31,19.40,992.34,22.56,42.36
2024-02-26T15:27:17,0.52,0.52,29.97,2976.21,20.46,5346.03,0.2353,538.9641,24.0000,33.30,19.39,992.36,40.41,75.89
2024-02-26T15:27:22,0.51,0.51,30.01,2976.69,20.43,5346.87,0.2351,538.3750,24.0000,33.29,19.38,992.32,35.71,67.06
2024-02-26T15:27:27,0.59,0.59,29.99,2976.43,20.46,5346.40,0.2351,538.3764,24.0000,33.30,19.38,992.32,35.71,67.06
2024-02-26T15:27:32,0.63,0.63,29.91,2975.94,20.44,5345.86,0.2351,538.4848,24.0000,33.29,19.37,992.35,40.41,75.89
2024-02-26T15:27:37,0.61,0.61,29.90,2975.86,20.43,5345.54,0.2353,538.8648,24.0000,33.27,19.38,992.35,35.71,67.06
2024-02-26T15:27:42,0.57,0.57,29.94,2975.95,20.46,5345.88,0.2354,539.2095,24.0000,33.25,19.37,992.35,40.41,75.89
2024-02-26T15:27:47,0.54,0.54,29.94,2975.26,20.41,5344.58,0.2353,538.9946,24.0000,33.24,19.37,992.34,31.48,59.12
2024-02-26T15:27:52,0.55,0.55,29.86,2975.49,20.41,5345.16,0.2349,538.0324,24.0000,33.23,19.37,992.37,45.10,84.70
2024-02-26T15:27:57,0.55,0.55,29.94,2975.53,20.41,5345.05,0.2351,538.4747,24.0000,33.23,19.37,992.33,26.79,50.31
2024-02-26T15:28:02,0.53,0.53,29.93,2974.32,20.41,5343.06,0.2352,538.7674,24.0000,33.21,19.36,992.33,31.48,59.12
2024-02-26T15:28:07,0.53,0.53,29.87,2973.99,20.40,5342.55,0.2354,539.0479,24.0000,33.20,19.36,992.35,40.41,75.89
2024-02-26T15:28:12,0.54,0.54,29.88,2974.70,20.43,5343.64,0.2353,538.9612,24.0000,33.17,19.37,992.35,40.41,75.89
2024-02-26T15:28:17,0.56,0.56,29.85,2974.77,20.40,5343.92,0.2355,539.3221,24.0000,33.17,19.36,992.34,40.41,75.89
2024-02-26T15:28:22,0.55,0.55,29.82,2975.56,20.41,5345.43,0.2355,539.3578,24.0000,33.16,19.36,992.36,36.18,67.95
2024-02-26T15:28:27,0.51,0.51,29.82,2975.70,20.41,5345.84,0.2352,538.7477,24.0000,33.14,19.36,992.39,31.48,59.12
2024-02-26T15:28:32,0.45,0.45,29.78,2974.98,20.40,5344.42,0.2354,539.1535,24.0000,33.13,19.36,992.37,26.79,50.31
2024-02-26T15:28:37,0.42,0.42,29.84,2975.20,20.38,5344.71,0.2354,539.1975,24.0000,33.09,19.36,992.35,26.79,50.31
2024-02-26T15:28:42,0.42,0.42,29.75,2975.37,20.38,5345.64,0.2356,539.7396,24.0000,33.08,19.35,992.43,45.10,84.71
2024-02-26T15:28:47,0.41,0.41,29.74,2975.13,20.40,5344.93,0.2352,538.8220,24.0000,33.07,19.35,992.38,36.18,67.95
2024-02-26T15:28:52,0.36,0.36,29.78,2974.66,20.40,5344.33,0.2357,539.8359,24.0000,33.06,19.35,992.42,31.48,59.13
2024-02-26T15:28:57,0.37,0.37,29.72,2974.87,20.37,5344.68,0.2357,539.8908,24.0000,33.04,19.35,992.41,26.79,50.32
2024-02-26T15:29:02,0.42,0.42,29.71,2976.09,20.38,5346.57,0.2358,539.9869,24.0000,33.02,19.35,992.36,31.01,58.24
2024-02-26T15:29:07,0.46,0.46,29.72,2975.35,20.37,5345.59,0.2358,540.0944,24.0000,33.01,19.34,992.39,31.48,59.13
2024-02-26T15:29:12,0.46,0.46,29.72,2974.95,20.38,5344.76,0.2356,539.5663,24.0000,33.00,19.34,992.37,26.79,50.32
2024-02-26T15:29:17,0.51,0.52,29.68,2975.54,20.37,5345.83,0.2356,539.6584,24.0000,32.97,19.35,992.41,35.71,67.07
2024-02-26T15:29:22,0.50,0.50,29.68,2975.60,20.37,5345.96,0.2352,538.6811,24.0000,32.95,19.34,992.38,36.18,67.95
2024-02-26T15:29:27,0.49,0.50,29.66,2976.34,20.38,5347.64,0.2356,539.6137,24.0000,32.93,19.34,992.44,31.48,59.13
2024-02-26T15:29:32,0.45,0.45,29.62,2976.15,20.36,5347.38,0.2357,539.9244,24.0000,32.91,19.33,992.42,45.10,84.72
2024-02-26T15:29:37,0.37,0.37,29.62,2976.86,20.37,5348.60,0.2355,539.5547,24.0000,32.89,19.33,992.41,36.18,67.96
2024-02-26T15:29:42,0.35,0.35,29.61,2977.06,20.36,5348.90,0.2355,539.4799,24.0000,32.90,19.33,992.40,26.79,50.32
2024-02-26T15:29:47,0.34,0.34,29.61,2976.20,20.36,5347.43,0.2357,540.0335,24.0000,32.87,19.33,992.41,31.48,59.13
2024-02-26T15:29:52,0.39,0.39,29.62,2976.15,20.37,5347.19,0.2358,540.1949,24.0000,32.87,19.33,992.39,31.48,59.13
2024-02-26T15:29:57,0.42,0.42,29.55,2975.93,20.37,5346.97,0.2357,539.8748,24.0000,32.88,19.33,992.42,36.18,67.96
2024-02-26T15:30:02,0.44,0.44,29.59,2975.41,20.37,5346.10,0.2358,540.1862,24.0000,32.86,19.33,992.43,22.56,42.38
2024-02-26T15:30:07,0.46,0.46,29.59,2976.19,20.36,5347.50,0.2353,539.0603,24.0000,32.86,19.33,992.43,35.71,67.08
2024-02-26T15:30:12,0.52,0.52,29.62,2975.80,20.37,5346.95,0.2355,539.4110,24.0000,32.86,19.32,992.43,31.48,59.13
2024-02-26T15:30:17,0.52,0.52,29.54,2975.24,20.36,5345.96,0.2352,538.8524,24.0000,32.87,19.32,992.43,31.48,59.13
2024-02-26T15:30:22,0.53,0.53,29.54,2974.57,20.34,5344.58,0.2355,539.4428,24.0000,32.86,19.32,992.40,31.48,59.13
2024-02-26T15:30:27,0.51,0.51,29.53,2974.08,20.34,5343.78,0.2358,540.0599,24.0000,32.84,19.32,992.41,40.41,75.91
2024-02-26T15:30:32,0.49,0.49,29.56,2973.95,20.34,5343.81,0.2358,540.0974,24.0000,32.87,19.31,992.43,26.79,50.33
2024-02-26T15:30:37,0.48,0.48,29.56,2974.15,20.36,5344.38,0.2359,540.5058,24.0000,32.88,19.30,992.43,31.48,59.14
2024-02-26T15:30:42,0.51,0.51,29.62,2973.98,20.34,5344.02,0.2362,541.1127,24.0000,32.88,19.30,992.42,31.48,59.14
2024-02-26T15:30:47,0.54,0.55,29.60,2973.84,20.34,5343.91,0.2361,540.9879,24.0000,32.90,19.29,992.41,40.41,75.92
2024-02-26T15:30:52,0.60,0.61,29.63,2973.52,20.33,5343.43,0.2362,541.0619,24.0000,32.92,19.29,992.43,40.41,75.92
2024-02-26T15:30:57,0.60,0.60,29.65,2973.13,20.36,5343.03,0.2362,541.0889,24.0000,32.94,19.28,992.45,31.48,59.14
2024-02-26T15:31:02,0.62,0.62,29.66,2972.33,20.33,5341.51,0.2359,540.4592,24.0000,32.94,19.28,992.44,45.10,84.73
2024-02-26T15:31:07,0.66,0.66,29.61,2971.59,20.33,5340.41,0.2362,541.1877,24.0000,32.98,19.27,992.45,31.48,59.15
2024-02-26T15:31:12,0.63,0.63,29.75,2970.62,20.34,5338.56,0.2365,541.7987,24.0000,33.04,19.27,992.43,45.10,84.73
2024-02-26T15:31:17,0.54,0.54,29.71,2970.03,20.31,5337.49,0.2366,541.9890,24.0000,33.09,19.27,992.42,62.95,118.27
2024-02-26T15:31:22,0.51,0.51,29.82,2969.36,20.31,5336.53,0.2364,541.5953,24.0000,33.16,19.26,992.43,22.56,42.39
2024-02-26T15:31:27,0.51,0.51,29.91,2969.41,20.33,5336.56,0.2364,541.5600,24.0000,33.23,19.26,992.43,26.79,50.33
2024-02-26T15:31:32,0.60,0.60,29.95,2970.33,20.33,5338.34,0.2366,542.1201,24.0000,33.27,19.26,992.45,31.48,59.15
2024-02-26T15:31:37,0.62,0.62,29.93,2970.94,20.33,5339.55,0.2366,542.1386,24.0000,33.33,19.26,992.47,58.72,110.33
2024-02-26T15:31:42,0.61,0.61,29.98,2970.51,20.31,5338.54,0.2368,542.5964,24.0000,33.47,19.26,992.43,45.57,85.62
2024-02-26T15:31:47,0.63,0.63,30.16,2970.96,20.31,5339.59,0.2370,543.1381,24.0000,33.78,19.25,992.44,26.79,50.34
2024-02-26T15:31:52,0.59,0.59,30.44,2971.60,20.31,5340.59,0.2371,543.3809,24.0000,33.98,19.26,992.44,36.18,67.98
2024-02-26T15:31:57,0.55,0.55,30.66,2970.59,20.30,5338.72,0.2374,543.8630,24.0000,34.24,19.26,992.43,49.80,93.57
2024-02-26T15:32:02,0.51,0.51,30.89,2969.99,20.34,5337.78,0.2377,544.6528,24.0000,34.59,19.25,992.42,36.18,67.98
2024-02-26T15:32:07,0.48,0.48,31.16,2970.22,20.30,5338.40,0.2382,545.8555,24.0000,34.79,19.25,992.46,40.88,76.81
2024-02-26T15:32:12,0.51,0.51,31.35,2972.18,20.33,5341.61,0.2382,545.8748,24.0000,34.90,19.26,992.44,36.65,68.86
2024-02-26T15:32:17,0.49,0.49,31.48,2974.13,20.34,5345.28,0.2380,545.4129,24.0000,35.03,19.26,992.47,45.10,84.74
2024-02-26T15:32:22,0.41,0.41,31.57,2973.00,20.31,5343.26,0.2384,546.2632,24.0000,35.30,19.25,992.44,45.57,85.62
2024-02-26T15:32:27,0.44,0.44,31.80,2974.72,20.31,5346.36,0.2387,546.9455,24.0000,35.52,19.26,992.47,40.88,76.81
2024-02-26T15:32:32,0.50,0.50,32.00,2973.65,20.31,5344.39,0.2389,547.3933,24.0000,35.65,19.26,992.46,40.88,76.81
2024-02-26T15:32:37,0.51,0.51,32.22,2973.81,20.33,5344.46,0.2393,548.2140,24.0000,35.77,19.26,992.43,40.88,76.81
2024-02-26T15:32:42,0.52,0.52,32.26,2974.22,20.31,5345.40,0.2393,548.3113,24.0000,35.86,19.26,992.46,40.88,76.81
2024-02-26T15:32:47,0.57,0.57,32.42,2974.32,20.31,5345.45,0.2393,548.2835,24.0000,35.99,19.26,992.44,31.95,60.03
2024-02-26T15:32:52,0.58,0.58,32.45,2973.58,20.33,5344.41,0.2394,548.6042,24.0000,36.20,19.26,992.49,45.57,85.63
2024-02-26T15:32:57,0.54,0.54,32.65,2973.19,20.31,5343.67,0.2395,548.8028,24.0000,36.29,19.26,992.48,31.95,60.03
2024-02-26T15:33:02,0.54,0.54,32.65,2971.62,20.30,5340.63,0.2394,548.6420,24.0000,36.29,19.27,992.48,45.57,85.62
2024-02-26T15:33:07,0.53,0.53,32.70,2971.10,20.31,5339.49,0.2396,548.9490,24.0000,36.27,19.27,992.44,40.88,76.81
2024-02-26T15:33:12,0.47,0.47,32.61,2971.47,20.33,5340.33,0.2395,548.7456,24.0000,36.32,19.27,992.47,45.10,84.74
2024-02-26T15:33:17,0.48,0.48,32.73,2969.90,20.30,5337.31,0.2397,549.2846,24.0000,36.41,19.27,992.44,40.88,76.81
2024-02-26T15:33:22,0.54,0.54,32.80,2969.79,20.30,5337.31,0.2397,549.1301,24.0000,36.50,19.26,992.44,58.72,110.33
2024-02-26T15:33:27,0.55,0.55,32.91,2970.07,20.29,5337.64,0.2398,549.5416,24.0000,36.51,19.27,992.44,40.88,76.81
2024-02-26T15:33:32,0.60,0.60,32.87,2969.77,20.31,5337.37,0.2400,549.9594,24.0000,36.44,19.26,992.46,45.10,84.74
2024-02-26T15:33:37,0.54,0.54,32.82,2969.65,20.30,5337.11,0.2398,549.4002,24.0000,36.38,19.26,992.45,36.18,67.98
2024-02-26T15:33:42,0.56,0.56,32.74,2969.13,20.30,5336.29,0.2399,549.6373,24.0000,36.37,19.25,992.44,62.95,118.28
2024-02-26T15:33:47,0.59,0.59,32.74,2970.13,20.30,5338.15,0.2398,549.5370,24.0000,36.38,19.26,992.48,45.10,84.74
2024-02-26T15:33:52,0.59,0.59,32.73,2970.99,20.31,5339.89,0.2398,549.4988,24.0000,36.33,19.25,992.48,31.48,59.15
2024-02-26T15:33:57,0.58,0.58,32.68,2972.00,20.31,5341.74,0.2395,548.8347,24.0000,36.37,19.23,992.42,27.26,51.22
2024-02-26T15:34:02,0.54,0.54,32.71,2972.09,20.31,5341.89,0.2398,549.4871,24.0000,36.35,19.24,992.45,36.18,67.98
2024-02-26T15:34:07,0.58,0.58,32.62,2973.92,20.29,5345.19,0.2401,550.1027,24.0000,36.29,19.24,992.45,36.18,67.98
2024-02-26T15:34:12,0.60,0.60,32.58,2973.76,20.31,5344.88,0.2398,549.5936,24.0000,36.20,19.24,992.45,40.88,76.81
2024-02-26T15:34:17,0.53,0.53,32.51,2973.38,20.30,5344.18,0.2398,549.4317,24.0000,36.16,19.24,992.45,40.88,76.81
2024-02-26T15:34:22,0.43,0.43,32.52,2973.99,20.30,5345.44,0.2397,549.3594,24.0000,36.18,19.23,992.44,58.72,110.34
2024-02-26T15:34:27,0.37,0.37,32.53,2973.76,20.29,5345.10,0.2398,549.5881,24.0000,36.22,19.23,992.46,31.48,59.15
2024-02-26T15:34:32,0.34,0.34,32.51,2975.24,20.30,5347.49,0.2400,549.9495,24.0000,36.16,19.24,992.44,62.95,118.28
2024-02-26T15:34:37,0.32,0.32,32.49,2974.63,20.29,5346.47,0.2398,549.5696,24.0000,36.09,19.24,992.46,40.88,76.82
2024-02-26T15:34:42,0.29,0.29,32.41,2974.76,20.29,5346.70,0.2400,549.9952,24.0000,36.06,19.24,992.46,35.71,67.10
2024-02-26T15:34:47,0.32,0.32,32.39,2975.21,20.29,5347.41,0.2401,550.2057,24.0000,36.08,19.24,992.44,36.18,67.98
2024-02-26T15:34:52,0.54,0.54,32.43,2975.38,20.30,5347.82,0.2401,550.1875,24.0000,36.17,19.24,992.46,40.88,76.82
2024-02-26T15:34:57,0.59,0.59,32.43,2975.47,20.30,5347.88,0.2402,550.5059,24.0000,36.20,19.24,992.44,45.10,84.74
2024-02-26T15:35:02,0.58,0.58,32.55,2974.75,20.29,5347.12,0.2405,551.0533,24.0000,36.26,19.23,992.50,36.18,67.99
2024-02-26T15:35:07,0.58,0.58,32.55,2974.23,20.30,5345.87,0.2403,550.6879,24.0000,36.32,19.23,992.44,40.88,76.82
2024-02-26T15:35:12,0.60,0.60,32.62,2974.39,20.29,5346.47,0.2403,550.6538,24.0000,36.37,19.22,992.47,36.18,67.99
2024-02-26T15:35:17,0.56,0.56,32.62,2974.39,20.27,5346.22,0.2405,551.0513,24.0000,36.41,19.23,992.45,31.95,60.04
2024-02-26T15:35:22,0.49,0.49,32.74,2973.27,20.27,5344.53,0.2408,551.7482,24.0000,36.52,19.22,992.48,49.80,93.58
2024-02-26T15:35:27,0.48,0.48,32.84,2974.09,20.26,5346.21,0.2409,552.1824,24.0000,36.65,19.21,992.48,36.18,67.99
2024-02-26T15:35:32,0.47,0.47,32.98,2973.58,20.29,5345.10,0.2411,552.5609,24.0000,36.72,19.22,992.48,45.10,84.75
2024-02-26T15:35:37,0.48,0.48,33.04,2974.59,20.29,5346.86,0.2408,551.9383,24.0000,36.78,19.22,992.47,49.80,93.58
2024-02-26T15:35:42,0.46,0.46,33.10,2974.66,20.29,5347.19,0.2411,552.4758,24.0000,36.84,19.21,992.48,40.88,76.82
2024-02-26T15:35:47,0.51,0.51,33.11,2974.52,20.27,5346.95,0.2412,552.8306,24.0000,36.89,19.21,992.48,27.26,51.23
2024-02-26T15:35:52,0.49,0.49,33.16,2974.15,20.27,5346.19,0.2412,552.8542,24.0000,36.95,19.21,992.46,31.95,60.04
2024-02-26T15:35:57,0.50,0.50,33.22,2974.66,20.29,5347.04,0.2413,552.9567,24.0000,37.08,19.22,992.48,40.88,76.82
2024-02-26T15:36:02,0.53,0.53,33.35,2975.55,20.29,5348.64,0.2419,554.2654,24.0000,37.19,19.21,992.45,40.88,76.82
2024-02-26T15:36:07,0.52,0.52,33.39,2975.02,20.30,5347.62,0.2417,553.9051,24.0000,37.26,19.21,992.44,40.88,76.82
2024-02-26T15:36:12,0.52,0.52,33.51,2973.49,20.27,5345.05,0.2417,553.8874,24.0000,37.30,19.20,992.44,45.10,84.75
2024-02-26T15:36:17,0.45,0.45,33.51,2973.87,20.27,5345.74,0.2415,553.4704,24.0000,37.35,19.20,992.44,31.95,60.04
2024-02-26T15:36:22,0.41,0.41,33.52,2973.70,20.26,5345.36,0.2416,553.6341,24.0000,37.39,19.20,992.42,36.18,67.99
2024-02-26T15:36:27,0.42,0.42,33.59,2974.54,20.27,5347.04,0.2419,554.3048,24.0000,37.41,19.20,992.45,40.88,76.83
2024-02-26T15:36:32,0.46,0.46,33.55,2974.85,20.29,5347.51,0.2421,554.8929,24.0000,37.42,19.20,992.44,40.88,76.82
2024-02-26T15:36:37,0.49,0.49,33.54,2974.37,20.27,5346.93,0.2420,554.7422,24.0000,37.47,19.18,992.42,40.41,75.95
2024-02-26T15:36:42,0.58,0.58,33.59,2974.78,20.27,5347.60,0.2422,555.0796,24.0000,37.51,19.19,992.44,45.10,84.76
2024-02-26T15:36:47,0.61,0.61,33.65,2975.48,20.24,5348.88,0.2422,555.1488,24.0000,37.56,19.18,992.42,36.18,67.99
