timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-26T13:01:43,38.55,74.29,11.93,22.04,40.20,1250.51,25.61,2209.57,1.71,1.93,0.2316,521.7459,28.0000,44.65,24.24,992.35
2024-02-26T13:01:48,38.55,74.29,25.28,46.70,40.23,1249.48,25.64,2207.70,1.70,1.92,0.2311,520.5767,28.0000,44.68,24.23,992.29
2024-02-26T13:01:53,52.29,100.77,20.99,38.77,40.26,1250.67,25.64,2209.77,1.70,1.93,0.2308,519.8646,28.0000,44.68,24.24,992.32
2024-02-26T13:01:58,41.82,80.59,25.28,46.69,40.26,1251.23,25.66,2210.69,1.62,1.83,0.2302,518.5971,28.0000,44.69,24.26,992.35
2024-02-26T13:02:03,35.27,67.97,11.45,21.15,40.20,1252.73,25.66,2213.35,1.52,1.72,0.2297,517.4336,28.0000,44.65,24.26,992.35
2024-02-26T13:02:08,42.15,81.23,20.99,38.77,40.13,1253.61,25.65,2214.97,1.44,1.63,0.2295,516.9058,28.0000,44.49,24.24,992.32
2024-02-26T13:02:13,35.27,67.96,30.05,55.50,40.12,1254.06,25.68,2215.56,1.45,1.64,0.2286,514.9248,28.0000,44.48,24.28,992.36
2024-02-26T13:02:18,38.55,74.28,20.99,38.77,40.03,1255.17,25.66,2217.53,1.46,1.66,0.2283,514.3016,28.0000,44.47,24.29,992.40
2024-02-26T13:02:23,34.94,67.33,16.22,29.96,40.00,1255.33,25.68,2217.81,1.42,1.61,0.2279,513.3854,28.0000,44.51,24.29,992.39
2024-02-26T13:02:28,42.15,81.21,16.22,29.96,39.97,1255.37,25.68,2217.78,1.49,1.69,0.2277,512.9494,28.0000,44.52,24.30,992.38
2024-02-26T13:02:33,34.94,67.33,16.22,29.96,40.00,1254.49,25.70,2216.36,1.49,1.69,0.2276,512.5960,28.0000,44.53,24.26,992.31
2024-02-26T13:02:38,35.27,67.95,11.45,21.15,40.00,1253.11,25.70,2213.64,1.38,1.57,0.2272,511.6857,28.0000,44.48,24.32,992.38
2024-02-26T13:02:43,48.69,93.81,20.99,38.76,39.90,1252.47,25.70,2212.43,1.46,1.66,0.2270,511.1754,28.0000,44.39,24.33,992.38
2024-02-26T13:02:48,38.55,74.27,25.28,46.68,39.83,1251.41,25.73,2210.49,1.62,1.85,0.2265,510.0353,28.0000,44.30,24.33,992.35
2024-02-26T13:02:53,14.32,27.59,20.51,37.87,39.79,1249.47,25.72,2207.01,1.69,1.93,0.2256,507.9815,28.0000,44.28,24.34,992.36
2024-02-26T13:02:58,31.67,61.01,7.16,13.22,39.75,1244.14,25.70,2197.65,1.84,2.10,0.2251,506.9147,28.0000,44.25,24.32,992.32
2024-02-26T13:03:03,45.42,87.50,25.76,47.57,39.72,1237.11,25.76,2185.17,1.99,2.28,0.2247,505.9759,28.0000,44.23,24.35,992.39
2024-02-26T13:03:08,27.74,53.44,11.45,21.14,39.72,1230.60,25.76,2173.78,1.93,2.20,0.2245,505.6689,28.0000,44.29,24.30,992.27
2024-02-26T13:03:13,58.84,113.35,24.80,45.79,39.76,1229.32,25.75,2171.28,1.69,1.93,0.2244,505.2896,28.0000,44.34,24.35,992.33
2024-02-26T13:03:18,55.57,107.05,16.22,29.95,39.79,1227.69,25.76,2168.32,1.61,1.84,0.2242,504.7361,28.0000,44.33,24.37,992.36
2024-02-26T13:03:23,52.29,100.73,25.76,47.57,39.79,1226.01,25.77,2165.51,1.60,1.83,0.2238,504.0183,28.0000,44.23,24.32,992.27
2024-02-26T13:03:28,38.55,74.26,20.99,38.76,39.72,1226.25,25.76,2165.78,1.83,2.08,0.2233,502.8464,28.0000,44.22,24.37,992.36
2024-02-26T13:03:33,38.55,74.26,25.76,47.56,39.73,1226.99,25.77,2167.00,1.94,2.21,0.2227,501.4861,28.0000,44.24,24.38,992.36
2024-02-26T13:03:38,28.07,54.07,11.93,22.03,39.74,1227.25,25.82,2167.38,1.94,2.21,0.2224,500.8034,28.0000,44.31,24.39,992.35
2024-02-26T13:03:43,34.94,67.30,30.05,55.48,39.79,1229.00,25.80,2170.34,1.94,2.21,0.2225,500.8413,28.0000,44.41,24.41,992.36
2024-02-26T13:03:48,38.22,73.61,34.82,64.29,39.88,1232.15,25.79,2175.93,2.04,2.33,0.2225,500.9196,28.0000,44.43,24.41,992.37
2024-02-26T13:03:53,31.34,60.36,20.51,37.86,39.91,1235.76,25.82,2182.18,2.05,2.35,0.2222,500.2039,28.0000,44.39,24.42,992.34
2024-02-26T13:03:58,41.82,80.55,20.99,38.75,39.87,1240.08,25.83,2189.90,2.15,2.47,0.2219,499.6852,28.0000,44.37,24.41,992.35
2024-02-26T13:04:03,32.00,61.63,16.22,29.94,39.83,1245.37,25.80,2199.10,2.18,2.50,0.2216,498.9068,29.0000,44.14,24.43,992.36
2024-02-26T13:04:08,38.55,74.24,25.28,46.67,39.67,1256.17,25.82,2218.05,2.05,2.36,0.2199,495.0949,29.0000,43.76,24.45,992.37
2024-02-26T13:04:13,31.67,60.99,20.99,38.75,39.60,1255.17,25.86,2216.39,1.90,2.18,0.2183,491.4502,28.0000,43.76,24.41,992.29
2024-02-26T13:04:18,28.40,54.70,16.22,29.94,39.47,1251.38,25.82,2209.71,1.73,1.99,0.2182,491.3217,29.0000,43.72,24.40,992.26
2024-02-26T13:04:23,48.69,93.77,24.80,45.78,39.40,1246.05,25.86,2200.15,1.63,1.87,0.2182,491.1331,29.0000,43.74,24.44,992.32
2024-02-26T13:04:28,45.42,87.47,16.22,29.94,39.33,1239.41,25.85,2188.41,2.02,2.32,0.2180,490.7531,29.0000,43.81,24.45,992.35
2024-02-26T13:04:33,41.82,80.53,16.22,29.94,39.35,1235.35,25.86,2181.12,2.10,2.41,0.2181,490.9713,29.0000,43.85,24.48,992.39
2024-02-26T13:04:38,34.94,67.28,20.99,38.74,39.35,1230.95,25.86,2173.30,2.14,2.46,0.2179,490.5828,29.0000,43.75,24.48,992.37
2024-02-26T13:04:43,31.67,60.98,25.28,46.66,39.38,1230.04,25.86,2171.64,2.12,2.43,0.2172,488.9797,29.0000,43.80,24.49,992.39
2024-02-26T13:04:48,48.69,93.75,16.22,29.94,39.29,1230.48,25.86,2172.38,2.03,2.32,0.2172,488.8233,29.0000,43.87,24.50,992.40
2024-02-26T13:04:53,41.82,80.52,10.97,20.25,39.40,1230.77,25.86,2172.83,1.91,2.19,0.2171,488.5794,29.0000,43.88,24.50,992.37
2024-02-26T13:04:58,41.82,80.52,11.93,22.02,39.39,1230.79,25.89,2172.79,1.73,1.98,0.2169,488.2330,29.0000,43.78,24.51,992.37
2024-02-26T13:05:03,45.42,87.45,25.28,46.66,39.34,1231.90,25.89,2174.73,1.94,2.22,0.2166,487.5873,29.0000,43.69,24.52,992.39
2024-02-26T13:05:08,17.60,33.89,6.68,12.33,39.23,1231.26,25.92,2173.54,1.98,2.27,0.2164,487.0786,29.0000,43.71,24.52,992.37
2024-02-26T13:05:13,21.52,41.44,20.99,38.74,39.22,1229.85,25.90,2171.19,1.91,2.19,0.2165,487.3433,29.0000,43.47,24.49,992.33
2024-02-26T13:05:18,48.69,93.74,21.46,39.60,39.11,1229.30,25.93,2169.99,1.72,1.96,0.2158,485.5908,29.0000,43.52,24.53,992.36
2024-02-26T13:05:23,38.55,74.22,30.05,55.46,39.13,1228.54,25.92,2168.66,1.54,1.76,0.2156,485.2974,29.0000,43.70,24.53,992.37
2024-02-26T13:05:28,38.55,74.22,30.05,55.45,39.21,1228.21,25.92,2168.00,1.53,1.74,0.2162,486.4911,29.0000,43.72,24.55,992.40
2024-02-26T13:05:33,41.82,80.52,16.22,29.93,39.30,1228.41,25.92,2168.54,2.05,2.34,0.2161,486.2922,29.0000,43.74,24.49,992.28
2024-02-26T13:05:38,34.94,67.26,7.63,14.08,39.32,1229.75,25.96,2170.58,2.09,2.37,0.2158,485.6360,29.0000,43.67,24.55,992.33
2024-02-26T13:05:43,38.55,74.21,34.82,64.25,39.26,1231.74,25.93,2174.07,1.92,2.18,0.2154,484.6975,29.0000,43.63,24.56,992.35
2024-02-26T13:05:48,34.94,67.26,25.28,46.65,39.23,1234.55,25.92,2179.00,1.79,2.03,0.2149,483.5728,29.0000,43.60,24.56,992.34
2024-02-26T13:05:53,38.55,74.21,20.99,38.73,39.21,1235.40,25.97,2180.39,1.67,1.89,0.2147,483.1380,29.0000,43.60,24.58,992.36
2024-02-26T13:05:58,38.22,73.57,30.05,55.45,39.18,1237.20,25.96,2183.53,1.66,1.88,0.2145,482.6669,29.0000,43.63,24.59,992.37
2024-02-26T13:06:03,48.69,93.73,30.05,55.45,39.24,1238.27,25.96,2185.49,1.52,1.72,0.2146,482.8230,29.0000,43.71,24.58,992.37
2024-02-26T13:06:08,45.42,87.43,34.34,63.36,39.27,1243.08,25.96,2193.86,1.51,1.70,0.2143,482.1460,29.0000,43.65,24.60,992.39
2024-02-26T13:06:13,31.67,60.96,20.03,36.96,39.29,1244.36,25.97,2196.11,1.51,1.71,0.2137,480.7688,29.0000,43.62,24.60,992.38
2024-02-26T13:06:18,31.67,60.96,34.34,63.36,39.20,1249.23,25.99,2204.82,1.63,1.85,0.2135,480.3317,29.0000,43.64,24.56,992.30
2024-02-26T13:06:23,42.15,81.14,20.51,37.84,39.27,1252.07,26.00,2209.79,1.80,2.03,0.2134,480.1525,29.0000,43.64,24.56,992.29
2024-02-26T13:06:28,58.84,113.26,30.05,55.44,39.24,1256.02,25.99,2216.70,1.70,1.91,0.2131,479.3902,29.0000,43.60,24.57,992.29
2024-02-26T13:06:33,21.20,40.80,29.57,54.55,39.20,1256.38,26.00,2217.14,1.54,1.74,0.2129,478.9336,29.0000,43.56,24.61,992.33
2024-02-26T13:06:38,38.87,74.82,30.53,56.33,39.15,1258.42,26.00,2220.84,1.60,1.81,0.2124,477.9903,29.0000,43.46,24.59,992.31
2024-02-26T13:06:43,31.67,60.96,29.57,54.55,39.11,1261.31,26.00,2225.84,1.81,2.04,0.2121,477.1136,29.0000,43.43,24.62,992.36
2024-02-26T13:06:48,38.55,74.19,25.28,46.64,39.07,1262.85,26.01,2228.43,2.05,2.31,0.2118,476.4454,29.0000,43.42,24.63,992.34
2024-02-26T13:06:53,42.15,81.12,20.51,37.84,39.12,1262.38,26.01,2227.60,2.17,2.46,0.2117,476.2743,29.0000,43.34,24.63,992.34
2024-02-26T13:06:58,35.27,67.88,16.22,29.92,39.01,1264.80,26.04,2231.80,2.01,2.27,0.2112,475.1343,29.0000,43.34,24.65,992.38
2024-02-26T13:07:03,38.55,74.19,25.28,46.63,38.99,1265.97,26.01,2233.87,1.82,2.05,0.2107,474.0210,29.0000,43.29,24.66,992.41
2024-02-26T13:07:08,38.22,73.55,11.93,22.01,38.98,1266.33,26.03,2234.36,1.74,1.97,0.2103,473.1815,29.0000,43.34,24.67,992.38
2024-02-26T13:07:13,31.67,60.95,20.99,38.72,38.99,1266.62,26.01,2234.87,1.65,1.87,0.2104,473.2895,29.0000,43.34,24.66,992.35
2024-02-26T13:07:18,35.27,67.87,30.05,55.43,39.01,1268.07,26.06,2237.46,1.62,1.82,0.2105,473.4889,29.0000,43.29,24.64,992.29
2024-02-26T13:07:23,42.15,81.11,29.57,54.54,38.99,1268.71,26.04,2238.39,1.56,1.76,0.2100,472.3165,29.0000,43.28,24.69,992.38
2024-02-26T13:07:28,31.67,60.94,25.28,46.63,39.00,1269.66,26.06,2240.08,1.38,1.55,0.2097,471.6167,29.0000,43.25,24.68,992.35
2024-02-26T13:07:33,45.42,87.40,11.93,22.00,38.94,1270.51,26.04,2241.48,1.28,1.43,0.2092,470.6180,29.0000,43.24,24.70,992.37
2024-02-26T13:07:38,34.94,67.23,30.05,55.42,38.95,1272.15,26.07,2244.29,1.23,1.39,0.2091,470.3065,29.0000,43.24,24.70,992.33
2024-02-26T13:07:43,34.94,67.23,16.22,29.91,39.00,1275.52,26.08,2250.18,1.11,1.24,0.2088,469.6474,29.0000,43.23,24.70,992.31
2024-02-26T13:07:48,21.20,40.79,16.22,29.91,38.93,1281.12,26.08,2259.94,1.28,1.44,0.2087,469.4011,29.0000,43.22,24.73,992.36
2024-02-26T13:07:53,24.80,47.72,29.10,53.67,38.95,1283.47,26.08,2264.28,1.34,1.51,0.2086,469.1382,29.0000,43.21,24.67,992.24
2024-02-26T13:07:58,34.94,67.22,30.05,55.42,38.99,1283.73,26.08,2264.46,1.44,1.62,0.2083,468.4378,29.0000,43.17,24.74,992.35
2024-02-26T13:08:03,21.52,41.41,20.99,38.71,38.90,1284.74,26.07,2266.56,1.66,1.87,0.2081,468.0207,29.0000,43.08,24.67,992.26
2024-02-26T13:08:08,42.15,81.09,25.28,46.62,38.75,1283.99,26.07,2264.88,1.76,1.98,0.2072,465.9987,29.0000,42.92,24.76,992.40
2024-02-26T13:08:13,28.07,54.00,25.28,46.62,38.72,1280.11,26.12,2257.95,1.66,1.87,0.2069,465.2687,29.0000,42.99,24.76,992.37
2024-02-26T13:08:18,32.00,61.56,29.57,54.53,38.83,1278.65,26.12,2255.28,1.54,1.73,0.2066,464.4910,29.0000,42.72,24.77,992.35
2024-02-26T13:08:23,55.57,106.90,24.80,45.73,38.55,1275.19,26.10,2249.19,1.42,1.59,0.2056,462.3699,29.0000,42.64,24.77,992.36
2024-02-26T13:08:28,28.73,55.27,25.28,46.61,38.53,1272.40,26.10,2244.24,1.56,1.75,0.2051,461.2591,30.0000,42.50,24.78,992.38
2024-02-26T13:08:33,41.82,80.45,20.99,38.70,38.35,1266.38,26.10,2233.58,1.71,1.92,0.2047,460.2846,29.0000,42.53,24.79,992.40
2024-02-26T13:08:38,45.42,87.38,16.22,29.91,38.26,1249.84,26.12,2204.59,1.76,1.97,0.2049,460.8075,29.0000,42.64,24.73,992.27
2024-02-26T13:08:43,14.65,28.18,15.26,28.14,38.33,1203.22,26.13,2122.07,1.60,1.80,0.2046,460.1284,29.0000,42.50,24.80,992.38
2024-02-26T13:08:48,42.15,81.08,16.22,29.91,38.28,1196.90,26.12,2110.94,1.41,1.58,0.2035,457.6728,29.0000,42.15,24.77,992.29
