timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-01-08T00:00:00,37.58,74.85,-283.67,-329.70,19.71,37.63,40.33,452.67,21.90,826.67,1.6,3826.8,27.0,1.36,1.36,1.8625,4336.4897,28.0000,51.24,20.17,1011.59
2024-01-08T00:00:05,45.15,89.93,-228.17,-265.20,24.37,46.53,40.31,452.81,21.89,826.93,1.6,3832.0,27.0,1.53,1.53,1.8667,4346.1879,28.0000,51.24,20.17,1011.60
2024-01-08T00:00:11,29.30,58.36,-267.48,-310.89,24.84,47.42,40.33,452.79,21.89,826.89,1.6,3828.3,27.0,1.62,1.62,1.8673,4347.6462,28.0000,51.24,20.17,1011.60
2024-01-08T00:00:16,33.26,66.25,-265.17,-308.21,33.69,64.32,40.29,452.86,21.89,827.02,1.6,3816.1,27.0,1.66,1.66,1.8630,4337.7839,28.0000,51.24,20.17,1011.61
2024-01-08T00:00:21,25.70,51.19,-260.55,-302.83,38.35,73.22,40.30,452.57,21.89,826.49,1.6,3821.3,27.0,1.61,1.61,1.8628,4337.1523,28.0000,51.25,20.17,1011.59
2024-01-08T00:00:27,29.66,59.08,-255.92,-297.45,20.18,38.53,40.29,452.42,21.90,826.21,1.6,3830.8,27.0,1.55,1.55,1.8659,4344.2599,28.0000,51.24,20.17,1011.59
2024-01-08T00:00:32,25.70,51.19,-253.61,-294.76,33.69,64.32,40.30,453.01,21.87,827.27,1.6,3826.2,27.0,1.41,1.41,1.8670,4346.8261,28.0000,51.24,20.17,1011.57
2024-01-08T00:00:37,29.66,59.08,-242.05,-281.34,33.69,64.32,40.33,453.02,21.89,827.33,1.6,3816.0,27.0,1.29,1.29,1.8627,4337.0230,28.0000,51.23,20.17,1011.62
2024-01-08T00:00:43,33.26,66.25,-228.17,-265.21,29.03,55.43,40.26,452.66,21.89,826.67,1.6,3811.5,27.0,1.23,1.23,1.8574,4324.8295,28.0000,51.22,20.17,1011.63
2024-01-08T00:00:48,33.26,66.25,-255.92,-297.46,29.03,55.43,40.29,452.68,21.90,826.71,1.6,3810.3,27.0,1.25,1.25,1.8551,4319.3607,28.0000,51.22,20.17,1011.62
2024-01-08T00:00:53,21.73,43.28,-253.61,-294.77,20.18,38.53,40.26,452.86,21.90,827.04,1.6,3817.9,27.0,1.23,1.23,1.8574,4324.5785,28.0000,51.22,20.17,1011.61
2024-01-08T00:00:59,33.26,66.25,-248.98,-289.39,29.03,55.43,40.28,453.14,21.89,827.54,1.6,3816.1,27.0,1.21,1.21,1.8584,4327.0859,28.0000,51.22,20.17,1011.62
2024-01-08T00:01:04,33.26,66.25,-253.61,-294.76,29.50,56.32,40.26,452.41,21.89,826.17,1.6,3807.2,27.0,1.23,1.23,1.8587,4327.5623,28.0000,51.23,20.17,1011.58
2024-01-08T00:01:09,33.26,66.24,-255.92,-297.44,25.30,48.30,40.31,452.37,21.90,826.10,1.6,3817.6,27.0,1.24,1.24,1.8577,4325.2482,28.0000,51.23,20.18,1011.60
2024-01-08T00:01:15,40.46,80.58,-248.98,-289.37,29.03,55.42,40.29,452.62,21.90,826.54,1.6,3814.4,27.0,1.30,1.30,1.8590,4328.0713,28.0000,51.23,20.17,1011.55
2024-01-08T00:01:20,29.66,59.08,-255.92,-297.45,11.32,21.61,40.26,452.60,21.87,826.54,1.6,3810.8,27.0,1.45,1.45,1.8590,4328.3269,28.0000,51.23,20.17,1011.59
2024-01-08T00:01:25,29.66,59.07,-251.30,-292.08,33.23,63.44,40.35,452.86,21.92,827.00,1.6,3807.7,27.0,1.60,1.60,1.8568,4323.2001,28.0000,51.22,20.17,1011.58
2024-01-08T00:01:31,29.66,59.07,-242.05,-281.32,20.18,38.53,40.28,452.34,21.89,826.05,1.6,3808.1,27.0,1.66,1.66,1.8536,4315.7291,28.0000,51.22,20.18,1011.60
2024-01-08T00:01:36,22.09,44.00,-246.67,-286.68,20.18,38.52,40.30,453.06,21.87,827.32,1.6,3817.3,27.0,1.70,1.70,1.8585,4326.9435,28.0000,51.22,20.18,1011.56
2024-01-08T00:01:42,33.26,66.24,-218.92,-254.44,24.84,47.42,40.28,452.85,21.89,826.97,1.6,3823.4,27.0,1.59,1.59,1.8628,4337.0265,28.0000,51.23,20.18,1011.59
2024-01-08T00:01:47,25.70,51.19,-262.86,-305.50,29.03,55.42,40.31,452.75,21.87,826.78,1.6,3824.8,27.0,1.58,1.58,1.8645,4340.8448,28.0000,51.23,20.17,1011.55
2024-01-08T00:01:52,44.43,88.49,-276.73,-321.61,33.69,64.32,40.31,452.73,21.89,826.70,1.6,3824.2,27.0,1.58,1.58,1.8650,4341.9750,28.0000,51.23,20.18,1011.55
2024-01-08T00:01:58,29.30,58.36,-242.05,-281.32,33.69,64.32,40.31,452.44,21.89,826.22,1.6,3826.4,27.0,1.51,1.51,1.8654,4343.0248,28.0000,51.23,20.18,1011.59
2024-01-08T00:02:03,33.26,66.24,-228.17,-265.19,33.69,64.32,40.28,452.15,21.90,825.68,1.6,3822.6,27.0,1.44,1.44,1.8648,4341.6366,28.0000,51.23,20.18,1011.58
2024-01-08T00:02:08,25.70,51.19,-260.55,-302.82,29.03,55.42,40.31,452.12,21.87,825.64,1.6,3824.9,27.0,1.37,1.37,1.8649,4341.8328,28.0000,51.23,20.18,1011.58
2024-01-08T00:02:14,25.70,51.19,-242.05,-281.32,20.18,38.53,40.33,451.67,21.89,824.80,1.6,3819.6,27.0,1.38,1.38,1.8633,4338.1744,28.0000,51.23,20.18,1011.58
2024-01-08T00:02:19,33.26,66.25,-242.05,-281.33,29.03,55.42,40.35,451.38,21.90,824.30,1.6,3822.0,27.0,1.59,1.59,1.8620,4335.1333,28.0000,51.22,20.18,1011.62
2024-01-08T00:02:24,33.98,67.68,-237.42,-275.95,33.23,63.44,40.31,450.96,21.89,823.55,1.6,3821.3,27.0,1.64,1.64,1.8627,4336.8912,28.0000,51.22,20.18,1011.62
2024-01-08T00:02:30,40.82,81.30,-283.67,-329.70,24.37,46.53,40.32,451.00,21.92,823.60,1.6,3822.9,27.0,1.63,1.63,1.8633,4338.3140,28.0000,51.21,20.18,1011.60
2024-01-08T00:02:35,48.75,97.09,-269.80,-313.57,28.57,54.54,40.33,450.82,21.90,823.25,1.6,3822.2,27.0,1.62,1.62,1.8636,4338.8856,28.0000,51.21,20.19,1011.62
2024-01-08T00:02:40,29.66,59.07,-260.55,-302.82,24.37,46.53,40.31,450.86,21.90,823.34,1.6,3821.9,27.0,1.50,1.50,1.8633,4338.0770,28.0000,51.20,20.18,1011.59
2024-01-08T00:02:46,37.58,74.85,-251.30,-292.07,19.71,37.63,40.30,450.89,21.89,823.37,1.6,3818.9,27.0,1.41,1.41,1.8626,4336.5741,28.0000,51.20,20.18,1011.58
2024-01-08T00:02:51,45.15,89.92,-248.98,-289.37,28.57,54.54,40.26,450.79,21.89,823.20,1.6,3818.1,27.0,1.27,1.27,1.8610,4332.7856,28.0000,51.20,20.18,1011.58
2024-01-08T00:02:56,37.58,74.85,-281.36,-327.01,37.42,71.44,40.29,450.07,21.89,821.89,1.6,3819.4,27.0,1.18,1.18,1.8606,4332.0026,28.0000,51.20,20.18,1011.60
2024-01-08T00:03:02,37.58,74.85,-242.05,-281.31,19.71,37.63,40.26,450.02,21.89,821.77,1.6,3818.6,27.0,1.15,1.15,1.8607,4331.9697,28.0000,51.20,20.19,1011.59
2024-01-08T00:03:07,33.62,66.96,-255.92,-297.46,42.08,80.34,40.31,450.05,21.90,821.89,1.6,3815.3,27.0,1.31,1.31,1.8594,4329.2843,28.0000,51.19,20.18,1011.64
2024-01-08T00:03:13,44.79,89.21,-272.11,-316.26,33.23,63.44,40.30,449.09,21.89,820.10,1.6,3815.7,27.0,1.32,1.32,1.8587,4327.3942,28.0000,51.19,20.18,1011.60
2024-01-08T00:03:18,48.75,97.09,-251.30,-292.06,28.57,54.54,40.30,449.09,21.89,820.07,1.6,3817.5,27.0,1.37,1.37,1.8606,4331.7467,28.0000,51.19,20.19,1011.58
2024-01-08T00:03:23,37.58,74.85,-255.92,-297.44,29.03,55.42,40.27,448.53,21.86,819.08,1.6,3807.8,27.0,1.47,1.47,1.8580,4325.8489,28.0000,51.20,20.18,1011.59
2024-01-08T00:03:29,41.18,82.02,-242.05,-281.32,19.71,37.63,40.34,448.16,21.87,818.40,1.6,3815.4,27.0,1.59,1.59,1.8570,4323.5647,28.0000,51.19,20.18,1011.59
2024-01-08T00:03:34,37.58,74.85,-258.23,-300.13,33.23,63.44,40.31,448.32,21.89,818.70,1.6,3817.7,27.0,1.66,1.66,1.8596,4329.6002,28.0000,51.19,20.18,1011.60
2024-01-08T00:03:39,41.18,82.02,-269.80,-313.58,42.08,80.34,40.31,447.96,21.87,818.05,1.6,3811.7,27.0,1.72,1.72,1.8595,4329.5142,28.0000,51.19,20.18,1011.61
2024-01-08T00:03:45,48.75,97.10,-274.42,-318.95,33.23,63.44,40.29,447.91,21.87,817.98,1.6,3807.5,27.0,1.68,1.68,1.8572,4324.1809,28.0000,51.19,20.18,1011.62
2024-01-08T00:03:50,41.54,82.73,-244.36,-284.00,28.57,54.54,40.33,448.05,21.89,818.19,1.6,3799.5,27.0,1.61,1.61,1.8530,4313.9946,28.0000,51.18,20.19,1011.61
2024-01-08T00:03:55,56.31,112.15,-269.80,-313.57,37.42,71.44,40.30,449.19,21.90,820.27,1.6,3797.4,27.0,1.46,1.46,1.8496,4306.1151,28.0000,51.19,20.19,1011.62
2024-01-08T00:04:01,41.18,82.02,-260.55,-302.82,28.57,54.54,40.33,449.55,21.92,820.94,1.6,3797.8,27.0,1.37,1.37,1.8495,4305.9728,28.0000,51.18,20.18,1011.60
2024-01-08T00:04:06,33.98,67.68,-272.11,-316.26,37.42,71.44,40.33,449.65,21.89,821.13,1.6,3798.3,27.0,1.34,1.34,1.8509,4309.3140,28.0000,51.18,20.19,1011.64
2024-01-08T00:04:12,37.22,74.13,-255.92,-297.45,28.57,54.55,40.33,449.57,21.90,820.99,1.6,3806.6,27.0,1.25,1.25,1.8516,4311.0280,28.0000,51.18,20.19,1011.65
2024-01-08T00:04:17,33.98,67.68,-262.86,-305.50,28.57,54.54,40.29,449.61,21.89,821.03,1.6,3816.0,27.0,1.07,1.07,1.8563,4321.6929,28.0000,51.19,20.19,1011.60
2024-01-08T00:04:22,30.02,59.79,-262.86,-305.49,23.91,45.65,40.29,449.69,21.90,821.16,1.6,3817.1,27.0,0.94,0.94,1.8579,4325.5264,28.0000,51.18,20.19,1011.59
2024-01-08T00:04:28,37.58,74.85,-283.67,-329.70,28.57,54.54,40.29,449.71,21.90,821.25,1.6,3814.2,27.0,0.93,0.93,1.8585,4326.9824,28.0000,51.18,20.19,1011.64
2024-01-08T00:04:33,41.18,82.02,-283.67,-329.70,28.57,54.54,40.30,448.88,21.90,819.73,1.6,3808.6,27.0,1.10,1.10,1.8579,4325.6906,28.0000,51.18,20.19,1011.64
2024-01-08T00:04:38,30.02,59.79,-251.30,-292.07,33.23,63.44,40.26,448.53,21.87,819.07,1.6,3804.3,27.0,1.24,1.24,1.8543,4317.2096,28.0000,51.19,20.19,1011.62
2024-01-08T00:04:44,41.18,82.02,-269.80,-313.57,24.37,46.53,40.26,448.67,21.89,819.32,1.6,3805.1,27.0,1.26,1.26,1.8540,4316.4194,28.0000,51.18,20.19,1011.62
2024-01-08T00:04:49,26.42,52.62,-269.80,-313.57,37.89,72.34,40.29,448.86,21.89,819.68,1.6,3804.5,27.0,1.31,1.31,1.8508,4309.0192,28.0000,51.18,20.19,1011.62
2024-01-08T00:04:54,37.58,74.85,-269.80,-313.56,37.42,71.44,40.33,448.83,21.87,819.61,1.6,3814.8,27.0,1.30,1.30,1.8554,4319.6380,28.0000,51.19,20.19,1011.60
2024-01-08T00:05:00,41.18,82.02,-253.61,-294.76,28.57,54.54,40.30,448.84,21.87,819.67,1.6,3813.1,27.0,1.39,1.39,1.8571,4323.9011,28.0000,51.19,20.18,1011.61
2024-01-08T00:05:05,45.15,89.92,-272.11,-316.25,19.71,37.63,40.28,449.05,21.90,820.00,1.6,3814.9,27.0,1.55,1.55,1.8581,4326.0193,28.0000,51.19,20.20,1011.63
2024-01-08T00:05:10,44.79,89.21,-248.98,-289.37,29.03,55.42,40.30,449.21,21.87,820.31,1.6,3815.5,27.0,1.66,1.66,1.8587,4327.3276,28.0000,51.19,20.19,1011.62
2024-01-08T00:05:16,41.18,82.02,-246.67,-286.69,33.23,63.44,40.31,448.66,21.89,819.32,1.6,3816.8,27.0,1.61,1.61,1.8590,4328.1260,28.0000,51.18,20.19,1011.62
2024-01-08T00:05:21,41.18,82.02,-260.55,-302.81,33.23,63.44,40.30,448.76,21.89,819.47,1.6,3813.2,27.0,1.63,1.63,1.8583,4326.4844,28.0000,51.18,20.19,1011.60
