timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-05-07T00:00:04,26.48,-3.56,70.37,28.31,28.83,329.70,28.21,2.89,2.89,0.1904,32.0000,30.28,26.63,1005.87
2023-05-07T00:00:10,20.40,-2.78,50.02,23.22,28.82,329.29,28.19,2.72,2.72,0.1905,32.0000,30.28,26.63,1005.87
2023-05-07T00:00:16,26.48,-6.66,56.81,28.31,28.85,328.82,28.19,2.60,2.60,0.1904,33.0000,30.27,26.63,1005.92
2023-05-07T00:00:21,19.53,-2.01,90.72,23.22,28.87,328.70,28.19,2.74,2.74,0.1904,32.0000,30.27,26.63,1005.88
2023-05-07T00:00:27,29.09,-3.94,68.11,28.88,28.78,328.92,28.20,2.89,2.89,0.1905,32.0000,30.27,26.63,1005.93
2023-05-07T00:00:32,23.87,-2.78,83.94,34.53,28.84,328.74,28.19,2.93,2.93,0.1905,33.0000,30.27,26.63,1005.93
2023-05-07T00:00:38,35.17,-5.88,72.63,29.44,28.83,328.00,28.17,3.03,3.03,0.1904,32.0000,30.27,26.63,1005.89
2023-05-07T00:00:43,33.43,-4.72,61.33,45.27,28.81,328.08,28.19,2.90,2.90,0.1905,33.0000,30.27,26.63,1005.95
2023-05-07T00:00:49,25.61,-1.62,74.89,29.44,28.82,327.92,28.17,2.80,2.80,0.1905,32.0000,30.28,26.63,1005.90
2023-05-07T00:00:54,23.00,-3.56,52.28,23.79,28.81,329.04,28.19,2.78,2.78,0.1905,32.0000,30.26,26.63,1005.91
2023-05-07T00:01:00,21.26,-2.39,79.42,23.22,28.82,329.39,28.17,2.78,2.78,0.1904,32.0000,30.27,26.63,1005.89
