timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-07T00:00:01,30.05,55.33,1084.75,1215.89,38.22,73.41,41.46,1308.50,26.13,2304.50,0.40,0.40,0.2199,493.7952,30.0000,46.45,24.95,991.48
2024-02-07T00:00:06,25.76,47.43,1111.83,1246.22,20.87,40.09,41.44,1309.01,26.14,2305.36,0.45,0.45,0.2204,494.8430,30.0000,46.49,24.95,991.46
2024-02-07T00:00:11,35.30,64.99,1129.06,1265.54,27.42,52.67,41.42,1308.93,26.13,2305.24,0.41,0.41,0.2205,495.0970,30.0000,46.49,24.94,991.44
2024-02-07T00:00:16,30.53,56.21,1141.37,1279.27,20.87,40.09,41.45,1308.76,26.14,2304.80,0.35,0.35,0.2204,494.8192,30.0000,46.46,24.95,991.41
2024-02-07T00:00:21,16.69,30.73,1101.98,1235.14,37.89,72.78,41.41,1308.95,26.14,2305.18,0.27,0.27,0.2200,494.0246,30.0000,46.45,24.94,991.39
2024-02-07T00:00:26,26.23,48.29,1109.37,1243.45,34.29,65.86,41.44,1308.30,26.14,2304.07,0.22,0.22,0.2200,493.9132,30.0000,46.48,24.94,991.41
2024-02-07T00:00:31,16.69,30.73,1136.45,1273.97,27.42,52.68,41.44,1308.25,26.17,2304.30,0.17,0.17,0.2202,494.4520,30.0000,46.53,24.94,991.55
2024-02-07T00:00:36,34.82,64.11,1106.91,1240.80,31.02,59.59,41.50,1307.47,26.14,2302.81,0.15,0.15,0.2203,494.7296,30.0000,46.49,24.94,991.50
2024-02-07T00:00:41,25.76,47.43,1121.68,1257.29,30.69,58.95,41.44,1307.10,26.13,2302.05,0.14,0.14,0.2197,493.2334,30.0000,46.42,24.95,991.49
2024-02-07T00:00:46,39.59,72.89,1133.98,1271.01,34.29,65.86,41.41,1306.16,26.13,2300.26,0.14,0.14,0.2198,493.4875,30.0000,46.43,24.94,991.40
2024-02-07T00:00:51,30.53,56.21,1129.06,1265.58,31.02,59.59,41.44,1306.50,26.13,2301.03,0.18,0.18,0.2197,493.3861,30.0000,46.43,24.94,991.47
2024-02-07T00:00:56,25.76,47.43,1124.14,1259.96,34.29,65.86,41.42,1306.76,26.14,2301.29,0.20,0.20,0.2197,493.2360,30.0000,46.41,24.95,991.42
2024-02-07T00:01:01,26.23,48.29,1104.44,1237.92,31.02,59.58,41.42,1306.55,26.12,2300.99,0.18,0.18,0.2197,493.3681,30.0000,46.46,24.95,991.45
2024-02-07T00:01:06,12.40,22.83,1092.14,1224.21,20.54,39.46,41.45,1305.80,26.14,2299.83,0.17,0.17,0.2197,493.2464,30.0000,46.42,24.95,991.51
2024-02-07T00:01:11,21.46,39.51,1106.91,1240.72,20.54,39.45,41.44,1305.38,26.16,2298.99,0.16,0.16,0.2195,492.9534,30.0000,46.43,24.95,991.47
2024-02-07T00:01:16,17.17,31.61,1151.22,1290.29,34.29,65.86,41.38,1305.63,26.13,2299.26,0.14,0.14,0.2193,492.3397,30.0000,46.39,24.95,991.40
2024-02-07T00:01:21,21.46,39.51,1153.68,1293.11,34.29,65.86,41.44,1305.72,26.14,2299.51,0.19,0.19,0.2194,492.5675,30.0000,46.45,24.94,991.41
