timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-06-04T00:00:00,22.13,-7.43,-4.24,28.88,17.02,323.92,30.60,1.53,1.53,0.1758,34.0000,17.95,28.84,1006.17
2023-06-04T00:00:05,32.56,-5.88,36.46,33.40,17.06,323.65,30.56,1.59,1.59,0.1758,34.0000,17.96,28.85,1006.20
2023-06-04T00:00:11,22.13,0.32,34.19,28.88,17.05,323.84,30.57,1.56,1.56,0.1759,34.0000,17.96,28.84,1006.20
2023-06-04T00:00:16,5.62,-5.88,38.72,33.96,17.05,324.38,30.58,1.57,1.57,0.1760,34.0000,17.96,28.84,1006.17
2023-06-04T00:00:22,23.87,-7.82,36.46,33.40,17.05,324.30,30.56,1.62,1.62,0.1758,34.0000,17.96,28.84,1006.20
2023-06-04T00:00:28,22.13,-5.88,29.67,55.45,17.05,324.78,30.57,1.70,1.70,0.1759,34.0000,17.96,28.84,1006.19
2023-06-04T00:00:33,20.40,0.32,29.67,55.45,17.06,325.29,30.56,1.77,1.77,0.1759,34.0000,17.96,28.84,1006.19
2023-06-04T00:00:39,14.31,-7.82,27.41,33.40,17.06,325.40,30.56,1.85,1.85,0.1759,34.0000,17.95,28.83,1006.18
2023-06-04T00:00:44,7.36,0.32,63.59,61.10,17.06,326.02,30.56,1.94,1.94,0.1759,34.0000,17.95,28.84,1006.20
2023-06-04T00:00:50,22.13,-2.01,20.63,22.66,17.08,326.56,30.58,1.75,1.75,0.1760,34.0000,17.96,28.84,1006.19
2023-06-04T00:00:55,16.05,-0.84,0.28,44.71,17.05,326.65,30.60,1.55,1.55,0.1759,34.0000,17.96,28.84,1006.16
2023-06-04T00:01:01,13.44,-2.39,20.63,17.57,17.08,327.33,30.57,1.54,1.54,0.1759,34.0000,17.96,28.84,1006.16
2023-06-04T00:01:07,16.92,-1.62,43.24,33.96,17.06,327.97,30.58,1.49,1.49,0.1759,34.0000,17.96,28.84,1006.19
2023-06-04T00:01:12,23.87,-2.01,52.28,44.71,17.08,328.12,30.58,1.55,1.55,0.1759,34.0000,17.96,28.84,1006.17
2023-06-04T00:01:18,21.26,-5.49,43.24,39.05,17.03,329.10,30.56,1.60,1.60,0.1759,34.0000,17.96,28.83,1006.18
2023-06-04T00:01:23,14.31,-2.39,20.63,44.71,17.05,329.89,30.56,1.72,1.72,0.1759,34.0000,17.96,28.83,1006.17
2023-06-04T00:01:29,23.87,-4.33,20.63,33.96,17.08,330.25,30.58,1.81,1.81,0.1758,34.0000,17.96,28.83,1006.19
2023-06-04T00:01:34,17.79,-5.11,22.89,33.96,17.07,329.95,30.54,1.98,1.98,0.1759,34.0000,17.96,28.83,1006.19
2023-06-04T00:01:40,21.26,-6.66,38.72,44.71,17.08,330.58,30.57,1.93,1.93,0.1759,34.0000,17.96,28.83,1006.17
2023-06-04T00:01:46,17.79,3.03,45.50,39.05,17.09,330.81,30.58,1.83,1.83,0.1759,34.0000,17.96,28.83,1006.16
2023-06-04T00:01:51,9.97,-4.72,22.89,39.05,17.09,331.62,30.56,1.87,1.87,0.1759,34.0000,17.96,28.83,1006.17
2023-06-04T00:01:57,16.92,-6.27,52.28,33.96,17.06,331.88,30.58,1.99,1.99,0.1760,34.0000,17.96,28.83,1006.15
2023-06-04T00:02:02,14.31,-2.39,38.72,28.31,17.06,331.24,30.56,1.99,1.99,0.1759,34.0000,17.96,28.83,1006.21
2023-06-04T00:02:08,7.36,-3.56,43.24,28.31,17.09,331.04,30.56,2.01,2.01,0.1759,34.0000,17.96,28.83,1006.17
2023-06-04T00:02:14,18.66,-3.94,20.63,39.05,17.03,330.67,30.56,1.95,1.95,0.1759,34.0000,17.96,28.83,1006.14
2023-06-04T00:02:19,15.18,-8.20,36.46,33.40,17.06,330.43,30.56,1.89,1.89,0.1759,34.0000,17.96,28.83,1006.15
2023-06-04T00:02:25,23.87,-9.75,25.15,12.48,17.03,330.78,30.54,1.72,1.72,0.1759,34.0000,17.96,28.83,1006.16
