timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-15T00:00:04,49.60,92.49,210.85,239.35,40.51,78.80,41.41,601.63,27.03,1073.06,0.75,0.75,0.1751,398.1595,31.0000,46.54,25.79,1006.93
2024-02-15T00:00:09,21.46,40.02,173.92,197.43,34.29,66.70,41.54,601.01,27.02,1071.94,0.63,0.63,0.1752,398.5100,31.0000,46.65,25.79,1006.92
2024-02-15T00:00:14,11.93,22.25,166.54,189.06,20.54,39.96,41.71,600.77,27.02,1071.57,0.57,0.57,0.1752,398.3892,31.0000,46.58,25.78,1006.94
2024-02-15T00:00:19,25.76,48.03,166.54,189.05,34.29,66.70,41.75,600.54,27.05,1071.12,0.71,0.71,0.1753,398.5375,31.0000,46.49,25.79,1006.94
2024-02-15T00:00:24,26.71,49.80,193.62,219.79,30.69,59.70,41.64,600.53,27.03,1071.10,0.75,0.75,0.1752,398.3004,31.0000,46.44,25.79,1006.93
2024-02-15T00:00:29,30.53,56.93,198.54,225.37,20.87,40.60,41.68,600.75,27.02,1071.48,0.75,0.75,0.1753,398.7096,31.0000,46.48,25.79,1006.92
2024-02-15T00:00:34,31.00,57.81,198.54,225.38,27.42,53.34,41.79,600.29,27.02,1070.70,0.75,0.75,0.1753,398.7483,31.0000,46.57,25.78,1006.92
2024-02-15T00:00:39,35.30,65.82,183.77,208.61,33.96,66.06,41.74,599.72,27.03,1069.67,0.68,0.68,0.1753,398.6435,31.0000,46.64,25.79,1006.93
2024-02-15T00:00:44,35.30,65.82,171.46,194.64,44.44,86.45,41.96,599.91,27.02,1070.00,0.68,0.68,0.1754,398.8190,31.0000,46.62,25.79,1006.94
2024-02-15T00:00:49,35.30,65.82,181.31,205.81,34.29,66.70,41.92,599.45,27.03,1069.16,0.61,0.61,0.1756,399.3400,31.0000,46.60,25.79,1006.92
2024-02-15T00:00:54,30.53,56.93,201.00,228.17,31.02,60.34,42.01,599.19,27.02,1068.73,0.55,0.55,0.1753,398.5377,31.0000,46.62,25.79,1006.94
2024-02-15T00:00:59,7.16,13.35,186.23,211.41,31.02,60.35,41.88,600.10,27.03,1070.39,0.62,0.62,0.1754,398.8719,31.0000,46.37,25.78,1006.94
2024-02-15T00:01:04,16.22,30.25,181.31,205.82,17.92,34.86,41.88,599.85,27.03,1069.91,0.65,0.65,0.1754,398.7834,31.0000,46.18,25.78,1006.93
2024-02-15T00:01:09,25.76,48.04,191.16,217.01,20.87,40.60,41.49,599.61,27.00,1069.52,0.63,0.63,0.1753,398.6547,31.0000,46.28,25.78,1006.95
2024-02-15T00:01:14,35.77,66.70,186.23,211.40,54.26,105.55,41.31,599.93,27.02,1070.05,0.60,0.60,0.1753,398.5969,31.0000,46.44,25.78,1006.91
