timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-05-11T00:00:01,22.13,-5.49,72.63,17.57,34.94,347.37,28.61,1.78,1.78,0.1853,33.0000,36.47,27.05,999.35
2023-05-11T00:00:06,29.09,4.19,77.16,40.18,34.92,347.63,28.60,1.77,1.77,0.1852,33.0000,36.47,27.06,999.32
2023-05-11T00:00:12,22.13,-3.94,72.63,34.53,34.94,348.15,28.60,1.85,1.85,0.1853,33.0000,36.46,27.06,999.37
2023-05-11T00:00:18,26.48,8.06,104.29,23.79,34.94,348.46,28.61,1.89,1.89,0.1852,33.0000,36.46,27.05,999.33
2023-05-11T00:00:23,28.22,4.58,92.98,18.70,34.93,348.29,28.58,2.01,2.01,0.1853,33.0000,36.46,27.06,999.33
2023-05-11T00:00:29,5.62,5.35,77.16,18.14,34.96,348.29,28.60,2.04,2.04,0.1853,33.0000,36.47,27.06,999.33
2023-05-11T00:00:34,23.00,4.19,97.51,45.84,34.94,347.60,28.60,1.99,1.99,0.1853,33.0000,36.46,27.06,999.34
2023-05-11T00:00:40,28.22,6.90,104.29,28.88,34.93,347.83,28.57,1.89,1.89,0.1853,33.0000,36.46,27.05,999.34
2023-05-11T00:00:45,23.00,-0.46,106.55,29.44,34.94,348.26,28.60,1.75,1.75,0.1854,33.0000,36.47,27.06,999.34
2023-05-11T00:00:51,27.35,-1.23,90.72,23.79,34.93,347.82,28.57,1.78,1.78,0.1854,33.0000,36.47,27.05,999.28
2023-05-11T00:00:56,33.43,-0.07,90.72,51.49,34.91,347.41,28.60,1.78,1.78,0.1853,33.0000,36.47,27.05,999.31
2023-05-11T00:01:02,37.78,4.58,97.51,18.70,34.95,347.34,28.60,1.76,1.76,0.1854,33.0000,36.47,27.05,999.32
2023-05-11T00:01:08,26.48,6.13,124.64,35.10,34.98,346.61,28.60,1.75,1.75,0.1853,33.0000,36.47,27.05,999.35
2023-05-11T00:01:13,24.74,4.19,97.51,18.14,34.94,346.61,28.61,1.85,1.85,0.1853,33.0000,36.47,27.05,999.29
2023-05-11T00:01:19,31.69,7.29,99.77,13.05,34.92,346.87,28.60,1.85,1.85,0.1853,33.0000,36.47,27.05,999.35
2023-05-11T00:01:24,25.61,5.35,56.81,29.44,34.99,347.20,28.60,1.94,1.94,0.1854,33.0000,36.47,27.05,999.33
2023-05-11T00:01:30,24.74,1.87,63.59,34.53,34.92,347.57,28.60,2.18,2.18,0.1854,33.0000,36.47,27.05,999.34
2023-05-11T00:01:35,32.56,-2.01,52.28,23.22,34.96,347.77,28.60,2.30,2.30,0.1853,33.0000,36.47,27.05,999.32
2023-05-11T00:01:41,22.13,1.09,59.07,12.48,34.92,348.21,28.61,2.33,2.33,0.1852,33.0000,36.48,27.05,999.31
2023-05-11T00:01:46,16.05,-2.01,106.55,23.79,34.95,348.45,28.58,2.29,2.29,0.1853,33.0000,36.47,27.05,999.30
2023-05-11T00:01:52,24.74,-0.07,86.20,23.22,34.92,348.50,28.61,2.28,2.28,0.1852,33.0000,36.48,27.05,999.28
2023-05-11T00:01:58,38.65,-2.39,104.29,33.96,34.96,348.23,28.61,2.25,2.25,0.1853,33.0000,36.48,27.06,999.31
2023-05-11T00:02:03,35.17,4.58,86.20,56.01,34.96,348.42,28.58,2.11,2.11,0.1853,33.0000,36.48,27.05,999.31
2023-05-11T00:02:09,23.87,-3.94,72.63,28.88,34.96,348.54,28.60,2.07,2.07,0.1853,33.0000,36.48,27.05,999.33
2023-05-11T00:02:14,9.10,-0.84,70.37,28.88,34.92,348.30,28.60,1.91,1.91,0.1854,33.0000,36.48,27.05,999.30
2023-05-11T00:02:20,24.74,1.09,83.94,28.88,34.97,348.09,28.58,1.78,1.78,0.1853,33.0000,36.48,27.05,999.33
2023-05-11T00:02:25,23.00,5.74,63.59,23.22,34.95,347.24,28.60,1.72,1.72,0.1854,33.0000,36.48,27.05,999.31
2023-05-11T00:02:31,15.18,0.32,79.42,44.71,34.96,347.11,28.60,1.69,1.69,0.1853,33.0000,36.48,27.05,999.31
2023-05-11T00:02:37,22.13,-1.23,74.89,33.96,34.99,347.12,28.58,1.76,1.76,0.1853,33.0000,36.48,27.05,999.32
2023-05-11T00:02:42,21.26,-0.84,92.98,17.57,34.95,347.54,28.60,1.83,1.83,0.1853,33.0000,36.48,27.05,999.32
2023-05-11T00:02:48,23.00,3.03,72.63,12.48,34.95,347.82,28.60,1.96,1.96,0.1853,33.0000,36.49,27.05,999.31
2023-05-11T00:02:53,27.35,-0.07,92.98,39.62,34.92,347.63,28.57,1.88,1.88,0.1853,33.0000,36.48,27.05,999.29
2023-05-11T00:02:59,11.71,-4.33,68.11,28.88,34.91,347.82,28.57,1.86,1.86,0.1854,33.0000,36.48,27.05,999.28
2023-05-11T00:03:04,21.26,-0.84,59.07,23.22,34.96,348.58,28.60,1.92,1.92,0.1853,33.0000,36.48,27.05,999.29
