timestamp(UTC),NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA,NetPM-PM25,NetPM-PM10
2024-03-12T13:57:59,44.35,1415.83,21.86,2552.08,0.2987,686.5457,22.0000,51.28,20.78,1000.56,0.40,0.41
2024-03-12T13:58:04,43.92,1407.60,21.87,2537.12,0.2971,682.8262,22.0000,50.46,20.79,1000.55,0.51,0.52
2024-03-12T13:58:09,43.08,1339.71,21.90,2414.42,0.2928,672.6924,22.0000,50.03,20.81,1000.48,0.56,0.57
2024-03-12T13:58:15,42.93,1324.75,21.95,2387.57,0.2883,662.5276,22.0000,49.95,20.82,1000.56,0.65,0.66
2024-03-12T13:58:20,42.90,1310.83,21.99,2362.46,0.2850,654.9684,22.0000,49.85,20.83,1000.58,0.77,0.77
2024-03-12T13:58:25,42.75,1303.01,22.00,2348.32,0.2813,646.4442,22.0000,49.75,20.83,1000.56,0.77,0.77
2024-03-12T13:58:31,42.38,1291.97,22.06,2328.13,0.2790,640.9853,22.0000,49.49,20.85,1000.51,0.74,0.75
2024-03-12T13:58:36,42.18,1286.74,22.04,2318.65,0.2769,636.0496,22.0000,49.17,20.86,1000.51,0.67,0.68
2024-03-12T13:58:41,41.85,1277.19,22.10,2301.36,0.2747,630.9827,23.0000,49.01,20.87,1000.51,0.71,0.72
2024-03-12T13:58:47,41.70,1271.23,22.13,2290.62,0.2729,626.8605,23.0000,48.90,20.88,1000.54,0.93,0.95
2024-03-12T13:58:52,41.85,1267.62,22.17,2284.02,0.2714,623.4887,23.0000,49.21,20.89,1000.54,0.98,1.00
2024-03-12T13:58:58,42.05,1265.06,22.17,2279.21,0.2682,616.1060,23.0000,49.37,20.91,1000.52,0.92,0.94
2024-03-12T13:59:03,42.21,1261.59,22.21,2273.04,0.2674,614.2164,23.0000,49.62,20.91,1000.55,0.84,0.86
2024-03-12T13:59:08,42.36,1262.57,22.23,2274.59,0.2663,611.5604,23.0000,49.51,20.93,1000.53,0.80,0.81
2024-03-12T13:59:14,42.20,1262.48,22.27,2274.34,0.2652,609.0998,23.0000,49.27,20.94,1000.52,0.73,0.74
2024-03-12T13:59:19,42.09,1262.14,22.28,2273.68,0.2638,605.9278,23.0000,49.26,20.95,1000.53,0.72,0.73
2024-03-12T13:59:24,41.92,1262.24,22.30,2273.69,0.2625,602.8217,23.0000,49.27,20.97,1000.53,0.73,0.75
2024-03-12T13:59:30,41.88,1261.84,22.34,2272.92,0.2614,600.3055,23.0000,49.26,20.97,1000.51,0.74,0.75
2024-03-12T13:59:35,41.81,1261.63,22.34,2272.47,0.2601,597.3447,23.0000,49.26,20.99,1000.54,0.62,0.63
2024-03-12T13:59:41,41.78,1262.36,22.37,2273.78,0.2592,595.1771,24.0000,49.15,20.99,1000.54,0.56,0.57
2024-03-12T13:59:46,41.58,1262.76,22.40,2274.28,0.2579,592.2262,24.0000,49.04,21.01,1000.51,0.49,0.50
2024-03-12T13:59:51,41.53,1261.59,22.44,2272.18,0.2569,589.8188,24.0000,48.89,21.02,1000.55,0.42,0.42
2024-03-12T13:59:57,41.43,1259.13,22.47,2267.45,0.2556,586.8501,24.0000,48.85,21.04,1000.48,0.44,0.44
2024-03-12T14:00:02,41.25,1257.85,22.47,2265.09,0.2545,584.2227,24.0000,48.72,21.05,1000.49,0.64,0.64
2024-03-12T14:00:07,41.15,1254.97,22.50,2259.86,0.2535,581.9646,24.0000,48.58,21.06,1000.51,0.99,1.01
2024-03-12T14:00:13,41.01,1252.86,22.50,2256.06,0.2527,580.1062,24.0000,48.39,21.07,1000.54,1.03,1.04
2024-03-12T14:00:18,40.79,1246.65,22.52,2244.73,0.2517,577.7774,24.0000,48.22,21.08,1000.51,0.98,0.99
2024-03-12T14:00:23,40.65,1202.19,22.56,2164.57,0.2505,575.0032,24.0000,48.12,21.09,1000.49,0.89,0.90
2024-03-12T14:00:29,40.53,1189.68,22.56,2141.96,0.2496,572.9912,24.0000,48.02,21.10,1000.49,0.74,0.75
2024-03-12T14:00:34,40.46,1180.31,22.59,2124.99,0.2486,570.7213,24.0000,47.99,21.12,1000.51,0.56,0.57
2024-03-12T14:00:39,40.43,1178.90,22.61,2122.48,0.2476,568.4085,24.0000,47.95,21.13,1000.56,0.50,0.51
2024-03-12T14:00:45,40.36,1179.99,22.65,2124.34,0.2468,566.4482,24.0000,47.92,21.14,1000.54,0.46,0.47
2024-03-12T14:00:50,40.35,1176.93,22.68,2118.86,0.2459,564.4720,24.0000,47.90,21.14,1000.56,0.44,0.45
2024-03-12T14:00:56,40.27,1176.19,22.69,2117.39,0.2451,562.5315,24.0000,47.88,21.16,1000.56,0.46,0.47
2024-03-12T14:01:01,40.24,1176.11,22.71,2117.14,0.2444,560.9164,24.0000,47.82,21.17,1000.54,0.55,0.56
2024-03-12T14:01:06,40.17,1173.50,22.71,2112.35,0.2436,559.0881,25.0000,47.78,21.18,1000.54,0.59,0.60
2024-03-12T14:01:12,40.17,1171.90,22.72,2109.43,0.2428,557.1160,25.0000,47.70,21.19,1000.55,0.60,0.61
2024-03-12T14:01:17,40.15,1170.30,22.75,2106.47,0.2420,555.3097,25.0000,47.67,21.20,1000.55,0.66,0.67
2024-03-12T14:01:22,40.08,1169.66,22.75,2105.23,0.2412,553.5385,25.0000,47.66,21.21,1000.55,0.88,0.89
2024-03-12T14:01:28,40.00,1169.65,22.76,2105.16,0.2405,551.9095,25.0000,47.65,21.22,1000.55,0.99,1.00
2024-03-12T14:01:33,39.95,1169.44,22.79,2104.62,0.2399,550.4228,25.0000,47.60,21.24,1000.54,1.05,1.06
2024-03-12T14:01:38,39.89,1168.04,22.84,2102.10,0.2387,547.7489,25.0000,47.52,21.25,1000.57,1.10,1.11
2024-03-12T14:01:44,39.84,1167.35,22.82,2100.74,0.2381,546.2712,25.0000,47.44,21.26,1000.55,1.16,1.17
2024-03-12T14:01:49,39.73,1165.80,22.85,2097.84,0.2374,544.6978,25.0000,47.38,21.27,1000.53,1.15,1.16
2024-03-12T14:01:55,39.68,1166.03,22.86,2098.28,0.2367,543.1219,25.0000,47.36,21.27,1000.55,1.11,1.12
2024-03-12T14:02:00,39.65,1166.13,22.88,2098.40,0.2362,541.8736,25.0000,47.30,21.28,1000.55,1.03,1.03
2024-03-12T14:02:05,39.62,1165.91,22.91,2097.93,0.2354,540.1471,25.0000,47.28,21.29,1000.55,0.91,0.91
2024-03-12T14:02:11,39.60,1165.35,22.91,2096.78,0.2349,538.7672,25.0000,47.24,21.31,1000.55,0.90,0.91
2024-03-12T14:02:16,39.56,1165.00,22.93,2096.08,0.2343,537.5243,25.0000,47.24,21.32,1000.55,0.85,0.85
2024-03-12T14:02:21,39.54,1164.23,22.95,2094.63,0.2337,536.0610,25.0000,47.27,21.33,1000.55,0.77,0.78
2024-03-12T14:02:27,39.58,1162.74,22.95,2091.84,0.2330,534.4078,25.0000,47.29,21.34,1000.54,0.72,0.73
2024-03-12T14:02:32,39.59,1161.10,23.01,2088.82,0.2324,532.9471,25.0000,47.29,21.36,1000.57,0.68,0.69
2024-03-12T14:02:37,39.58,1159.16,23.01,2085.26,0.2318,531.6826,25.0000,47.27,21.37,1000.57,0.71,0.71
2024-03-12T14:02:43,39.54,1157.47,23.01,2082.13,0.2312,530.1653,25.0000,47.24,21.38,1000.57,0.72,0.72
2024-03-12T14:02:48,39.51,1156.96,23.03,2081.17,0.2306,528.7797,26.0000,47.22,21.39,1000.57,0.77,0.77
2024-03-12T14:02:53,39.52,1155.00,23.02,2077.62,0.2300,527.4577,26.0000,47.22,21.39,1000.56,0.71,0.71
2024-03-12T14:02:59,39.46,1153.94,23.05,2075.61,0.2295,526.2460,25.0000,47.24,21.41,1000.58,0.68,0.69
2024-03-12T14:03:04,39.50,1153.21,23.05,2074.14,0.2291,525.2541,26.0000,47.27,21.43,1000.57,0.63,0.63
2024-03-12T14:03:10,39.49,1152.75,23.09,2073.32,0.2286,524.2758,26.0000,47.20,21.43,1000.58,0.65,0.66
2024-03-12T14:03:15,39.39,1151.28,23.12,2070.56,0.2281,523.1183,26.0000,47.16,21.45,1000.59,0.80,0.80
2024-03-12T14:03:20,39.36,1150.41,23.12,2068.89,0.2279,522.4719,26.0000,47.14,21.46,1000.57,0.99,0.99
2024-03-12T14:03:26,39.35,1148.94,23.15,2066.13,0.2276,521.9212,26.0000,47.13,21.47,1000.55,1.15,1.15
2024-03-12T14:03:31,39.36,1148.33,23.15,2064.98,0.2273,521.0637,26.0000,47.09,21.48,1000.56,1.22,1.23
2024-03-12T14:03:36,39.28,1148.63,23.15,2065.50,0.2268,520.0031,26.0000,47.04,21.49,1000.58,1.14,1.14
2024-03-12T14:03:42,39.25,1147.83,23.19,2064.05,0.2264,519.0339,26.0000,46.97,21.50,1000.61,1.04,1.05
2024-03-12T14:03:47,39.20,1148.42,23.20,2064.97,0.2260,518.1677,26.0000,46.95,21.51,1000.58,0.93,0.93
2024-03-12T14:03:52,39.13,1148.06,23.20,2064.17,0.2259,517.7719,26.0000,46.94,21.52,1000.54,0.85,0.86
2024-03-12T14:03:58,39.15,1147.96,23.22,2064.01,0.2254,516.7650,26.0000,46.99,21.53,1000.58,0.75,0.75
2024-03-12T14:04:03,39.52,1148.44,23.26,2064.71,0.2247,514.9794,26.0000,47.24,21.55,1000.57,0.70,0.70
2024-03-12T14:04:09,39.60,1148.94,23.24,2065.57,0.2252,516.1465,26.0000,47.29,21.55,1000.55,0.76,0.77
2024-03-12T14:04:14,39.75,1150.31,23.27,2067.94,0.2237,512.7754,26.0000,47.47,21.56,1000.55,0.68,0.68
2024-03-12T14:04:19,39.85,1150.48,23.27,2068.13,0.2238,512.9488,26.0000,47.52,21.58,1000.55,0.54,0.54
2024-03-12T14:04:25,39.89,1152.23,23.30,2071.20,0.2238,512.8537,26.0000,47.60,21.59,1000.55,0.47,0.47
2024-03-12T14:04:30,39.83,1152.96,23.32,2072.45,0.2234,511.9629,26.0000,47.73,21.60,1000.55,0.49,0.49
2024-03-12T14:04:35,39.75,1154.64,23.33,2075.31,0.2252,516.0263,26.0000,47.69,21.62,1000.55,0.46,0.46
2024-03-12T14:04:41,39.76,1155.32,23.34,2076.58,0.2236,512.4425,26.0000,47.77,21.62,1000.56,0.47,0.47
2024-03-12T14:04:46,39.93,1156.41,23.36,2078.34,0.2231,511.2342,27.0000,47.80,21.64,1000.54,0.51,0.51
2024-03-12T14:04:51,39.97,1157.16,23.37,2079.68,0.2233,511.6809,27.0000,47.75,21.65,1000.57,0.57,0.58
2024-03-12T14:04:57,39.96,1158.93,23.37,2082.71,0.2237,512.4678,26.0000,47.73,21.67,1000.56,0.68,0.68
2024-03-12T14:05:02,40.09,1160.55,23.39,2085.55,0.2229,510.6365,27.0000,48.03,21.68,1000.56,0.75,0.76
2024-03-12T14:05:07,40.47,1165.02,23.44,2093.53,0.2248,515.0033,27.0000,48.61,21.69,1000.57,0.78,0.79
2024-03-12T14:05:13,40.69,1175.45,23.43,2112.25,0.2255,516.6100,27.0000,48.84,21.71,1000.63,0.80,0.80
2024-03-12T14:05:18,41.10,1341.82,23.44,2410.95,0.2251,515.7196,27.0000,48.85,21.72,1000.55,0.80,0.80
2024-03-12T14:05:24,41.06,1350.46,23.44,2426.42,0.2246,514.3935,27.0000,48.82,21.74,1000.60,0.87,0.87
2024-03-12T14:05:29,41.18,1370.18,23.49,2461.77,0.2236,512.2174,27.0000,49.34,21.75,1000.60,0.97,0.97
2024-03-12T14:05:34,41.91,1390.39,23.53,2497.98,0.2257,517.0763,27.0000,50.03,21.76,1000.59,0.94,0.94
2024-03-12T14:05:40,41.64,1418.93,23.54,2549.17,0.2255,516.4494,27.0000,49.67,21.78,1000.63,1.01,1.01
2024-03-12T14:05:45,41.65,1444.13,23.54,2594.21,0.2236,512.0812,27.0000,50.06,21.80,1000.61,1.05,1.05
2024-03-12T14:05:50,41.99,1521.03,23.57,2732.22,0.2297,525.9767,27.0000,49.98,21.80,1000.56,1.26,1.27
2024-03-12T14:05:56,41.69,1539.33,23.57,2765.10,0.2267,519.2081,27.0000,49.85,21.81,1000.59,1.24,1.24
2024-03-12T14:07:19,44.30,1927.42,23.83,3459.47,0.3496,800.0833,27.0000,52.62,22.03,1000.55,0.83,0.83
2024-03-12T14:07:25,43.17,1762.23,23.84,3162.84,0.2820,645.2908,27.0000,51.82,22.04,1000.54,0.75,0.75
2024-03-12T14:07:30,42.79,1728.33,23.87,3101.95,0.2597,594.2528,27.0000,51.78,22.07,1000.62,0.70,0.70
2024-03-12T14:07:35,42.84,1704.67,23.87,3059.42,0.2496,571.1775,27.0000,51.73,22.08,1000.63,0.76,0.76
2024-03-12T14:07:41,43.48,1700.54,23.88,3051.89,0.2407,550.7553,27.0000,52.15,22.09,1000.63,0.93,0.93
2024-03-12T14:07:46,43.99,1705.56,23.92,3060.66,0.2387,546.1850,27.0000,52.47,22.11,1000.62,1.09,1.09
2024-03-12T14:07:51,43.64,1703.34,23.94,3056.50,0.2373,542.8795,27.0000,52.15,22.12,1000.59,1.02,1.02
2024-03-12T14:07:57,43.83,1705.21,23.94,3059.75,0.2365,541.0606,27.0000,52.19,22.13,1000.60,0.98,0.98
2024-03-12T14:08:02,44.27,1708.58,23.94,3065.50,0.2354,538.5543,27.0000,52.61,22.15,1000.57,0.91,0.91
2024-03-12T14:08:07,43.85,1718.02,23.98,3082.37,0.2366,541.2008,27.0000,52.98,22.16,1000.58,0.78,0.78
2024-03-12T14:08:13,43.82,1726.02,23.98,3096.47,0.2303,526.6863,27.0000,53.19,22.18,1000.56,0.80,0.80
2024-03-12T14:08:18,43.85,1753.51,24.01,3145.81,0.2296,525.1475,27.0000,52.73,22.19,1000.60,0.80,0.80
2024-03-12T14:08:24,43.80,1769.16,24.02,3173.77,0.2269,518.9666,28.0000,52.55,22.20,1000.60,0.78,0.78
2024-03-12T14:08:29,44.41,1779.43,24.02,3191.87,0.2285,522.5179,28.0000,53.12,22.22,1000.57,0.82,0.82
2024-03-12T14:08:34,44.35,1794.22,24.05,3218.27,0.2325,531.7073,28.0000,53.02,22.24,1000.60,0.92,0.92
2024-03-12T14:08:40,44.19,1825.31,24.05,3273.94,0.2253,515.2284,28.0000,52.76,22.25,1000.60,1.01,1.01
2024-03-12T14:08:45,43.93,1851.15,24.08,3320.06,0.2280,521.2679,28.0000,52.55,22.27,1000.60,0.98,0.98
2024-03-12T14:08:50,44.29,1968.37,24.09,3530.11,0.2395,547.6680,28.0000,53.09,22.28,1000.58,0.95,0.97
2024-03-12T14:08:56,44.10,2018.24,24.12,3619.49,0.2179,498.1810,28.0000,52.84,22.29,1000.60,0.87,0.87
2024-03-12T14:09:01,44.34,2112.44,24.15,3787.97,0.2304,526.8110,28.0000,52.61,22.32,1000.58,0.93,0.93
2024-03-12T14:09:06,44.26,2158.14,24.15,3869.90,0.2417,552.4861,28.0000,52.14,22.33,1000.61,0.96,0.96
2024-03-12T14:09:12,43.55,2165.98,24.19,3883.65,0.2273,519.6922,28.0000,51.65,22.34,1000.56,0.90,0.90
2024-03-12T14:09:17,43.68,2146.59,24.19,3848.76,0.2284,522.0017,28.0000,51.81,22.36,1000.60,0.85,0.85
2024-03-12T14:09:22,43.55,2115.07,24.22,3792.05,0.2320,530.4185,28.0000,51.46,22.37,1000.58,0.81,0.83
2024-03-12T14:09:28,43.67,2037.71,24.22,3653.32,0.2341,535.2054,28.0000,52.23,22.39,1000.64,0.80,0.82
2024-03-12T14:09:33,43.53,2014.40,24.26,3611.25,0.2308,527.6278,28.0000,52.30,22.40,1000.60,0.76,0.78
2024-03-12T14:09:39,43.35,2008.52,24.23,3600.44,0.2315,529.0119,28.0000,52.72,22.42,1000.59,0.69,0.69
2024-03-12T14:09:44,43.19,2024.06,24.28,3628.08,0.2339,534.5215,28.0000,52.89,22.44,1000.60,0.74,0.74
2024-03-12T14:09:49,43.21,2029.03,24.31,3636.68,0.2309,527.6918,28.0000,53.06,22.46,1000.58,0.75,0.75
2024-03-12T14:09:55,43.91,2036.33,24.32,3649.72,0.2293,523.9557,28.0000,53.21,22.47,1000.61,0.99,1.02
2024-03-12T14:10:00,44.37,2050.68,24.33,3675.17,0.2303,526.2997,28.0000,53.11,22.49,1000.60,0.91,0.93
2024-03-12T14:10:05,44.08,2175.18,24.33,3898.15,0.2324,531.0497,28.0000,52.23,22.51,1000.63,0.86,0.88
2024-03-12T14:10:11,43.98,2336.24,24.38,4186.45,0.2377,542.9448,28.0000,52.49,22.52,1000.58,0.89,0.91
2024-03-12T14:10:16,44.21,2394.83,24.38,4291.28,0.2356,538.1957,28.0000,53.19,22.54,1000.61,0.87,0.87
2024-03-12T14:10:21,43.81,2393.12,24.39,4287.79,0.2342,535.0662,28.0000,53.11,22.56,1000.58,0.88,0.88
2024-03-12T14:10:27,42.99,2356.89,24.40,4222.67,0.2296,524.5143,28.0000,51.09,22.58,1000.60,0.85,0.87
2024-03-12T14:10:32,41.29,2131.37,24.43,3818.55,0.2250,514.0008,28.0000,49.55,22.58,1000.58,0.93,0.95
2024-03-12T14:10:38,41.02,1913.69,24.44,3428.34,0.2231,509.5901,28.0000,49.68,22.60,1000.59,0.93,0.96
2024-03-12T14:10:43,41.87,1862.06,24.48,3335.71,0.2243,512.2629,28.0000,50.56,22.61,1000.58,0.86,0.88
2024-03-12T14:10:48,41.55,1843.94,24.51,3303.11,0.2247,513.1572,28.0000,49.95,22.63,1000.60,0.84,0.86
2024-03-12T14:10:54,41.93,1820.77,24.52,3261.48,0.2240,511.5129,29.0000,50.66,22.64,1000.60,0.79,0.79
2024-03-12T14:10:59,42.28,1813.44,24.52,3248.05,0.2243,512.3017,29.0000,50.82,22.66,1000.58,0.72,0.72
2024-03-12T14:11:04,42.27,1813.51,24.53,3248.17,0.2246,512.9026,28.0000,50.66,22.67,1000.61,0.68,0.68
2024-03-12T14:11:10,42.06,1810.38,24.53,3242.36,0.2243,512.0746,29.0000,50.42,22.68,1000.58,0.70,0.70
2024-03-12T14:11:15,41.84,1807.53,24.53,3237.20,0.2238,510.9363,29.0000,50.25,22.69,1000.59,0.70,0.70
2024-03-12T14:11:20,41.67,1804.22,24.58,3230.99,0.2235,510.3601,29.0000,50.12,22.71,1000.57,0.60,0.60
2024-03-12T14:11:26,41.56,1798.05,24.56,3219.95,0.2234,509.9792,29.0000,50.07,22.72,1000.61,0.54,0.54
2024-03-12T14:11:31,41.56,1794.88,24.56,3214.11,0.2233,509.6985,29.0000,50.09,22.74,1000.63,0.59,0.59
2024-03-12T14:11:36,41.47,1789.05,24.58,3203.56,0.2232,509.5187,29.0000,49.91,22.74,1000.59,0.63,0.63
2024-03-12T14:11:42,41.15,1783.87,24.59,3194.20,0.2230,509.1167,29.0000,49.59,22.75,1000.60,0.65,0.65
2024-03-12T14:11:47,40.90,1773.25,24.60,3175.10,0.2226,508.1001,29.0000,49.42,22.76,1000.61,0.62,0.62
2024-03-12T14:11:53,40.88,1729.20,24.60,3095.99,0.2224,507.6352,29.0000,49.35,22.78,1000.60,0.60,0.60
2024-03-12T14:11:58,40.91,1700.03,24.63,3043.74,0.2222,507.1102,29.0000,49.30,22.78,1000.59,0.51,0.51
2024-03-12T14:12:03,40.81,1696.57,24.63,3037.23,0.2222,507.0784,29.0000,49.24,22.80,1000.55,0.59,0.59
2024-03-12T14:12:09,40.75,1687.52,24.60,3021.06,0.2222,507.0549,29.0000,49.14,22.81,1000.60,0.66,0.66
2024-03-12T14:12:14,40.81,1687.56,24.66,3021.06,0.2219,506.5336,29.0000,49.16,22.82,1000.61,0.56,0.56
2024-03-12T14:12:19,40.97,1687.89,24.67,3021.58,0.2220,506.5911,29.0000,49.23,22.83,1000.62,0.52,0.52
2024-03-12T14:12:25,41.10,1688.01,24.67,3021.54,0.2219,506.4756,29.0000,49.17,22.84,1000.57,0.54,0.54
2024-03-12T14:12:30,40.97,1688.55,24.70,3022.53,0.2219,506.3188,29.0000,49.20,22.84,1000.58,0.55,0.55
2024-03-12T14:12:35,41.02,1690.31,24.69,3025.60,0.2221,506.7896,29.0000,49.21,22.86,1000.62,0.51,0.51
2024-03-12T14:12:41,41.02,1691.48,24.69,3027.56,0.2221,506.8179,29.0000,49.26,22.87,1000.61,0.53,0.53
2024-03-12T14:12:46,41.05,1692.42,24.72,3029.15,0.2221,506.8829,29.0000,49.29,22.88,1000.61,0.47,0.47
2024-03-12T14:12:51,41.04,1695.36,24.72,3034.27,0.2221,506.8984,29.0000,49.25,22.89,1000.60,0.48,0.48
2024-03-12T14:12:57,41.05,1696.43,24.73,3036.10,0.2222,506.9255,29.0000,49.24,22.90,1000.61,0.50,0.50
2024-03-12T14:13:02,41.03,1700.06,24.76,3042.54,0.2222,506.9816,29.0000,49.22,22.91,1000.62,0.47,0.47
2024-03-12T14:13:08,41.03,1702.07,24.74,3046.04,0.2221,506.6557,29.0000,49.20,22.92,1000.62,0.42,0.42
2024-03-12T14:13:13,41.01,1702.64,24.73,3047.06,0.2220,506.4188,29.0000,49.19,22.92,1000.63,0.55,0.55
2024-03-12T14:13:18,40.97,1703.73,24.77,3048.74,0.2219,506.2929,29.0000,49.13,22.95,1000.64,0.62,0.62
2024-03-12T14:13:24,40.95,1704.28,24.77,3049.71,0.2216,505.6390,29.0000,49.10,22.95,1000.63,0.63,0.63
2024-03-12T14:13:29,40.90,1706.35,24.80,3053.27,0.2217,505.7370,29.0000,49.07,22.96,1000.62,0.65,0.65
2024-03-12T14:13:34,40.93,1707.16,24.79,3054.59,0.2218,505.9444,29.0000,49.03,22.97,1000.61,0.64,0.64
2024-03-12T14:13:40,40.84,1707.96,24.80,3055.90,0.2218,505.8650,29.0000,49.00,22.98,1000.60,0.75,0.75
2024-03-12T14:13:45,40.89,1709.50,24.80,3058.88,0.2216,505.4909,29.0000,48.97,22.99,1000.71,0.75,0.75
2024-03-12T14:13:50,40.87,1711.43,24.83,3061.93,0.2217,505.7964,29.0000,48.94,23.00,1000.61,0.74,0.74
2024-03-12T14:13:56,40.79,1711.93,24.83,3062.69,0.2217,505.7069,29.0000,48.91,23.01,1000.60,0.80,0.80
2024-03-12T14:14:01,40.79,1712.92,24.84,3064.35,0.2217,505.6674,29.0000,48.89,23.02,1000.60,0.70,0.70
2024-03-12T14:14:07,40.74,1714.78,24.83,3067.59,0.2215,505.2785,30.0000,48.86,23.03,1000.61,0.69,0.69
2024-03-12T14:14:12,40.72,1714.80,24.84,3067.55,0.2215,505.1630,30.0000,48.82,23.04,1000.61,0.66,0.66
2024-03-12T14:14:17,40.72,1715.76,24.86,3069.22,0.2216,505.3335,29.0000,48.79,23.05,1000.63,0.59,0.59
2024-03-12T14:14:23,40.69,1716.54,24.86,3070.54,0.2216,505.4933,30.0000,48.75,23.06,1000.64,0.55,0.55
2024-03-12T14:14:28,40.62,1717.14,24.86,3071.54,0.2217,505.5301,29.0000,48.73,23.06,1000.62,0.47,0.47
2024-03-12T14:14:33,40.60,1717.07,24.87,3071.18,0.2216,505.3958,29.0000,48.69,23.08,1000.60,0.39,0.39
2024-03-12T14:14:39,40.59,1718.13,24.89,3073.11,0.2215,505.1875,30.0000,48.67,23.08,1000.62,0.34,0.34
2024-03-12T14:14:44,40.58,1719.06,24.90,3074.63,0.2217,505.4781,30.0000,48.63,23.09,1000.60,0.28,0.28
2024-03-12T14:14:49,40.57,1719.50,24.90,3075.29,0.2215,504.9920,30.0000,48.62,23.10,1000.60,0.31,0.31
2024-03-12T14:14:55,40.55,1720.94,24.91,3077.84,0.2214,504.7593,30.0000,48.59,23.11,1000.62,0.34,0.34
2024-03-12T14:15:00,40.52,1721.46,24.91,3078.80,0.2215,505.1393,30.0000,48.55,23.11,1000.64,0.35,0.35
2024-03-12T14:15:05,40.56,1721.57,24.93,3078.78,0.2215,504.9815,30.0000,48.52,23.12,1000.59,0.30,0.30
2024-03-12T14:15:11,40.49,1722.47,24.93,3080.43,0.2215,504.9892,30.0000,48.51,23.13,1000.64,0.25,0.25
2024-03-12T14:15:16,40.45,1722.40,24.94,3079.96,0.2216,505.1105,30.0000,48.47,23.15,1000.60,0.29,0.29
2024-03-12T14:15:22,40.44,1722.87,24.95,3080.93,0.2216,505.1291,30.0000,48.42,23.15,1000.64,0.30,0.30
2024-03-12T14:15:27,40.37,1723.45,24.97,3081.90,0.2215,504.9139,30.0000,48.40,23.15,1000.62,0.36,0.36
2024-03-12T14:15:32,40.37,1722.97,24.98,3080.85,0.2215,504.9456,30.0000,48.38,23.17,1000.63,0.40,0.40
2024-03-12T14:15:38,40.34,1722.83,24.98,3080.46,0.2217,505.3116,30.0000,48.35,23.17,1000.58,0.45,0.45
2024-03-12T14:15:43,40.32,1722.73,24.97,3080.21,0.2214,504.7103,30.0000,48.34,23.18,1000.59,0.46,0.46
2024-03-12T14:15:48,40.30,1722.98,24.98,3080.63,0.2214,504.6955,30.0000,48.30,23.19,1000.61,0.50,0.50
2024-03-12T14:15:54,40.30,1724.21,24.98,3082.64,0.2214,504.6811,30.0000,48.28,23.20,1000.59,0.47,0.47
2024-03-12T14:15:59,40.28,1725.22,25.01,3084.43,0.2215,504.8390,30.0000,48.25,23.21,1000.61,0.42,0.42
2024-03-12T14:16:04,40.25,1725.68,25.00,3085.23,0.2215,504.7901,30.0000,48.22,23.21,1000.61,0.42,0.42
2024-03-12T14:16:10,40.22,1726.01,25.01,3085.73,0.2215,504.9567,30.0000,48.20,23.22,1000.61,0.41,0.41
