timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-04-24T15:02:39,15451.92,7638.54,15382.62,463.01,30.55,436.42,21.69,0.00,0.00,0.2821,20.0000,31.61,20.61,990.87
2023-04-24T15:02:45,15573.59,7020.68,15387.14,405.35,30.48,437.57,21.73,0.00,0.00,0.1666,20.0000,31.62,20.62,990.88
2023-04-24T15:02:50,15672.66,6467.51,15405.23,374.83,30.39,438.69,21.82,0.00,0.00,1.3649,21.0000,31.62,20.61,990.84
2023-04-24T15:02:56,15705.68,6062.71,15364.53,354.48,30.32,439.41,21.88,0.00,0.00,1.1913,21.0000,31.62,20.63,990.86
2023-04-24T15:03:01,15866.46,5648.99,15355.48,312.08,30.23,442.29,21.93,0.00,0.00,1.0858,21.0000,31.63,20.64,990.86
2023-04-24T15:03:07,11402.20,5304.23,15369.05,329.61,30.15,443.39,21.95,4.44,7.85,1.0383,21.0000,31.64,20.65,990.84
2023-04-24T15:03:12,5360.64,5014.09,15409.75,287.21,30.11,445.82,22.03,3.77,6.68,1.0159,21.0000,31.64,20.65,990.82
2023-04-24T15:03:18,3114.18,4772.37,15409.75,260.64,30.05,446.63,22.04,2.14,3.68,0.9956,21.0000,31.65,20.66,990.86
2023-04-24T15:03:24,2188.65,4527.93,15412.01,277.60,30.00,447.96,22.12,1.64,2.81,0.9703,21.0000,31.65,20.67,990.87
2023-04-24T15:03:29,1735.01,4341.22,15418.79,261.77,29.92,448.00,22.17,1.21,2.09,0.9552,22.0000,31.66,20.68,990.93
2023-04-24T15:03:35,1487.33,4170.00,15416.53,251.60,29.90,447.50,22.20,0.95,1.63,0.9340,22.0000,31.67,20.69,990.90
2023-04-24T15:03:40,1319.61,4010.40,15398.44,252.16,29.80,448.67,22.23,0.62,1.01,0.9217,22.0000,31.67,20.70,990.96
2023-04-24T15:03:46,1203.16,3889.54,15414.27,214.85,29.82,448.57,22.26,0.51,0.83,0.8998,22.0000,31.67,20.71,990.91
2023-04-24T15:03:52,1100.61,3771.01,15416.53,220.51,29.72,448.92,22.33,0.39,0.64,0.9073,22.0000,31.68,20.72,990.96
2023-04-24T15:03:57,1031.09,3676.10,15409.75,210.33,29.72,449.67,22.34,0.30,0.50,0.8802,22.0000,31.69,20.73,991.00
2023-04-24T15:04:03,964.17,3587.78,15407.49,188.29,29.72,449.61,22.43,0.28,0.46,0.8640,22.0000,31.70,20.73,991.03
2023-04-24T15:04:08,900.73,3521.15,15427.84,210.90,29.65,449.44,22.43,0.21,0.35,0.8543,22.0000,31.70,20.74,990.93
2023-04-24T15:04:14,861.63,3442.51,15402.97,200.72,29.59,449.20,22.47,0.15,0.24,0.8409,22.0000,31.71,20.76,990.90
2023-04-24T15:04:19,807.75,3394.87,15427.84,189.42,29.54,450.68,22.51,0.10,0.17,0.8339,23.0000,31.71,20.77,990.97
2023-04-24T15:04:25,770.38,3330.56,15432.36,189.98,29.57,451.32,22.53,0.07,0.11,0.8235,23.0000,31.72,20.78,991.02
2023-04-24T15:04:30,739.09,3299.96,15378.09,174.15,29.49,451.93,22.56,0.04,0.07,0.8113,23.0000,31.72,20.79,991.02
2023-04-24T15:04:36,711.28,3249.22,15418.79,179.81,29.46,452.35,22.61,0.03,0.04,0.8040,23.0000,31.72,20.80,991.06
2023-04-24T15:04:42,684.34,3225.97,15407.49,179.81,29.47,452.09,22.66,0.34,0.56,0.7917,23.0000,31.73,20.77,990.87
2023-04-24T15:04:47,652.19,3194.98,15427.84,147.59,29.45,451.99,22.66,0.35,0.57,0.7841,23.0000,31.73,20.81,990.88
2023-04-24T15:04:53,629.59,3161.28,15414.27,147.59,29.36,452.49,22.68,0.30,0.48,0.7818,23.0000,31.73,20.83,990.91
2023-04-24T15:04:58,607.87,3135.72,15412.01,136.85,29.33,451.70,22.72,0.26,0.40,0.7712,23.0000,31.74,20.83,990.97
2023-04-24T15:05:04,586.14,3115.96,15396.18,153.80,29.29,451.70,22.75,0.26,0.41,0.7569,23.0000,31.74,20.85,990.99
2023-04-24T15:05:10,569.63,3088.46,15427.84,153.80,29.26,452.56,22.77,0.21,0.32,0.7454,23.0000,31.74,20.86,990.95
