timestamp(UTC),NetADC_SO2-SO2,NetADC_H2Sb-H2Sb,NetADC_CO-CO,NetADC_NO2-NO2,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-05-17T00:00:03,17.79,-7.04,45.50,28.31,20.83,323.19,28.26,0.98,1.07,0.1789,33.0000,21.94,26.73,1005.52
2023-05-17T00:00:09,4.75,6.13,52.28,18.14,20.86,323.27,28.23,0.91,0.99,0.1789,33.0000,21.95,26.73,1005.51
2023-05-17T00:00:15,9.97,-4.33,34.19,33.96,20.86,323.46,28.26,0.84,0.92,0.1789,32.0000,21.95,26.73,1005.52
2023-05-17T00:00:20,21.26,-3.56,43.24,33.96,20.84,322.69,28.23,0.84,0.92,0.1788,32.0000,21.95,26.73,1005.46
2023-05-17T00:00:26,35.17,-2.78,38.72,29.44,20.86,322.61,28.26,0.80,0.87,0.1788,33.0000,21.95,26.73,1005.51
2023-05-17T00:00:31,16.92,0.32,52.28,34.53,20.89,322.42,28.26,0.78,0.85,0.1789,33.0000,21.95,26.73,1005.51
2023-05-17T00:00:37,24.74,1.09,31.93,34.53,20.86,322.53,28.24,0.75,0.81,0.1789,33.0000,21.95,26.73,1005.51
2023-05-17T00:00:42,3.88,-4.33,43.24,34.53,20.87,322.01,28.21,0.70,0.77,0.1788,33.0000,21.95,26.73,1005.53
2023-05-17T00:00:48,28.22,-5.88,27.41,28.88,20.85,321.85,28.27,0.71,0.78,0.1788,32.0000,21.95,26.73,1005.50
2023-05-17T00:00:53,11.71,-10.14,50.02,45.27,20.91,321.52,28.24,0.71,0.77,0.1788,32.0000,21.95,26.73,1005.50
2023-05-17T00:00:59,22.13,-3.17,56.81,39.05,20.86,321.07,28.24,0.71,0.78,0.1788,33.0000,21.95,26.73,1005.51
2023-05-17T00:01:05,17.79,-3.56,43.24,39.62,20.89,321.44,28.23,0.66,0.72,0.1788,32.0000,21.96,26.73,1005.54
2023-05-17T00:01:10,16.92,-1.62,45.50,33.96,20.84,321.56,28.23,0.62,0.68,0.1788,32.0000,21.95,26.73,1005.50
2023-05-17T00:01:16,23.87,0.70,31.93,34.53,20.84,321.77,28.21,0.60,0.65,0.1789,33.0000,21.96,26.72,1005.52
2023-05-17T00:01:21,14.31,-0.46,63.59,45.27,20.84,322.25,28.23,0.74,0.80,0.1789,32.0000,21.96,26.73,1005.51
2023-05-17T00:01:27,22.13,-0.46,79.42,34.53,20.88,321.79,28.26,0.76,0.82,0.1789,32.0000,21.96,26.73,1005.51
2023-05-17T00:01:32,18.66,-2.01,52.28,34.53,20.89,321.90,28.23,0.80,0.87,0.1789,32.0000,21.96,26.73,1005.50
2023-05-17T00:01:38,18.66,-3.17,56.81,28.88,20.87,321.78,28.24,0.76,0.82,0.1788,32.0000,21.96,26.73,1005.52
2023-05-17T00:01:43,7.36,0.32,72.63,23.22,20.86,322.10,28.24,0.81,0.88,0.1789,33.0000,21.96,26.73,1005.54
2023-05-17T00:01:49,20.40,-8.59,56.81,50.92,20.86,322.15,28.24,0.93,1.01,0.1788,33.0000,21.95,26.73,1005.54
2023-05-17T00:01:55,20.40,-2.39,40.98,23.22,20.83,322.25,28.23,0.94,1.02,0.1789,32.0000,21.96,26.73,1005.53
2023-05-17T00:02:00,16.05,-7.82,25.15,39.62,20.86,323.08,28.23,1.00,1.08,0.1789,32.0000,21.96,26.72,1005.53
2023-05-17T00:02:06,7.36,-5.88,52.28,39.05,20.87,323.20,28.23,1.02,1.10,0.1789,32.0000,21.96,26.72,1005.50
2023-05-17T00:02:11,23.87,-12.08,22.89,23.22,20.84,323.04,28.23,1.08,1.16,0.1789,33.0000,21.96,26.72,1005.51
2023-05-17T00:02:17,23.00,-15.57,36.46,33.96,20.83,323.01,28.20,1.10,1.19,0.1789,33.0000,21.96,26.73,1005.56
2023-05-17T00:02:22,10.84,-4.33,36.46,17.57,20.87,323.22,28.23,1.05,1.14,0.1788,33.0000,21.96,26.73,1005.53
2023-05-17T00:02:28,15.18,-4.33,22.89,33.96,20.91,323.06,28.23,0.96,1.04,0.1788,33.0000,21.96,26.73,1005.55
2023-05-17T00:02:34,15.18,-8.20,47.76,44.71,20.86,322.67,28.24,0.93,1.00,0.1788,32.0000,21.96,26.73,1005.51
2023-05-17T00:02:39,13.44,-8.59,34.19,23.22,20.84,322.21,28.21,0.94,1.01,0.1789,32.0000,21.97,26.72,1005.53
2023-05-17T00:02:45,14.31,-15.18,38.72,44.71,20.86,322.18,28.24,0.86,0.94,0.1789,33.0000,21.97,26.73,1005.55
2023-05-17T00:02:50,16.92,-7.04,43.24,39.62,20.95,322.94,28.19,0.81,0.88,0.1789,32.0000,21.97,26.72,1005.55
2023-05-17T00:02:56,4.75,-10.92,25.15,28.88,20.87,322.73,28.23,0.78,0.84,0.1789,33.0000,21.96,26.72,1005.53
2023-05-17T00:03:01,9.97,-5.88,47.76,33.96,20.87,322.71,28.23,0.82,0.89,0.1789,32.0000,21.97,26.72,1005.55
2023-05-17T00:03:07,19.53,-10.53,43.24,39.05,20.87,323.54,28.21,0.78,0.85,0.1789,33.0000,21.97,26.72,1005.54
2023-05-17T00:03:13,12.57,-5.88,47.76,28.31,20.89,323.24,28.21,0.73,0.79,0.1789,33.0000,21.97,26.72,1005.53
2023-05-17T00:03:18,8.23,-17.89,25.15,44.71,20.86,323.42,28.21,0.71,0.76,0.1788,32.0000,21.97,26.72,1005.55
2023-05-17T00:03:24,4.75,-7.04,45.50,33.96,20.84,323.92,28.24,0.81,0.88,0.1789,32.0000,21.97,26.72,1005.52
2023-05-17T00:03:29,15.18,-1.62,36.46,28.31,20.94,324.21,28.21,0.88,0.95,0.1789,33.0000,21.97,26.72,1005.55
2023-05-17T00:03:35,11.71,-7.82,38.72,33.96,20.84,324.57,28.21,0.85,0.92,0.1789,33.0000,21.97,26.72,1005.56
2023-05-17T00:03:41,13.44,-7.82,74.89,33.96,20.87,324.53,28.21,0.80,0.86,0.1789,33.0000,21.97,26.72,1005.53
2023-05-17T00:03:46,22.13,-11.69,18.37,39.05,20.89,325.00,28.23,0.75,0.80,0.1789,32.0000,21.98,26.71,1005.49
2023-05-17T00:03:52,9.10,-12.08,40.98,33.96,20.89,324.56,28.23,0.75,0.81,0.1789,32.0000,21.98,26.72,1005.55
2023-05-17T00:03:57,13.44,-9.75,27.41,33.96,20.91,324.98,28.21,0.82,0.87,0.1788,33.0000,21.98,26.72,1005.55
2023-05-17T00:04:03,13.44,-10.53,56.81,33.96,20.89,325.55,28.21,0.90,0.97,0.1788,32.0000,21.97,26.72,1005.56
2023-05-17T00:04:08,22.13,-10.92,50.02,39.05,20.87,325.50,28.23,1.05,1.12,0.1789,32.0000,21.98,26.72,1005.59
2023-05-17T00:04:14,13.44,-9.75,29.67,39.05,20.87,325.07,28.23,1.01,1.09,0.1789,33.0000,21.98,26.71,1005.56
2023-05-17T00:04:19,17.79,-3.56,13.84,56.01,20.88,325.21,28.26,0.97,1.03,0.1790,32.0000,21.98,26.72,1005.57
2023-05-17T00:04:25,16.05,-5.49,29.67,33.40,20.91,324.86,28.20,0.93,0.99,0.1789,32.0000,21.99,26.72,1005.58
2023-05-17T00:04:31,16.05,-11.69,22.89,44.71,20.86,324.65,28.21,0.89,0.95,0.1790,32.0000,21.98,26.72,1005.55
2023-05-17T00:04:36,6.49,-8.59,45.50,49.79,20.87,324.32,28.20,0.87,0.93,0.1789,32.0000,21.99,26.71,1005.55
2023-05-17T00:04:42,16.05,-8.98,36.46,33.40,20.91,324.39,28.23,0.86,0.92,0.1789,33.0000,21.99,26.72,1005.55
2023-05-17T00:04:47,17.79,-5.49,50.02,33.96,20.86,324.33,28.23,0.79,0.84,0.1789,33.0000,21.98,26.72,1005.58
2023-05-17T00:04:53,9.97,-5.49,61.33,39.05,20.87,324.32,28.21,0.68,0.72,0.1789,32.0000,21.99,26.72,1005.55
2023-05-17T00:04:58,16.92,-1.62,40.98,39.05,20.94,324.06,28.21,0.74,0.78,0.1789,32.0000,21.99,26.72,1005.55
2023-05-17T00:05:04,14.31,-7.82,43.24,44.71,20.94,324.14,28.20,0.70,0.75,0.1788,32.0000,21.99,26.72,1005.57
2023-05-17T00:05:10,17.79,-8.98,29.67,39.05,20.86,323.78,28.24,0.62,0.66,0.1788,32.0000,21.99,26.71,1005.59
