timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_O3-O3,NetADC_O3-O3_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-02-08T00:00:02,27.73,51.14,901.67,1012.40,37.34,71.85,40.65,769.31,26.00,1357.19,0.30,0.30,0.2626,590.5596,30.0000,46.22,24.49,991.64
2024-02-08T00:00:07,18.80,34.67,865.61,971.89,30.19,58.09,40.62,768.45,26.01,1355.65,0.36,0.36,0.2621,589.5411,30.0000,46.21,24.49,991.61
2024-02-08T00:00:12,18.80,34.67,918.49,1031.23,26.62,51.22,40.58,767.36,25.99,1353.69,0.41,0.41,0.2619,589.0425,30.0000,46.22,24.50,991.62
2024-02-08T00:00:17,18.80,34.67,913.69,1025.86,26.94,51.83,40.60,767.57,26.03,1354.09,0.41,0.41,0.2622,589.6858,30.0000,46.26,24.50,991.63
2024-02-08T00:00:22,27.73,51.14,913.69,1025.91,23.37,44.97,40.61,767.57,26.00,1354.14,0.38,0.38,0.2623,590.0307,30.0000,46.26,24.49,991.65
2024-02-08T00:00:27,27.73,51.14,911.28,1023.17,26.62,51.22,40.63,766.48,25.99,1352.18,0.35,0.35,0.2622,589.7890,30.0000,46.24,24.50,991.65
2024-02-08T00:00:32,32.42,59.79,894.46,1004.29,29.87,57.47,40.62,766.06,26.00,1351.44,0.31,0.31,0.2620,589.2501,30.0000,46.22,24.49,991.62
2024-02-08T00:00:37,14.58,26.89,889.65,998.90,33.44,64.34,40.58,765.87,26.01,1351.11,0.26,0.26,0.2621,589.4144,30.0000,46.24,24.49,991.63
2024-02-08T00:00:42,18.80,34.67,894.46,1004.31,33.44,64.34,40.61,765.13,26.00,1349.82,0.23,0.23,0.2621,589.6265,30.0000,46.24,24.49,991.64
2024-02-08T00:00:47,14.58,26.89,896.86,1006.99,30.19,58.09,40.60,764.71,26.00,1349.08,0.22,0.22,0.2624,590.1418,30.0000,46.25,24.49,991.63
2024-02-08T00:00:52,19.27,35.54,889.65,998.88,33.44,64.34,40.60,764.56,26.00,1348.78,0.24,0.24,0.2621,589.5632,30.0000,46.23,24.49,991.62
2024-02-08T00:00:57,27.73,51.14,889.65,998.90,29.54,56.84,40.62,764.79,26.00,1349.22,0.23,0.23,0.2622,589.7460,30.0000,46.23,24.49,991.63
2024-02-08T00:01:02,14.11,26.02,892.05,1001.58,23.37,44.97,40.60,764.88,26.01,1349.36,0.22,0.22,0.2620,589.2608,30.0000,46.23,24.49,991.62
2024-02-08T00:01:07,14.11,26.02,887.25,996.13,33.44,64.34,40.57,764.23,25.99,1348.13,0.19,0.19,0.2620,589.1641,30.0000,46.22,24.50,991.59
2024-02-08T00:01:13,14.58,26.89,923.30,1036.72,30.19,58.09,40.58,763.61,25.99,1347.19,0.16,0.16,0.2618,588.8694,30.0000,46.21,24.49,991.67
2024-02-08T00:01:18,18.80,34.67,901.67,1012.39,33.44,64.34,40.60,762.41,26.00,1345.02,0.15,0.15,0.2620,589.3119,30.0000,46.24,24.49,991.63
2024-02-08T00:01:22,19.27,35.54,916.09,1028.56,26.62,51.22,40.65,762.13,26.01,1344.49,0.12,0.12,0.2623,590.0411,30.0000,46.25,24.49,991.61
2024-02-08T00:01:27,23.50,43.34,906.47,1017.77,33.44,64.34,40.62,762.18,26.00,1344.61,0.12,0.12,0.2623,589.9004,30.0000,46.27,24.49,991.62
2024-02-08T00:01:32,14.11,26.02,916.09,1028.59,30.19,58.09,40.58,762.41,26.01,1345.02,0.13,0.13,0.2622,589.8228,30.0000,46.25,24.49,991.64
2024-02-08T00:01:37,18.80,34.67,875.23,982.68,37.01,71.21,40.61,762.92,26.01,1345.89,0.15,0.15,0.2622,589.7539,30.0000,46.25,24.49,991.61
2024-02-08T00:01:42,14.58,26.89,916.09,1028.54,33.44,64.34,40.61,763.08,25.99,1346.15,0.16,0.16,0.2625,590.4806,30.0000,46.24,24.49,991.59
2024-02-08T00:01:47,28.20,52.01,940.12,1055.54,33.44,64.34,40.61,763.46,26.01,1346.84,0.16,0.16,0.2627,590.8292,30.0000,46.25,24.49,991.61
2024-02-08T00:01:52,5.18,9.55,916.09,1028.55,23.37,44.96,40.58,763.91,26.00,1347.62,0.14,0.14,0.2626,590.6419,30.0000,46.24,24.49,991.60
