timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA,NetPM-PM25,NetPM-PM10
2024-03-12T13:56:06,-96.34,-181.55,46.14,1451.95,21.29,2617.28,0.8726,2005.2915,20.0000,48.23,20.89,1000.97,3.44,5.27
2024-03-12T13:56:11,-51.51,-97.06,45.60,1457.17,21.33,2626.49,0.7381,1696.1841,20.0000,48.62,20.91,1000.96,2.63,3.49
2024-03-12T13:56:16,-35.29,-66.50,45.38,1469.82,21.40,2649.24,0.6379,1465.8163,20.0000,48.70,20.92,1000.98,2.14,2.86
2024-03-12T13:56:21,-18.12,-34.14,45.54,1490.44,21.43,2686.34,0.5430,1247.6561,20.0000,48.64,20.93,1000.98,1.63,1.91
2024-03-12T13:56:26,22.42,42.24,45.41,1521.91,21.44,2742.84,0.4661,1070.9987,20.0000,49.74,20.95,1000.97,1.50,1.81
2024-03-12T13:56:31,21.94,41.34,45.40,1559.75,21.54,2811.00,0.4089,939.5111,21.0000,50.07,20.96,1001.00,1.44,1.69
2024-03-12T13:56:36,15.74,29.65,45.91,1572.10,21.57,2833.10,0.3769,865.8835,21.0000,49.80,20.98,1001.01,1.34,1.52
2024-03-12T13:56:41,24.80,46.72,46.22,1577.13,21.57,2842.00,0.3499,803.8956,21.0000,50.25,20.99,1000.98,1.22,1.37
2024-03-12T13:56:46,32.43,61.09,46.34,1581.52,21.64,2849.77,0.3301,758.2498,21.0000,49.93,21.01,1001.01,1.08,1.08
2024-03-12T13:56:51,-1.43,-2.69,46.72,1592.62,21.66,2869.64,0.3141,721.6428,21.0000,48.86,21.02,1000.99,1.08,1.08
2024-03-12T13:56:56,11.45,21.57,46.10,1594.44,21.68,2872.88,0.3007,690.7561,21.0000,48.52,21.02,1000.97,1.00,1.00
2024-03-12T13:57:01,34.82,65.59,45.35,1595.93,21.71,2875.47,0.2912,669.0196,21.0000,49.32,21.03,1000.97,0.84,0.84
2024-03-12T13:57:06,39.59,74.57,45.02,1594.14,21.74,2872.16,0.2831,650.1900,21.0000,49.83,21.05,1001.01,0.69,0.69
2024-03-12T13:57:11,38.63,72.76,45.35,1597.24,21.80,2877.66,0.2766,635.2774,21.0000,50.01,21.05,1000.99,0.62,0.62
2024-03-12T13:57:16,33.39,62.89,45.63,1598.34,21.84,2879.43,0.2705,621.2041,21.0000,50.01,21.07,1000.98,0.55,0.55
2024-03-12T13:57:21,37.20,70.06,45.72,1598.74,21.85,2880.15,0.2677,614.8569,21.0000,49.96,21.07,1000.98,0.50,0.50
2024-03-12T13:57:26,32.43,61.07,45.76,1601.41,21.89,2884.82,0.2599,596.9220,22.0000,50.37,21.09,1001.00,0.53,0.53
2024-03-12T13:57:31,22.42,42.22,45.72,1603.93,21.93,2889.31,0.2565,589.1059,22.0000,49.72,21.10,1001.01,0.60,0.60
2024-03-12T13:57:36,26.71,50.30,45.60,1607.17,21.95,2895.07,0.2526,580.0983,22.0000,49.36,21.11,1001.02,0.61,0.61
2024-03-12T13:57:41,12.40,23.35,45.35,1609.51,21.98,2899.16,0.2488,571.2750,22.0000,48.89,21.11,1000.98,0.66,0.66
2024-03-12T13:57:46,16.69,31.43,44.94,1611.66,22.01,2902.89,0.2448,562.0731,22.0000,48.73,21.13,1001.00,0.65,0.65
2024-03-12T13:57:51,20.99,39.52,44.73,1611.83,22.02,2903.02,0.2419,555.4530,22.0000,48.72,21.14,1000.98,0.70,0.70
2024-03-12T13:57:56,15.74,29.64,44.58,1611.75,22.06,2902.84,0.2401,551.3511,22.0000,47.76,21.14,1000.96,0.83,0.83
2024-03-12T13:58:01,24.80,46.69,44.23,1610.33,22.08,2900.23,0.2378,546.0856,22.0000,47.14,21.15,1000.98,0.86,0.86
2024-03-12T13:58:06,33.86,63.75,43.59,1608.01,22.08,2895.99,0.2353,540.3367,22.0000,47.29,21.16,1000.99,0.83,0.83
2024-03-12T13:58:11,15.26,28.73,43.32,1602.59,22.09,2886.09,0.2336,536.3773,23.0000,46.97,21.16,1000.94,0.74,0.74
2024-03-12T13:58:16,38.16,71.85,43.28,1583.26,22.12,2851.30,0.2319,532.4230,23.0000,46.77,21.17,1000.99,0.66,0.66
2024-03-12T13:58:21,14.31,26.94,42.97,1532.98,22.15,2760.63,0.2301,528.2097,23.0000,46.36,21.18,1000.97,0.60,0.60
2024-03-12T13:58:26,5.25,9.88,42.71,1517.62,22.17,2732.92,0.2287,524.9932,23.0000,46.04,21.19,1000.99,0.58,0.58
2024-03-12T13:58:31,14.31,26.94,42.30,1502.35,22.17,2705.28,0.2273,521.7611,23.0000,45.88,21.20,1000.97,0.62,0.62
2024-03-12T13:58:36,28.14,52.97,41.91,1491.19,22.22,2685.16,0.2260,518.8618,23.0000,45.84,21.20,1000.96,0.54,0.54
2024-03-12T13:58:41,13.83,26.03,41.79,1476.72,22.22,2659.01,0.2247,515.8296,23.0000,45.69,21.21,1000.96,0.56,0.56
2024-03-12T13:58:46,23.37,43.99,41.67,1472.64,22.24,2651.55,0.2233,512.6008,23.0000,45.79,21.23,1000.99,0.63,0.63
2024-03-12T13:58:51,32.91,61.95,41.50,1462.81,22.26,2633.83,0.2225,510.6769,23.0000,46.36,21.23,1000.98,0.70,0.70
2024-03-12T13:58:56,22.89,43.08,41.73,1460.65,22.29,2629.78,0.2203,505.5991,23.0000,46.35,21.25,1000.98,0.75,0.75
2024-03-12T13:59:01,31.96,60.16,41.91,1458.48,22.30,2625.86,0.2201,505.2008,23.0000,46.52,21.25,1000.98,0.77,0.77
2024-03-12T13:59:06,31.96,60.15,41.97,1457.64,22.33,2624.30,0.2198,504.4516,23.0000,46.18,21.26,1000.99,0.86,0.86
2024-03-12T13:59:11,13.83,26.03,42.02,1457.33,22.33,2623.68,0.2189,502.5549,23.0000,46.12,21.27,1001.00,0.88,0.88
2024-03-12T13:59:16,22.42,42.19,41.92,1456.57,22.35,2622.11,0.2180,500.3595,23.0000,46.15,21.28,1000.96,0.92,0.92
2024-03-12T13:59:21,17.65,33.22,41.91,1456.46,22.36,2621.82,0.2171,498.3131,23.0000,46.23,21.29,1000.96,0.88,0.88
2024-03-12T13:59:26,26.71,50.27,41.86,1454.29,22.42,2617.85,0.2163,496.4448,23.0000,46.19,21.30,1000.97,0.78,0.78
2024-03-12T13:59:31,22.42,42.19,41.87,1453.56,22.43,2616.49,0.2154,494.2558,23.0000,46.24,21.31,1000.99,0.72,0.72
2024-03-12T13:59:36,21.94,41.29,41.86,1453.94,22.43,2617.17,0.2147,492.6394,24.0000,46.00,21.32,1001.02,0.73,0.73
2024-03-12T13:59:41,17.17,32.31,41.80,1453.75,22.46,2616.71,0.2138,490.6468,24.0000,45.91,21.33,1001.01,0.79,0.79
2024-03-12T13:59:46,12.40,23.33,41.62,1453.16,22.47,2615.53,0.2132,489.1725,24.0000,45.77,21.34,1001.00,0.74,0.74
2024-03-12T13:59:51,26.23,49.35,41.52,1452.70,22.49,2614.61,0.2125,487.6809,24.0000,45.89,21.34,1000.96,0.72,0.72
2024-03-12T13:59:56,16.69,31.40,41.45,1450.68,22.50,2610.87,0.2118,486.0781,24.0000,45.78,21.35,1000.96,0.78,0.78
2024-03-12T14:00:01,12.40,23.33,41.38,1449.29,22.53,2608.30,0.2110,484.2370,24.0000,45.61,21.36,1000.97,0.77,0.77
2024-03-12T14:00:06,12.88,24.23,41.34,1448.42,22.53,2606.78,0.2103,482.6553,24.0000,45.38,21.36,1000.98,0.77,0.77
2024-03-12T14:00:11,16.69,31.40,41.21,1446.74,22.54,2603.75,0.2096,480.9227,24.0000,45.28,21.36,1000.98,0.78,0.78
2024-03-12T14:00:16,11.92,22.43,41.05,1445.54,22.54,2601.48,0.2090,479.4387,24.0000,45.14,21.37,1000.97,0.70,0.70
2024-03-12T14:00:21,11.92,22.43,40.81,1441.96,22.57,2594.92,0.2082,477.7144,24.0000,45.08,21.38,1000.96,0.64,0.64
2024-03-12T14:00:26,16.22,30.52,40.67,1437.38,22.57,2586.70,0.2076,476.3171,24.0000,44.98,21.38,1000.97,0.67,0.67
2024-03-12T14:00:31,7.16,13.47,40.60,1421.84,22.58,2558.66,0.2068,474.5660,24.0000,44.97,21.39,1000.97,0.73,0.73
2024-03-12T14:00:36,20.99,39.49,40.46,1402.58,22.60,2523.92,0.2063,473.2141,24.0000,44.94,21.40,1000.98,0.78,0.78
2024-03-12T14:00:41,16.22,30.51,40.47,1396.55,22.61,2513.06,0.2056,471.6595,24.0000,44.94,21.41,1001.01,0.76,0.76
2024-03-12T14:00:46,16.22,30.51,40.39,1395.02,22.61,2510.28,0.2052,470.7581,24.0000,44.91,21.41,1000.99,0.73,0.73
2024-03-12T14:00:51,11.45,21.54,40.38,1393.54,22.66,2507.58,0.2046,469.4430,24.0000,44.86,21.42,1001.01,0.69,0.69
2024-03-12T14:00:56,7.16,13.47,40.37,1385.30,22.70,2492.74,0.2039,467.8050,24.0000,44.81,21.42,1001.01,0.68,0.68
2024-03-12T14:01:01,20.51,38.58,40.32,1384.10,22.68,2490.55,0.2036,467.0485,24.0000,44.78,21.43,1001.03,0.65,0.65
2024-03-12T14:01:06,11.45,21.54,40.26,1380.49,22.71,2483.96,0.2028,465.1345,24.0000,44.73,21.43,1000.99,0.65,0.65
2024-03-12T14:01:11,20.51,38.58,40.22,1377.02,22.68,2477.68,0.2024,464.2266,24.0000,44.69,21.44,1001.01,0.72,0.72
2024-03-12T14:01:16,24.80,46.65,40.22,1374.93,22.70,2473.89,0.2017,462.6299,25.0000,44.69,21.45,1001.03,0.79,0.79
2024-03-12T14:01:21,24.80,46.65,40.17,1374.01,22.71,2472.12,0.2013,461.7428,25.0000,44.71,21.45,1000.99,1.04,1.04
2024-03-12T14:01:26,15.74,29.61,40.14,1373.75,22.72,2471.61,0.2008,460.6324,25.0000,44.68,21.46,1001.00,1.28,1.28
2024-03-12T14:01:31,10.97,20.63,40.11,1370.34,22.75,2465.32,0.2003,459.3329,25.0000,44.67,21.47,1000.98,1.29,1.29
2024-03-12T14:01:36,15.26,28.70,40.10,1369.37,22.74,2463.64,0.1998,458.1924,25.0000,44.59,21.48,1001.04,1.19,1.19
2024-03-12T14:01:41,20.03,37.67,40.05,1367.14,22.77,2459.64,0.1993,457.0872,25.0000,44.52,21.48,1001.04,1.13,1.13
2024-03-12T14:01:46,20.03,37.67,39.96,1365.58,22.78,2456.67,0.1987,455.7418,25.0000,44.46,21.49,1001.01,1.07,1.07
2024-03-12T14:01:51,10.49,19.73,39.95,1365.47,22.79,2456.49,0.1980,454.1056,25.0000,44.43,21.50,1001.05,1.03,1.03
2024-03-12T14:01:56,20.03,37.67,39.91,1365.59,22.81,2456.68,0.1976,453.1448,25.0000,44.42,21.50,1001.04,0.95,0.95
2024-03-12T14:02:01,6.20,11.66,39.87,1363.38,22.83,2452.57,0.1972,452.1693,25.0000,44.41,21.51,1001.02,0.84,0.84
2024-03-12T14:02:06,10.97,20.63,39.83,1362.37,22.84,2450.88,0.1966,450.9830,25.0000,44.38,21.51,1001.07,0.74,0.74
2024-03-12T14:02:11,10.97,20.63,39.83,1361.02,22.83,2448.23,0.1964,450.3178,25.0000,44.40,21.52,1001.01,0.73,0.73
2024-03-12T14:02:16,15.26,28.70,39.77,1358.63,22.84,2443.81,0.1957,448.8929,25.0000,44.42,21.53,1001.00,0.78,0.78
2024-03-12T14:02:21,20.03,37.67,39.78,1357.84,22.90,2442.41,0.1956,448.4765,25.0000,44.48,21.54,1001.04,0.86,0.86
2024-03-12T14:02:26,20.03,37.66,39.78,1355.94,22.88,2438.82,0.1948,446.6717,25.0000,44.46,21.55,1001.00,0.83,0.83
2024-03-12T14:02:31,15.26,28.69,39.81,1355.27,22.88,2437.40,0.1944,445.6800,25.0000,44.45,21.57,1000.99,0.78,0.78
2024-03-12T14:02:36,10.49,19.72,39.78,1354.69,22.91,2436.42,0.1939,444.5983,25.0000,44.44,21.57,1001.01,0.77,0.77
2024-03-12T14:02:41,15.26,28.69,39.74,1353.59,22.91,2434.38,0.1935,443.7334,25.0000,44.40,21.58,1001.02,0.83,0.83
2024-03-12T14:02:46,5.72,10.75,39.73,1352.95,22.91,2433.13,0.1932,442.8868,25.0000,44.41,21.59,1001.01,1.03,1.03
2024-03-12T14:02:51,10.49,19.72,39.73,1352.39,22.93,2432.14,0.1923,441.0203,25.0000,44.41,21.60,1001.05,1.05,1.05
2024-03-12T14:02:56,24.33,45.74,39.69,1352.09,22.95,2431.49,0.1921,440.4019,25.0000,44.43,21.60,1001.00,0.95,0.95
2024-03-12T14:03:01,10.49,19.72,39.70,1350.74,22.97,2429.10,0.1918,439.6492,25.0000,44.42,21.61,1001.06,0.96,0.96
2024-03-12T14:03:06,15.26,28.69,39.74,1350.07,22.97,2427.77,0.1912,438.4265,25.0000,44.36,21.62,1001.04,0.96,0.96
2024-03-12T14:03:11,46.74,87.87,39.66,1348.09,22.97,2424.17,0.1908,437.4933,25.0000,44.37,21.63,1001.05,0.92,0.92
2024-03-12T14:03:16,-3.81,-7.16,39.70,1347.89,22.98,2423.75,0.1906,436.9892,25.0000,44.37,21.64,1001.06,0.80,0.80
2024-03-12T14:03:21,10.49,19.72,39.65,1347.27,22.99,2422.51,0.1904,436.5027,25.0000,44.35,21.65,1001.05,0.70,0.70
2024-03-12T14:03:26,14.79,27.80,39.66,1346.60,22.99,2421.29,0.1900,435.5816,25.0000,44.34,21.65,1001.04,0.75,0.75
2024-03-12T14:03:31,10.49,19.72,39.65,1345.52,23.01,2419.32,0.1896,434.7347,25.0000,44.27,21.66,1001.06,0.91,0.91
2024-03-12T14:03:36,10.49,19.72,39.64,1344.78,23.02,2417.83,0.1892,433.6713,25.0000,44.22,21.67,1001.03,0.97,0.97
2024-03-12T14:03:41,5.72,10.75,39.59,1344.05,23.04,2416.47,0.1889,433.0379,25.0000,44.19,21.67,1001.01,0.89,0.89
2024-03-12T14:03:46,5.72,10.75,39.52,1342.94,23.05,2414.46,0.1885,432.1773,25.0000,44.19,21.68,1001.04,0.93,0.93
2024-03-12T14:03:51,19.56,36.76,39.48,1341.72,23.06,2412.17,0.1886,432.3471,25.0000,44.22,21.69,1001.03,0.93,0.93
2024-03-12T14:03:56,5.72,10.75,39.47,1340.95,23.05,2410.69,0.1893,433.8632,25.0000,44.28,21.70,1001.03,0.88,0.88
2024-03-12T14:04:01,5.72,10.75,39.46,1340.69,23.08,2410.17,0.1877,430.2403,25.0000,44.37,21.71,1001.04,0.85,0.85
2024-03-12T14:04:06,5.72,10.75,39.50,1339.95,23.08,2408.68,0.1894,434.1603,25.0000,44.48,21.72,1001.01,0.85,0.85
2024-03-12T14:04:11,28.62,53.79,39.50,1340.06,23.11,2408.90,0.1867,427.8434,25.0000,44.72,21.72,1001.01,0.82,0.82
2024-03-12T14:04:16,14.79,27.79,39.65,1341.11,23.09,2410.64,0.1871,428.7273,26.0000,44.68,21.74,1001.02,0.81,0.81
2024-03-12T14:04:21,19.56,36.76,39.76,1341.65,23.12,2411.61,0.1861,426.5369,26.0000,44.83,21.75,1001.06,0.80,0.80
2024-03-12T14:04:26,5.72,10.75,39.90,1342.34,23.15,2412.74,0.1880,430.7949,25.0000,44.80,21.76,1001.04,0.77,0.77
2024-03-12T14:04:31,14.79,27.79,39.98,1343.11,23.15,2414.11,0.1864,427.0375,26.0000,44.85,21.76,1001.04,0.68,0.68
2024-03-12T14:04:36,23.85,44.81,39.95,1344.19,23.16,2415.97,0.1860,426.3284,26.0000,45.04,21.77,1001.04,0.72,0.72
2024-03-12T14:04:41,14.79,27.79,40.01,1344.95,23.15,2417.17,0.1862,426.5799,26.0000,45.06,21.79,1001.04,0.89,0.89
2024-03-12T14:04:46,0.96,1.80,40.09,1345.39,23.18,2417.92,0.1861,426.3264,26.0000,44.97,21.80,1001.06,0.99,0.99
2024-03-12T14:04:51,14.79,27.79,40.15,1346.61,23.21,2419.97,0.1859,425.9049,26.0000,44.99,21.81,1001.03,0.99,0.99
2024-03-12T14:04:56,28.62,53.77,40.07,1347.35,23.19,2421.35,0.1859,426.0068,26.0000,45.04,21.81,1001.05,0.98,0.98
2024-03-12T14:05:01,28.14,52.87,40.12,1348.37,23.21,2423.09,0.1850,423.7724,26.0000,45.35,21.82,1001.04,1.00,1.00
2024-03-12T14:05:06,24.33,45.71,40.10,1350.23,23.22,2426.35,0.1863,426.7911,26.0000,45.73,21.83,1001.05,1.44,1.44
2024-03-12T14:05:11,29.10,54.66,40.31,1351.70,23.22,2428.79,0.1874,429.2784,26.0000,46.20,21.85,1001.03,1.46,1.46
2024-03-12T14:05:16,28.62,53.76,40.79,1356.67,23.22,2437.75,0.1878,430.1831,26.0000,46.10,21.84,1001.01,1.39,1.39
2024-03-12T14:05:21,33.39,62.72,41.04,1380.75,23.26,2480.99,0.1865,427.3478,26.0000,45.97,21.85,1001.03,1.36,1.36
2024-03-12T14:05:26,19.08,35.84,41.21,1512.02,23.25,2716.88,0.1859,425.8028,26.0000,46.71,21.86,1001.07,1.30,1.30
2024-03-12T14:05:31,38.63,72.56,41.14,1535.84,23.26,2759.50,0.1896,434.2252,26.0000,47.54,21.87,1001.04,1.17,1.17
2024-03-12T14:05:36,19.08,35.84,41.92,1608.93,23.27,2890.84,0.1886,432.0220,26.0000,47.11,21.88,1001.08,1.05,1.05
2024-03-12T14:05:41,28.62,53.76,42.02,1673.27,23.26,3006.27,0.1853,424.5056,26.0000,47.63,21.89,1001.06,0.97,0.97
2024-03-12T14:05:46,33.39,62.71,42.25,1723.73,23.27,3096.74,0.1915,438.6424,26.0000,47.75,21.90,1001.03,0.84,0.84
2024-03-12T14:07:22,47.22,88.63,43.01,1822.50,23.50,3272.22,0.3019,691.0024,26.0000,48.53,22.09,1001.07,2.31,2.51
2024-03-12T14:07:27,47.22,88.63,43.54,1781.98,23.49,3199.31,0.2413,552.2868,26.0000,49.16,22.10,1001.06,2.06,2.29
2024-03-12T14:07:31,51.99,97.58,44.09,1783.61,23.53,3202.17,0.2142,490.3349,26.0000,50.01,22.11,1001.07,1.80,1.97
2024-03-12T14:07:36,23.85,44.76,44.66,1810.60,23.53,3250.39,0.2026,463.7763,26.0000,49.94,22.12,1001.04,1.53,1.69
2024-03-12T14:07:41,42.93,80.57,45.03,1835.43,23.53,3294.93,0.1941,444.2519,26.0000,50.42,22.13,1001.06,1.28,1.39
2024-03-12T14:07:47,13.83,25.96,45.36,1861.95,23.54,3342.50,0.1914,438.0854,26.0000,50.84,22.14,1001.08,1.15,1.26
2024-03-12T14:07:51,9.54,17.90,45.09,1902.94,23.57,3415.92,0.1911,437.2768,26.0000,50.08,22.15,1001.07,1.03,1.03
2024-03-12T14:07:56,28.62,53.71,44.52,1934.55,23.56,3472.51,0.1903,435.5217,26.0000,49.86,22.16,1001.06,1.11,1.22
2024-03-12T14:08:01,28.14,52.80,44.46,1973.50,23.59,3542.18,0.1922,439.7692,26.0000,50.14,22.18,1001.05,1.05,1.13
2024-03-12T14:08:06,23.37,43.85,44.56,2019.84,23.56,3625.28,0.1910,437.1780,26.0000,50.10,22.19,1001.07,1.11,1.19
2024-03-12T14:08:11,18.60,34.90,44.66,2097.09,23.59,3763.75,0.1901,434.8877,26.0000,49.61,22.21,1001.09,1.08,1.14
2024-03-12T14:08:16,23.37,43.85,44.32,2128.61,23.62,3820.18,0.1891,432.7877,26.0000,49.26,22.22,1001.09,1.03,1.07
2024-03-12T14:08:21,51.99,97.54,44.14,2144.87,23.63,3849.29,0.1857,424.8931,26.0000,49.55,22.23,1001.10,1.01,1.01
2024-03-12T14:08:26,56.28,105.59,44.22,2157.67,23.62,3872.05,0.1878,429.7454,26.0000,50.29,22.25,1001.11,0.91,0.91
2024-03-12T14:08:31,33.39,62.64,45.01,2166.53,23.64,3887.65,0.1882,430.4688,26.0000,51.20,22.27,1001.10,0.90,0.94
2024-03-12T14:08:36,42.45,79.64,45.30,2180.73,23.64,3913.18,0.1906,436.0802,26.0000,51.26,22.27,1001.12,0.97,0.97
2024-03-12T14:08:41,41.97,78.73,45.47,2217.35,23.66,3978.67,0.1939,443.6417,26.0000,51.21,22.28,1001.09,1.11,1.13
2024-03-12T14:08:46,32.91,61.73,45.55,2405.79,23.67,4316.34,0.1940,443.8100,26.0000,51.10,22.30,1001.06,1.15,1.15
2024-03-12T14:08:51,32.91,61.73,45.49,2572.33,23.67,4615.02,0.1909,436.5915,26.0000,51.31,22.31,1001.06,1.12,1.14
2024-03-12T14:08:56,13.83,25.94,45.47,2591.52,23.70,4649.32,0.1872,428.2660,27.0000,51.06,22.32,1001.07,1.16,1.16
2024-03-12T14:09:01,13.83,25.94,45.36,2588.61,23.70,4643.84,0.1880,429.8930,26.0000,50.47,22.33,1001.05,1.14,1.15
2024-03-12T14:09:06,23.37,43.83,44.86,2552.39,23.71,4578.70,0.1859,425.1944,27.0000,49.77,22.33,1001.02,1.01,1.02
2024-03-12T14:09:11,14.31,26.84,44.58,2522.22,23.71,4524.49,0.1876,429.0160,27.0000,49.63,22.35,1001.06,0.91,0.91
2024-03-12T14:09:16,22.89,42.93,44.45,2461.38,23.76,4415.15,0.1851,423.3194,27.0000,49.89,22.36,1001.05,0.88,0.89
2024-03-12T14:09:21,9.54,17.89,44.49,2384.60,23.73,4277.24,0.1850,423.0514,27.0000,49.38,22.37,1001.04,0.89,0.89
2024-03-12T14:09:26,37.68,70.66,44.06,2341.61,23.74,4200.03,0.1855,424.2471,27.0000,49.64,22.38,1001.05,0.85,0.85
2024-03-12T14:09:31,28.14,52.77,44.36,2312.21,23.76,4147.17,0.1882,430.3174,27.0000,50.52,22.39,1001.05,0.81,0.82
2024-03-12T14:09:36,42.45,79.60,44.65,2312.48,23.76,4147.50,0.1885,431.1301,27.0000,50.32,22.40,1001.05,0.88,0.89
2024-03-12T14:09:41,10.02,18.79,44.79,2312.05,23.79,4146.41,0.1867,426.8515,27.0000,50.54,22.42,1001.04,0.93,0.95
2024-03-12T14:09:46,23.37,43.81,44.85,2308.69,23.80,4140.27,0.1854,423.9472,27.0000,50.47,22.43,1001.05,1.03,1.04
2024-03-12T14:09:51,37.20,69.74,44.86,2313.50,23.81,4148.87,0.1847,422.3427,27.0000,50.66,22.43,1001.04,1.02,1.03
2024-03-12T14:09:56,23.37,43.81,44.98,2314.94,23.84,4151.19,0.1826,417.5689,27.0000,50.77,22.45,1001.05,0.97,0.98
2024-03-12T14:10:01,28.14,52.75,45.11,2313.52,23.83,4148.50,0.1839,420.3776,27.0000,50.96,22.46,1001.05,0.89,0.90
2024-03-12T14:10:06,18.60,34.87,45.22,2314.05,23.83,4149.34,0.1862,425.7156,27.0000,50.51,22.47,1001.05,0.82,0.83
2024-03-12T14:10:11,28.14,52.75,45.00,2315.82,23.87,4152.36,0.1874,428.4723,27.0000,50.53,22.48,1001.05,0.75,0.76
2024-03-12T14:10:16,23.85,44.71,44.98,2322.59,23.85,4164.36,0.1837,419.8634,27.0000,50.84,22.49,1001.05,0.78,0.79
2024-03-12T14:10:21,27.66,51.85,45.05,2327.25,23.87,4172.76,0.1803,412.1434,27.0000,50.32,22.50,1001.09,1.06,1.06
2024-03-12T14:10:26,-0.95,-1.78,44.72,2328.38,23.88,4174.55,0.1810,413.7145,27.0000,49.82,22.51,1001.07,1.20,1.21
2024-03-12T14:10:31,4.29,8.04,44.47,2323.68,23.88,4166.06,0.1794,410.0312,27.0000,47.95,22.51,1001.06,1.09,1.10
2024-03-12T14:10:36,23.37,43.80,43.40,2306.04,23.90,4134.29,0.1783,407.6504,27.0000,48.30,22.52,1001.06,0.91,0.92
2024-03-12T14:10:41,32.43,60.78,43.36,2216.07,23.93,3972.93,0.1783,407.6367,27.0000,49.06,22.53,1001.08,0.76,0.77
2024-03-12T14:10:46,18.60,34.86,43.53,2091.40,23.94,3749.38,0.1807,413.0396,27.0000,49.26,22.54,1001.10,0.61,0.62
2024-03-12T14:10:51,18.13,33.98,43.77,2085.91,23.96,3739.52,0.1799,411.2248,27.0000,49.19,22.54,1001.09,0.56,0.57
2024-03-12T14:10:57,18.13,33.98,43.71,2088.48,23.94,3743.88,0.1796,410.4021,27.0000,48.69,22.55,1001.06,0.53,0.53
2024-03-12T14:11:01,4.29,8.04,43.52,2086.41,23.97,3740.18,0.1783,407.6182,27.0000,47.90,22.55,1001.06,0.56,0.57
2024-03-12T14:11:07,18.60,34.86,43.06,2074.40,23.98,3718.67,0.1775,405.7652,27.0000,47.70,22.55,1001.07,0.59,0.59
2024-03-12T14:11:12,13.83,25.92,42.67,2050.61,23.98,3675.82,0.1774,405.3692,27.0000,47.84,22.56,1001.05,0.62,0.63
2024-03-12T14:11:16,13.36,25.04,42.65,2004.68,24.00,3593.56,0.1773,405.2959,27.0000,47.49,22.57,1001.10,0.73,0.74
2024-03-12T14:11:21,0.00,0.00,42.55,1960.99,24.00,3515.06,0.1765,403.4326,27.0000,46.84,22.58,1001.08,0.76,0.77
2024-03-12T14:11:26,5.72,10.72,42.23,1927.69,24.03,3455.41,0.1759,401.8912,27.0000,47.01,22.58,1001.09,0.71,0.72
2024-03-12T14:11:31,18.60,34.85,42.20,1914.23,24.01,3431.04,0.1760,402.2267,27.0000,47.23,22.59,1001.06,0.74,0.75
2024-03-12T14:11:36,13.83,25.92,42.12,1905.92,24.04,3416.17,0.1763,402.9420,27.0000,46.83,22.59,1001.07,0.72,0.73
2024-03-12T14:11:41,22.89,42.89,42.11,1895.97,24.04,3398.29,0.1754,400.8252,27.0000,46.47,22.59,1001.05,0.77,0.78
2024-03-12T14:11:46,4.29,8.04,41.95,1887.33,24.04,3382.79,0.1749,399.6542,27.0000,46.17,22.59,1001.05,0.83,0.84
2024-03-12T14:11:51,-5.25,-9.84,41.72,1873.96,24.05,3358.79,0.1748,399.3331,27.0000,46.11,22.60,1001.07,0.82,0.82
2024-03-12T14:11:56,18.13,33.97,41.51,1857.69,24.04,3329.53,0.1748,399.3957,27.0000,46.08,22.60,1001.04,0.75,0.76
2024-03-12T14:12:01,9.06,16.98,41.43,1824.68,24.05,3270.45,0.1747,399.1346,27.0000,46.14,22.60,1001.06,0.73,0.74
2024-03-12T14:12:07,4.77,8.94,41.43,1816.08,24.07,3254.85,0.1746,399.0701,27.0000,46.01,22.61,1001.04,0.81,0.82
2024-03-12T14:12:11,13.83,25.91,41.38,1803.88,24.08,3232.94,0.1742,398.0376,27.0000,46.03,22.61,1001.03,0.85,0.86
2024-03-12T14:12:16,27.66,51.83,41.48,1799.69,24.08,3225.51,0.1742,398.0180,27.0000,46.42,22.61,1001.05,0.79,0.79
2024-03-12T14:12:21,4.77,8.94,41.57,1802.18,24.11,3229.98,0.1752,400.2439,27.0000,46.62,22.61,1001.06,0.73,0.73
2024-03-12T14:12:26,13.83,25.91,41.67,1805.17,24.09,3235.22,0.1751,400.0977,27.0000,46.46,22.62,1001.05,0.68,0.68
2024-03-12T14:12:31,13.83,25.91,41.63,1805.13,24.11,3235.17,0.1748,399.4099,27.0000,46.46,22.62,1001.06,0.69,0.70
2024-03-12T14:12:36,9.54,17.87,41.66,1807.76,24.11,3239.83,0.1747,399.1724,27.0000,46.74,22.63,1001.08,0.70,0.70
2024-03-12T14:12:41,27.66,51.82,41.69,1810.20,24.14,3244.02,0.1752,400.3574,27.0000,46.96,22.64,1001.05,0.66,0.67
2024-03-12T14:12:46,27.66,51.82,41.80,1812.68,24.15,3248.54,0.1754,400.8326,27.0000,47.10,22.64,1001.08,0.68,0.69
2024-03-12T14:12:51,18.60,34.85,41.92,1819.59,24.17,3260.94,0.1755,401.0973,27.0000,47.26,22.64,1001.08,0.68,0.69
