timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-07-04T22:00:00,187.55,168.43,999.73,41.85,29.42,1.42,1.42,506.8016,0.2272,35.0069,78.91,41.35,30.77,56.28,38.67,30.47,669.55,382.69
2024-07-04T23:00:00,194.91,174.96,999.89,42.02,29.34,1.32,1.32,514.7786,0.2307,35.0000,77.88,40.79,30.14,55.16,38.80,30.41,651.55,372.24
2024-07-05T00:00:00,200.09,179.57,999.91,42.18,29.28,1.27,1.27,519.2803,0.2326,35.0000,78.05,40.88,30.17,55.21,38.95,30.34,642.82,367.18
2024-07-05T01:00:00,199.45,178.92,1000.25,42.27,29.26,1.21,1.21,521.7696,0.2337,35.0000,75.93,39.75,29.76,54.49,39.06,30.30,631.17,360.38
2024-07-05T02:00:00,191.39,171.66,1000.25,42.41,29.19,1.11,1.11,523.3645,0.2343,35.0000,76.50,40.04,30.08,55.09,39.18,30.24,624.84,356.68
2024-07-05T03:00:00,183.26,164.35,1000.24,42.51,29.15,1.06,1.06,524.8344,0.2350,35.0000,76.17,39.86,30.13,55.19,39.26,30.20,615.79,351.48
2024-07-05T04:00:00,173.88,155.84,1000.85,42.57,29.15,1.02,1.02,523.1734,0.2341,35.0000,75.55,39.51,29.95,54.90,39.33,30.20,612.64,349.46
2024-07-05T05:00:00,163.12,146.21,1001.41,42.33,29.36,1.12,1.12,510.3385,0.2284,35.0000,75.26,39.37,29.59,54.23,38.95,30.52,628.05,358.30
2024-07-05T06:00:00,162.83,145.97,1001.73,42.20,29.49,1.49,1.49,505.2721,0.2261,35.0000,76.47,40.00,30.43,55.76,38.87,30.63,633.86,361.66
2024-07-05T07:00:00,179.46,160.86,1002.19,42.15,29.59,1.73,1.73,511.4870,0.2289,35.2111,77.18,40.37,30.77,56.39,38.92,30.68,641.94,366.21
2024-07-05T08:00:00,208.71,187.16,1002.25,41.98,29.75,1.74,1.74,520.1720,0.2329,35.8319,76.57,40.07,30.94,56.67,38.79,30.84,649.62,370.77
2024-07-05T09:00:00,229.20,205.63,1002.16,41.86,29.86,1.75,1.75,527.6229,0.2363,35.9973,77.09,40.36,30.73,56.26,38.62,31.00,657.52,375.44
