timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-07-01T00:00:00,243.85,220.58,996.64,50.33,30.67,4.25,4.25,607.7445,0.2744,37.0000,74.76,39.46,31.09,56.46,46.29,31.83,554.71,319.35
2024-07-01T00:10:00,252.41,228.30,996.75,50.29,30.68,4.21,4.21,608.0580,0.2746,37.0000,67.10,35.42,30.47,55.33,46.29,31.82,553.52,318.64
2024-07-01T00:20:00,245.83,222.36,996.78,50.23,30.70,4.22,4.22,608.4297,0.2747,37.0000,74.34,39.24,31.51,57.23,46.27,31.83,552.70,318.18
2024-07-01T00:30:00,246.40,222.84,996.88,50.26,30.69,4.04,4.04,608.7403,0.2748,37.0000,73.78,38.94,32.33,58.73,46.27,31.83,562.71,323.90
2024-07-01T00:40:00,245.22,221.77,996.89,50.29,30.67,4.36,4.36,608.9993,0.2749,37.0000,75.41,39.80,32.38,58.82,46.29,31.82,555.16,319.54
2024-07-01T00:50:00,244.36,221.00,996.76,50.31,30.66,4.15,4.15,609.0950,0.2750,37.0000,74.48,39.31,31.94,58.01,46.29,31.81,543.39,312.79
2024-07-01T01:00:00,242.54,219.35,996.74,50.33,30.65,4.10,4.10,608.9887,0.2749,37.0000,74.07,39.09,31.41,57.05,46.30,31.80,540.52,311.13
2024-07-01T01:10:00,243.14,219.90,996.72,50.35,30.64,4.19,4.19,609.0709,0.2750,37.0000,73.73,38.91,32.88,59.73,46.32,31.79,545.96,314.26
2024-07-01T01:20:00,244.43,221.05,996.78,50.35,30.64,3.72,3.72,609.2180,0.2750,37.0000,76.19,40.21,32.81,59.59,46.32,31.79,540.82,311.28
2024-07-01T01:30:00,244.75,221.32,996.85,50.36,30.63,3.75,3.75,609.3986,0.2751,37.0000,73.31,38.69,31.95,58.03,46.32,31.78,546.05,314.26
2024-07-01T01:40:00,247.37,223.67,996.89,50.37,30.63,3.87,3.87,609.4814,0.2751,37.0000,73.71,38.89,32.09,58.30,46.32,31.78,551.33,317.28
2024-07-01T01:50:00,246.41,222.81,996.87,50.37,30.62,3.86,3.86,609.6812,0.2752,37.0000,74.88,39.51,31.69,57.57,46.33,31.78,545.06,313.68
2024-07-01T02:00:00,245.61,222.09,996.85,50.37,30.62,3.87,3.87,609.8381,0.2753,37.0000,74.42,39.27,31.75,57.67,46.32,31.77,544.58,313.40
2024-07-01T02:10:00,244.27,220.86,996.90,50.38,30.61,3.70,3.70,609.7393,0.2752,37.0000,74.07,39.08,31.47,57.17,46.33,31.77,540.72,311.16
2024-07-01T02:20:00,244.85,221.36,996.97,50.37,30.61,3.67,3.67,609.8864,0.2753,37.0000,74.93,39.53,32.57,59.18,46.33,31.76,538.49,309.85
2024-07-01T02:30:00,247.20,223.48,996.99,50.37,30.61,3.71,3.71,610.1456,0.2754,37.0000,73.94,39.01,32.00,58.14,46.32,31.76,541.80,311.75
2024-07-01T02:40:00,246.02,222.40,997.04,50.37,30.61,3.56,3.56,610.2791,0.2754,37.0000,74.71,39.41,31.82,57.82,46.33,31.76,537.13,309.04
2024-07-01T02:50:00,245.10,221.55,997.12,50.38,30.60,3.64,3.64,610.5146,0.2755,37.0000,73.96,39.01,32.75,59.52,46.33,31.75,537.00,308.94
2024-07-01T03:00:00,246.17,222.52,997.08,50.38,30.59,3.64,3.64,610.6397,0.2755,37.0000,73.56,38.80,31.72,57.65,46.33,31.75,536.90,308.88
2024-07-01T03:10:00,247.77,223.98,997.00,50.37,30.59,3.58,3.58,610.7315,0.2756,37.0000,73.06,38.54,31.33,56.93,46.32,31.75,536.75,308.82
2024-07-01T03:20:00,248.25,224.42,997.00,50.36,30.58,3.61,3.61,610.9225,0.2757,37.0000,74.89,39.51,32.53,59.11,46.31,31.74,543.47,312.68
2024-07-01T03:30:00,246.38,222.70,997.11,50.36,30.58,3.68,3.68,611.1587,0.2758,37.0000,74.81,39.46,31.98,58.11,46.32,31.74,535.50,308.06
2024-07-01T03:40:00,247.14,223.36,997.28,50.35,30.59,3.53,3.53,611.1817,0.2757,37.0000,73.61,38.82,33.31,60.54,46.30,31.75,531.51,305.72
2024-07-01T03:50:00,245.22,221.60,997.41,50.31,30.61,3.65,3.65,611.7303,0.2760,37.0000,74.84,39.46,32.33,58.76,46.27,31.77,537.00,308.85
2024-07-01T04:00:00,249.27,225.25,997.58,50.23,30.64,3.60,3.60,612.5216,0.2763,37.0000,73.63,38.82,32.05,58.27,46.21,31.81,546.89,314.52
2024-07-01T04:10:00,251.90,227.62,997.73,50.15,30.68,3.64,3.64,613.4475,0.2767,37.0000,75.73,39.93,32.07,58.30,46.14,31.85,541.04,311.15
2024-07-01T04:20:00,252.84,228.47,997.86,50.07,30.73,3.67,3.67,615.0700,0.2775,37.0000,73.73,38.88,31.36,57.00,46.08,31.89,545.16,313.53
2024-07-01T04:30:00,254.10,229.64,997.91,49.97,30.78,3.75,3.75,616.2151,0.2780,37.0000,73.86,38.95,31.42,57.10,46.01,31.93,548.92,315.73
2024-07-01T04:40:00,253.96,229.55,997.87,49.89,30.82,3.63,3.63,616.4207,0.2781,37.0000,73.44,38.74,31.24,56.78,45.96,31.97,559.02,321.59
2024-07-01T04:50:00,250.06,226.04,997.93,49.81,30.86,3.70,3.70,615.7770,0.2779,37.0000,74.85,39.48,31.77,57.73,45.90,32.01,555.89,319.81
2024-07-01T05:00:00,250.22,226.22,997.85,49.76,30.88,3.57,3.57,615.5832,0.2778,37.0000,73.29,38.67,32.05,58.24,45.84,32.04,560.90,322.75
2024-07-01T05:10:00,248.24,224.44,997.88,49.73,30.90,3.45,3.45,616.0585,0.2781,37.0000,74.05,39.07,31.66,57.53,45.81,32.07,550.67,316.87
2024-07-01T05:20:00,249.48,225.55,997.97,49.73,30.91,3.52,3.52,616.5606,0.2783,37.0000,74.24,39.17,32.19,58.49,45.79,32.09,545.47,313.86
2024-07-01T05:30:00,245.07,221.56,998.02,49.71,30.93,3.48,3.48,616.9400,0.2784,37.0000,74.60,39.35,32.53,59.11,45.79,32.10,547.74,315.17
2024-07-01T05:40:00,247.15,223.44,998.11,49.68,30.94,3.57,3.57,617.3075,0.2786,37.0000,74.63,39.37,31.95,58.05,45.76,32.11,550.01,316.46
2024-07-01T05:50:00,245.79,222.21,998.10,49.69,30.94,3.50,3.50,617.5015,0.2787,37.0000,75.44,39.80,31.75,57.69,45.76,32.12,553.18,318.29
2024-07-01T06:00:00,244.61,221.13,998.14,49.69,30.95,3.48,3.48,617.7406,0.2788,37.0000,75.10,39.62,32.50,59.06,45.77,32.13,547.21,314.85
2024-07-01T06:10:00,244.06,220.65,998.08,49.71,30.95,3.52,3.52,617.7237,0.2788,37.0000,75.48,39.82,32.33,58.75,45.75,32.14,546.64,314.54
2024-07-01T06:20:00,241.05,217.96,998.02,49.66,30.97,3.41,3.41,617.3622,0.2787,37.0000,75.94,40.07,32.66,59.32,45.76,32.14,548.16,315.45
2024-07-01T06:30:00,237.71,214.93,998.05,49.67,30.97,3.63,3.63,617.5190,0.2787,37.0000,77.29,40.78,33.02,59.98,45.76,32.14,549.00,315.93
2024-07-01T06:40:00,165.51,149.59,998.07,46.87,30.81,4.29,4.29,614.1447,0.2770,37.0000,56.50,29.80,23.69,43.05,43.26,31.99,575.86,331.20
2024-07-01T06:50:00,8.46,7.64,998.03,42.13,30.10,4.95,4.95,603.0156,0.2714,36.0476,47.56,25.02,17.74,32.33,38.93,31.24,659.13,378.22
2024-07-01T07:00:00,-43.73,-39.35,998.03,38.69,29.51,5.03,5.03,585.5755,0.2630,35.6415,52.66,27.65,20.04,36.58,35.90,30.60,758.79,434.55
2024-07-01T07:10:00,-44.69,-40.15,998.09,36.72,29.07,4.93,4.93,570.5994,0.2559,35.0000,62.11,32.57,23.50,42.97,34.13,30.14,850.79,486.51
2024-07-01T07:20:00,-62.50,-56.12,998.14,37.97,28.88,5.03,5.03,554.1299,0.2484,35.0000,82.71,43.33,34.15,62.47,35.12,29.97,874.43,499.69
2024-07-01T07:30:00,-36.01,-32.34,998.09,39.73,28.86,5.12,5.12,563.7128,0.2527,35.0000,90.27,47.30,37.81,69.18,36.51,30.03,1093.88,625.10
2024-07-01T07:40:00,-1.21,-1.08,998.02,40.33,28.93,5.09,5.09,564.1552,0.2529,35.0000,91.51,47.96,38.38,70.20,36.97,30.12,1267.24,724.39
2024-07-01T07:50:00,24.59,22.09,997.95,40.92,29.01,5.27,5.27,565.2651,0.2535,35.0000,90.91,47.66,37.47,68.50,37.47,30.21,1351.07,772.55
2024-07-01T08:00:00,44.28,39.80,997.89,41.53,29.08,5.15,5.15,567.8856,0.2548,35.0000,90.56,47.49,38.49,70.35,38.00,30.28,1385.89,792.70
2024-07-01T08:10:00,63.74,57.29,997.88,41.61,29.11,4.97,4.97,574.8270,0.2579,35.0000,87.97,46.14,35.72,65.28,38.07,30.32,1513.42,865.75
2024-07-01T08:20:00,69.24,62.24,997.82,41.49,29.13,4.99,4.99,576.2279,0.2586,35.0000,84.99,44.58,35.91,65.61,37.97,30.34,1565.79,895.79
2024-07-01T08:30:00,73.86,66.40,997.74,41.38,29.14,4.75,4.75,579.2439,0.2600,35.0000,85.89,45.06,36.25,66.24,37.86,30.35,1631.90,933.72
2024-07-01T08:40:00,76.59,68.86,997.66,41.25,29.16,4.73,4.73,578.9497,0.2599,35.0000,85.61,44.92,34.85,63.67,37.74,30.38,1669.74,955.53
2024-07-01T08:50:00,81.92,73.66,997.62,41.26,29.16,4.44,4.44,579.5961,0.2602,35.0000,85.22,44.72,35.47,64.79,37.75,30.38,1722.67,985.85
2024-07-01T09:00:00,83.34,74.94,997.58,41.23,29.16,4.33,4.33,572.8035,0.2571,35.0000,84.21,44.19,33.77,61.70,37.73,30.38,1836.64,1051.13
2024-07-01T09:10:00,78.72,70.77,997.62,41.19,29.11,4.27,4.27,573.6369,0.2574,35.0000,82.90,43.49,33.83,61.80,37.67,30.34,1828.59,1046.29
2024-07-01T09:20:00,76.28,68.58,997.56,41.09,29.10,4.19,4.19,574.5315,0.2579,35.0000,83.39,43.75,34.43,62.90,37.58,30.32,1810.43,1035.94
2024-07-01T09:30:00,73.19,65.80,997.64,40.75,29.10,4.07,4.07,573.9982,0.2576,35.0000,80.75,42.36,33.48,61.18,37.31,30.31,1785.29,1021.47
2024-07-01T09:40:00,52.77,47.42,997.71,40.12,28.98,4.18,4.18,566.2971,0.2540,35.0000,82.48,43.25,33.39,61.03,36.79,30.17,1595.41,912.41
2024-07-01T09:50:00,38.77,34.83,997.65,39.99,28.86,3.77,3.77,562.1544,0.2521,35.0000,83.17,43.60,33.95,62.08,36.67,30.03,1444.64,825.90
2024-07-01T10:00:00,30.55,27.44,997.67,39.90,28.79,3.77,3.77,560.5405,0.2513,35.0000,83.69,43.86,34.23,62.61,36.59,29.95,1346.60,769.66
2024-07-01T10:10:00,32.56,29.24,997.49,39.90,28.73,3.83,3.83,559.6573,0.2509,35.0000,83.11,43.55,35.55,65.03,36.58,29.90,1279.60,731.36
2024-07-01T10:20:00,34.25,30.76,997.25,40.09,28.70,3.74,3.74,558.1579,0.2502,35.0000,85.25,44.68,35.69,65.27,36.75,29.86,1228.21,702.06
2024-07-01T10:30:00,63.65,57.18,997.01,41.62,28.71,3.74,3.74,557.6899,0.2501,35.0000,90.73,47.57,38.06,69.59,38.05,29.89,1415.60,809.43
2024-07-01T10:40:00,94.36,84.81,996.91,41.88,28.82,3.74,3.74,565.8048,0.2539,35.0000,87.10,45.68,36.72,67.11,38.24,30.02,1587.25,907.97
2024-07-01T10:50:00,107.64,96.79,996.77,41.48,28.89,3.91,3.91,568.3888,0.2551,35.0000,82.93,43.51,33.81,61.76,37.89,30.11,1644.76,941.22
2024-07-01T11:00:00,108.28,97.40,996.45,41.71,28.93,5.03,5.03,545.2420,0.2448,35.0000,83.04,43.59,33.01,60.27,38.10,30.13,1617.01,925.76
2024-07-01T11:10:00,99.36,89.39,996.39,40.50,28.96,6.24,6.24,536.1102,0.2408,35.0000,78.41,41.17,32.17,58.73,37.09,30.15,1595.77,913.75
2024-07-01T11:20:00,85.85,77.23,996.27,40.61,28.90,5.93,5.93,537.9787,0.2416,35.0000,81.92,43.00,33.06,60.37,37.16,30.10,1514.29,867.03
2024-07-01T11:30:00,95.36,85.82,996.18,41.65,28.96,5.72,5.72,535.8213,0.2407,35.0000,89.91,47.22,37.65,68.72,38.13,30.13,1523.84,872.76
2024-07-01T11:40:00,135.29,121.96,995.92,41.77,29.42,5.19,5.19,535.8057,0.2411,35.3611,86.93,45.73,36.20,65.96,38.23,30.63,1516.08,869.85
2024-07-01T11:50:00,157.37,142.06,995.67,41.34,29.76,5.18,5.18,538.7523,0.2428,36.0000,80.70,42.51,34.58,62.93,37.86,30.98,1480.13,850.39
2024-07-01T12:00:00,157.01,141.80,995.82,41.23,29.95,5.00,5.00,541.7036,0.2442,36.0000,79.91,42.11,33.08,60.17,37.81,31.16,1451.54,834.36
2024-07-01T12:10:00,149.26,134.87,995.69,41.24,30.07,4.88,4.88,544.4533,0.2456,36.0000,76.99,40.60,33.09,60.15,37.86,31.26,1422.17,817.91
