timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-07-01T00:00:00,245.22,221.80,996.66,50.35,30.66,4.41,4.41,607.8131,0.2744,37.0000,74.54,39.34,31.14,56.56,46.29,31.83,556.23,320.21
2024-07-01T00:05:00,265.26,239.92,996.72,50.34,30.67,4.22,4.22,607.9599,0.2745,37.0000,59.18,31.23,27.65,50.22,46.30,31.82,552.11,317.82
2024-07-01T00:10:00,244.04,220.73,996.77,50.26,30.69,4.22,4.22,608.1125,0.2746,37.0000,73.62,38.86,32.18,58.45,46.29,31.83,553.45,318.60
2024-07-01T00:15:00,245.92,222.44,996.78,50.22,30.71,4.21,4.21,608.3344,0.2747,37.0000,74.43,39.29,31.54,57.28,46.28,31.83,552.95,318.33
2024-07-01T00:20:00,244.54,221.19,996.78,50.24,30.70,4.29,4.29,608.4832,0.2747,37.0000,74.63,39.39,31.20,56.67,46.27,31.83,551.81,317.67
2024-07-01T00:25:00,246.18,222.66,996.84,50.25,30.69,4.12,4.12,608.6710,0.2748,37.0000,73.76,38.93,31.83,57.80,46.27,31.83,561.42,323.18
2024-07-01T00:30:00,245.99,222.46,996.90,50.28,30.68,4.01,4.01,608.7975,0.2748,37.0000,73.56,38.82,32.43,58.91,46.27,31.83,563.02,324.06
2024-07-01T00:35:00,245.66,222.16,996.93,50.29,30.68,4.47,4.47,608.9191,0.2749,37.0000,74.48,39.30,32.09,58.30,46.29,31.82,558.11,321.22
2024-07-01T00:40:00,244.96,221.53,996.88,50.29,30.67,4.22,4.22,609.0761,0.2750,37.0000,74.48,39.30,32.36,58.77,46.29,31.82,554.58,319.20
2024-07-01T00:45:00,243.18,219.94,996.77,50.30,30.66,4.14,4.14,609.0452,0.2750,37.0000,74.10,39.11,32.91,59.77,46.29,31.81,546.37,314.50
2024-07-01T00:50:00,245.62,222.14,996.75,50.32,30.66,4.18,4.18,609.1344,0.2750,37.0000,76.10,40.16,31.48,57.18,46.29,31.81,541.54,311.72
2024-07-01T00:55:00,242.21,219.06,996.74,50.33,30.65,4.13,4.13,609.0018,0.2750,37.0000,73.81,38.95,31.05,56.40,46.30,31.81,539.49,310.54
2024-07-01T01:00:00,242.71,219.51,996.72,50.34,30.65,4.06,4.06,608.9660,0.2749,37.0000,74.37,39.25,31.91,57.96,46.29,31.80,541.97,311.97
2024-07-01T01:05:00,243.55,220.27,996.72,50.34,30.64,4.03,4.03,609.0461,0.2750,37.0000,73.94,39.02,32.79,59.55,46.31,31.79,544.57,313.46
2024-07-01T01:10:00,243.41,220.14,996.73,50.36,30.64,4.40,4.40,609.1016,0.2750,37.0000,73.30,38.68,33.13,60.17,46.32,31.79,547.42,315.09
2024-07-01T01:15:00,245.60,222.11,996.76,50.36,30.64,3.74,3.74,609.1658,0.2750,37.0000,75.33,39.75,32.56,59.15,46.32,31.79,542.76,312.40
2024-07-01T01:20:00,243.55,220.24,996.81,50.35,30.64,3.71,3.71,609.2877,0.2751,37.0000,77.37,40.83,33.24,60.38,46.31,31.79,538.33,309.84
2024-07-01T01:25:00,244.36,220.97,996.85,50.36,30.63,3.69,3.69,609.3565,0.2751,37.0000,72.83,38.43,31.62,57.45,46.32,31.78,544.47,313.35
2024-07-01T01:30:00,245.39,221.89,996.86,50.36,30.63,3.82,3.82,609.4531,0.2751,37.0000,74.20,39.15,32.56,59.14,46.32,31.78,548.01,315.38
2024-07-01T01:35:00,248.37,224.58,996.89,50.36,30.63,3.80,3.80,609.4306,0.2751,37.0000,73.42,38.74,31.95,58.04,46.32,31.78,550.00,316.52
2024-07-01T01:40:00,246.05,222.47,996.91,50.37,30.62,3.95,3.95,609.5503,0.2751,37.0000,74.06,39.08,32.20,58.50,46.33,31.77,552.98,318.22
2024-07-01T01:45:00,244.87,221.41,996.89,50.37,30.63,3.75,3.75,609.6433,0.2752,37.0000,74.53,39.32,32.47,58.98,46.33,31.78,543.70,312.89
2024-07-01T01:50:00,248.82,224.99,996.86,50.37,30.62,3.99,3.99,609.7285,0.2752,37.0000,75.40,39.79,30.85,56.04,46.33,31.77,546.79,314.67
2024-07-01T01:55:00,246.86,223.21,996.87,50.37,30.62,3.94,3.94,609.7820,0.2752,37.0000,73.20,38.63,31.70,57.59,46.32,31.77,547.28,314.95
2024-07-01T02:00:00,244.09,220.71,996.84,50.37,30.62,3.78,3.78,609.9067,0.2753,37.0000,75.91,40.06,31.80,57.77,46.33,31.77,541.28,311.50
2024-07-01T02:05:00,244.65,221.21,996.87,50.38,30.61,3.58,3.58,609.7726,0.2752,37.0000,72.82,38.42,31.80,57.78,46.33,31.77,541.64,311.69
2024-07-01T02:10:00,243.81,220.44,996.93,50.38,30.61,3.84,3.84,609.6985,0.2752,37.0000,75.60,39.89,31.06,56.42,46.32,31.77,539.59,310.50
2024-07-01T02:15:00,244.47,221.02,996.96,50.38,30.61,3.66,3.66,609.8190,0.2752,37.0000,74.66,39.39,33.19,60.31,46.34,31.76,541.04,311.32
2024-07-01T02:20:00,245.30,221.77,996.98,50.37,30.61,3.68,3.68,609.9672,0.2753,37.0000,75.25,39.70,31.83,57.83,46.33,31.77,535.43,308.09
2024-07-01T02:25:00,248.26,224.45,996.97,50.37,30.61,3.66,3.66,610.1299,0.2754,37.0000,73.07,38.55,31.35,56.95,46.32,31.76,545.42,313.84
2024-07-01T02:30:00,246.88,223.19,997.02,50.37,30.61,3.81,3.81,610.1536,0.2754,37.0000,73.88,38.98,32.95,59.87,46.32,31.76,538.97,310.11
2024-07-01T02:35:00,243.85,220.45,997.03,50.37,30.61,3.62,3.62,610.2504,0.2754,37.0000,74.30,39.20,32.18,58.48,46.32,31.76,538.23,309.68
2024-07-01T02:40:00,246.94,223.23,997.04,50.37,30.60,3.48,3.48,610.3068,0.2754,37.0000,73.69,38.88,31.28,56.84,46.33,31.75,535.25,307.95
2024-07-01T02:45:00,244.31,220.84,997.10,50.38,30.60,3.80,3.80,610.4334,0.2755,37.0000,72.70,38.35,33.25,60.42,46.34,31.75,535.17,307.89
2024-07-01T02:50:00,246.29,222.62,997.14,50.38,30.60,3.53,3.53,610.5847,0.2755,37.0000,74.44,39.26,32.39,58.86,46.33,31.75,537.93,309.46
2024-07-01T02:55:00,246.35,222.68,997.13,50.38,30.60,3.52,3.52,610.6154,0.2755,37.0000,73.93,38.99,29.68,53.94,46.34,31.75,534.64,307.57
2024-07-01T03:00:00,247.20,223.46,997.03,50.38,30.59,3.72,3.72,610.6671,0.2756,37.0000,72.39,38.19,32.91,59.81,46.33,31.75,538.42,309.77
2024-07-01T03:05:00,250.41,226.37,997.00,50.38,30.59,3.55,3.55,610.6051,0.2756,37.0000,72.49,38.24,31.93,58.01,46.32,31.75,536.75,308.82
2024-07-01T03:10:00,245.89,222.28,996.99,50.36,30.59,3.61,3.61,610.8144,0.2756,37.0000,72.89,38.45,30.67,55.74,46.31,31.75,536.93,308.92
2024-07-01T03:15:00,247.46,223.71,996.98,50.36,30.59,3.78,3.78,610.8881,0.2757,37.0000,75.84,40.01,33.90,61.59,46.31,31.74,544.42,313.24
2024-07-01T03:20:00,246.63,222.95,997.00,50.37,30.58,3.53,3.53,610.9554,0.2757,37.0000,74.07,39.07,31.88,57.93,46.32,31.74,542.45,312.09
2024-07-01T03:25:00,245.17,221.61,997.06,50.36,30.59,3.67,3.67,611.1574,0.2758,37.0000,75.17,39.65,31.47,57.19,46.32,31.74,536.67,308.75
2024-07-01T03:30:00,245.90,222.26,997.15,50.37,30.58,3.63,3.63,611.1618,0.2758,37.0000,74.73,39.42,32.43,58.93,46.32,31.75,534.47,307.45
2024-07-01T03:35:00,249.93,225.88,997.24,50.36,30.59,3.57,3.57,611.1992,0.2758,37.0000,72.10,38.03,32.25,58.61,46.31,31.75,529.53,304.59
2024-07-01T03:40:00,246.34,222.62,997.31,50.35,30.59,3.43,3.43,611.1819,0.2757,37.0000,74.64,39.36,33.87,61.57,46.29,31.75,532.51,306.28
2024-07-01T03:45:00,243.48,220.04,997.34,50.33,30.60,3.60,3.60,611.4389,0.2758,37.0000,75.43,39.78,32.88,59.77,46.29,31.76,531.53,305.72
2024-07-01T03:50:00,246.18,222.46,997.46,50.30,30.61,3.70,3.70,611.9982,0.2761,37.0000,74.86,39.48,31.73,57.68,46.26,31.77,541.20,311.26
2024-07-01T03:55:00,248.21,224.29,997.54,50.25,30.63,3.39,3.39,612.3779,0.2762,37.0000,74.11,39.08,32.20,58.54,46.23,31.79,547.56,314.90
2024-07-01T04:00:00,250.30,226.18,997.62,50.22,30.65,3.72,3.72,612.6496,0.2764,37.0000,73.75,38.89,31.41,57.10,46.19,31.82,546.09,314.05
2024-07-01T04:05:00,252.94,228.56,997.68,50.18,30.67,3.54,3.54,613.0836,0.2766,37.0000,76.98,40.59,31.27,56.84,46.16,31.84,539.53,310.29
2024-07-01T04:10:00,252.19,227.88,997.77,50.13,30.70,3.75,3.75,613.7465,0.2769,37.0000,75.21,39.66,32.79,59.60,46.12,31.86,543.39,312.51
