timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-10T00:00:03,38.22,73.60,164.08,184.38,25.28,46.66,39.34,835.91,23.80,1475.90,0.80,0.80,0.1580,355.7306,28.0000,46.19,22.35,985.31
2023-12-10T00:00:08,34.29,66.03,171.46,192.68,12.40,22.89,39.41,835.82,23.77,1475.77,0.78,0.78,0.1577,355.0928,28.0000,46.18,22.35,985.32
2023-12-10T00:00:13,34.62,66.67,176.39,198.21,16.22,29.94,39.35,836.42,23.77,1476.80,0.73,0.73,0.1580,355.6244,28.0000,46.19,22.35,985.30
2023-12-10T00:00:18,34.29,66.03,169.00,189.91,35.30,65.16,39.39,836.96,23.79,1477.79,0.67,0.67,0.1579,355.3582,28.0000,46.18,22.35,985.33
2023-12-10T00:00:23,41.16,79.26,171.46,192.67,12.40,22.89,39.41,836.74,23.79,1477.33,0.67,0.67,0.1579,355.3820,28.0000,46.18,22.36,985.32
2023-12-10T00:00:28,41.16,79.26,196.08,220.35,25.76,47.55,39.41,836.63,23.79,1477.23,0.66,0.66,0.1580,355.7387,28.0000,46.18,22.35,985.34
2023-12-10T00:00:33,34.29,66.03,198.54,223.10,34.82,64.27,39.39,836.43,23.76,1476.81,0.72,0.72,0.1580,355.7143,28.0000,46.19,22.35,985.30
2023-12-10T00:00:38,34.29,66.03,201.00,225.87,21.46,39.61,39.40,836.64,23.77,1477.22,0.81,0.81,0.1580,355.6265,28.0000,46.18,22.35,985.32
2023-12-10T00:00:43,37.89,72.96,193.62,217.57,21.46,39.61,39.38,836.69,23.77,1477.28,0.80,0.80,0.1579,355.3682,28.0000,46.18,22.35,985.31
2023-12-10T00:00:48,34.29,66.03,208.39,234.17,30.53,56.35,39.39,836.46,23.77,1476.88,0.79,0.79,0.1580,355.6433,28.0000,46.18,22.35,985.31
2023-12-10T00:00:53,27.42,52.81,181.31,203.75,21.46,39.61,39.41,837.05,23.80,1478.00,0.78,0.78,0.1579,355.5267,28.0000,46.18,22.34,985.33
2023-12-10T00:00:58,27.74,53.42,208.39,234.18,16.69,30.81,39.40,836.75,23.77,1477.46,0.73,0.73,0.1580,355.6136,28.0000,46.19,22.35,985.35
2023-12-10T00:01:03,34.29,66.03,183.77,206.51,30.53,56.36,39.39,836.69,23.79,1477.32,0.68,0.68,0.1580,355.6020,28.0000,46.19,22.35,985.33
2023-12-10T00:01:08,30.69,59.10,198.54,223.10,35.30,65.16,39.42,836.34,23.79,1476.65,0.66,0.66,0.1580,355.5705,28.0000,46.19,22.35,985.30
2023-12-10T00:01:13,31.02,59.74,193.62,217.59,16.69,30.81,39.39,836.21,23.80,1476.53,0.62,0.62,0.1579,355.4768,28.0000,46.19,22.35,985.37
2023-12-10T00:01:18,41.16,79.26,208.39,234.17,26.23,48.42,39.41,836.09,23.77,1476.19,0.72,0.72,0.1579,355.3280,28.0000,46.19,22.35,985.30
2023-12-10T00:01:23,27.74,53.42,188.69,212.04,25.76,47.55,39.42,835.69,23.80,1475.50,0.75,0.75,0.1580,355.6607,28.0000,46.19,22.35,985.31
2023-12-10T00:01:28,27.42,52.80,203.46,228.63,34.82,64.27,39.42,835.66,23.80,1475.45,0.75,0.75,0.1580,355.7136,28.0000,46.19,22.35,985.30
2023-12-10T00:01:33,38.22,73.60,149.31,167.79,25.28,46.66,39.42,835.58,23.80,1475.35,0.76,0.76,0.1579,355.3599,28.0000,46.18,22.35,985.32
2023-12-10T00:01:38,34.94,67.29,156.69,176.08,39.11,72.19,39.42,835.31,23.79,1474.88,0.72,0.72,0.1579,355.3802,28.0000,46.18,22.35,985.33
2023-12-10T00:01:43,41.49,79.90,171.46,192.68,30.05,55.47,39.38,835.50,23.79,1475.18,0.66,0.66,0.1578,355.2158,28.0000,46.18,22.35,985.32
2023-12-10T00:01:48,31.34,60.35,166.54,187.15,43.88,81.00,39.38,834.93,23.77,1474.20,0.67,0.67,0.1580,355.6127,28.0000,46.18,22.34,985.30
2023-12-10T00:01:53,41.49,79.90,169.00,189.91,39.11,72.19,39.42,835.28,23.79,1474.81,0.64,0.64,0.1579,355.4451,28.0000,46.19,22.34,985.29
2023-12-10T00:01:58,41.49,79.90,169.00,189.92,25.28,46.67,39.39,835.25,23.79,1474.83,0.67,0.67,0.1579,355.5676,28.0000,46.18,22.34,985.33
2023-12-10T00:02:03,38.22,73.60,181.31,203.74,25.28,46.66,39.42,835.18,23.79,1474.56,0.66,0.66,0.1578,355.1933,28.0000,46.18,22.35,985.27
