timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-02T00:00:03,41.49,80.78,299.47,340.26,20.99,39.17,39.47,1251.60,23.08,2234.39,1.64,1.64,0.1883,428.5015,27.0000,46.36,21.61,993.75
2023-12-02T00:00:08,41.16,80.14,331.47,376.63,25.76,48.08,39.52,1251.28,23.06,2233.89,1.50,1.50,0.1882,428.2561,27.0000,46.36,21.61,993.79
2023-12-02T00:00:13,34.29,66.77,331.47,376.62,21.46,40.05,39.53,1251.66,23.09,2234.52,1.39,1.39,0.1883,428.6676,27.0000,46.36,21.61,993.76
2023-12-02T00:00:18,34.29,66.77,338.86,385.02,25.76,48.08,39.47,1251.76,23.06,2234.70,1.46,1.46,0.1882,428.2680,27.0000,46.35,21.61,993.76
2023-12-02T00:00:23,34.62,67.41,358.55,407.39,30.53,56.98,39.51,1252.37,23.09,2235.78,1.58,1.58,0.1883,428.4787,27.0000,46.37,21.61,993.76
2023-12-02T00:00:28,34.29,66.77,333.93,379.42,21.46,40.05,39.53,1252.48,23.09,2235.99,1.58,1.58,0.1883,428.5078,27.0000,46.35,21.61,993.77
2023-12-02T00:00:33,37.56,73.13,324.09,368.24,21.46,40.05,39.51,1251.97,23.06,2235.08,1.59,1.59,0.1882,428.3257,27.0000,46.35,21.61,993.76
2023-12-02T00:00:38,31.02,60.40,319.16,362.63,21.46,40.05,39.54,1252.39,23.05,2235.78,1.56,1.56,0.1883,428.4867,27.0000,46.35,21.61,993.75
2023-12-02T00:00:43,45.09,87.79,311.78,354.23,30.05,56.08,39.50,1252.02,23.08,2235.05,1.62,1.62,0.1881,428.2212,27.0000,46.36,21.61,993.71
2023-12-02T00:00:48,41.49,80.79,321.63,365.44,25.28,47.18,39.50,1252.38,23.08,2235.82,1.65,1.65,0.1881,428.0531,27.0000,46.35,21.61,993.77
2023-12-02T00:00:53,34.62,67.41,309.32,351.45,30.05,56.08,39.50,1252.18,23.08,2235.46,1.64,1.64,0.1882,428.2639,27.0000,46.35,21.61,993.77
2023-12-02T00:00:58,38.22,74.41,314.24,357.03,39.59,73.89,39.54,1251.85,23.06,2234.75,1.54,1.54,0.1882,428.4288,27.0000,46.34,21.62,993.75
2023-12-02T00:01:03,45.09,87.79,321.63,365.43,25.28,47.18,39.50,1251.74,23.08,2234.58,1.38,1.38,0.1882,428.3337,27.0000,46.35,21.62,993.76
2023-12-02T00:01:08,38.22,74.42,297.01,337.46,35.30,65.88,39.55,1251.47,23.08,2234.17,1.38,1.38,0.1882,428.2625,27.0000,46.36,21.62,993.79
2023-12-02T00:01:13,38.22,74.41,314.24,357.02,34.82,64.98,39.51,1251.49,23.09,2234.07,1.59,1.59,0.1882,428.2871,27.0000,46.35,21.62,993.73
2023-12-02T00:01:18,41.49,80.78,326.55,371.02,20.99,39.17,39.54,1251.03,23.08,2233.34,1.58,1.58,0.1882,428.3884,27.0000,46.35,21.62,993.77
2023-12-02T00:01:23,51.64,100.54,329.01,373.80,34.34,64.09,39.52,1250.08,23.06,2231.58,1.55,1.55,0.1882,428.4069,27.0000,46.35,21.62,993.74
2023-12-02T00:01:28,44.77,87.16,272.39,309.47,34.34,64.09,39.54,1250.74,23.06,2232.68,1.45,1.45,0.1884,428.8150,27.0000,46.34,21.62,993.71
2023-12-02T00:01:33,38.22,74.41,279.78,317.87,43.88,81.89,39.51,1250.96,23.06,2233.11,1.59,1.59,0.1883,428.5756,27.0000,46.34,21.63,993.75
2023-12-02T00:01:38,48.37,94.18,306.85,348.63,30.05,56.08,39.46,1250.78,23.06,2232.85,1.83,1.83,0.1882,428.4187,27.0000,46.32,21.62,993.75
2023-12-02T00:01:43,38.22,74.41,309.32,351.43,30.05,56.08,39.54,1250.33,23.06,2232.00,1.85,1.85,0.1881,428.2026,27.0000,46.33,21.62,993.73
