timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-14T00:00:02,40.58,78.10,488.26,548.37,27.73,51.16,42.34,1987.67,25.41,3507.58,15.71,15.92,0.2235,502.9090,29.0000,49.19,23.93,990.04
2023-12-14T00:00:07,26.30,50.62,502.68,564.60,10.35,19.10,42.31,1988.04,25.42,3508.42,16.08,16.30,0.2236,502.9871,30.0000,49.19,23.92,990.07
2023-12-14T00:00:12,40.58,78.11,524.31,588.89,27.26,50.29,42.34,1989.41,25.45,3510.80,16.36,16.58,0.2235,502.7679,29.0000,49.19,23.92,990.05
2023-12-14T00:00:17,36.69,70.62,507.49,570.00,23.50,43.36,42.31,1989.41,25.45,3510.80,16.45,16.67,0.2235,502.8005,30.0000,49.18,23.92,990.05
2023-12-14T00:00:22,33.11,63.73,514.70,578.10,32.42,59.81,42.32,1989.01,25.42,3510.15,16.55,16.77,0.2235,502.9538,29.0000,49.19,23.92,990.07
2023-12-14T00:00:27,29.87,57.49,493.06,553.81,5.18,9.56,42.31,1987.31,25.42,3507.20,16.46,16.66,0.2234,502.7375,29.0000,49.19,23.92,990.09
2023-12-14T00:00:32,40.26,77.49,505.08,567.28,23.50,43.36,42.34,1987.78,25.42,3507.87,16.53,16.70,0.2234,502.7422,29.0000,49.19,23.92,990.04
2023-12-14T00:00:37,33.44,64.36,500.28,561.88,28.20,52.03,42.32,1988.36,25.44,3508.86,16.22,16.39,0.2235,502.8860,29.0000,49.19,23.92,990.03
2023-12-14T00:00:42,29.87,57.49,473.84,532.22,28.20,52.03,42.31,1988.45,25.44,3509.22,16.14,16.30,0.2235,502.9434,30.0000,49.18,23.92,990.09
2023-12-14T00:00:47,29.87,57.49,521.91,586.20,14.58,26.90,42.29,1988.30,25.42,3508.91,16.59,16.75,0.2235,502.7639,29.0000,49.19,23.92,990.07
